Cell ID,PseudoTime,Time
0,0.0,0
1,0.0,0
2,0.0,0
3,0.0,0
4,0.0,0
5,0.0,0
6,0.0,0
7,0.0,0
8,0.0,0
9,0.0,0
10,0.0,0
11,0.0,0
12,0.0,0
13,0.0,0
14,0.0,0
15,0.0,0
16,0.0,0
17,0.0,0
18,0.0,0
19,0.0,0
20,0.0,0
21,0.0,0
22,0.0,0
23,0.0,0
24,0.0,0
25,0.0,0
26,0.0,0
27,0.0,0
28,0.0,0
29,0.0,0
30,0.0,0
31,0.0,0
32,0.0,0
33,0.0,0
34,0.0,0
35,0.0,0
36,0.0,0
37,0.0,0
38,0.0,0
39,0.0,0
40,0.0,0
41,0.0,0
42,0.0,0
43,0.0,0
44,0.0,0
45,0.0,0
46,0.0,0
47,0.0,0
48,0.0,0
49,0.0,0
50,0.0,0
51,0.0,0
52,0.0,0
53,0.0,0
54,0.0,0
55,0.0,0
56,0.0,0
57,0.0,0
58,0.0,0
59,0.0,0
60,0.0,0
61,0.0,0
62,0.0,0
63,0.0,0
64,0.0,0
65,0.0,0
66,0.0,0
67,0.0,0
68,0.0,0
69,0.0,0
70,0.0,0
71,0.0,0
72,0.0,0
73,0.0,0
74,0.0,0
75,0.0,0
76,0.0,0
77,0.0,0
78,0.0,0
79,0.0,0
80,0.0,0
81,0.0,0
82,0.0,0
83,0.0,0
84,0.0,0
85,0.0,0
86,0.0,0
87,0.0,0
88,0.0,0
89,0.0,0
90,0.0,0
91,0.0,0
92,0.0,0
93,0.0,0
94,0.0,0
95,0.0,0
96,0.0,0
97,0.0,0
98,0.0,0
99,0.0,0
100,0.0,0
101,0.0,0
102,0.0,0
103,0.0,0
104,0.0,0
105,0.0,0
106,0.0,0
107,0.0,0
108,0.0,0
109,0.0,0
110,0.0,0
111,0.0,0
112,0.0,0
113,0.0,0
114,0.0,0
115,0.0,0
116,0.0,0
117,0.0,0
118,0.0,0
119,0.0,0
120,0.010416666666666666,1
121,0.010416666666666666,1
122,0.010416666666666666,1
123,0.010416666666666666,1
124,0.010416666666666666,1
125,0.010416666666666666,1
126,0.010416666666666666,1
127,0.010416666666666666,1
128,0.010416666666666666,1
129,0.010416666666666666,1
130,0.010416666666666666,1
131,0.010416666666666666,1
132,0.010416666666666666,1
133,0.010416666666666666,1
134,0.010416666666666666,1
135,0.010416666666666666,1
136,0.010416666666666666,1
137,0.010416666666666666,1
138,0.010416666666666666,1
139,0.010416666666666666,1
140,0.010416666666666666,1
141,0.010416666666666666,1
142,0.010416666666666666,1
143,0.010416666666666666,1
144,0.010416666666666666,1
145,0.010416666666666666,1
146,0.010416666666666666,1
147,0.010416666666666666,1
148,0.010416666666666666,1
149,0.010416666666666666,1
150,0.010416666666666666,1
151,0.010416666666666666,1
152,0.010416666666666666,1
153,0.010416666666666666,1
154,0.010416666666666666,1
155,0.010416666666666666,1
156,0.010416666666666666,1
157,0.010416666666666666,1
158,0.010416666666666666,1
159,0.010416666666666666,1
160,0.010416666666666666,1
161,0.010416666666666666,1
162,0.010416666666666666,1
163,0.010416666666666666,1
164,0.010416666666666666,1
165,0.010416666666666666,1
166,0.010416666666666666,1
167,0.010416666666666666,1
168,0.010416666666666666,1
169,0.010416666666666666,1
170,0.010416666666666666,1
171,0.010416666666666666,1
172,0.010416666666666666,1
173,0.010416666666666666,1
174,0.010416666666666666,1
175,0.010416666666666666,1
176,0.010416666666666666,1
177,0.010416666666666666,1
178,0.010416666666666666,1
179,0.010416666666666666,1
180,0.010416666666666666,1
181,0.010416666666666666,1
182,0.010416666666666666,1
183,0.010416666666666666,1
184,0.010416666666666666,1
185,0.010416666666666666,1
186,0.010416666666666666,1
187,0.010416666666666666,1
188,0.010416666666666666,1
189,0.010416666666666666,1
