,PseudoTime0,PseudoTime1
E5_1_762,1.762,
E16_0_801,0.801,
E140_2_643,2.643,
E116_6_168,,6.168
E55_3_765,3.765,
E93_4_406,4.406,
E10_3_044,,3.044
E28_2_243,,2.243
E22_4_486,4.486,
E84_0_0,,0.0
E147_1_602,,1.602
E144_5_207,5.207,
E68_2_563,,2.563
E76_0_721,0.721,
E90_5_767,5.767,
E85_5_287,,5.287
E35_7_289,7.289,
E13_5_847,,5.847
E24_0_641,0.641,
E78_2_323,,2.323
E93_3_524,3.524,
E100_5_527,,5.527
E113_1_121,1.121,
E102_0_16,,0.16
E129_2_163,,2.163
E1_4_406,4.406,
E117_5_927,5.927,
E51_4_566,,4.566
E53_7_69,,7.69
E124_6_809,,6.809
E0_0_801,,0.801
E7_5_607,,5.607
E16_3_685,3.685,
E53_1_041,,1.041
E33_1_522,,1.522
E32_3_204,,3.204
E95_6_248,,6.248
E3_2_563,2.563,
E92_2_964,2.964,
E69_4_566,4.566,
E86_1_922,,1.922
E117_4_406,4.406,
E31_0_721,,0.721
E24_1_842,1.842,
E104_1_041,,1.041
E147_4_005,,4.005
E102_3_765,,3.765
E73_7_129,7.129,
E149_0_561,0.561,
E32_0_801,,0.801
E95_2_723,,2.723
E61_4_646,,4.646
E97_6_248,,6.248
E113_5_367,5.367,
E96_2_884,2.884,
E36_5_607,,5.607
E14_3_925,,3.925
E142_3_845,3.845,
E10_6_969,,6.969
E76_2_884,2.884,
E34_5_607,5.607,
E77_2_964,2.964,
E69_7_449,7.449,
E99_3_364,,3.364
E16_2_003,2.003,
E29_4_245,4.245,
E17_5_687,,5.687
E34_0_801,0.801,
E67_7_289,,7.289
E138_5_287,,5.287
E99_4_646,,4.646
E113_0_561,0.561,
E29_5_046,5.046,
E121_2_723,,2.723
E41_6_809,6.809,
E141_4_245,,4.245
E79_0_16,,0.16
E22_0_961,0.961,
E99_3_524,,3.524
E102_4_165,,4.165
E76_2_483,2.483,
E85_7_69,,7.69
E55_5_767,5.767,
E88_7_129,7.129,
E47_2_403,,2.403
E20_2_163,,2.163
E22_6_488,6.488,
E3_1_602,1.602,
E74_3_685,,3.685
E8_1_922,1.922,
E27_6_488,6.488,
E113_7_93,7.93,
E108_1_922,1.922,
E143_6_809,6.809,
E20_5_687,,5.687
E64_2_403,,2.403
E82_1_362,1.362,
E5_5_927,5.927,
E85_2_563,,2.563
E23_3_765,,3.765
E136_4_486,,4.486
E18_2_884,2.884,
E62_2_723,,2.723
E31_7_449,,7.449
E113_2_563,2.563,
E24_6_248,6.248,
E67_5_367,,5.367
E41_0_961,0.961,
E51_1_041,,1.041
E40_3_605,3.605,
E123_3_044,,3.044
E86_0_32,,0.32
E83_4_005,4.005,
E95_4_245,,4.245
E59_4_406,4.406,
E51_0_481,,0.481
E55_3_605,3.605,
E119_0_32,0.32,
E6_3_364,,3.364
E103_7_289,7.289,
E95_2_964,,2.964
E117_1_442,1.442,
E121_6_969,,6.969
E91_1_442,,1.442
E133_6_889,6.889,
E63_6_088,,6.088
E142_4_806,4.806,
E97_5_447,,5.447
E13_0_32,,0.32
E45_4_486,4.486,
E15_1_842,,1.842
E103_3_284,3.284,
E98_7_529,7.529,
E105_5_927,,5.927
E124_0_08,,0.08
E147_1_041,,1.041
E114_5_046,5.046,
E54_2_003,,2.003
E71_1_602,1.602,
E146_7_69,7.69,
E107_7_69,,7.69
E63_7_61,,7.61
E63_4_165,,4.165
E10_1_202,,1.202
E120_4_085,4.085,
E122_0_401,0.401,
E120_2_723,2.723,
E4_1_362,1.362,
E94_7_529,7.529,
E100_6_728,,6.728
E59_5_126,5.126,
E60_7_049,7.049,
E133_4_245,4.245,
E38_4_566,,4.566
E30_1_682,1.682,
E90_0_961,0.961,
E106_0_721,,0.721
E123_4_566,,4.566
E16_2_403,2.403,
E0_5_767,,5.767
E144_1_762,1.762,
E16_7_209,7.209,
E23_3_524,,3.524
E14_5_607,,5.607
E0_0_481,,0.481
E144_3_605,3.605,
E102_7_129,,7.129
E143_5_687,5.687,
E33_2_163,,2.163
E5_3_524,3.524,
E107_1_922,,1.922
E133_2_163,2.163,
E52_3_044,3.044,
E6_1_282,,1.282
E16_2_643,2.643,
E120_6_809,6.809,
E56_3_685,,3.685
E37_1_282,1.282,
E115_6_328,6.328,
E115_2_003,2.003,
E55_4_886,4.886,
E53_6_008,,6.008
E93_4_886,4.886,
E67_3_605,,3.605
E90_6_889,6.889,
E107_7_129,,7.129
E120_1_842,1.842,
E40_0_641,0.641,
E5_7_449,7.449,
E64_2_643,,2.643
E125_5_767,5.767,
E72_5_126,5.126,
E97_6_889,,6.889
E76_0_08,0.08,
E59_4_966,4.966,
E60_3_845,3.845,
E86_7_449,,7.449
E116_7_209,,7.209
E143_5_767,5.767,
E22_7_049,7.049,
E112_4_886,4.886,
E114_3_524,3.524,
E44_4_806,,4.806
E10_1_442,,1.442
E20_4_245,,4.245
E29_6_889,6.889,
E114_1_682,1.682,
E23_7_529,,7.529
E142_5_607,5.607,
E51_7_77,,7.77
E63_4_726,,4.726
E146_6_168,6.168,
E56_7_049,,7.049
E18_6_488,6.488,
E140_5_126,5.126,
E148_0_801,,0.801
E90_6_168,6.168,
E112_1_041,1.041,
E69_5_126,5.126,
E23_6_408,,6.408
E9_5_927,,5.927
E120_6_648,6.648,
E0_3_284,,3.284
E83_7_69,7.69,
E111_6_408,,6.408
E14_7_77,,7.77
E61_4_726,,4.726
E2_4_406,,4.406
E106_6_648,,6.648
E16_6_248,6.248,
E74_4_646,,4.646
E53_1_362,,1.362
E0_4_165,,4.165
E28_4_406,,4.406
E23_6_969,,6.969
E45_2_323,2.323,
E25_1_442,1.442,
E48_4_406,,4.406
E98_6_969,6.969,
E96_0_961,0.961,
E115_1_362,1.362,
E135_3_765,,3.765
E78_6_648,,6.648
E110_1_522,,1.522
E59_0_24,0.24,
E26_6_328,,6.328
E28_2_403,,2.403
E28_4_245,,4.245
E125_6_088,6.088,
E5_6_008,6.008,
E88_4_245,4.245,
E54_4_886,,4.886
E76_3_605,3.605,
E120_7_289,7.289,
E62_6_809,,6.809
E117_6_168,6.168,
E56_4_005,,4.005
E99_0_481,,0.481
E112_7_529,7.529,
E88_6_969,6.969,
E96_6_809,6.809,
E30_5_207,5.207,
E9_0_881,,0.881
E7_5_287,,5.287
E65_5_046,5.046,
E20_7_369,,7.369
E39_1_362,,1.362
E149_4_966,4.966,
E141_7_77,,7.77
E9_7_449,,7.449
E108_6_488,6.488,
E132_5_367,,5.367
E85_4_566,,4.566
E60_6_328,6.328,
E137_6_809,6.809,
E17_2_804,,2.804
E125_4_406,4.406,
E135_3_044,,3.044
E54_2_483,,2.483
E16_2_483,2.483,
E70_6_408,6.408,
E27_4_966,4.966,
E126_5_607,,5.607
E95_7_209,,7.209
E60_2_804,2.804,
E13_0_961,,0.961
E29_7_369,7.369,
E9_4_325,,4.325
E120_1_282,1.282,
E9_5_607,,5.607
E27_5_046,5.046,
E5_0_32,0.32,
E45_1_682,1.682,
E71_0_801,0.801,
E104_1_682,,1.682
E86_3_765,,3.765
E34_5_046,5.046,
E15_3_685,,3.685
E101_0_481,0.481,
E146_7_77,7.77,
E0_2_964,,2.964
E39_7_289,,7.289
E122_1_842,1.842,
E107_2_483,,2.483
E135_0_561,,0.561
E3_7_209,7.209,
E2_2_163,,2.163
E46_5_687,5.687,
E42_6_328,,6.328
E29_4_085,4.085,
E27_4_566,4.566,
E135_7_77,,7.77
E76_3_765,3.765,
E74_0_641,,0.641
E88_7_77,7.77,
E127_1_041,,1.041
E98_0_08,0.08,
E42_0_961,,0.961
E3_4_966,4.966,
E88_2_163,2.163,
E64_5_447,,5.447
E111_5_126,,5.126
E90_0_24,0.24,
E20_0_641,,0.641
E16_6_488,6.488,
E2_4_165,,4.165
E149_4_726,4.726,
E87_3_444,3.444,
E9_5_767,,5.767
E22_3_364,3.364,
E38_1_362,,1.362
E147_3_204,,3.204
E3_3_605,3.605,
E117_5_687,5.687,
E9_2_003,,2.003
E138_5_447,,5.447
E116_7_93,,7.93
E117_7_129,7.129,
E32_2_083,,2.083
E33_3_524,,3.524
E100_5_046,,5.046
E96_5_287,5.287,
E94_0_0,0.0,
E127_1_202,,1.202
E134_4_005,4.005,
E111_3_845,,3.845
E44_0_561,,0.561
E109_5_126,5.126,
E138_7_129,,7.129
E60_0_801,0.801,
E138_4_165,,4.165
E107_6_168,,6.168
E15_6_648,,6.648
E92_4_245,4.245,
E52_3_845,3.845,
E129_6_008,,6.008
E117_0_641,0.641,
E121_2_243,,2.243
E68_0_08,,0.08
E101_3_044,3.044,
E95_5_847,,5.847
E106_3_925,,3.925
E101_1_202,1.202,
E92_5_847,5.847,
E52_7_93,7.93,
E104_2_964,,2.964
E52_7_369,7.369,
E142_2_003,2.003,
E22_6_809,6.809,
E96_0_16,0.16,
E50_0_08,,0.08
E72_4_165,4.165,
E143_4_566,4.566,
E99_6_568,,6.568
E119_4_245,4.245,
E59_0_32,0.32,
E39_7_129,,7.129
E51_4_726,,4.726
E133_1_442,1.442,
E43_2_163,2.163,
E80_6_889,6.889,
E33_4_966,,4.966
E49_0_32,0.32,
E44_0_481,,0.481
E143_5_447,5.447,
E83_3_364,3.364,
E96_1_121,1.121,
E111_5_367,,5.367
E147_5_847,,5.847
E26_0_0,,0.0
E93_2_964,2.964,
E106_1_282,,1.282
E76_7_61,7.61,
