,PseudoTime0,PseudoTime1
E117_1_253,1.253,
E141_2_455,2.455,
E136_4_108,,4.108
E134_3_056,,3.056
E147_1_152,,1.152
E86_1_904,,1.904
E39_1_253,1.253,
E74_1_052,,1.052
E58_1_754,,1.754
E22_4_709,4.709,
E61_2_104,2.104,
E116_3_357,,3.357
E98_1_303,,1.303
E114_2_305,,2.305
E98_1_152,,1.152
E47_4_108,,4.108
E140_1_052,,1.052
E76_1_703,,1.703
E0_4_81,,4.81
E131_0_902,0.902,
E53_1_052,,1.052
E6_4_359,4.359,
E67_3_908,3.908,
E71_0_401,,0.401
E149_4_709,,4.709
E48_3_407,3.407,
E25_2_705,,2.705
E1_2_255,,2.255
E110_0_2,,0.2
E60_2_505,,2.505
E107_0_2,0.2,
E48_1_553,1.553,
E77_3_758,,3.758
E144_0_752,,0.752
E27_2_405,2.405,
E48_2_555,2.555,
E27_3_808,3.808,
E59_2_004,2.004,
E87_2_305,,2.305
E127_3_156,3.156,
E30_0_551,0.551,
E145_2_856,2.856,
E66_4_609,,4.609
E139_2_255,2.255,
E149_1_503,,1.503
E84_0_15,,0.15
E144_1_202,,1.202
E101_1_152,,1.152
E40_3_257,3.257,
E109_3_958,,3.958
E42_3_908,,3.908
E94_3_657,3.657,
E67_1_453,1.453,
E22_2_305,2.305,
E70_3_156,,3.156
E36_0_952,0.952,
E76_2_054,,2.054
E98_2_255,,2.255
E126_1_703,1.703,
E3_1_653,1.653,
E33_3_006,3.006,
E136_2_856,,2.856
E45_3_156,3.156,
E143_3_257,3.257,
E33_0_0,0.0,
E5_3_257,3.257,
E87_3_006,,3.006
E145_1_553,1.553,
E79_0_351,0.351,
E136_1_303,,1.303
E83_4_459,4.459,
E135_0_601,,0.601
E74_0_05,,0.05
E145_3_307,3.307,
E96_1_954,,1.954
E80_2_906,,2.906
E140_2_705,,2.705
E44_4_459,4.459,
E118_2_004,2.004,
E35_1_353,1.353,
E40_4_81,4.81,
E112_4_96,,4.96
E36_0_0,0.0,
E47_2_405,,2.405
E87_3_808,,3.808
E142_3_707,,3.707
E37_2_455,2.455,
E114_1_353,,1.353
E15_3_707,,3.707
E149_2_856,,2.856
E112_4_058,,4.058
E134_2_154,,2.154
E74_2_405,,2.405
E43_4_509,4.509,
E97_4_86,,4.86
E26_4_108,,4.108
E1_1_002,,1.002
E35_2_154,2.154,
E47_4_81,,4.81
E33_0_551,0.551,
E130_2_505,2.505,
E0_1_603,,1.603
E102_4_76,4.76,
E86_2_956,,2.956
E137_3_557,3.557,
E98_2_104,,2.104
E141_3_858,3.858,
E84_2_505,,2.505
E140_2_956,,2.956
E6_2_154,2.154,
E109_0_0,,0.0
E61_4_459,4.459,
E74_4_409,,4.409
E40_0_802,0.802,
E39_4_509,4.509,
E82_0_2,,0.2
E124_4_659,4.659,
E7_3_407,,3.407
E52_2_906,,2.906
E54_1_253,,1.253
E24_0_952,0.952,
E15_0_651,,0.651
E126_2_806,2.806,
E75_0_05,0.05,
E72_3_808,3.808,
E73_0_601,,0.601
E34_2_705,,2.705
E122_0_1,0.1,
E24_3_056,3.056,
E108_0_701,0.701,
E17_4_359,4.359,
E21_4_91,,4.91
E121_1_403,1.403,
E98_0_902,,0.902
E75_0_401,0.401,
E67_0_752,0.752,
E64_0_952,,0.952
E83_3_607,3.607,
E70_3_958,,3.958
E24_0_852,0.852,
E145_2_305,2.305,
E77_2_004,,2.004
E118_4_559,4.559,
E46_1_403,,1.403
E14_2_455,,2.455
E22_2_555,2.555,
E112_0_351,,0.351
E30_3_407,3.407,
E99_4_709,,4.709
E31_1_603,,1.603
E46_2_906,,2.906
E130_4_459,4.459,
E56_0_852,,0.852
E83_0_15,0.15,
E122_1_553,1.553,
E21_2_255,,2.255
E21_0_651,,0.651
E9_4_91,,4.91
E70_3_557,,3.557
E89_2_004,,2.004
E31_3_257,,3.257
E141_0_2,0.2,
E87_4_359,,4.359
E122_0_451,0.451,
E47_1_253,,1.253
E122_2_856,2.856,
E84_2_906,,2.906
E88_0_351,,0.351
E117_1_403,1.403,
E86_4_81,,4.81
E0_1_854,,1.854
