,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E133_7_93,7.93,,,
E140_4_646,,,4.646,
E55_4_966,,,4.966,
E3_0_801,,,0.801,
E73_6_889,,,6.889,
E124_0_641,0.641,,,
E55_5_767,,,5.767,
E50_6_568,,,6.568,
E24_4_165,,,4.165,
E126_5_126,,,5.126,
E106_3_685,3.685,,,
E41_6_088,,6.088,,
E29_2_964,2.964,,,
E30_7_049,,,7.049,
E65_6_809,,,,6.809
E138_6_408,,,6.408,
E134_3_605,,,3.605,
E65_1_121,,,,1.121
E41_0_721,,0.721,,
E82_7_129,,7.129,,
E146_3_524,3.524,,,
E53_4_165,4.165,,,
E107_1_202,,,1.202,
E89_2_563,,,2.563,
E27_0_32,,,0.32,
E94_6_568,,,6.568,
E93_4_486,4.486,,,
E33_5_126,,,5.126,
E89_5_927,,,5.927,
E45_1_041,,,,1.041
E86_6_168,,,6.168,
E2_0_16,,,,0.16
E115_3_044,3.044,,,
E11_1_041,,,1.041,
E29_7_85,7.85,,,
E144_1_362,,,1.362,
E99_7_93,,,7.93,
E57_7_85,7.85,,,
E72_2_403,,,2.403,
E102_6_568,,6.568,,
E112_2_403,,,2.403,
E105_7_85,,,7.85,
E146_5_367,5.367,,,
E146_6_328,6.328,,,
E148_2_964,,,2.964,
E45_4_726,,,,4.726
E104_7_129,,,7.129,
E95_2_483,2.483,,,
E49_4_806,,,4.806,
E11_6_728,,,6.728,
E141_7_129,7.129,,,
E35_6_408,,,,6.408
E28_6_809,,,6.809,
E22_5_126,5.126,,,
E136_1_202,1.202,,,
E130_0_561,0.561,,,
E57_1_282,1.282,,,
E17_0_32,0.32,,,
E104_5_207,,,5.207,
E88_5_927,,5.927,,
E114_5_126,5.126,,,
E122_0_721,0.721,,,
E126_3_124,,,3.124,
E93_4_566,4.566,,,
E129_4_886,,,4.886,
E108_2_403,2.403,,,
E60_4_245,,,4.245,
E1_3_444,,,3.444,
E80_6_648,,6.648,,
E22_6_248,6.248,,,
E45_4_245,,,,4.245
E81_0_401,0.401,,,
E106_0_32,0.32,,,
E48_2_243,,,2.243,
E85_0_801,,,0.801,
E95_2_563,2.563,,,
E58_3_204,3.204,,,
E141_1_602,1.602,,,
E124_6_728,6.728,,,
E16_3_925,3.925,,,
E6_3_124,3.124,,,
E22_4_085,4.085,,,
E92_4_486,,,4.486,
E129_4_245,,,4.245,
E95_3_524,3.524,,,
E33_4_085,,,4.085,
E145_1_202,,,1.202,
E20_6_328,6.328,,,
E86_7_85,,,7.85,
E96_6_008,6.008,,,
E21_5_687,5.687,,,
E24_0_481,,,0.481,
E126_1_922,,,1.922,
E148_6_408,,,6.408,
E26_4_486,,,,4.486
E99_3_605,,,3.605,
E137_0_16,,,0.16,
E126_0_561,,,0.561,
E28_3_765,,,3.765,
E129_2_403,,,2.403,
E32_4_005,,4.005,,
E84_0_0,,,,0.0
E53_2_804,2.804,,,
E146_6_969,6.969,,,
E57_4_406,4.406,,,
E19_7_289,,,7.289,
E81_5_607,5.607,,,
E20_7_289,7.289,,,
E48_0_16,,,0.16,
E95_2_403,2.403,,,
E58_1_922,1.922,,,
E102_6_408,,6.408,,
E89_3_765,,,3.765,
E58_7_449,7.449,,,
E79_5_367,,,,5.367
E37_1_682,,,1.682,
E2_7_93,,,,7.93
E24_2_243,,,2.243,
E19_3_364,,,3.364,
E89_2_083,,,2.083,
E107_3_845,,,3.845,
E10_3_925,,,3.925,
E121_6_328,,6.328,,
E7_3_605,,,,3.605
E90_5_927,,,5.927,
E75_7_85,,,7.85,
E102_6_648,,6.648,,
E124_3_765,3.765,,,
E112_2_643,,,2.643,
E108_0_561,0.561,,,
E32_5_126,,5.126,,
E88_7_209,,7.209,,
E25_0_32,0.32,,,
E46_2_643,,,2.643,
E84_5_927,,,,5.927
E3_0_0,,,0.0,
E140_2_643,,,2.643,
E21_6_008,6.008,,,
E49_1_282,,,1.282,
E14_7_369,,7.369,,
E73_0_881,,,0.881,
E129_6_008,,,6.008,
E75_3_444,,,3.444,
E10_7_369,,,7.369,
E104_2_804,,,2.804,
E1_0_641,,,0.641,
E124_2_643,2.643,,,
E7_0_961,,,,0.961
E107_7_289,,,7.289,
E65_4_486,,,,4.486
E28_5_607,,,5.607,
E8_6_488,,,6.488,
E120_5_367,,,5.367,
E68_3_124,,3.124,,
E75_4_566,,,4.566,
E30_2_563,,,2.563,
E122_5_287,5.287,,,
E32_1_762,,1.762,,
E127_3_765,,,3.765,
E50_3_364,,,3.364,
E57_5_687,5.687,,,
E134_4_245,,,4.245,
E57_3_605,3.605,,,
E102_1_362,,1.362,,
E81_1_041,1.041,,,
E127_2_723,,,2.723,
E117_6_088,6.088,,,
E17_3_765,3.765,,,
E1_5_527,,,5.527,
E72_6_248,,,6.248,
E41_7_209,,7.209,,
E79_0_641,,,,0.641
E129_6_088,,,6.088,
E47_6_408,,,6.408,
E139_2_804,2.804,,,
E96_0_641,0.641,,,
E62_2_884,,,,2.884
E98_4_486,,,4.486,
E79_4_966,,,,4.966
E24_5_447,,,5.447,
E49_1_442,,,1.442,
E108_1_442,1.442,,,
E57_7_049,7.049,,,
E41_1_282,,1.282,,
E77_5_527,,,5.527,
E26_6_648,,,,6.648
E17_3_044,3.044,,,
E74_2_403,2.403,,,
E41_3_524,,3.524,,
E148_6_728,,,6.728,
E58_4_966,4.966,,,
E77_5_607,,,5.607,
E106_6_168,6.168,,,
E21_1_522,1.522,,,
E133_5_046,5.046,,,
E110_5_767,,,5.767,
E105_2_403,,,2.403,
E148_4_806,,,4.806,
E119_1_682,,1.682,,
E75_7_69,,,7.69,
E49_3_284,,,3.284,
E136_7_049,7.049,,,
E32_4_085,,4.085,,
E68_5_687,,5.687,,
E8_1_442,,,1.442,
E112_7_209,,,7.209,
E2_3_765,,,,3.765
E22_0_561,0.561,,,
E1_4_325,,,4.325,
E107_1_762,,,1.762,
E62_5_207,,,,5.207
E93_3_685,3.685,,,
E61_2_804,,2.804,,
E138_1_922,,,1.922,
E48_7_85,,,7.85,
E75_5_927,,,5.927,
E98_7_369,,,7.369,
E77_7_69,,,7.69,
E148_1_762,,,1.762,
E30_2_243,,,2.243,
E27_6_809,,,6.809,
E148_0_08,,,0.08,
E55_2_163,,,2.163,
E6_4_966,4.966,,,
E105_5_767,,,5.767,
E71_6_088,6.088,,,
E37_5_767,,,5.767,
E115_0_24,0.24,,,
E102_0_721,,0.721,,
E65_2_884,,,,2.884
E45_6_809,,,,6.809
E120_6_168,,,6.168,
E120_0_401,,,0.401,
E80_6_088,,6.088,,
E85_6_728,,,6.728,
E130_0_881,0.881,,,
E102_5_287,,5.287,,
E105_2_804,,,2.804,
E3_0_16,,,0.16,
E138_0_961,,,0.961,
E49_7_129,,,7.129,
E14_0_961,,0.961,,
E121_7_529,,7.529,,
E126_1_442,,,1.442,
E57_1_842,1.842,,,
E66_6_088,,,6.088,
E41_3_925,,3.925,,
E78_1_442,,,1.442,
E71_0_801,0.801,,,
E25_6_728,6.728,,,
E121_7_289,,7.289,,
E140_5_847,,,5.847,
E22_2_563,2.563,,,
E127_6_088,,,6.088,
E138_6_248,,,6.248,
E29_2_643,2.643,,,
E3_5_527,,,5.527,
E25_2_083,2.083,,,
E25_6_488,6.488,,,
E108_5_847,5.847,,,
E71_3_284,3.284,,,
E49_5_767,,,5.767,
E104_4_886,,,4.886,
E8_7_61,,,7.61,
E95_7_77,7.77,,,
E17_7_289,7.289,,,
E11_2_003,,,2.003,
E68_2_483,,2.483,,
E48_7_289,,,7.289,
E7_5_527,,,,5.527
E41_6_408,,6.408,,
E98_2_643,,,2.643,
E37_3_444,,,3.444,
E139_6_488,6.488,,,
E124_1_362,1.362,,,
E115_6_088,6.088,,,
E84_1_202,,,,1.202
E95_3_044,3.044,,,
E41_7_289,,7.289,,
E11_6_889,,,6.889,
E138_2_003,,,2.003,
E138_0_481,,,0.481,
E126_3_845,,,3.845,
E16_2_483,2.483,,,
E95_5_607,5.607,,,
E6_5_287,5.287,,,
E124_4_325,4.325,,,
E113_2_884,,,2.884,
E38_5_847,,,,5.847
E1_1_362,,,1.362,
E94_2_083,,,2.083,
E104_7_369,,,7.369,
E78_2_083,,,2.083,
E141_2_163,2.163,,,
E121_6_008,,6.008,,
E137_2_003,,,2.003,
E77_5_447,,,5.447,
E72_3_524,,,3.524,
E141_3_685,3.685,,,
E28_0_08,,,0.08,
E82_5_046,,5.046,,
E73_3_524,,,3.524,
E65_5_126,,,,5.126
E112_0_08,,,0.08,
E139_3_605,3.605,,,
E78_1_121,,,1.121,
E65_5_527,,,,5.527
E81_7_289,7.289,,,
E30_5_447,,,5.447,
E88_4_005,,4.005,,
E1_5_126,,,5.126,
E1_2_083,,,2.083,
E65_2_163,,,,2.163
E117_2_403,2.403,,,
E82_6_168,,6.168,,
E93_6_648,6.648,,,
E106_1_762,1.762,,,
E129_0_641,,,0.641,
E58_2_884,2.884,,,
E74_1_282,1.282,,,
E139_4_486,4.486,,,
E93_6_408,6.408,,,
E34_5_046,,,5.046,
E7_1_922,,,,1.922
E46_1_522,,,1.522,
E120_7_93,,,7.93,
E26_1_282,,,,1.282
E21_1_121,1.121,,,
E18_2_083,2.083,,,
E26_1_922,,,,1.922
E138_0_24,,,0.24,
E2_7_61,,,,7.61
E47_7_209,,,7.209,
E89_4_646,,,4.646,
E27_6_248,,,6.248,
E48_0_481,,,0.481,
E22_6_008,6.008,,,
E95_2_003,2.003,,,
E16_4_726,4.726,,,
E79_6_408,,,,6.408
E94_3_925,,,3.925,
E102_2_403,,2.403,,
E45_4_486,,,,4.486
E29_2_403,2.403,,,
E48_5_126,,,5.126,
E49_6_969,,,6.969,
E83_6_969,,,6.969,
E6_3_845,3.845,,,
E88_6_728,,6.728,,
E88_0_721,,0.721,,
E45_5_207,,,,5.207
E140_4_085,,,4.085,
E22_1_842,1.842,,,
E19_3_605,,,3.605,
E21_3_364,3.364,,,
E119_7_69,,7.69,,
E27_0_0,,,0.0,
E106_3_925,3.925,,,
E117_3_284,3.284,,,
E66_6_889,,,6.889,
E57_2_643,2.643,,,
E3_4_406,,,4.406,
E68_6_728,,6.728,,
E88_5_607,,5.607,,
E123_3_925,,,3.925,
E88_3_524,,3.524,,
E137_5_767,,,5.767,
E95_7_129,7.129,,,
E22_1_522,1.522,,,
E66_4_966,,,4.966,
E24_5_126,,,5.126,
E11_3_124,,,3.124,
E138_4_966,,,4.966,
E80_7_449,,7.449,,
E119_5_847,,5.847,,
E3_1_602,,,1.602,
E50_2_884,,,2.884,
E44_2_483,,,2.483,
E139_6_008,6.008,,,
E136_3_204,3.204,,,
E17_0_24,0.24,,,
E119_0_401,,0.401,,
E35_4_005,,,,4.005
E55_6_809,,,6.809,
E145_2_723,,,2.723,
E124_5_126,5.126,,,
E73_3_605,,,3.605,
E129_4_646,,,4.646,
E73_1_041,,,1.041,
E113_6_809,,,6.809,
E53_4_486,4.486,,,
E92_5_687,,,5.687,
E84_2_083,,,,2.083
E134_4_566,,,4.566,
E31_5_046,,,5.046,
E4_6_488,,,6.488,
E47_1_842,,,1.842,
E138_7_93,,,7.93,
E95_4_726,4.726,,,
E94_2_563,,,2.563,
E17_5_687,5.687,,,
E120_1_442,,,1.442,
E6_6_568,6.568,,,
E124_5_687,5.687,,,
E31_2_723,,,2.723,
E26_7_61,,,,7.61
E83_6_088,,,6.088,
E27_7_61,,,7.61,
E106_1_041,1.041,,,
E92_7_85,,,7.85,
E41_1_362,,1.362,,
E92_0_721,,,0.721,
E3_4_085,,,4.085,
E73_2_884,,,2.884,
E30_6_648,,,6.648,
E18_3_124,3.124,,,
E25_2_483,2.483,,,
E2_5_687,,,,5.687
E92_2_163,,,2.163,
E120_3_524,,,3.524,
E124_4_245,4.245,,,
E37_0_16,,,0.16,
E148_4_966,,,4.966,
E107_3_524,,,3.524,
E132_4_486,,4.486,,
E33_2_884,,,2.884,
E53_1_442,1.442,,,
E127_5_687,,,5.687,
E34_3_605,,,3.605,
E96_2_964,2.964,,,
E26_6_889,,,,6.889
E130_3_685,3.685,,,
E32_5_527,,5.527,,
E73_3_044,,,3.044,
E105_7_69,,,7.69,
E112_4_966,,,4.966,
E73_6_168,,,6.168,
E134_3_765,,,3.765,
E66_4_085,,,4.085,
E133_3_524,3.524,,,
E74_6_728,6.728,,,
E18_3_524,3.524,,,
