,PseudoTime0,PseudoTime1
E134_2_243,,2.243
E47_0_401,0.401,
E83_6_088,,6.088
E97_5_447,5.447,
E76_2_643,,2.643
E71_0_16,,0.16
E20_5_126,5.126,
E2_5_207,5.207,
E138_2_323,2.323,
E59_6_248,,6.248
E115_4_886,,4.886
E148_7_209,7.209,
E47_0_32,0.32,
E55_4_646,,4.646
E15_4_806,4.806,
E117_1_522,,1.522
E77_6_568,,6.568
E1_3_765,,3.765
E113_2_003,,2.003
E105_2_804,2.804,
E9_2_723,2.723,
E81_4_005,4.005,
E43_2_323,,2.323
E120_2_403,,2.403
E141_2_003,2.003,
E79_4_646,4.646,
E90_7_049,,7.049
E109_0_0,,0.0
E64_7_049,7.049,
E67_3_364,3.364,
E67_1_602,1.602,
E2_2_403,2.403,
E90_2_243,,2.243
E50_7_449,7.449,
E110_3_524,3.524,
E40_2_643,,2.643
E89_2_643,,2.643
E76_5_687,,5.687
E96_5_287,,5.287
E126_0_561,0.561,
E65_2_403,,2.403
E32_2_964,2.964,
E104_1_842,1.842,
E30_4_245,,4.245
E44_0_32,0.32,
E118_3_845,,3.845
E109_6_728,,6.728
E85_1_602,1.602,
E77_6_488,,6.488
E92_1_282,,1.282
E98_4_566,,4.566
E141_2_804,2.804,
E17_3_284,3.284,
E94_0_16,,0.16
E77_6_889,,6.889
E110_5_126,5.126,
E40_3_044,,3.044
E16_5_126,,5.126
E13_1_362,1.362,
E14_0_16,0.16,
E21_3_204,3.204,
E26_5_287,5.287,
E14_3_685,3.685,
E88_2_723,,2.723
E5_1_682,,1.682
E61_4_646,4.646,
E96_6_568,,6.568
E123_6_648,6.648,
E13_2_483,2.483,
E20_7_449,7.449,
E88_4_726,,4.726
E123_0_401,0.401,
E124_2_563,2.563,
E101_0_561,,0.561
E33_7_449,7.449,
E147_0_561,0.561,
E52_6_728,,6.728
E113_0_401,,0.401
E126_7_529,7.529,
E95_0_641,0.641,
E100_4_806,4.806,
E117_6_088,,6.088
E120_4_966,,4.966
E12_2_083,,2.083
E15_4_325,4.325,
E1_4_085,,4.085
E106_3_765,3.765,
E140_4_085,,4.085
E67_6_008,6.008,
E44_3_524,3.524,
E18_4_646,,4.646
E47_4_085,4.085,
E57_5_527,,5.527
E111_5_927,5.927,
E137_0_0,,0.0
E146_7_209,,7.209
E78_0_32,0.32,
E147_4_806,4.806,
E117_0_16,,0.16
E62_4_245,4.245,
E43_3_364,,3.364
E44_6_568,6.568,
E139_6_008,,6.008
E109_1_121,,1.121
E60_3_845,,3.845
E67_3_845,3.845,
E9_5_607,5.607,
E17_4_406,4.406,
E90_5_607,,5.607
E121_2_483,2.483,
E18_2_964,,2.964
E106_2_163,2.163,
E87_7_85,,7.85
E107_4_806,4.806,
E91_3_284,3.284,
E20_6_408,6.408,
E59_3_284,,3.284
E62_4_325,4.325,
E135_7_209,7.209,
E82_1_362,,1.362
E14_3_524,3.524,
E135_4_966,4.966,
E83_0_961,,0.961
E44_1_762,1.762,
E95_2_723,2.723,
E105_2_884,2.884,
E134_7_77,,7.77
E115_0_721,,0.721
E107_5_927,5.927,
E78_5_687,5.687,
E72_0_961,,0.961
E42_5_527,5.527,
E137_2_643,,2.643
E79_1_602,1.602,
E136_4_486,4.486,
E81_1_362,1.362,
E145_5_767,,5.767
E40_1_842,,1.842
E15_4_406,4.406,
E75_1_442,,1.442
E60_7_529,,7.529
E53_2_964,2.964,
E48_7_369,7.369,
E56_4_966,4.966,
E130_1_842,,1.842
E110_5_527,5.527,
E29_2_964,,2.964
E102_6_728,6.728,
E138_5_927,5.927,
E3_5_046,,5.046
E54_3_685,3.685,
E39_6_248,6.248,
E113_1_602,,1.602
E88_6_088,,6.088
E136_0_481,0.481,
E96_6_889,,6.889
E70_6_488,,6.488
E132_3_204,3.204,
E128_0_08,,0.08
E42_5_927,5.927,
E70_6_008,,6.008
E18_4_966,,4.966
E17_5_207,5.207,
E17_6_168,6.168,
E83_0_881,,0.881
E69_4_726,,4.726
E142_5_527,,5.527
E45_5_767,,5.767
E61_6_728,6.728,
E95_6_488,6.488,
E103_1_121,,1.121
E126_7_129,7.129,
E84_4_566,4.566,
E57_4_406,,4.406
E52_4_406,,4.406
E122_4_165,,4.165
E105_5_287,5.287,
E20_1_762,1.762,
E28_3_845,3.845,
E39_7_85,7.85,
E116_6_088,6.088,
E141_1_922,1.922,
E51_5_447,5.447,
E75_6_248,,6.248
E37_2_163,,2.163
E91_2_643,2.643,
E56_3_204,3.204,
E124_7_129,7.129,
E97_1_282,1.282,
E86_2_323,2.323,
E97_7_69,7.69,
E29_2_804,,2.804
E27_0_641,,0.641
E42_3_364,3.364,
E70_3_124,,3.124
E140_5_927,,5.927
E120_1_442,,1.442
E46_4_165,,4.165
E144_0_08,,0.08
E34_1_282,,1.282
E135_3_685,3.685,
E54_7_93,7.93,
E20_5_447,5.447,
E145_6_328,,6.328
E77_0_32,,0.32
E53_6_248,6.248,
E1_5_767,,5.767
E101_1_282,,1.282
E144_4_325,,4.325
E108_1_282,,1.282
E29_5_046,,5.046
E120_2_323,,2.323
E79_2_483,2.483,
E109_1_922,,1.922
E63_6_248,6.248,
E106_4_325,4.325,
E130_5_927,,5.927
E53_4_966,4.966,
E36_1_362,1.362,
E18_0_721,,0.721
E85_2_804,2.804,
E115_4_005,,4.005
E70_5_687,,5.687
E14_0_481,0.481,
E13_7_289,7.289,
E49_3_605,,3.605
E11_6_648,,6.648
E5_0_0,,0.0
E132_1_282,1.282,
E11_2_563,,2.563
E148_4_245,4.245,
E27_4_165,,4.165
E73_5_207,,5.207
E73_6_248,,6.248
E122_0_32,,0.32
E118_0_24,,0.24
E72_1_602,,1.602
E133_7_77,,7.77
E36_6_008,6.008,
E17_6_969,6.969,
E24_0_24,,0.24
E46_2_403,,2.403
E11_7_449,,7.449
E85_6_168,6.168,
E39_0_16,0.16,
E59_0_641,,0.641
E62_2_243,2.243,
E76_0_24,,0.24
E99_5_367,5.367,
E39_6_568,6.568,
E140_3_204,,3.204
E99_2_003,2.003,
E13_2_964,2.964,
E86_1_202,1.202,
E7_2_884,2.884,
E23_3_605,3.605,
E126_3_364,3.364,
E139_2_483,,2.483
E22_4_646,,4.646
E87_2_003,,2.003
E103_3_444,,3.444
E128_4_406,,4.406
E15_3_685,3.685,
E46_1_041,,1.041
E7_2_243,2.243,
E81_6_889,6.889,
E40_2_964,,2.964
E143_6_088,,6.088
E21_0_641,0.641,
E129_7_93,7.93,
E117_7_85,,7.85
E2_4_406,4.406,
E80_1_121,,1.121
E0_1_442,1.442,
E16_7_93,,7.93
E144_5_046,,5.046
E38_6_648,6.648,
E60_6_008,,6.008
E88_2_323,,2.323
E34_1_682,,1.682
E39_2_643,2.643,
E4_2_163,,2.163
E46_5_207,,5.207
E34_7_209,,7.209
E59_7_61,,7.61
E44_6_648,6.648,
E15_1_762,1.762,
E43_7_85,,7.85
E136_5_527,5.527,
E138_2_804,2.804,
E125_7_93,,7.93
E27_3_925,,3.925
E19_2_083,2.083,
E138_1_602,1.602,
E6_5_367,5.367,
E117_2_563,,2.563
E73_5_367,,5.367
E59_7_129,,7.129
E19_0_401,0.401,
E80_7_209,,7.209
E146_1_121,,1.121
E78_2_243,2.243,
E95_5_767,5.767,
E21_7_93,7.93,
E135_1_842,1.842,
E101_0_24,,0.24
E102_7_61,7.61,
E81_0_24,0.24,
E119_1_522,,1.522
E65_4_085,,4.085
E77_4_406,,4.406
E99_1_522,1.522,
E90_4_646,,4.646
E80_2_003,,2.003
E72_3_444,,3.444
E10_7_529,7.529,
E64_1_602,1.602,
E28_2_563,2.563,
E96_1_041,,1.041
E34_2_884,,2.884
E87_0_24,,0.24
E28_3_765,3.765,
E57_7_61,,7.61
E115_7_449,,7.449
E79_5_687,5.687,
E139_6_568,,6.568
E125_6_328,,6.328
E77_1_442,,1.442
E18_6_568,,6.568
E103_5_287,,5.287
E49_5_046,,5.046
E10_1_522,1.522,
E40_4_165,,4.165
E47_1_762,1.762,
E39_3_364,3.364,
E43_2_884,,2.884
E87_0_32,,0.32
E62_1_121,1.121,
E32_2_323,2.323,
E75_0_16,,0.16
E111_7_049,7.049,
E72_4_726,,4.726
E99_1_842,1.842,
E68_1_282,1.282,
E61_6_648,6.648,
E109_5_126,,5.126
E74_3_845,3.845,
E94_6_568,,6.568
E130_5_687,,5.687
E103_2_563,,2.563
E87_3_124,,3.124
E123_2_243,2.243,
E115_4_406,,4.406
E71_4_726,,4.726
E130_7_93,,7.93
E120_2_723,,2.723
E26_3_124,3.124,
E30_7_289,,7.289
E110_2_804,2.804,
E144_2_483,,2.483
E118_5_687,,5.687
E133_4_325,,4.325
E30_2_964,,2.964
E57_7_77,,7.77
E96_4_646,,4.646
E109_6_248,,6.248
E19_0_721,0.721,
E77_3_364,,3.364
E147_0_881,0.881,
E32_3_124,3.124,
E98_1_282,,1.282
E87_5_126,,5.126
E77_5_847,,5.847
E43_6_568,,6.568
E46_3_204,,3.204
E46_2_563,,2.563
E42_6_728,6.728,
