PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E97_0_05,11.2245020610587,4.2871810051604,5.85644379348949,4.6682615243132,11.6851069673282
E34_4_058,39.799890744229,NA,NA,NA,NA
E6_0_301,NA,15.7691047188758,NA,NA,NA
E81_1_253,NA,63.1459423668722,NA,NA,NA
E91_1_703,NA,18.0593954183837,NA,NA,NA
E103_0_0,12.5784433950472,NA,NA,NA,16.5867873364686
E88_4_709,NA,NA,74.3142679346018,NA,NA
E109_3_357,NA,NA,NA,45.5833545739423,NA
E24_1_052,NA,NA,56.2188110145581,NA,NA
E82_3_908,NA,42.1230835521172,NA,NA,NA
E129_0_752,NA,NA,26.845465784852,NA,NA
E114_1_353,NA,NA,22.8597760338023,NA,NA
E134_3_908,42.5072388585792,NA,NA,NA,NA
E87_4_309,NA,69.775893267855,NA,NA,NA
E25_1_303,NA,73.5317991445022,NA,NA,NA
E136_0_301,3.10182449284701,6.49771599018909,2.45444632228215,3.06898931540429,3.09953972856445
E145_0_1,0,0,0,0,0
E145_2_505,NA,NA,85.0107222557736,NA,NA
E78_3_457,NA,NA,NA,57.6928907507478,NA
E59_3_206,NA,NA,NA,43.9305402736944,NA
E13_4_359,NA,NA,57.4106685188393,NA,NA
E99_2_004,NA,NA,46.9873070881788,NA,NA
E123_3_507,NA,70.1463059847367,NA,NA,NA
E142_0_301,2.90059155254491,8.27466494267534,0,0,2.93400553779885
E121_1_253,NA,NA,NA,21.5195352142233,NA
E5_1_754,NA,NA,NA,20.5366458135168,NA
E22_1_804,NA,NA,51.2800679355299,NA,NA
E40_1_102,NA,NA,65.2668242194668,NA,NA
E37_3_657,NA,83.2234732401914,NA,NA,NA
E23_3_257,42.1134494605382,NA,NA,NA,NA
E54_0_0,11.8358021950031,NA,NA,NA,15.6847113603172
E58_4_259,NA,NA,NA,37.3242259906749,NA
E47_2_154,NA,NA,51.6704714504824,NA,NA
E15_4_709,NA,NA,62.4875394290163,NA,NA
E119_2_455,NA,NA,NA,NA,54.3736192865512
E2_4_76,NA,74.0853299647742,NA,NA,NA
E114_3_307,NA,NA,45.284988626082,NA,NA
E105_2_305,NA,NA,NA,57.7017405056128,NA
E63_1_353,NA,40.3958604722706,NA,NA,NA
E121_0_251,NA,17.3269473555216,NA,16.1751401981102,NA
E40_3_257,NA,NA,84.5366852613244,NA,NA
E8_0_2,7.77183708210888,1.3081692542185,7.49841592751247,1.30939786658039,1.3030540184723
E139_3_307,NA,65.708303168667,NA,NA,NA
E109_1_653,21.1475732605254,NA,NA,NA,NA
E12_0_852,20.5076028028942,NA,NA,8.04647951092341,NA
E51_4_459,NA,59.2448230984317,NA,NA,NA
E39_2_255,NA,NA,58.312745517525,NA,NA
E144_0_251,10.7746682993428,1.3081692542185,6.67434710425767,1.30939786658039,12.8122751839721
E102_0_15,3.10182449284701,10.5376936311864,2.54281704992055,13.8595439631497,3.28156491252998
E34_3_457,45.2040381031274,NA,NA,NA,NA
E96_2_505,NA,57.9240762148378,NA,NA,NA
E21_0_2,0,0,0,0,0
E110_1_904,NA,NA,65.7911774557523,NA,NA
E52_2_455,NA,NA,NA,40.7299769103777,NA
E135_0_501,NA,19.2280059067842,NA,NA,NA
E99_3_407,NA,NA,85.4841807526916,NA,NA
E127_3_707,NA,NA,40.0794576033888,NA,NA
E98_1_202,NA,NA,73.3300526994305,NA,NA
E120_1_253,18.2592727439443,NA,NA,5.19027735886549,8.31386276075432
E5_3_156,NA,NA,NA,68.6915740192937,NA
E20_3_507,NA,57.8150896183669,NA,NA,NA
E65_3_357,NA,51.6883381627911,NA,NA,NA
E117_3_758,NA,75.9753999702814,NA,NA,NA
E112_4_81,NA,46.3295216279426,NA,NA,NA
E108_3_908,NA,NA,81.558790955778,NA,NA
E133_4_058,NA,NA,59.4883583888132,NA,NA
E142_2_204,NA,73.1300249973226,NA,NA,NA
E10_0_401,NA,NA,19.4488440660581,NA,NA
E26_3_557,NA,NA,NA,50.6243683505615,NA
E87_0_651,NA,16.7148056250225,NA,NA,NA
E135_1_553,NA,80.7842807769184,NA,NA,NA
E14_4_309,NA,NA,44.0330564812737,NA,NA
E6_4_559,NA,82.2701911945999,NA,NA,NA
E17_3_006,NA,NA,53.4117748114055,NA,NA
E140_2_305,NA,40.3082964964558,NA,NA,NA
E51_3_407,NA,76.0084811869425,NA,NA,NA
E31_3_808,NA,NA,NA,NA,53.3913597673198
E104_0_501,NA,NA,NA,21.5169590137885,NA
E45_2_806,NA,NA,84.5222163709638,NA,NA
E102_1_904,NA,NA,NA,74.7074023270398,NA
E33_3_607,NA,NA,NA,53.6728729517991,NA
E114_4_659,NA,NA,84.0876583711373,NA,NA
E38_0_351,NA,15.9326835034698,NA,16.1840679770061,NA
E1_0_701,NA,31.3571679410825,NA,NA,NA
E37_1_503,NA,43.4574698405903,NA,NA,NA
E28_1_904,NA,NA,NA,32.3069604037548,NA
E127_0_1,9.31040194098273,1.3081692542185,10.8632531649264,1.30939786658039,11.2165066144758
E90_1_603,NA,83.6396059719984,NA,NA,NA
E70_2_104,NA,NA,NA,41.2504303703204,NA
E146_4_81,NA,NA,70.8726141073689,NA,NA
E91_1_202,NA,NA,24.8392289205741,NA,NA
E125_4_409,NA,71.0123395796445,NA,NA,NA
E148_3_958,40.8590995233927,NA,NA,NA,NA
E14_4_108,NA,NA,60.1933974770301,NA,NA
E74_0_1,0,8.64967620697895,0,0,0
E38_1_854,NA,NA,NA,NA,56.7987852862055
E43_1_052,NA,NA,51.1290280549921,NA,NA
E45_3_607,NA,NA,83.5797371092268,NA,NA
E132_2_405,NA,NA,NA,36.9650031048051,NA
E122_1_253,NA,NA,NA,32.7068446668014,NA
E49_2_705,NA,NA,NA,NA,53.8371753271695
E97_1_954,NA,NA,NA,73.1345419664032,NA
E131_3_607,NA,NA,59.050547407498,NA,NA
E8_0_501,10.3389456360325,NA,8.71605955541367,NA,13.5804007971597
E127_3_106,NA,NA,42.9554650427964,NA,NA
E2_1_403,NA,80.652574745891,NA,NA,NA
E142_1_303,NA,49.9065974122288,NA,NA,NA
E6_2_705,NA,55.3275297743121,NA,NA,NA
E125_2_305,NA,44.3644522501901,NA,NA,NA
E54_0_902,NA,43.7234651821892,NA,NA,NA
E119_4_609,NA,NA,NA,NA,50.554152929372
E108_3_808,NA,NA,79.2620855433196,NA,NA
E78_0_752,21.7767733953321,NA,NA,NA,NA
E13_4_609,NA,NA,83.1496623025619,NA,NA
E14_0_802,NA,NA,NA,32.7205434912372,NA
E92_2_555,NA,NA,77.5813352688433,NA,NA
E26_0_15,0.46453230897441,0.46455705016033,7.32753149596573,0.464588986133262,0.464549612367226
E138_3_507,NA,42.8443709082903,NA,NA,NA
E1_2_204,NA,73.7174453752425,NA,NA,NA
E29_2_355,NA,NA,77.6763219139719,NA,NA
E139_2_054,NA,81.8962652893681,NA,NA,NA
E122_1_804,NA,NA,NA,54.4232631478081,NA
E78_4_91,NA,NA,NA,65.3470453617254,NA
E42_1_954,NA,NA,NA,51.6760059814912,NA
E124_4_459,NA,NA,NA,NA,55.9123072603645
E139_3_557,NA,46.1118068675088,NA,NA,NA
E131_3_156,NA,NA,76.6034531544727,NA,NA
E100_4_359,NA,NA,NA,68.0581603829954,NA
E80_1_152,NA,NA,29.9462176375706,NA,NA
E54_1_553,NA,67.0430743198704,NA,NA,NA
E107_2_705,NA,NA,NA,NA,56.3836192288957
E67_3_457,NA,53.4772728606948,NA,NA,NA
E118_1_804,NA,NA,79.2093677222677,NA,NA
E13_4_659,NA,NA,72.1595633287006,NA,NA
E16_4_459,NA,NA,NA,72.8227186645569,NA
E11_2_355,NA,NA,NA,66.7184255620022,NA
E88_3_808,NA,NA,72.257175741048,NA,NA
E88_1_152,NA,NA,67.7972594289824,NA,NA
E14_3_758,NA,NA,60.3203209741772,NA,NA
E39_4_409,NA,NA,53.3458542763089,NA,NA
E96_4_409,NA,57.163887998868,NA,NA,NA
E6_4_659,NA,42.3920625477672,NA,NA,NA
E6_3_156,NA,82.0586039836224,NA,NA,NA
E118_4_659,NA,NA,59.5673725211123,NA,NA
E33_3_407,NA,NA,NA,52.6316219715748,NA
E121_2_455,NA,NA,NA,32.7803450051964,NA
E12_2_455,NA,NA,NA,42.0312625156098,NA
E85_1_152,NA,NA,79.5308019460762,NA,NA
E132_3_758,NA,NA,NA,42.3819832903764,NA
E100_3_407,NA,NA,NA,43.0294623271479,NA
E48_1_403,NA,NA,29.6563336252787,NA,NA
E59_3_607,NA,NA,NA,41.0629462773484,NA
E56_0_852,NA,NA,22.1319817536281,NA,NA
E126_3_357,NA,NA,NA,44.2693966774227,NA
E67_4_709,NA,64.6008736583178,NA,NA,NA
E20_3_958,NA,82.5641519910207,NA,NA,NA
E107_2_956,NA,NA,NA,NA,59.6646987845177
E45_2_705,NA,NA,53.5709499206042,NA,NA
E88_3_758,NA,NA,73.2345866946165,NA,NA
E121_2_605,NA,NA,NA,24.6148598361743,NA
E97_3_357,NA,NA,NA,42.8257128385743,NA
E148_4_158,45.7744440900308,NA,NA,NA,NA
E112_1_804,NA,71.8812829622121,NA,NA,NA
E31_3_607,NA,NA,NA,NA,58.0297188288127
E29_4_108,NA,NA,59.3982949360707,NA,NA
E30_1_553,NA,NA,NA,33.7473523922204,NA
E47_4_409,NA,NA,67.0868426745621,NA,NA
E13_2_405,NA,NA,52.0727742199781,NA,NA
E104_1_052,NA,NA,NA,23.6727307353492,NA
E89_3_507,NA,NA,NA,74.7074023270398,NA
E90_4_609,NA,42.4773064229827,NA,NA,NA
E11_1_553,NA,NA,NA,54.6385590789885,NA
E111_0_401,8.341938766418,0,10.1265166675293,0,0
E43_0_351,0,0,11.6775430771946,0,0
E109_1_754,20.9227024615989,NA,NA,NA,NA
E25_1_152,NA,80.9520192714747,NA,NA,NA
E21_0_752,NA,NA,39.65863644541,NA,NA
E136_1_603,NA,39.3793525602744,NA,NA,NA
E103_2_806,NA,NA,54.0113282225367,NA,NA
E143_2_555,NA,NA,NA,67.7493947164889,NA
E49_0_501,21.4470379222986,NA,NA,NA,NA
E22_1_954,NA,NA,70.1194379125236,NA,NA
E91_2_505,NA,NA,NA,31.9523131275359,NA
E18_1_253,NA,NA,18.9164724663771,NA,NA
E96_4_058,NA,80.2601465804032,NA,NA,NA
E81_1_002,NA,16.5021982672476,NA,NA,NA
E146_4_409,NA,NA,68.411820765364,NA,NA
E26_1_503,NA,NA,NA,71.9525813330769,NA
E69_0_251,NA,14.6754526863754,NA,15.3348590193379,NA
E84_3_808,NA,NA,38.7182685171662,NA,NA
E132_2_355,NA,NA,NA,36.9065246932166,NA
