,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E16_0_401,0.401,,,
E45_3_124,,,,3.124
E35_3_124,,,,3.124
E129_4_085,,,4.085,
E110_6_008,,,6.008,
E13_7_049,7.049,,,
E86_6_728,,,6.728,
E129_6_008,,,6.008,
E73_6_728,,,6.728,
E93_1_121,1.121,,,
E139_2_003,2.003,,,
E110_2_884,,,2.884,
E104_6_728,,,6.728,
E14_0_561,,0.561,,
E113_1_762,,,1.762,
E84_0_16,,,,0.16
E50_4_085,,,4.085,
E55_3_444,,,3.444,
E2_3_124,,,,3.124
E148_7_85,,,7.85,
E32_6_248,,6.248,,
E3_6_328,,,6.328,
E45_1_041,,,,1.041
E20_5_847,5.847,,,
E25_0_561,0.561,,,
E37_4_566,,,4.566,
E57_3_044,3.044,,,
E22_3_925,3.925,,,
E38_7_129,,,,7.129
E119_0_561,,0.561,,
E73_6_008,,,6.008,
E84_0_08,,,,0.08
E4_0_801,,,0.801,
E14_7_209,,7.209,,
E8_3_685,,,3.685,
E26_2_483,,,,2.483
E140_1_362,,,1.362,
E37_5_046,,,5.046,
E72_2_003,,,2.003,
E65_1_202,,,,1.202
E98_6_248,,,6.248,
E86_1_442,,,1.442,
E93_5_687,5.687,,,
E41_3_845,,3.845,,
E24_0_481,,,0.481,
E17_1_121,1.121,,,
E27_3_685,,,3.685,
E119_0_0,,0.0,,
E19_6_969,,,6.969,
E91_6_488,,,6.488,
E31_1_522,,,1.522,
E89_2_723,,,2.723,
E145_4_245,,,4.245,
E88_1_121,,1.121,,
E44_4_325,,,4.325,
E88_5_767,,5.767,,
E108_2_083,2.083,,,
E41_5_447,,5.447,,
E53_2_804,2.804,,,
E92_6_889,,,6.889,
E137_6_328,,,6.328,
E14_0_16,,0.16,,
E32_3_364,,3.364,,
E138_4_566,,,4.566,
E29_5_687,5.687,,,
E23_3_364,,,3.364,
E134_4_726,,,4.726,
E14_2_403,,2.403,,
E127_6_008,,,6.008,
E24_1_041,,,1.041,
E47_0_961,,,0.961,
E104_2_243,,,2.243,
E78_4_806,,,4.806,
E8_1_522,,,1.522,
E35_3_925,,,,3.925
E119_7_209,,7.209,,
E45_4_886,,,,4.886
E92_7_449,,,7.449,
E119_3_685,,3.685,,
E22_4_806,4.806,,,
E81_1_202,1.202,,,
E138_7_289,,,7.289,
E17_5_847,5.847,,,
E91_2_163,,,2.163,
E61_3_044,,3.044,,
E99_7_129,,,7.129,
E50_2_483,,,2.483,
E105_5_927,,,5.927,
E31_2_403,,,2.403,
E86_2_964,,,2.964,
E25_1_922,1.922,,,
E81_0_08,0.08,,,
E18_7_77,7.77,,,
E30_1_121,,,1.121,
E123_1_682,,,1.682,
E137_6_248,,,6.248,
E91_6_328,,,6.328,
E137_3_925,,,3.925,
E26_7_77,,,,7.77
E92_5_607,,,5.607,
E129_4_486,,,4.486,
E7_2_804,,,,2.804
E22_3_204,3.204,,,
E49_7_129,,,7.129,
E23_1_922,,,1.922,
E139_1_602,1.602,,,
E144_0_561,,,0.561,
E11_5_847,,,5.847,
E96_0_561,0.561,,,
E30_2_083,,,2.083,
E115_5_847,5.847,,,
E62_6_328,,,,6.328
E57_7_209,7.209,,,
E32_6_088,,6.088,,
E89_2_483,,,2.483,
E126_6_088,,,6.088,
E49_7_85,,,7.85,
E107_3_605,,,3.605,
E53_1_041,1.041,,,
E110_1_762,,,1.762,
E68_0_24,,0.24,,
E108_3_925,3.925,,,
E138_5_126,,,5.126,
E124_6_008,6.008,,,
E127_4_886,,,4.886,
E35_7_049,,,,7.049
E95_3_685,3.685,,,
E115_5_207,5.207,,,
E80_0_401,,0.401,,
E38_5_607,,,,5.607
E139_6_648,6.648,,,
E80_2_003,,2.003,,
E37_1_762,,,1.762,
E99_7_209,,,7.209,
E14_1_682,,1.682,,
E89_5_687,,,5.687,
E71_5_207,5.207,,,
E122_4_245,4.245,,,
E137_2_723,,,2.723,
E86_7_93,,,7.93,
E79_4_806,,,,4.806
E46_0_401,,,0.401,
E120_3_605,,,3.605,
E74_7_529,7.529,,,
E127_5_767,,,5.767,
E112_2_884,,,2.884,
E123_3_845,,,3.845,
E38_7_449,,,,7.449
E132_5_527,,5.527,,
E121_3_044,,3.044,,
E96_3_925,3.925,,,
E1_2_323,,,2.323,
E106_7_77,7.77,,,
E23_0_721,,,0.721,
E133_5_527,5.527,,,
E73_1_202,,,1.202,
E17_7_77,7.77,,,
E29_7_529,7.529,,,
E133_7_529,7.529,,,
E19_2_003,,,2.003,
E107_4_005,,,4.005,
E44_0_32,,,0.32,
E28_7_85,,,7.85,
E44_0_24,,,0.24,
E11_7_77,,,7.77,
E38_2_723,,,,2.723
E146_0_08,0.08,,,
E130_7_369,7.369,,,
E58_7_289,7.289,,,
E48_7_289,,,7.289,
E57_3_845,3.845,,,
E19_1_041,,,1.041,
E75_2_723,,,2.723,
E78_6_648,,,6.648,
E50_4_325,,,4.325,
E78_5_687,,,5.687,
E2_6_488,,,,6.488
E132_7_049,,7.049,,
E104_0_721,,,0.721,
E58_2_243,2.243,,,
E85_3_364,,,3.364,
E13_2_323,2.323,,,
E16_0_481,0.481,,,
E122_3_204,3.204,,,
E28_0_881,,,0.881,
E44_5_367,,,5.367,
E22_4_325,4.325,,,
E120_0_721,,,0.721,
E3_1_041,,,1.041,
E50_7_209,,,7.209,
E108_7_209,7.209,,,
E85_5_927,,,5.927,
E139_6_088,6.088,,,
E126_2_804,,,2.804,
E124_3_044,3.044,,,
E117_2_483,2.483,,,
E13_1_121,1.121,,,
E44_6_568,,,6.568,
E84_7_85,,,,7.85
E48_0_721,,,0.721,
E60_1_842,,,1.842,
E71_7_449,7.449,,,
E85_5_287,,,5.287,
E13_7_529,7.529,,,
E105_1_842,,,1.842,
E57_6_648,6.648,,,
E141_1_202,1.202,,,
E104_5_527,,,5.527,
E92_6_809,,,6.809,
E86_5_207,,,5.207,
E117_1_442,1.442,,,
E82_2_964,,2.964,,
E92_2_643,,,2.643,
E121_1_522,,1.522,,
E124_0_561,0.561,,,
E98_4_566,,,4.566,
E14_1_602,,1.602,,
