PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E16_0_401,7.29783187556007,11.3286219297745,12.0731990990585,6.74856070879147
E45_3_124,45.0947143741311,NA,NA,NA
E35_3_124,45.6552436337477,NA,NA,NA
E129_4_085,NA,52.5739002820374,NA,NA
E110_6_008,NA,38.3302670572316,NA,NA
E13_7_049,NA,NA,57.5051501070341,NA
E86_6_728,NA,40.0675979305059,NA,NA
E129_6_008,NA,83.6754145768191,NA,NA
E73_6_728,NA,33.311772713934,NA,NA
E93_1_121,NA,NA,34.6116013248887,NA
E139_2_003,NA,NA,82.6134460293274,NA
E110_2_884,NA,80.7096393929312,NA,NA
E104_6_728,NA,51.7885376886125,NA,NA
E14_0_561,0,0,0,0
E113_1_762,NA,82.956288044587,NA,NA
E84_0_16,0.885370368766179,0.884069609391749,0.882106445886726,0.885251629371546
E50_4_085,NA,91.4855454178437,NA,NA
E55_3_444,NA,42.1905368633652,NA,NA
E2_3_124,57.7973041098829,NA,NA,NA
E148_7_85,NA,81.2861484574589,NA,NA
E32_6_248,NA,NA,NA,60.7217909803579
E3_6_328,NA,85.1417735543529,NA,NA
E45_1_041,19.2133030893399,4.92788575772366,5.66422480301773,18.2135127778122
E20_5_847,NA,NA,60.275732866073,NA
E25_0_561,NA,NA,32.9130625275041,NA
E37_4_566,NA,82.2392162489937,NA,NA
E57_3_044,NA,NA,55.3660791034212,NA
E22_3_925,NA,NA,55.7517633890726,NA
E38_7_129,53.4865271742,NA,NA,NA
E119_0_561,0.424499463897581,0.424499467710384,0.424499450941778,0.424499466962272
E73_6_008,NA,81.1016986169952,NA,NA
E84_0_08,3.25505742891643,3.34531808836149,3.14321725684267,3.21423859097636
E4_0_801,NA,78.1077232964342,NA,NA
E14_7_209,NA,NA,NA,63.3352554009977
E8_3_685,NA,74.3541681527216,NA,NA
E26_2_483,47.0613086793844,NA,NA,NA
E140_1_362,NA,91.4855454178437,NA,NA
E37_5_046,NA,54.419412329281,NA,NA
E72_2_003,NA,83.4616393852737,NA,NA
E65_1_202,NA,NA,NA,43.2661314362675
E98_6_248,NA,83.9100571214715,NA,NA
E86_1_442,NA,60.7337924035213,NA,NA
E93_5_687,NA,NA,67.3403670937507,NA
E41_3_845,NA,NA,NA,62.3738867747502
E24_0_481,NA,21.4022771170661,NA,NA
E17_1_121,NA,NA,50.9186664264339,NA
E27_3_685,NA,59.8307106107171,NA,NA
E119_0_0,0,0,0,0
E19_6_969,NA,38.9469826247317,NA,NA
E91_6_488,NA,88.1280649069502,NA,NA
E31_1_522,NA,64.9439539074945,NA,NA
E89_2_723,NA,30.0005703614522,NA,NA
E145_4_245,NA,70.4804125237793,NA,NA
E88_1_121,19.6983654880994,3.64158442264048,4.6863813133436,18.8798308596297
E44_4_325,NA,91.4855454178437,NA,NA
E88_5_767,NA,NA,NA,71.3889332680504
E108_2_083,NA,NA,52.8658304433216,NA
E41_5_447,NA,NA,NA,71.3889332680504
E53_2_804,NA,NA,85.8197831581156,NA
E92_6_889,NA,81.5161360302172,NA,NA
E137_6_328,NA,75.2520538803514,NA,NA
E14_0_16,0,0,0,0
E32_3_364,NA,NA,NA,64.1453345612035
E138_4_566,NA,91.4855454178437,NA,NA
E29_5_687,NA,NA,85.8197831581156,NA
E23_3_364,NA,79.5369168199837,NA,NA
E134_4_726,NA,60.276300430889,NA,NA
E14_2_403,NA,NA,NA,45.1737148907547
E127_6_008,NA,73.0138973145311,NA,NA
E24_1_041,NA,32.7105487866479,NA,NA
E47_0_961,NA,19.7367888712319,21.6399978783554,NA
E104_2_243,NA,49.4560912850397,NA,NA
E78_4_806,NA,35.4382831270171,NA,NA
E8_1_522,NA,80.3893026790414,NA,NA
E35_3_925,56.925432899864,NA,NA,NA
E119_7_209,NA,NA,NA,63.7625122486481
E45_4_886,56.9448754773102,NA,NA,NA
E92_7_449,NA,43.4288282514054,NA,NA
E119_3_685,NA,NA,NA,69.1542378508654
E22_4_806,NA,NA,85.6678688407231,NA
E81_1_202,NA,NA,36.0714844280049,NA
E138_7_289,NA,71.6203177872818,NA,NA
E17_5_847,NA,NA,83.9838788135724,NA
E91_2_163,NA,91.4855454178437,NA,NA
E61_3_044,28.6223841677652,NA,NA,25.1660816340308
E99_7_129,NA,65.7176230848938,NA,NA
E50_2_483,NA,51.4570780218514,NA,NA
E105_5_927,NA,34.3489790920815,NA,NA
E31_2_403,NA,37.6811272798132,NA,NA
E86_2_964,NA,74.4882380680095,NA,NA
E25_1_922,NA,NA,60.2218594464,NA
E81_0_08,4.03419873472629,4.2953315585217,3.95522099821734,3.93319405295958
E18_7_77,NA,NA,80.9927753841867,NA
E30_1_121,NA,54.6881675061945,NA,NA
E123_1_682,NA,42.2908739217173,NA,NA
E137_6_248,NA,65.6874319211067,NA,NA
E91_6_328,NA,80.0339695077624,NA,NA
E137_3_925,NA,65.631951139675,NA,NA
E26_7_77,56.5055246237278,NA,NA,NA
E92_5_607,NA,50.9628074686445,NA,NA
E129_4_486,NA,83.0674161593956,NA,NA
E7_2_804,48.1399778502253,NA,NA,NA
E22_3_204,NA,NA,85.8197831581156,NA
E49_7_129,NA,65.8295637130995,NA,NA
E23_1_922,NA,82.1284550896556,NA,NA
E139_1_602,NA,NA,82.1725553976693,NA
E144_0_561,NA,18.312357425773,22.1291226350904,NA
E11_5_847,NA,40.7853807230331,NA,NA
E96_0_561,7.38036548084435,11.3690211350126,12.042753736299,6.79335021778337
E30_2_083,NA,86.301527767406,NA,NA
E115_5_847,NA,NA,70.2584224478849,NA
E62_6_328,54.89974925398,NA,NA,NA
E57_7_209,NA,NA,68.4534500116362,NA
E32_6_088,NA,NA,NA,64.9960203611299
E89_2_483,NA,89.897799661843,NA,NA
E126_6_088,NA,64.1569268640715,NA,NA
E49_7_85,NA,62.2944062060445,NA,NA
E107_3_605,NA,38.1190751590106,NA,NA
E53_1_041,NA,NA,33.6734833091812,NA
E110_1_762,NA,22.5910316760692,NA,NA
E68_0_24,17.7213382874254,3.19045465569552,3.99629495469609,16.9059439066433
E108_3_925,NA,NA,84.8424124757835,NA
E138_5_126,NA,39.8278649069689,NA,NA
E124_6_008,NA,NA,56.0527188502803,NA
E127_4_886,NA,79.7876888400033,NA,NA
E35_7_049,50.9494091468798,NA,NA,NA
E95_3_685,NA,NA,67.5893573042616,NA
E115_5_207,NA,NA,57.7422636917253,NA
E80_0_401,16.6405920309122,4.13013859499171,4.89161711318305,15.7856138820425
E38_5_607,60.2158472604519,NA,NA,NA
E139_6_648,NA,NA,83.786094905901,NA
E80_2_003,28.997793501278,NA,NA,25.7948233557765
E37_1_762,NA,74.3451887483265,NA,NA
E99_7_209,NA,70.029194497741,NA,NA
E14_1_682,NA,NA,NA,43.7566796315005
E89_5_687,NA,64.2106794309798,NA,NA
E71_5_207,NA,NA,52.19711959568,NA
E122_4_245,NA,NA,33.9729750438618,NA
E137_2_723,NA,63.8551780639061,NA,NA
E86_7_93,NA,39.7096558264421,NA,NA
E79_4_806,58.3303749174305,NA,NA,NA
E46_0_401,1.57328682420799,1.57237752127904,1.56173600579277,1.57333133110736
E120_3_605,NA,61.4655668957173,NA,NA
E74_7_529,NA,NA,81.2477848097625,NA
E127_5_767,NA,91.4855454178437,NA,NA
E112_2_884,NA,62.8618347919525,NA,NA
E123_3_845,NA,84.5575224205997,NA,NA
E38_7_449,51.3122979677276,NA,NA,NA
E132_5_527,NA,NA,NA,68.3528248949953
E121_3_044,NA,NA,NA,59.1535457930677
E96_3_925,NA,NA,51.6746487091452,NA
E1_2_323,NA,84.3972399233504,NA,NA
E106_7_77,NA,NA,60.0470457116956,NA
E23_0_721,NA,78.3283311013158,NA,NA
E133_5_527,NA,NA,62.0669140478515,NA
E73_1_202,NA,44.5210647708371,NA,NA
E17_7_77,NA,NA,55.2099168573158,NA
E29_7_529,NA,NA,58.0528205583972,NA
E133_7_529,NA,NA,81.0882329827783,NA
E19_2_003,NA,40.0381265976664,NA,NA
E107_4_005,NA,34.6889083300629,NA,NA
E44_0_32,10.400197429928,8.60932660516798,8.25988591398674,9.87016612937024
E28_7_85,NA,91.4855454178437,NA,NA
E44_0_24,NA,21.05941641029,NA,NA
E11_7_77,NA,69.0489511438607,NA,NA
E38_2_723,58.5930977129084,NA,NA,NA
E146_0_08,4.62461945692669,4.79631362528806,4.64845498902819,4.55657973502862
E130_7_369,NA,NA,85.8197831581156,NA
E58_7_289,NA,NA,83.9299089756166,NA
E48_7_289,NA,59.0177701134972,NA,NA
E57_3_845,NA,NA,52.3997049526892,NA
E19_1_041,NA,23.2437750740524,NA,NA
E75_2_723,NA,81.910424222029,NA,NA
E78_6_648,NA,56.1602764858747,NA,NA
E50_4_325,NA,36.8447710105202,NA,NA
E78_5_687,NA,68.6406508091629,NA,NA
E2_6_488,58.410619831359,NA,NA,NA
E132_7_049,NA,NA,NA,66.0733398714071
E104_0_721,19.0262254288596,3.52544716338719,4.51397095016138,18.2402180058411
E58_2_243,NA,NA,65.2515273574935,NA
E85_3_364,NA,80.126392301666,NA,NA
E13_2_323,NA,NA,85.1806015087784,NA
E16_0_481,NA,NA,26.1253172107922,NA
E122_3_204,NA,32.4728891658571,NA,NA
E28_0_881,NA,30.3950247689061,NA,NA
E44_5_367,NA,64.0899565050191,NA,NA
E22_4_325,NA,NA,54.9256173907558,NA
E120_0_721,3.16197278576141,3.2944871728555,2.99165739838411,3.10679810444312
E3_1_041,NA,29.440932809575,NA,NA
E50_7_209,NA,62.896230855661,NA,NA
E108_7_209,NA,NA,63.1659813030934,NA
E85_5_927,NA,80.3013728925015,NA,NA
E139_6_088,NA,NA,85.8197831581156,NA
E126_2_804,NA,65.4618310040494,NA,NA
E124_3_044,NA,NA,69.3005343073979,NA
E117_2_483,NA,NA,55.1190796225544,NA
E13_1_121,NA,NA,37.0599575599906,NA
