,PseudoTime0,PseudoTime1
E90_0_1,0.1,
E83_3_006,,3.006
E15_4_709,4.709,
E104_4_409,4.409,
E51_0_05,,0.05
E95_2_405,2.405,
E94_0_651,,0.651
E88_2_906,2.906,
E137_3_156,,3.156
E125_3_357,,3.357
E131_4_409,,4.409
E148_1_353,,1.353
E22_4_509,,4.509
E110_3_908,3.908,
E46_2_355,2.355,
E19_2_956,,2.956
E80_0_551,0.551,
E96_4_709,4.709,
E145_2_655,,2.655
E48_0_05,,0.05
E20_4_158,,4.158
E102_4_81,,4.81
E98_0_902,0.902,
E41_4_459,4.459,
E72_2_455,,2.455
E149_2_856,2.856,
E99_4_96,4.96,
E85_1_954,1.954,
E126_0_651,,0.651
E47_3_607,3.607,
E104_4_208,4.208,
E99_2_906,2.906,
E74_3_056,3.056,
E18_1_253,,1.253
E146_3_808,,3.808
E3_1_503,,1.503
E104_2_906,2.906,
E17_1_804,,1.804
E113_3_357,3.357,
E118_0_351,,0.351
E137_0_15,,0.15
E14_4_86,4.86,
E80_1_754,1.754,
E3_2_455,,2.455
E92_3_507,,3.507
E142_3_206,3.206,
E77_4_108,4.108,
E64_1_653,1.653,
E62_2_154,2.154,
E131_4_509,,4.509
E33_4_609,,4.609
E100_1_052,,1.052
E69_3_557,,3.557
E9_4_659,4.659,
E80_1_503,1.503,
E124_2_555,,2.555
E102_3_206,,3.206
E129_3_056,3.056,
E126_1_403,,1.403
E14_1_603,1.603,
E121_0_1,,0.1
E26_0_05,0.05,
E120_4_81,4.81,
E123_1_854,,1.854
E49_2_555,2.555,
E63_0_802,,0.802
E58_0_752,0.752,
E121_1_453,,1.453
E115_0_401,,0.401
E97_3_457,3.457,
E60_1_002,1.002,
E37_3_657,,3.657
E17_3_858,,3.858
E31_0_601,0.601,
E105_2_154,2.154,
E101_4_96,4.96,
E44_4_91,,4.91
E18_3_307,,3.307
E49_3_958,3.958,
E121_1_052,,1.052
E91_2_255,,2.255
E21_4_359,4.359,
E66_1_653,1.653,
E115_0_852,,0.852
E41_1_253,1.253,
E123_4_459,,4.459
E130_4_158,,4.158
E20_4_86,,4.86
E127_1_653,,1.653
E99_4_058,4.058,
E61_2_605,,2.605
E19_4_81,,4.81
E56_4_208,4.208,
E136_2_505,2.505,
E10_1_353,,1.353
E31_2_555,2.555,
