,PseudoTime0,PseudoTime1
E54_3_006,3.006,
E3_3_257,,3.257
E92_0_351,,0.351
E112_3_707,3.707,
E61_3_307,,3.307
E83_0_351,,0.351
E30_2_104,,2.104
E92_3_457,,3.457
E98_3_707,3.707,
E109_0_1,0.1,
E85_1_703,1.703,
E127_2_856,,2.856
E9_3_257,3.257,
E101_3_707,3.707,
E4_3_006,,3.006
E57_4_609,4.609,
E33_1_703,,1.703
E146_3_758,,3.758
E106_3_407,,3.407
E136_1_253,1.253,
E135_3_657,3.657,
E143_0_1,,0.1
E32_4_058,,4.058
E88_1_854,1.854,
E99_2_405,2.405,
E78_3_507,,3.507
E104_3_507,3.507,
E32_3_156,,3.156
E30_1_052,,1.052
E77_1_904,1.904,
E128_4_96,,4.96
E117_0_752,,0.752
E98_0_451,0.451,
E104_1_653,1.653,
E38_1_954,,1.954
E49_4_81,4.81,
E133_1_152,,1.152
E134_0_301,0.301,
E121_0_601,,0.601
E72_2_405,,2.405
E82_4_609,4.609,
E111_3_758,,3.758
E52_3_758,3.758,
E54_2_405,2.405,
E146_0_1,,0.1
E140_3_156,3.156,
E124_2_655,,2.655
E20_1_854,,1.854
E23_1_553,,1.553
E40_1_503,,1.503
E31_4_509,4.509,
E105_0_601,0.601,
E63_4_058,,4.058
E46_0_0,0.0,
E94_2_806,,2.806
E65_1_553,1.553,
E113_3_307,3.307,
E45_0_251,,0.251
E115_2_204,,2.204
E64_4_158,4.158,
E104_4_96,4.96,
E89_1_152,1.152,
E141_0_401,,0.401
E51_4_259,,4.259
E126_1_052,,1.052
E126_2_154,,2.154
E49_1_904,1.904,
E74_3_657,3.657,
E111_2_004,,2.004
E80_2_154,2.154,
E32_3_357,,3.357
E37_1_754,,1.754
E32_3_707,,3.707
E101_1_303,1.303,
E140_4_158,4.158,
E17_1_653,,1.653
E55_2_405,,2.405
E121_4_459,,4.459
E66_3_407,3.407,
E106_0_301,,0.301
E105_1_553,1.553,
E94_1_353,,1.353
E62_2_204,2.204,
E127_1_754,,1.754
E23_0_952,,0.952
E76_1_553,1.553,
E117_3_056,,3.056
E62_4_158,4.158,
E82_0_351,0.351,
E41_0_902,0.902,
E117_2_104,,2.104
E51_0_701,,0.701
E131_4_509,,4.509
E31_0_601,0.601,
E91_3_056,,3.056
E12_2_705,,2.705
E45_1_754,,1.754
E82_2_104,2.104,
E57_3_707,3.707,
E125_2_555,,2.555
E96_4_409,4.409,
E57_2_154,2.154,
E7_3_307,3.307,
E139_1_002,,1.002
E10_4_309,,4.309
E73_4_208,4.208,
E127_0_251,,0.251
E94_1_453,,1.453
E91_3_507,,3.507
E34_2_505,2.505,
E144_2_505,2.505,
E113_0_1,0.1,
E25_1_854,1.854,
E53_2_455,2.455,
E72_3_858,,3.858
E58_2_405,2.405,
E60_4_309,4.309,
E50_4_208,,4.208
E100_3_457,,3.457
E12_2_004,,2.004
E58_1_553,1.553,
E21_3_257,3.257,
E124_4_509,,4.509
E41_1_603,1.603,
E41_2_655,2.655,
E128_3_908,,3.908
E47_3_607,3.607,
E84_3_657,3.657,
E58_0_551,0.551,
E124_1_303,,1.303
E34_4_259,4.259,
E37_3_707,,3.707
E101_2_104,2.104,
E46_3_808,3.808,
E142_3_156,3.156,
E98_0_1,0.1,
E22_3_206,,3.206
E137_4_609,,4.609
E52_4_058,4.058,
E102_2_956,,2.956
E66_2_956,2.956,
E23_2_956,,2.956
E34_2_756,2.756,
E42_2_505,2.505,
E66_4_359,4.359,
E109_4_96,4.96,
