,Time
E65_1_403,1.403
E76_2_906,2.906
E143_3_106,3.1060000000000003
E9_0_15,0.15
E90_1_303,1.3030000000000002
E38_3_758,3.758
E45_4_659,4.659
E105_1_052,1.052
E17_1_904,1.9040000000000001
E69_2_555,2.555
E76_3_257,3.2569999999999997
E66_1_804,1.804
E136_1_603,1.6030000000000002
E71_2_204,2.204
E113_4_609,4.609
E51_4_76,4.76
E103_2_104,2.104
E36_2_455,2.455
E129_3_257,3.2569999999999997
E86_3_958,3.958
E108_1_804,1.804
E13_4_259,4.2589999999999995
E62_1_403,1.403
E17_3_457,3.457
E66_3_006,3.0060000000000002
E130_0_251,0.251
E68_0_952,0.9520000000000001
E79_1_102,1.102
E21_4_659,4.659
E46_0_401,0.401
E91_2_004,2.004
E120_3_858,3.858
E14_0_0,0.0
E132_3_808,3.8080000000000003
E80_3_206,3.2060000000000004
E11_4_609,4.609
E139_1_403,1.403
E144_2_555,2.555
E68_3_607,3.6069999999999998
E65_1_503,1.5030000000000001
E117_2_405,2.405
E53_2_455,2.455
E90_2_906,2.906
E2_3_507,3.5069999999999997
E34_1_002,1.002
E120_0_752,0.752
E141_2_455,2.455
E78_3_457,3.457
E43_3_206,3.2060000000000004
E84_3_457,3.457
E85_4_659,4.659
E19_0_1,0.1
E127_1_904,1.9040000000000001
E48_1_603,1.6030000000000002
E107_2_605,2.605
E50_3_758,3.758
E80_0_401,0.401
E33_4_76,4.76
E102_4_709,4.709
E108_4_96,4.96
E122_4_81,4.81
E92_0_15,0.15
E43_1_603,1.6030000000000002
E92_3_357,3.3569999999999998
E57_4_91,4.91
E114_3_206,3.2060000000000004
E8_3_858,3.858
E76_2_405,2.405
E140_2_355,2.355
E130_1_703,1.703
E108_2_405,2.405
E57_4_659,4.659
E98_4_81,4.81
E148_0_251,0.251
E19_2_956,2.9560000000000004
E87_3_657,3.657
E70_0_451,0.451
E41_1_804,1.804
E130_2_455,2.455
E0_4_208,4.208
E101_2_505,2.505
E92_2_605,2.605
E86_0_601,0.601
E71_3_557,3.557
E38_3_707,3.707
E104_1_954,1.954
E69_4_459,4.459
E115_3_557,3.557
E114_1_002,1.002
E146_4_96,4.96
E131_2_355,2.355
E38_3_657,3.657
E57_1_303,1.3030000000000002
E140_2_405,2.405
E33_3_607,3.6069999999999998
E13_3_407,3.407
E103_4_609,4.609
E55_2_004,2.004
E97_4_709,4.709
E23_2_204,2.204
