PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E62_2_154,68.0671448281078,NA,NA,NA,NA
E31_4_309,66.5993359939538,NA,NA,NA,NA
E54_0_701,NA,60.114843628551,NA,NA,NA
E104_0_952,NA,NA,37.7680172698212,NA,NA
E143_3_307,NA,NA,54.9601536139151,NA,NA
E127_4_208,NA,NA,NA,49.7825972988458,NA
E141_1_253,NA,NA,34.0516752299904,NA,NA
E139_3_707,NA,73.1529025414844,NA,NA,NA
E74_4_058,NA,NA,77.9885918764246,NA,NA
E100_2_104,NA,NA,53.6542976146388,NA,NA
E135_4_659,NA,77.6632796557252,NA,NA,NA
E131_0_952,NA,NA,NA,25.3833208997515,NA
E134_1_603,NA,NA,NA,NA,53.9910512008805
E47_4_96,NA,NA,NA,48.025487215437,NA
E81_0_401,NA,32.7483414846862,NA,NA,NA
E70_1_754,NA,NA,63.6364177372453,NA,NA
E49_0_601,31.2711892240492,NA,NA,NA,NA
E61_3_206,NA,NA,59.8377020378761,NA,NA
E136_2_655,NA,86.4599427938618,NA,NA,NA
E62_0_351,24.8224368462942,22.0068030126995,14.7378773754828,NA,16.2520154845183
E143_4_559,NA,NA,46.9936026468969,NA,NA
E44_1_453,NA,NA,NA,NA,54.1578713133731
E95_1_102,NA,NA,40.9745658343245,NA,NA
E103_4_91,NA,NA,NA,45.8907662894098,NA
E52_2_956,NA,NA,80.6479153969706,NA,NA
E84_1_954,NA,NA,NA,63.1297693112295,NA
E19_0_802,NA,33.3791035755417,NA,NA,NA
E81_3_707,NA,64.8539053328207,NA,NA,NA
E42_1_453,NA,NA,34.4444115359288,NA,NA
E24_2_806,NA,NA,NA,24.4463911052608,NA
E13_0_601,NA,NA,NA,26.5123653951014,NA
E53_2_655,NA,NA,NA,81.1826575323475,NA
E122_2_605,NA,NA,80.6479153969706,NA,NA
E95_4_359,NA,NA,62.4276566829274,NA,NA
E72_1_553,NA,73.3328883131901,NA,NA,NA
E122_1_503,NA,NA,43.1898004955527,NA,NA
E12_4_709,NA,NA,68.8084043440455,NA,NA
E103_2_956,NA,NA,NA,62.7420877805967,NA
E77_1_854,NA,NA,71.4125466074979,NA,NA
E123_2_255,NA,63.5506505194862,NA,NA,NA
E47_3_808,NA,NA,NA,27.3382276893309,NA
E147_2_054,0,0,0,8.29360542651767,0
E88_1_303,NA,NA,NA,68.7787632814867,NA
E148_1_603,NA,NA,NA,NA,55.9536536951486
E20_2_204,NA,79.1842352707172,NA,NA,NA
E55_1_703,NA,NA,46.2373609262711,NA,NA
E126_1_353,NA,NA,38.9776178239548,NA,NA
E101_4_309,NA,NA,NA,79.767004217785,NA
E90_4_259,NA,62.5692233342256,NA,NA,NA
E59_0_451,NA,NA,38.1377736262292,NA,NA
E19_1_202,NA,34.0005262323203,NA,NA,NA
E72_1_253,NA,69.5103719294299,NA,NA,NA
E138_2_255,NA,80.0004246267915,NA,NA,NA
E104_2_255,NA,NA,66.4489188997328,NA,NA
E130_4_709,NA,70.1934399188002,NA,NA,NA
E88_3_407,NA,NA,NA,73.8726555521723,NA
E147_2_154,0,NA,NA,10.1941789641942,NA
E111_0_1,11.9699044839396,12.6913192833305,10.8984044746369,2.57816693120957,12.6285970018971
E48_3_006,NA,NA,NA,44.2834007221057,NA
E137_4_559,NA,NA,80.6479153969706,NA,NA
E67_3_457,NA,61.699538796699,NA,NA,NA
E71_1_603,NA,NA,NA,68.2076489708862,NA
E13_0_501,12.3935483773949,9.8795746654205,NA,NA,NA
E12_1_904,NA,NA,57.7247050003329,NA,NA
E84_2_204,NA,NA,NA,51.5759062739898,NA
E85_3_357,NA,NA,NA,73.3417323727474,NA
E80_0_952,NA,NA,NA,2.57816693120957,NA
E138_1_052,NA,84.9001812962491,NA,NA,NA
E59_2_505,NA,NA,47.9420423194221,NA,NA
E79_0_451,15.884068091949,NA,NA,NA,28.1057163154074
E90_3_056,NA,80.9194231360362,NA,NA,NA
E19_4_609,NA,49.2054740520718,NA,NA,NA
E108_2_355,NA,NA,NA,24.8273734158319,NA
E149_4_259,NA,49.7603367759092,NA,NA,NA
E42_0_301,25.157212126844,21.4093861138439,NA,NA,18.4052837987403
