,PseudoTime0,PseudoTime1
E135_5_847,5.847,
E65_7_77,,7.77
E136_3_925,3.925,
E51_6_088,6.088,
E79_5_607,,5.607
E48_5_126,,5.126
E135_7_85,7.85,
E14_0_881,0.881,
E84_4_005,,4.005
E98_5_287,5.287,
E1_5_367,,5.367
E54_7_209,,7.209
E16_7_369,,7.369
E107_3_524,3.524,
E106_2_643,,2.643
E142_3_204,3.204,
E63_3_204,,3.204
E31_3_765,3.765,
E1_2_083,,2.083
E37_3_044,,3.044
E96_2_563,,2.563
E88_3_364,3.364,
E126_0_961,,0.961
E36_5_046,5.046,
E112_5_767,5.767,
E51_3_284,3.284,
E131_5_046,,5.046
E70_3_044,3.044,
E36_7_77,7.77,
E44_4_566,4.566,
E15_2_163,2.163,
E36_7_369,7.369,
E133_0_08,,0.08
E41_3_845,3.845,
E44_3_364,3.364,
E54_6_728,,6.728
E36_6_648,6.648,
E66_6_008,,6.008
E78_4_486,,4.486
E20_6_008,6.008,
E123_4_486,,4.486
E106_5_447,,5.447
E133_2_804,,2.804
E55_6_889,,6.889
E4_1_842,1.842,
E10_7_209,,7.209
E109_5_046,5.046,
E42_5_046,,5.046
E108_0_401,,0.401
E108_4_005,,4.005
E16_0_881,,0.881
E31_0_0,0.0,
E119_6_809,,6.809
E85_7_93,7.93,
E63_3_845,,3.845
E123_1_682,,1.682
E79_5_527,,5.527
E42_3_765,,3.765
E120_6_728,6.728,
E131_1_442,,1.442
E36_5_527,5.527,
E54_2_483,,2.483
E55_3_044,,3.044
E63_2_243,,2.243
E48_7_129,,7.129
E54_2_003,,2.003
E4_5_287,5.287,
E136_7_93,7.93,
E3_5_287,5.287,
E101_2_643,2.643,
E84_2_964,,2.964
E110_3_204,,3.204
E96_7_369,,7.369
E78_4_726,,4.726
E37_4_886,,4.886
E96_2_643,,2.643
E123_2_163,,2.163
E119_1_442,,1.442
E56_1_522,,1.522
E12_5_447,,5.447
E17_2_003,,2.003
E48_2_643,,2.643
E88_6_168,6.168,
E112_6_568,6.568,
E20_7_93,7.93,
E106_7_529,,7.529
E94_6_889,6.889,
E65_2_723,,2.723
E47_7_85,,7.85
E96_6_328,,6.328
E79_1_762,,1.762
E42_6_168,,6.168
E55_0_721,,0.721
E98_7_77,7.77,
E41_5_447,5.447,
E49_5_126,5.126,
E96_0_721,,0.721
E66_1_602,,1.602
E2_6_248,,6.248
E109_4_085,4.085,
E14_6_969,6.969,
E1_5_767,,5.767
E135_4_325,4.325,
E94_6_328,6.328,
E55_2_003,,2.003
E31_5_287,5.287,
E101_4_005,4.005,
E10_2_163,,2.163
E85_2_403,2.403,
E70_4_325,4.325,
E88_7_77,7.77,
E48_4_325,,4.325
E31_2_884,2.884,
E94_0_0,0.0,
E84_3_364,,3.364
E107_0_401,0.401,
E3_5_126,5.126,
E36_3_524,3.524,
E25_5_447,5.447,
E44_5_367,5.367,
E110_5_447,,5.447
E126_4_566,,4.566
E121_2_003,2.003,
E123_0_641,,0.641
E1_4_726,,4.726
E70_3_284,3.284,
E121_3_524,3.524,
E119_7_69,,7.69
E110_4_165,,4.165
E119_3_044,,3.044
E108_0_881,,0.881
E98_2_323,2.323,
E55_4_325,,4.325
E47_0_961,,0.961
E44_5_447,5.447,
E126_0_641,,0.641
E47_4_726,,4.726
E101_2_563,2.563,
E101_6_248,6.248,
E136_1_762,1.762,
E14_1_121,1.121,
E54_5_687,,5.687
E37_6_168,,6.168
E88_4_726,4.726,
E121_3_765,3.765,
E12_6_568,,6.568
E12_2_243,,2.243
E51_1_842,1.842,
E65_4_245,,4.245
E56_5_767,,5.767
E80_3_204,,3.204
E108_3_605,,3.605
E4_2_323,2.323,
E125_5_287,,5.287
E101_6_088,6.088,
E88_5_447,5.447,
E109_0_08,0.08,
E47_7_129,,7.129
E109_3_044,3.044,
E12_3_765,,3.765
E108_6_809,,6.809
E55_7_529,,7.529
E0_0_961,0.961,
E41_6_488,6.488,
E120_4_325,4.325,
E112_0_08,0.08,
E25_5_527,5.527,
E135_3_444,3.444,
E17_7_85,,7.85
E47_6_008,,6.008
E128_2_243,,2.243
E51_5_046,5.046,
E1_0_961,,0.961
E88_4_486,4.486,
E12_2_723,,2.723
E135_7_449,7.449,
E96_3_044,,3.044
E2_6_088,,6.088
E125_7_85,,7.85
E16_3_765,,3.765
E20_2_163,2.163,
E98_2_403,2.403,
E109_5_287,5.287,
E48_6_328,,6.328
E44_2_884,2.884,
E70_0_24,0.24,
E14_3_925,3.925,
E126_4_806,,4.806
E121_1_762,1.762,
E136_7_289,7.289,
E4_5_527,5.527,
