,PseudoTime0,PseudoTime1
E5_1_762,,1.762
E14_0_801,0.801,
E139_2_643,,2.643
E118_6_168,,6.168
E56_3_765,3.765,
E92_4_406,,4.406
E10_3_044,3.044,
E27_2_243,,2.243
E20_4_486,4.486,
E83_0_0,,0.0
E146_1_602,,1.602
E143_5_207,,5.207
E67_2_563,2.563,
E75_0_721,,0.721
E89_5_767,,5.767
E84_5_287,5.287,
E34_7_289,,7.289
E11_5_847,,5.847
E22_0_641,,0.641
E77_2_323,,2.323
E92_3_524,,3.524
E100_5_527,5.527,
E115_1_121,,1.121
E102_0_16,0.16,
E129_2_163,2.163,
E1_4_406,,4.406
E119_5_927,,5.927
E52_4_566,,4.566
E54_7_69,7.69,
E125_6_809,,6.809
E0_0_801,0.801,
E7_5_607,5.607,
E14_3_685,3.685,
E54_1_041,1.041,
E32_1_522,1.522,
E31_3_204,3.204,
E95_6_248,6.248,
E3_2_563,,2.563
E91_2_964,2.964,
E68_4_566,4.566,
E85_1_922,1.922,
E119_4_406,,4.406
E30_0_721,,0.721
E22_1_842,,1.842
E104_1_041,1.041,
E146_4_005,,4.005
E102_3_765,3.765,
E72_7_129,,7.129
E148_0_561,0.561,
E31_0_801,0.801,
E95_2_723,2.723,
E60_4_646,,4.646
E97_6_248,6.248,
E115_5_367,,5.367
E96_2_884,,2.884
E36_5_607,5.607,
E12_3_925,,3.925
E141_3_845,3.845,
E10_6_969,6.969,
E75_2_884,,2.884
E33_5_607,5.607,
E76_2_964,,2.964
E68_7_449,7.449,
E99_3_364,3.364,
E14_2_003,2.003,
E28_4_245,4.245,
E15_5_687,5.687,
E33_0_801,0.801,
E66_7_289,7.289,
E137_5_287,,5.287
E99_4_646,4.646,
E115_0_561,,0.561
E28_5_046,5.046,
E122_2_723,,2.723
E42_6_809,6.809,
E140_4_245,,4.245
E78_0_16,0.16,
E20_0_961,0.961,
E99_3_524,3.524,
E102_4_165,4.165,
E75_2_483,,2.483
E84_7_69,7.69,
E56_5_767,5.767,
E87_7_129,,7.129
E48_2_403,2.403,
E18_2_163,,2.163
E20_6_488,6.488,
E3_1_602,,1.602
E73_3_685,,3.685
E8_1_922,,1.922
E26_6_488,6.488,
E115_7_93,,7.93
E108_1_922,,1.922
E142_6_809,,6.809
E18_5_687,,5.687
E63_2_403,2.403,
E81_1_362,1.362,
E5_5_927,,5.927
E84_2_563,2.563,
E21_3_765,3.765,
E135_4_486,4.486,
E16_2_884,,2.884
E61_2_723,2.723,
E30_7_449,,7.449
E115_2_563,,2.563
E22_6_248,,6.248
E66_5_367,5.367,
E42_0_961,0.961,
E52_1_041,,1.041
E40_3_605,,3.605
E124_3_044,3.044,
E85_0_32,0.32,
E82_4_005,,4.005
E95_4_245,4.245,
E58_4_406,,4.406
E52_0_481,,0.481
E56_3_605,3.605,
E120_0_32,,0.32
E6_3_364,3.364,
E103_7_289,,7.289
E95_2_964,2.964,
E119_1_442,,1.442
E122_6_969,,6.969
E90_1_442,,1.442
E132_6_889,6.889,
E62_6_088,6.088,
E141_4_806,4.806,
E97_5_447,5.447,
E11_0_32,,0.32
E46_4_486,,4.486
E13_1_842,1.842,
E103_3_284,,3.284
E98_7_529,,7.529
E105_5_927,5.927,
E125_0_08,,0.08
E146_1_041,,1.041
E116_5_046,5.046,
E55_2_003,,2.003
E70_1_602,,1.602
E145_7_69,,7.69
E107_7_69,7.69,
E62_7_61,7.61,
E62_4_165,4.165,
E10_1_202,1.202,
E121_4_085,4.085,
E123_0_401,0.401,
E121_2_723,2.723,
E4_1_362,,1.362
E94_7_529,,7.529
E100_6_728,6.728,
E58_5_126,,5.126
E59_7_049,,7.049
E132_4_245,4.245,
E38_4_566,4.566,
E29_1_682,,1.682
E89_0_961,,0.961
E106_0_721,0.721,
E124_4_566,4.566,
E14_2_403,2.403,
E0_5_767,5.767,
E143_1_762,,1.762
E14_7_209,7.209,
E21_3_524,3.524,
E12_5_607,,5.607
E0_0_481,0.481,
E143_3_605,,3.605
E102_7_129,7.129,
E142_5_687,,5.687
E32_2_163,2.163,
E5_3_524,,3.524
E107_1_922,1.922,
E132_2_163,2.163,
E53_3_044,3.044,
E6_1_282,1.282,
E14_2_643,2.643,
E121_6_809,6.809,
E57_3_685,,3.685
E37_1_282,,1.282
E117_6_328,,6.328
E117_2_003,,2.003
E56_4_886,4.886,
E54_6_008,6.008,
E92_4_886,,4.886
E66_3_605,3.605,
E89_6_889,,6.889
E107_7_129,7.129,
E121_1_842,1.842,
E40_0_641,,0.641
E5_7_449,,7.449
E63_2_643,2.643,
E126_5_767,5.767,
E71_5_126,,5.126
E97_6_889,6.889,
E75_0_08,,0.08
E58_4_966,,4.966
E59_3_845,,3.845
E85_7_449,7.449,
E118_7_209,,7.209
E142_5_767,,5.767
E20_7_049,7.049,
E113_4_886,,4.886
E116_3_524,3.524,
E45_4_806,,4.806
E10_1_442,1.442,
E18_4_245,,4.245
E28_6_889,6.889,
E116_1_682,1.682,
E21_7_529,7.529,
E141_5_607,5.607,
E52_7_77,,7.77
E62_4_726,4.726,
E145_6_168,,6.168
E57_7_049,,7.049
E16_6_488,,6.488
E139_5_126,,5.126
E147_0_801,0.801,
E89_6_168,,6.168
E113_1_041,,1.041
E68_5_126,5.126,
E21_6_408,6.408,
E9_5_927,5.927,
E121_6_648,6.648,
E0_3_284,3.284,
E82_7_69,,7.69
E111_6_408,6.408,
E12_7_77,,7.77
E60_4_726,,4.726
E2_4_406,4.406,
E106_6_648,6.648,
E14_6_248,6.248,
E73_4_646,,4.646
E54_1_362,1.362,
E0_4_165,4.165,
E27_4_406,,4.406
E21_6_969,6.969,
E46_2_323,,2.323
E23_1_442,1.442,
E49_4_406,,4.406
E98_6_969,,6.969
E96_0_961,,0.961
E117_1_362,,1.362
E134_3_765,,3.765
E77_6_648,,6.648
E110_1_522,1.522,
E58_0_24,,0.24
E24_6_328,,6.328
E27_2_403,,2.403
E27_4_245,,4.245
E126_6_088,6.088,
E5_6_008,,6.008
E87_4_245,,4.245
E55_4_886,,4.886
E75_3_605,,3.605
E121_7_289,7.289,
E61_6_809,6.809,
E119_6_168,,6.168
E57_4_005,,4.005
E99_0_481,0.481,
E113_7_529,,7.529
E87_6_969,,6.969
E96_6_809,,6.809
E29_5_207,,5.207
E9_0_881,0.881,
E7_5_287,5.287,
E64_5_046,5.046,
E18_7_369,,7.369
E39_1_362,1.362,
E148_4_966,4.966,
E140_7_77,,7.77
E9_7_449,7.449,
E108_6_488,,6.488
E130_5_367,,5.367
E84_4_566,4.566,
E59_6_328,,6.328
E136_6_809,6.809,
E15_2_804,2.804,
E126_4_406,4.406,
E134_3_044,,3.044
E55_2_483,,2.483
E14_2_483,2.483,
E69_6_408,,6.408
E26_4_966,4.966,
E127_5_607,5.607,
E95_7_209,7.209,
E59_2_804,,2.804
E11_0_961,,0.961
E28_7_369,7.369,
E9_4_325,4.325,
E121_1_282,1.282,
E9_5_607,5.607,
E26_5_046,5.046,
E5_0_32,,0.32
E46_1_682,,1.682
E70_0_801,,0.801
E104_1_682,1.682,
E85_3_765,3.765,
E33_5_046,5.046,
E13_3_685,3.685,
E101_0_481,,0.481
E145_7_77,,7.77
E0_2_964,2.964,
E39_7_289,7.289,
E123_1_842,1.842,
E107_2_483,2.483,
E134_0_561,,0.561
E3_7_209,,7.209
E2_2_163,2.163,
E47_5_687,5.687,
E43_6_328,,6.328
E28_4_085,4.085,
E26_4_566,4.566,
E134_7_77,,7.77
E75_3_765,,3.765
E73_0_641,,0.641
E87_7_77,,7.77
E128_1_041,,1.041
E98_0_08,,0.08
E43_0_961,,0.961
E3_4_966,,4.966
E87_2_163,,2.163
E63_5_447,5.447,
E111_5_126,5.126,
E89_0_24,,0.24
E18_0_641,,0.641
E14_6_488,6.488,
E2_4_165,4.165,
E148_4_726,4.726,
E86_3_444,3.444,
E9_5_767,5.767,
E20_3_364,3.364,
E38_1_362,1.362,
E146_3_204,,3.204
E3_3_605,,3.605
E119_5_687,,5.687
E9_2_003,2.003,
E137_5_447,,5.447
E118_7_93,,7.93
E119_7_129,,7.129
E31_2_083,2.083,
E32_3_524,3.524,
E100_5_046,5.046,
E96_5_287,,5.287
E94_0_0,,0.0
E128_1_202,,1.202
E133_4_005,,4.005
E111_3_845,3.845,
E45_0_561,,0.561
E109_5_126,,5.126
E137_7_129,,7.129
E59_0_801,,0.801
E137_4_165,,4.165
E107_6_168,6.168,
E13_6_648,6.648,
E91_4_245,4.245,
E53_3_845,3.845,
E129_6_008,6.008,
E119_0_641,,0.641
E122_2_243,,2.243
E67_0_08,0.08,
E101_3_044,,3.044
E95_5_847,5.847,
E106_3_925,3.925,
E101_1_202,,1.202
E91_5_847,5.847,
E53_7_93,7.93,
E104_2_964,2.964,
E53_7_369,7.369,
E141_2_003,2.003,
E20_6_809,6.809,
E96_0_16,,0.16
E51_0_08,0.08,
E71_4_165,,4.165
E142_4_566,,4.566
E99_6_568,6.568,
E120_4_245,,4.245
E58_0_32,,0.32
E39_7_129,7.129,
E52_4_726,,4.726
E132_1_442,1.442,
E44_2_163,2.163,
E79_6_889,6.889,
E32_4_966,4.966,
E50_0_32,0.32,
E45_0_481,,0.481
E142_5_447,,5.447
E82_3_364,,3.364
E96_1_121,,1.121
E111_5_367,5.367,
E146_5_847,,5.847
E24_0_0,,0.0
E92_2_964,,2.964
E106_1_282,1.282,
E75_7_61,,7.61
E97_0_08,0.08,
E70_5_046,,5.046
E100_7_289,7.289,
E70_4_005,,4.005
E143_1_922,,1.922
E96_7_85,,7.85
E126_2_243,2.243,
E75_4_726,,4.726
E88_7_049,,7.049
E52_4_646,,4.646
E34_2_243,,2.243
E44_0_481,0.481,
E65_5_287,,5.287
E133_1_442,,1.442
E130_0_801,,0.801
E36_2_163,2.163,
E66_2_403,2.403,
E2_6_168,6.168,
E56_0_721,0.721,
E4_6_248,,6.248
E1_1_602,,1.602
E79_7_449,7.449,
E23_1_041,1.041,
E137_7_93,,7.93
E87_4_806,,4.806
E141_6_168,6.168,
E118_4_165,,4.165
E12_0_561,,0.561
E6_7_93,7.93,
E83_0_961,,0.961
E50_6_008,6.008,
E9_7_69,7.69,
E61_0_801,0.801,
E18_0_0,,0.0
E104_2_723,2.723,
E146_6_809,,6.809
E12_4_085,,4.085
E40_7_61,,7.61
E73_1_602,,1.602
E141_5_527,5.527,
E97_3_284,3.284,
E9_5_527,5.527,
E1_5_847,,5.847
E27_6_889,,6.889
E140_5_126,,5.126
E56_4_165,4.165,
E54_7_289,7.289,
E0_2_163,2.163,
E3_0_481,,0.481
E108_4_646,,4.646
E143_2_243,,2.243
E83_3_284,,3.284
E32_3_845,3.845,
E44_6_889,6.889,
E47_1_282,1.282,
E29_1_202,,1.202
E127_7_529,7.529,
E107_2_163,2.163,
E115_2_643,,2.643
E67_1_522,1.522,
E44_2_804,2.804,
E27_6_008,,6.008
E70_1_762,,1.762
E83_5_207,,5.207
E8_3_925,,3.925
E89_5_447,,5.447
E21_6_248,6.248,
E137_2_163,,2.163
E76_1_522,,1.522
E82_2_643,,2.643
E78_1_282,1.282,
E73_1_362,,1.362
E95_4_566,4.566,
E69_6_248,,6.248
E126_2_483,2.483,
E21_3_444,3.444,
E15_3_284,3.284,
E33_0_641,0.641,
E134_3_284,,3.284
E71_3_685,,3.685
E68_6_809,6.809,
E52_2_243,,2.243
E99_4_486,4.486,
E69_1_282,,1.282
E54_6_809,6.809,
E59_1_282,,1.282
E22_4_486,,4.486
E69_6_568,,6.568
E28_4_966,4.966,
E0_6_568,6.568,
E21_4_646,4.646,
E80_5_927,,5.927
E106_2_563,2.563,
E117_4_886,,4.886
E20_4_085,4.085,
E42_1_041,1.041,
E18_0_881,,0.881
E37_3_044,,3.044
E58_7_449,,7.449
E109_6_969,,6.969
E146_6_088,,6.088
E12_4_886,,4.886
E134_0_881,,0.881
E39_6_809,6.809,
E141_7_61,7.61,
E48_6_809,6.809,
E63_5_767,5.767,
E104_3_524,3.524,
E63_1_602,1.602,
E77_4_165,,4.165
E105_6_889,6.889,
E30_5_607,,5.607
E86_0_721,0.721,
E98_6_168,,6.168
E76_6_809,,6.809
E80_4_406,,4.406
E101_1_362,,1.362
E24_6_008,,6.008
E74_3_044,3.044,
E145_3_845,,3.845
E60_2_163,,2.163
E63_6_088,6.088,
E75_0_16,,0.16
E68_1_922,1.922,
E135_4_886,4.886,
E33_3_605,3.605,
E141_6_728,6.728,
E69_1_202,,1.202
E64_3_845,3.845,
E134_0_481,,0.481
E31_3_284,3.284,
E115_6_889,,6.889
E16_6_568,,6.568
E11_1_362,,1.362
E37_4_005,,4.005
E141_0_16,0.16,
E51_6_568,6.568,
E73_0_881,,0.881
E38_4_806,4.806,
E16_6_889,,6.889
E119_3_765,,3.765
E115_6_328,,6.328
E90_4_486,,4.486
E97_5_847,5.847,
E72_2_964,,2.964
E44_4_245,4.245,
E121_0_801,0.801,
E137_6_488,,6.488
E123_0_08,0.08,
E87_6_728,,6.728
E59_7_209,,7.209
E140_2_884,,2.884
E7_6_809,6.809,
E31_5_847,5.847,
E117_5_527,,5.527
E43_6_408,,6.408
E88_3_444,,3.444
E68_7_69,7.69,
E51_3_685,3.685,
E52_7_209,,7.209
E19_2_483,2.483,
E145_1_121,,1.121
E98_1_282,,1.282
E78_5_927,5.927,
E116_1_362,1.362,
E111_7_449,7.449,
E86_0_32,0.32,
E85_1_362,1.362,
E32_4_406,4.406,
E116_5_367,5.367,
E77_1_842,,1.842
E44_5_046,5.046,
E42_4_085,4.085,
E15_3_444,3.444,
E119_5_367,,5.367
E71_3_765,,3.765
E6_6_969,6.969,
E79_7_369,7.369,
E68_5_847,5.847,
E140_4_165,,4.165
E51_7_289,7.289,
E128_1_121,,1.121
E134_7_449,,7.449
E103_4_486,,4.486
E78_2_483,2.483,
E94_1_282,,1.282
E8_5_367,,5.367
E94_7_209,,7.209
E117_1_041,,1.041
E125_6_568,,6.568
E21_2_083,2.083,
E4_6_728,,6.728
E126_5_847,5.847,
E102_3_444,3.444,
E77_4_806,,4.806
E16_3_044,,3.044
E105_2_163,2.163,
E6_0_481,0.481,
E5_2_563,,2.563
E10_1_842,1.842,
E132_7_77,7.77,
E96_1_202,,1.202
E107_3_204,3.204,
E92_0_481,,0.481
E62_4_806,4.806,
E18_2_003,,2.003
E48_0_881,0.881,
E8_7_93,,7.93
E117_0_801,,0.801
E140_2_083,,2.083
E91_0_481,0.481,
E138_2_323,2.323,
E142_4_325,,4.325
E126_1_602,1.602,
E24_2_563,,2.563
E42_7_77,7.77,
E121_4_165,4.165,
E86_6_088,6.088,
E148_7_049,7.049,
E97_1_121,1.121,
E44_6_008,6.008,
E147_4_886,4.886,
E111_5_207,5.207,
E1_1_682,,1.682
E49_3_124,,3.124
E37_2_643,,2.643
E73_7_529,,7.529
E23_2_243,2.243,
E135_3_044,3.044,
E1_7_369,,7.369
E99_4_085,4.085,
E12_2_323,,2.323
E28_4_806,4.806,
E42_4_245,4.245,
E129_1_682,1.682,
E137_1_362,,1.362
E96_6_488,,6.488
E75_4_886,,4.886
E56_1_602,1.602,
E60_4_245,,4.245
E42_7_369,7.369,
E98_3_124,,3.124
E84_1_442,1.442,
E115_0_401,,0.401
