,PseudoTime0,PseudoTime1
E25_2_054,2.054,
E118_1_002,,1.002
E148_2_405,,2.405
E48_3_257,,3.257
E148_3_457,,3.457
E41_1_653,1.653,
E140_1_854,1.854,
E1_1_453,1.453,
E95_4_008,4.008,
E117_3_557,,3.557
E124_3_006,,3.006
E144_2_355,2.355,
E77_1_503,1.503,
E53_4_158,4.158,
E135_4_359,4.359,
E11_0_752,,0.752
E74_4_108,4.108,
E117_2_104,,2.104
E52_1_152,1.152,
E93_4_709,4.709,
E127_2_054,,2.054
E118_3_206,,3.206
E117_2_756,,2.756
E120_4_81,4.81,
E16_1_703,,1.703
E65_2_355,2.355,
E69_0_0,,0.0
E49_0_802,0.802,
E129_1_102,1.102,
E130_4_609,,4.609
E136_2_856,2.856,
E141_3_056,,3.056
E140_2_104,2.104,
E52_0_451,0.451,
E43_4_96,,4.96
E75_1_202,,1.202
E48_4_259,,4.259
E74_1_804,1.804,
E27_4_96,,4.96
E141_0_15,,0.15
E6_4_91,,4.91
E22_3_858,,3.858
E76_3_357,3.357,
E141_0_301,,0.301
E61_0_0,,0.0
E88_0_351,0.351,
E11_3_056,,3.056
E100_1_754,,1.754
E52_1_503,1.503,
E148_3_758,,3.758
E84_4_058,4.058,
E16_3_357,,3.357
E101_3_257,3.257,
E88_2_856,2.856,
E16_0_251,,0.251
E107_2_355,,2.355
E75_1_653,,1.653
E127_1_102,,1.102
E56_0_952,0.952,
E140_0_852,0.852,
E37_3_657,,3.657
E19_2_455,,2.455
E83_4_91,,4.91
E23_4_81,,4.81
E125_0_501,,0.501
E48_2_705,,2.705
E20_4_91,,4.91
E0_4_058,4.058,
E32_4_709,,4.709
E34_2_455,2.455,
E113_0_802,0.802,
E26_0_551,0.551,
E135_2_104,2.104,
E84_3_908,3.908,
E101_1_303,1.303,
E69_2_255,,2.255
E110_1_703,1.703,
E96_4_709,4.709,
E87_2_505,2.505,
E87_4_559,4.559,
E149_2_455,2.455,
E130_0_802,,0.802
E16_0_2,,0.2
E134_2_405,2.405,
E74_2_756,2.756,
E48_4_96,,4.96
E129_3_006,3.006,
E85_0_802,0.802,
E134_1_303,1.303,
E112_1_954,1.954,
E57_1_353,1.353,
E73_4_409,4.409,
E49_0_501,0.501,
E10_0_551,,0.551
E83_4_409,,4.409
E99_4_008,4.008,
E43_3_908,,3.908
E56_1_052,1.052,
E132_2_605,2.605,
E32_2_355,,2.355
E32_3_557,,3.557
E134_2_655,2.655,
E133_1_503,,1.503
E141_1_653,,1.653
E130_1_403,,1.403
E46_4_409,4.409,
E37_0_852,,0.852
