,PseudoTime0,PseudoTime1
E18_0_16,,0.16
E105_7_049,7.049,
E126_6_889,6.889,
E128_7_77,,7.77
E64_2_003,2.003,
E113_3_124,,3.124
E3_7_449,,7.449
E91_6_088,6.088,
E89_4_886,,4.886
E124_2_083,2.083,
E86_0_561,0.561,
E87_4_886,,4.886
E88_1_842,,1.842
E70_3_444,,3.444
E20_3_524,3.524,
E100_3_284,3.284,
E124_6_168,6.168,
E47_7_61,7.61,
E63_1_602,1.602,
E10_5_367,5.367,
E131_1_842,,1.842
E96_5_527,,5.527
E19_4_726,4.726,
E2_5_687,5.687,
E18_5_126,,5.126
E17_0_24,0.24,
E104_0_961,0.961,
E10_2_323,2.323,
E125_7_049,,7.049
E107_5_046,5.046,
E123_0_801,0.801,
E149_1_121,,1.121
E127_5_527,5.527,
E106_1_041,1.041,
E142_3_605,,3.605
E20_0_32,0.32,
E65_2_243,,2.243
E34_7_049,,7.049
E6_7_61,7.61,
E124_0_481,0.481,
E50_0_0,0.0,
E100_2_163,2.163,
E56_3_044,3.044,
E117_3_925,,3.925
E19_3_685,3.685,
E40_0_08,,0.08
E44_3_444,3.444,
E82_0_401,,0.401
E136_4_406,4.406,
E45_7_049,,7.049
E64_6_969,6.969,
E26_5_767,5.767,
E56_6_328,6.328,
E117_4_966,,4.966
E135_5_447,5.447,
E25_4_886,,4.886
E144_1_121,,1.121
E119_7_209,,7.209
E3_2_163,,2.163
E133_6_168,,6.168
E138_3_444,3.444,
E122_5_207,,5.207
E64_7_049,7.049,
E16_7_529,,7.529
E128_0_721,,0.721
E139_2_083,,2.083
E84_0_801,0.801,
E86_6_889,6.889,
E109_2_403,,2.403
E21_2_723,2.723,
E52_6_328,,6.328
E100_0_16,0.16,
E129_2_804,2.804,
E54_4_406,4.406,
E51_6_568,6.568,
E112_3_845,,3.845
E54_2_403,2.403,
E21_6_728,6.728,
E7_6_568,6.568,
E132_4_486,4.486,
E82_7_85,,7.85
E112_4_566,,4.566
E131_3_204,,3.204
E31_6_168,6.168,
E9_3_765,3.765,
E70_5_687,,5.687
E116_5_927,5.927,
E7_0_08,0.08,
E104_7_049,7.049,
E2_6_568,6.568,
E64_4_165,4.165,
E129_1_121,1.121,
E118_5_607,,5.607
E93_6_248,,6.248
E55_5_287,,5.287
E57_7_049,,7.049
E83_0_881,,0.881
E133_2_804,,2.804
E59_3_044,,3.044
E67_2_083,2.083,
E78_1_522,1.522,
E64_3_044,3.044,
E34_0_481,,0.481
E23_6_408,6.408,
E71_4_406,,4.406
E108_4_486,,4.486
E148_6_728,6.728,
E0_7_529,7.529,
E42_1_121,1.121,
E25_0_16,,0.16
E107_4_966,4.966,
E51_3_364,3.364,
E97_5_367,5.367,
E2_5_447,5.447,
E114_2_243,,2.243
E124_6_969,6.969,
E97_4_646,4.646,
E121_4_886,4.886,
E88_0_881,,0.881
E34_1_762,,1.762
E70_0_561,,0.561
E62_3_685,3.685,
E100_3_124,3.124,
E10_0_32,0.32,
E10_2_403,2.403,
E2_7_69,7.69,
E74_1_842,1.842,
E95_2_964,2.964,
E11_7_93,,7.93
E23_7_449,7.449,
E14_6_168,6.168,
E137_5_207,,5.207
E20_1_041,1.041,
E28_7_529,7.529,
E5_5_287,,5.287
E106_4_646,4.646,
E99_6_969,6.969,
E25_3_044,,3.044
E52_6_088,,6.088
E76_2_723,,2.723
E50_2_243,2.243,
E103_7_449,,7.449
E25_1_602,,1.602
E147_1_282,1.282,
E119_1_041,,1.041
E9_0_24,0.24,
E75_7_69,,7.69
E119_4_566,,4.566
E87_2_323,,2.323
E52_6_488,,6.488
E92_4_726,,4.726
E145_1_041,,1.041
E28_4_886,4.886,
E144_6_809,,6.809
E5_4_005,,4.005
E25_2_643,,2.643
E50_0_24,0.24,
E149_2_804,,2.804
E53_4_486,4.486,
E61_2_323,2.323,
E95_2_884,2.884,
E99_1_762,1.762,
E129_5_207,5.207,
E149_1_362,,1.362
E84_1_041,1.041,
E142_4_005,,4.005
E129_6_008,6.008,
E9_3_204,3.204,
E95_7_93,7.93,
E56_6_568,6.568,
E133_3_284,,3.284
E32_4_245,4.245,
E67_1_522,1.522,
E79_4_886,4.886,
E88_0_0,,0.0
E16_6_648,,6.648
E73_0_24,,0.24
E35_4_005,,4.005
E74_0_481,0.481,
E131_7_85,,7.85
E36_7_209,7.209,
E119_2_403,,2.403
E43_3_605,,3.605
E5_2_083,,2.083
E25_4_085,,4.085
E146_7_209,,7.209
E32_7_85,7.85,
E105_6_889,6.889,
E8_2_964,,2.964
E35_0_881,,0.881
E70_6_969,,6.969
E147_2_563,2.563,
E120_7_85,,7.85
E120_1_282,,1.282
E69_3_204,,3.204
E74_4_005,4.005,
E36_1_442,1.442,
E81_7_61,7.61,
E78_3_524,3.524,
E77_6_809,,6.809
E41_1_041,,1.041
E17_7_209,7.209,
E84_2_964,2.964,
E27_5_046,,5.046
E31_3_124,3.124,
E52_2_003,,2.003
E24_2_964,,2.964
E73_0_961,,0.961
E37_1_842,,1.842
E76_7_85,,7.85
E131_1_922,,1.922
E126_4_566,4.566,
E102_0_481,0.481,
E143_5_927,,5.927
E76_1_202,,1.202
E42_3_444,3.444,
E148_5_687,5.687,
E142_6_168,,6.168
E10_4_325,4.325,
E118_5_367,,5.367
E106_4_806,4.806,
E112_1_362,,1.362
E93_3_044,,3.044
E133_6_328,,6.328
E31_3_284,3.284,
E19_6_408,6.408,
E149_5_687,,5.687
E124_1_682,1.682,
E79_3_765,3.765,
E117_0_961,,0.961
E12_3_524,,3.524
E28_2_804,2.804,
E128_1_922,,1.922
E93_0_641,,0.641
E72_4_806,,4.806
E144_3_284,,3.284
E32_5_607,5.607,
E126_7_129,7.129,
E9_6_568,6.568,
E1_0_561,,0.561
E103_6_248,,6.248
E102_1_682,1.682,
E55_2_884,,2.884
E65_3_524,,3.524
E0_2_403,2.403,
E84_4_325,4.325,
E114_2_083,,2.083
E53_7_69,7.69,
E15_1_682,1.682,
E91_6_408,6.408,
E79_0_0,0.0,
E85_3_685,3.685,
E27_0_801,,0.801
E11_7_449,,7.449
E82_0_16,,0.16
E125_3_204,,3.204
E131_6_568,,6.568
E54_1_121,1.121,
E113_7_289,,7.289
E27_3_444,,3.444
E109_5_847,,5.847
E55_1_282,,1.282
E117_4_005,,4.005
E18_3_124,,3.124
E20_3_204,3.204,
E143_1_041,,1.041
E110_6_728,6.728,
E91_3_524,3.524,
E55_2_804,,2.804
E63_5_046,5.046,
E149_3_284,,3.284
E115_5_847,,5.847
E120_4_406,,4.406
E147_6_488,6.488,
E63_1_202,1.202,
E71_1_762,,1.762
E139_1_602,,1.602
E51_1_762,1.762,
E67_7_69,7.69,
E38_2_483,2.483,
E25_2_323,,2.323
E16_4_886,,4.886
E62_0_401,0.401,
E45_2_403,,2.403
E19_6_088,6.088,
E77_2_563,,2.563
E23_5_687,5.687,
E109_6_809,,6.809
E106_0_32,0.32,
E7_6_328,6.328,
E27_3_364,,3.364
E66_4_886,4.886,
E118_1_522,,1.522
E75_7_209,,7.209
E142_4_165,,4.165
E31_3_044,3.044,
E129_0_481,0.481,
E111_0_08,0.08,
E64_7_449,7.449,
E17_0_32,0.32,
E40_2_323,,2.323
E77_6_088,,6.088
E56_7_69,7.69,
E137_5_367,,5.367
E40_5_607,,5.607
E10_4_966,4.966,
E74_5_847,5.847,
E43_1_121,,1.121
E33_7_449,7.449,
E75_5_126,,5.126
E133_4_165,,4.165
E0_3_444,3.444,
E149_2_403,,2.403
E47_3_204,3.204,
E64_2_964,2.964,
E68_5_126,5.126,
E84_4_085,4.085,
E79_2_243,2.243,
E113_2_483,,2.483
E144_1_602,,1.602
E81_1_121,1.121,
E13_7_129,7.129,
E84_5_927,5.927,
E87_5_767,,5.767
E5_3_044,,3.044
E109_1_522,,1.522
E27_6_728,,6.728
E115_3_524,,3.524
E132_0_401,0.401,
E123_2_483,2.483,
E74_2_563,2.563,
E57_3_605,,3.605
E84_6_248,6.248,
E7_4_085,4.085,
E3_4_245,,4.245
E5_2_964,,2.964
E55_4_966,,4.966
E34_1_121,,1.121
E7_5_847,5.847,
E7_5_687,5.687,
E27_1_282,,1.282
E92_2_964,,2.964
E15_2_403,2.403,
E40_6_328,,6.328
E27_1_522,,1.522
E84_7_369,7.369,
E61_5_046,5.046,
E133_6_648,,6.648
E42_0_721,0.721,
E142_5_767,,5.767
E96_2_083,,2.083
E91_4_486,4.486,
E36_0_961,0.961,
E30_7_049,,7.049
E97_6_168,6.168,
E4_6_488,,6.488
E28_3_845,3.845,
E100_5_927,5.927,
E139_0_881,,0.881
E59_4_245,,4.245
E87_4_806,,4.806
E78_2_964,2.964,
E71_1_041,,1.041
E140_4_325,,4.325
E21_0_401,0.401,
E131_7_529,,7.529
E21_0_561,0.561,
E101_6_728,,6.728
E55_0_24,,0.24
E141_6_488,6.488,
E70_4_966,,4.966
E133_0_481,,0.481
E102_0_721,0.721,
E88_6_728,,6.728
E70_5_207,,5.207
E136_3_765,3.765,
E112_7_209,,7.209
E140_2_804,,2.804
E30_1_041,,1.041
E86_4_406,4.406,
E110_1_282,1.282,
E136_0_0,0.0,
E139_3_204,,3.204
E103_4_005,,4.005
E56_3_524,3.524,
E48_3_925,3.925,
E50_4_165,4.165,
E88_1_202,,1.202
E28_0_641,0.641,
E103_4_486,,4.486
E57_2_403,,2.403
E32_2_804,2.804,
E114_3_284,,3.284
E111_4_646,4.646,
E93_7_369,,7.369
E30_0_561,,0.561
E122_7_369,,7.369
E87_0_641,,0.641
E35_1_602,,1.602
E143_5_607,,5.607
E20_6_488,6.488,
E0_1_682,1.682,
E35_0_24,,0.24
E62_1_442,1.442,
E45_6_488,,6.488
E128_7_289,,7.289
E98_4_566,,4.566
E98_2_884,,2.884
E67_5_367,5.367,
E21_6_168,6.168,
E97_5_767,5.767,
E126_3_925,3.925,
E35_1_442,,1.442
E104_3_204,3.204,
E17_6_969,6.969,
E148_0_0,0.0,
E116_4_245,4.245,
E138_4_886,4.886,
E140_1_202,,1.202
E21_0_721,0.721,
E13_2_804,2.804,
E37_1_682,,1.682
E112_7_289,,7.289
E3_1_762,,1.762
E138_5_046,5.046,
E43_6_408,,6.408
E136_4_566,4.566,
E52_4_486,,4.486
E85_5_847,5.847,
E85_3_765,3.765,
E20_2_964,2.964,
E106_0_0,0.0,
E66_7_93,7.93,
E75_7_85,,7.85
E19_6_168,6.168,
E34_2_804,,2.804
E77_1_202,,1.202
E75_3_124,,3.124
E8_4_245,,4.245
E89_4_165,,4.165
E117_2_243,,2.243
E81_6_648,6.648,
E102_7_049,7.049,
E87_4_486,,4.486
E88_1_442,,1.442
E104_3_124,3.124,
E97_4_325,4.325,
E113_2_804,,2.804
E108_7_049,,7.049
E148_4_406,4.406,
E43_6_328,,6.328
E85_1_682,1.682,
E86_3_364,3.364,
E139_6_889,,6.889
E4_5_447,,5.447
E15_7_369,7.369,
E28_6_809,6.809,
E147_4_245,4.245,
E123_2_964,2.964,
E31_2_804,2.804,
E116_3_044,3.044,
E138_0_24,0.24,
E142_3_124,,3.124
E64_6_168,6.168,
E41_7_289,,7.289
E92_7_449,,7.449
E13_5_447,5.447,
E51_2_563,2.563,
E126_2_083,2.083,
E93_1_202,,1.202
E70_0_801,,0.801
E4_2_083,,2.083
E75_2_723,,2.723
E31_6_488,6.488,
E94_4_566,,4.566
E135_1_202,1.202,
E133_2_643,,2.643
E74_7_85,7.85,
E148_2_323,2.323,
E88_1_602,,1.602
E122_7_69,,7.69
E55_4_325,,4.325
E75_0_561,,0.561
E79_4_806,4.806,
E137_3_685,,3.685
E29_3_524,,3.524
E37_7_77,,7.77
E61_4_566,4.566,
E3_2_643,,2.643
E140_1_682,,1.682
E32_0_561,0.561,
E113_1_121,,1.121
E76_5_927,,5.927
E81_7_129,7.129,
E89_0_0,,0.0
E87_0_32,,0.32
E29_0_881,,0.881
E104_4_886,4.886,
E58_3_284,,3.284
E27_3_524,,3.524
