Fli1,Eklf,Gfi1,cJun,Gata1,Fog1,Cebpa,Pu1,Scl,Gata2,EgrNab,PseudoTime
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.4886140442472028,0.7774100281891165,0.2639112119863307,0.2208636881518249,1.4031253929567329,1.0373837502407537,0.3559767188676161,0.3743428160318473,0.4720257734542674,0.6869864534460746,0.14075174352823513,0.02038735983690112
0.2522704759742763,0.9179614973881912,0.04700879256103602,0.008505228063249794,1.6566834437344082,1.1191630516343518,0.08610967607350478,0.08902510493008096,1.1113168821918211,0.3127598709223229,0.0012865944015166976,0.04077471967380224
0.9356508367515592,0.7399963342998362,0.02624930606448252,0.02012833003102589,1.2223192688432982,1.179127175289418,0.01086550176806924,0.005980850597897636,1.4522263921688416,0.31051567665373725,0.0005533088859813028,0.06126401630988786
1.9375654055185616,0.6874703564113479,0.028395903133724837,0.0007129938594530585,1.7595181766542176,1.6279372081359742,0.01768579124507874,2.140321846118981e-05,1.3873794402351516,0.8631635008516125,0.016343553694673885,0.081651376146789
1.6647277748124885,0.2542449882167993,0.03547026608197331,3.127043957745247e-05,1.86843287967998,1.999349146444925,0.004349190261465878,0.010432428026441487,2.1191380196717446,0.6788963100441656,0.012376936063662755,0.1020387359836901
1.7376779254953676,0.08114958250001375,0.0125944804792124,0.0062585632150094035,2.1564541411040823,2.7146129555197582,0.016965581750202796,0.0053038887485076895,2.3464333619973696,0.4111079795313316,0.0008758528444717973,0.12242609582059125
2.5919412305387994,0.0022981449885346363,0.015520926229961474,0.013961006324249013,2.112069733068377,2.594498818409728,0.00043661854479159676,0.06503690184506722,1.455630533222226,0.04618884031939234,0.007814132543638741,0.14281345565749234
1.4400148401607666,0.015329721301015387,0.028389667805371107,0.004947224906804679,1.9920916079449669,1.7538982014584703,0.0616967641033755,0.003436310105192187,1.6480820609384186,0.008290960897106783,0.0025178492389088137,0.163302752293578
1.41508517560657,0.07430846065000779,0.0016965370139394918,0.0417006498180782,2.197900960906738,1.6976106976836238,0.02428566317332286,0.010731199165913237,1.6715053801741293,0.0023757305008603523,0.04341886322499863,0.1836901121304791
2.053748058209809,0.006736266789691064,0.045806435364539655,0.0030484045704192585,1.6411558475081225,1.2506937387684196,0.010571794198330334,0.07677297455223267,1.4454016712679287,0.012911713872372329,0.057890020979821724,0.2040774719673802
1.895980115858166,0.0017114882332494976,0.002838089837173477,0.02634992163299919,1.8273226314897104,1.839002346934584,0.009935463459066887,0.014762104588950541,2.1691034209257816,0.0062063773212728286,0.00497070220644861,0.2244648318042813
2.447938397772194,0.0002434732484261581,0.01570705127354999,0.0116118405289437,1.2936683601350163,1.1749011514258307,0.0020577396223209433,0.02304602022909389,1.740493808886295,0.09763489551107976,0.013519784686693978,0.2448521916411825
2.0868244981954907,0.006166662770244048,0.01754216013125654,0.003891511089995878,2.259745571140902,1.7337761728367669,0.003029193920474833,0.0045719424868281115,1.9342370699315552,0.0068766847827149355,0.16981581323691722,0.2653414882772681
2.316746905507797,0.04027391439599421,0.025537853165062813,0.029122917863823376,1.8955368421573453,1.7951570301127648,0.008000300897958838,0.03162728132124181,1.9962045896371328,0.0003114469521316339,0.03338196806956625,0.2857288481141692
1.8847659327821675,0.0021315015227920788,0.06500336828606443,0.06783405964965075,2.089763380011464,1.7683586523596908,0.028798640658617213,0.002031533475487991,2.1011230116848467,0.0013198867106901991,0.01899013209917965,0.3061162079510703
2.677917356787293,0.003858050181760554,0.016175696619558727,0.0213033741315427,2.1300983515942646,2.19970938455774,0.0053563658762171935,0.0188483561448749,1.988354074888412,0.004094469764964932,0.011132204628714034,0.3265035677879714
