PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E22_2_705,74.6103992435606,NA,NA,NA,NA
E44_2_104,NA,81.543229987048,NA,NA,NA
E145_0_651,27.1562835471725,NA,NA,NA,NA
E69_4_208,NA,NA,NA,NA,43.9455804650748
E53_0_601,41.3325569251579,NA,NA,NA,NA
E75_3_808,39.7176724595771,NA,NA,NA,NA
E109_0_351,14.6356482346193,11.0257326634282,12.1082599353385,NA,9.5481480558714
E71_0_752,80.5277865605279,NA,NA,NA,NA
E51_3_006,NA,NA,NA,39.5531908655289,NA
E87_0_601,NA,NA,NA,16.815496742973,NA
E11_1_303,NA,NA,53.7338156649235,NA,NA
E52_4_008,NA,NA,73.0267448296881,NA,63.5478348882095
E96_4_91,NA,NA,NA,62.0227645214512,NA
E61_3_006,NA,NA,NA,NA,49.3666811728927
E115_1_152,NA,NA,NA,53.2790487840894,NA
E20_0_601,NA,NA,NA,18.5939988011774,NA
E110_0_351,22.8027744923247,NA,24.2594361112684,NA,NA
E52_2_956,NA,NA,71.1092830190277,NA,NA
E79_2_455,69.9895099158348,NA,NA,NA,NA
E97_1_503,NA,NA,42.9134481255145,NA,NA
E22_3_607,50.085665775454,NA,NA,NA,NA
E147_2_405,65.5917493860176,NA,NA,NA,NA
E39_4_208,86.1773773210708,NA,NA,NA,NA
E116_2_355,51.0129367859713,NA,NA,NA,NA
E112_1_102,NA,NA,NA,45.8498803928326,NA
E117_0_401,NA,18.5975953422337,19.8408067334375,NA,19.2293275018198
E102_3_908,NA,NA,49.508601497101,NA,NA
E77_0_852,NA,NA,NA,NA,40.6991007607901
E32_4_609,NA,84.0105644213194,NA,NA,NA
E122_3_707,NA,NA,41.2734500105246,NA,NA
E127_3_156,87.6789764089407,NA,NA,NA,NA
E136_0_601,6.24800713804624,9.70445328563998,8.26950194971726,7.82354093086549,11.5609003858031
E51_4_459,NA,NA,NA,69.6272510190443,NA
E66_3_056,NA,NA,NA,41.2287300709067,NA
E148_0_2,5.73036787696835,6.29415062685203,6.15744394909646,5.05008932487197,6.47692886630792
E112_2_906,NA,NA,NA,68.0794681913971,NA
E134_4_709,NA,87.0465324103718,NA,NA,NA
E146_1_603,81.7619719061849,NA,NA,NA,NA
E121_1_854,NA,19.4083515845476,20.5286045953662,NA,20.1455694862814
E59_2_104,NA,NA,60.6543432501276,NA,NA
E118_2_054,84.0390933452268,NA,NA,NA,NA
E108_0_301,17.2029755689737,NA,NA,NA,NA
E38_3_908,NA,NA,NA,NA,104.500981298637
E127_1_052,56.0539352112134,NA,NA,NA,NA
E105_2_104,NA,NA,64.9410852117359,NA,NA
E58_2_405,NA,NA,52.7908229769247,NA,NA
E114_0_952,NA,19.2214323497707,21.0331552353869,NA,20.2953053280857
E148_4_609,NA,82.9421640755282,NA,NA,NA
E103_2_505,52.8984354059235,NA,NA,NA,NA
E123_3_006,NA,NA,NA,67.7033377954019,NA
E142_0_752,NA,NA,NA,31.1620801057606,NA
E46_1_603,NA,NA,NA,45.8321985277508,NA
E20_4_509,NA,NA,NA,35.0777772371519,NA
E138_2_154,NA,NA,NA,61.1088480230892,NA
E141_1_904,NA,NA,59.2925300505924,NA,NA
E124_1_503,NA,NA,NA,NA,99.4392035773681
E63_4_409,NA,NA,NA,54.2022016240656,NA
E69_3_808,NA,NA,NA,NA,39.9224932088781
E40_2_054,53.9892587731994,NA,NA,NA,NA
E143_3_557,NA,NA,66.6699911992939,NA,NA
E77_4_108,NA,NA,61.6225082029962,NA,NA
E82_2_054,NA,NA,NA,67.2093870707174,NA
E143_0_301,2.87649017579112,2.90805393962236,2.90730898006537,2.76120769732966,2.91610891133714
E66_3_257,NA,NA,NA,69.3847014040847,NA
E132_2_956,NA,NA,75.638758524423,NA,64.7512912384249
E102_2_305,NA,NA,68.0388337529613,NA,NA
E96_0_351,NA,NA,NA,29.4139057434117,NA
E127_0_752,37.2488927840934,NA,NA,NA,NA
E67_3_206,NA,NA,NA,34.3366773624041,NA
E56_3_808,NA,NA,NA,54.8981929195793,NA
E88_1_653,81.6406956371976,NA,NA,NA,NA
E111_4_208,NA,83.9971332898189,NA,NA,NA
E87_1_603,NA,NA,NA,19.7948552619225,NA
E87_2_605,NA,NA,NA,72.0137418922778,NA
E66_0_251,14.39806798535,16.3953917987695,17.5000436942142,NA,16.5803071228445
E102_3_056,NA,NA,74.4088817632709,NA,63.1633830900715
E6_4_208,NA,NA,NA,59.0273958315375,NA
E60_0_401,NA,NA,NA,NA,35.8866375707961
E122_2_906,NA,NA,42.4848322068422,NA,NA
