,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E36_4_709,4.709,,,,
E138_4_108,4.108,,,,
E46_4_158,4.158,,,,
E16_2_255,,,,2.255,
E10_2_505,2.505,,,,
E91_3_908,,,,3.908,
E33_3_808,,,,3.808,
E66_1_152,1.152,,,,
E64_2_255,,,,2.255,
E16_2_054,,,,2.054,
E69_4_259,,,,4.259,
E141_4_659,,,,4.659,
E125_2_655,2.655,,,,
E139_1_904,1.904,,,,
E32_4_559,,,4.559,,
E122_2_605,,,,2.605,
E52_1_453,,,,1.453,
E89_1_353,,,,1.353,
E65_1_954,1.954,,,,
E6_3_056,3.056,,,,
E109_4_81,,,,4.81,
E32_1_703,,,1.703,,
E55_1_703,,,,1.703,
E1_3_908,3.908,,,,
E76_0_952,,,,0.952,
E16_1_804,,,,1.804,
E127_1_653,,1.653,,,
E19_4_208,4.208,,,,
E88_0_902,,0.902,,,
E132_1_102,,,,1.102,
E120_1_754,1.754,,,,
E118_3_457,,3.457,,,
E103_1_553,,1.553,,,
E94_4_208,,4.208,,,
E148_2_906,,,2.906,,
E125_2_505,2.505,,,,
E87_4_008,4.008,,,,
E80_1_904,,1.904,,,
E103_1_152,,1.152,,,
E3_3_707,,3.707,,,
E43_0_05,,0.05,,,
E40_4_81,,4.81,,,
E59_4_108,,,,4.108,
E9_1_754,,,,1.754,
E110_1_553,,1.553,,,
E140_1_152,1.152,,,,
E48_2_756,,2.756,,,
E52_3_557,,,,3.557,
E79_0_401,,0.401,,,
E131_3_457,,3.457,,,
E125_1_052,1.052,,,,
E103_4_659,,4.659,,,
E73_0_351,,0.351,,,
E120_4_359,4.359,,,,
E121_2_455,,,,2.455,
E15_2_255,,2.255,,,
E113_0_852,0.852,,,,
E55_3_307,,,,3.307,
E126_2_355,,,,2.355,
E7_1_353,1.353,,,,
E88_1_102,,1.102,,,
E77_0_752,,,,0.752,
E149_1_904,1.904,,,,
E104_4_309,,,,4.309,
E59_0_752,,,,0.752,
E66_3_106,3.106,,,,
E4_1_904,,,,1.904,
E119_2_756,,,,,2.756
E46_1_603,1.603,,,,
E89_0_351,,,,0.351,
E113_0_0,0.0,,,,
E53_1_303,,1.303,,,
E5_3_908,,,,3.908,
E7_2_756,2.756,,,,
E9_3_056,,,,3.056,
E82_0_15,0.15,,,,
E58_3_507,,,,3.507,
E117_1_202,1.202,,,,
E122_2_856,,,,2.856,
E48_1_503,,1.503,,,
E43_4_108,,4.108,,,
E42_0_2,,,,0.2,
E145_1_102,,1.102,,,
E60_1_603,,,,1.603,
E136_2_004,2.004,,,,
E41_1_303,,1.303,,,
E9_2_705,,,,2.705,
E34_3_707,,,3.707,,
E142_2_555,2.555,,,,
E118_3_407,,3.407,,,
E27_0_802,0.802,,,,
E48_1_303,,1.303,,,
E100_0_251,,,,0.251,
E144_2_204,,2.204,,,
E123_2_305,2.305,,,,
E119_0_651,,,,,0.651
E4_4_91,,,,4.91,
E52_2_705,,,,2.705,
E95_4_76,,,,4.76,
E110_1_353,,1.353,,,
E28_3_257,,,,3.257,
E12_0_501,,,,0.501,
E43_0_0,,0.0,,,
E16_3_707,,,,3.707,
E54_4_509,4.509,,,,
E103_2_004,,2.004,,,
E50_3_507,,3.507,,,
E131_2_355,,2.355,,,
E57_0_15,,0.15,,,
E3_2_555,,2.555,,,
E34_4_91,,,4.91,,
E19_4_058,4.058,,,,
E62_3_106,,,,,3.106
E113_1_052,1.052,,,,
E103_0_451,,0.451,,,
E35_4_058,,,,,4.058
E148_4_509,,,4.509,,
E3_4_709,,4.709,,,
E33_1_954,,,,1.954,
E19_2_154,2.154,,,,
E98_4_309,,4.309,,,
E134_4_359,,,4.359,,
E131_2_305,,2.305,,,
E76_1_904,,,,1.904,
E105_4_459,,,,4.459,
E53_4_609,,4.609,,,
E51_0_301,0.301,,,,
E31_0_05,,,,,0.05
E67_1_804,1.804,,,,
E15_2_305,,2.305,,,
E44_1_453,,,1.453,,
E50_3_908,,3.908,,,
E51_4_709,4.709,,,,
E97_1_754,,,,1.754,
E16_4_359,,,,4.359,
E145_0_2,,0.2,,,
E141_1_353,,,,1.353,
E66_3_457,3.457,,,,
E65_2_204,2.204,,,,
E63_2_154,2.154,,,,
E143_1_052,,,,1.052,
E64_0_701,,,,0.701,
E149_0_301,0.301,,,,
E129_2_004,,2.004,,,
E92_0_351,,0.351,,,
E94_2_154,,2.154,,,
E143_4_76,,,,4.76,
E65_4_509,4.509,,,,
E137_4_459,,,,4.459,
E57_3_707,,3.707,,,
E18_1_954,,,,1.954,
E80_4_359,,4.359,,,
E115_0_2,0.2,,,,
E5_3_808,,,,3.808,
E86_2_305,,2.305,,,
E28_1_202,,,,1.202,
E56_4_359,4.359,,,,
E97_1_653,,,,1.653,
E61_3_707,,,,3.707,
E142_2_505,2.505,,,,
E70_2_405,,,,2.405,
E57_2_655,,2.655,,,
E63_2_255,2.255,,,,
E88_1_804,,1.804,,,
E147_4_81,,4.81,,,
E133_2_756,,2.756,,,
E106_1_253,,,1.253,,
E43_0_551,,0.551,,,
E45_2_104,,2.104,,,
E92_1_553,,1.553,,,
E136_2_806,2.806,,,,
E4_2_004,,,,2.004,
E48_2_305,,2.305,,,
E135_3_457,3.457,,,,
E83_3_557,3.557,,,,
E137_0_351,,,,0.351,
E109_1_653,,,,1.653,
E31_0_701,,,,,0.701
E1_1_553,1.553,,,,
E44_4_208,,,4.208,,
E89_1_102,,,,1.102,
E73_4_709,,4.709,,,
E69_3_407,,,,3.407,
E25_2_906,2.906,,,,
E60_2_705,,,,2.705,
E25_0_651,0.651,,,,
E36_0_902,0.902,,,,
E89_0_251,,,,0.251,
E46_0_15,0.15,,,,
E133_4_208,,4.208,,,
E59_2_004,,,,2.004,
E29_0_301,,0.301,,,
E85_1_904,,1.904,,,
E105_0_651,,,,0.651,
E17_2_305,,2.305,,,
E137_3_357,,,,3.357,
E142_3_808,3.808,,,,
E129_2_906,,2.906,,,
E136_4_359,4.359,,,,
E130_1_703,1.703,,,,
E70_2_154,,,,2.154,
E128_0_752,,,,0.752,
E53_3_056,,3.056,,,
E115_2_505,2.505,,,,
E35_1_754,,,,,1.754
E14_0_451,,0.451,,,
E78_4_709,,,,4.709,
E94_0_15,,0.15,,,
E106_3_357,,,3.357,,
E113_2_154,2.154,,,,
E104_1_353,,,,1.353,
E65_2_705,2.705,,,,
E91_2_054,,,,2.054,
E86_0_701,,0.701,,,
E52_2_605,,,,2.605,
E26_1_152,,,,1.152,
E138_1_754,1.754,,,,
E56_2_405,2.405,,,,
E143_3_758,,,,3.758,
E21_2_956,,2.956,,,
E141_4_359,,,,4.359,
E103_3_958,,3.958,,,
E99_4_008,,4.008,,,
E126_2_405,,,,2.405,
E58_1_703,,,,1.703,
E29_0_701,,0.701,,,
E21_0_0,,0.0,,,
E84_0_0,,0.0,,,
E108_4_609,,4.609,,,
E30_3_958,,,,3.958,
E134_2_405,,,2.405,,
E123_3_758,3.758,,,,
E149_3_657,3.657,,,,
E106_4_91,,,4.91,,
E111_0_852,,,0.852,,
E91_1_002,,,,1.002,
E93_4_309,,,,4.309,
E89_2_204,,,,2.204,
E97_4_208,,,,4.208,
E105_0_802,,,,0.802,
E104_3_257,,,,3.257,
E111_4_86,,,4.86,,
E19_0_15,0.15,,,,
E134_3_958,,,3.958,,
E11_3_758,,,,3.758,
E85_4_81,,4.81,,,
E143_4_309,,,,4.309,
E35_0_902,,,,,0.902
E123_1_353,1.353,,,,
E118_3_156,,3.156,,,
E134_3_908,,,3.908,,
E140_2_555,2.555,,,,
E86_4_409,,4.409,,,
E116_2_355,,2.355,,,
E126_3_006,,,,3.006,
E97_4_158,,,,4.158,
E61_1_603,,,,1.603,
E74_4_409,,,,4.409,
E121_3_607,,,,3.607,
E61_3_507,,,,3.507,
E70_0_1,,,,0.1,
E116_0_05,,0.05,,,
E129_3_507,,3.507,,,
E58_0_15,,,,0.15,
E105_0_351,,,,0.351,
E139_0_301,0.301,,,,
E87_2_655,2.655,,,,
E3_3_607,,3.607,,,
E104_4_509,,,,4.509,
E102_0_551,,,,0.551,
E135_1_553,1.553,,,,
E54_3_507,3.507,,,,
E1_4_208,4.208,,,,
E144_4_81,,4.81,,,
E50_4_76,,4.76,,,
E94_3_858,,3.858,,,
E23_4_76,,,4.76,,
E62_0_802,,,,,0.802
E116_0_401,,0.401,,,
E129_0_501,,0.501,,,
E142_3_457,3.457,,,,
E33_2_355,,,,2.355,
E12_1_453,,,,1.453,
E149_2_455,2.455,,,,
E147_4_609,,4.609,,,
E130_0_301,0.301,,,,
E130_1_603,1.603,,,,
E19_1_653,1.653,,,,
E31_2_104,,,,,2.104
E88_2_655,,2.655,,,
E136_4_86,4.86,,,,
E149_4_158,4.158,,,,
E39_1_553,,1.553,,,
E7_4_96,4.96,,,,
E70_2_255,,,,2.255,
E85_4_76,,4.76,,,
E32_0_551,,,0.551,,
E90_2_655,2.655,,,,
E56_3_958,3.958,,,,
E111_0_401,,,0.401,,
E119_3_056,,,,,3.056
E149_3_557,3.557,,,,
E115_4_108,4.108,,,,
E23_1_603,,,1.603,,
E40_0_651,,0.651,,,
E49_1_152,,,,,1.152
E118_0_15,,0.15,,,
E26_3_557,,,,3.557,
E71_3_557,,3.557,,,
E123_4_259,4.259,,,,
E131_4_91,,4.91,,,
E84_2_405,,2.405,,,
E114_0_701,,0.701,,,
E37_1_202,1.202,,,,
E93_0_1,,,,0.1,
E114_0_551,,0.551,,,
E53_2_204,,2.204,,,
E87_0_05,0.05,,,,
E18_0_15,,,,0.15,
E31_2_255,,,,,2.255
E108_2_505,,2.505,,,
E111_4_409,,,4.409,,
E140_2_004,2.004,,,,
