,PseudoTime0,PseudoTime1
E148_6_088,,6.088
E111_0_0,,0.0
E142_4_566,4.566,
E40_7_529,7.529,
E5_6_248,6.248,
E115_4_726,4.726,
E126_0_641,,0.641
E135_0_961,,0.961
E93_4_165,4.165,
E21_6_568,,6.568
E99_2_243,,2.243
E3_2_003,2.003,
E15_6_168,,6.168
E43_3_124,3.124,
E39_4_726,,4.726
E69_6_248,6.248,
E123_2_003,,2.003
E116_1_922,,1.922
E62_2_563,,2.563
E109_6_408,6.408,
E94_4_245,4.245,
E109_1_682,1.682,
E105_4_406,,4.406
E41_1_842,1.842,
E31_6_408,,6.408
E148_1_442,,1.442
E32_4_085,,4.085
E32_0_641,,0.641
E140_5_767,5.767,
E55_1_202,1.202,
E114_4_806,4.806,
E140_7_69,7.69,
E147_7_85,,7.85
E148_2_003,,2.003
E63_2_723,,2.723
E115_5_126,5.126,
E133_3_204,3.204,
E42_1_922,,1.922
E114_2_163,2.163,
E51_7_449,,7.449
E144_5_367,5.367,
E69_6_889,6.889,
E95_2_243,,2.243
E76_2_323,2.323,
E49_5_527,5.527,
E7_1_522,,1.522
E3_3_204,3.204,
E94_2_884,2.884,
E13_2_323,,2.323
E74_4_085,,4.085
E95_1_442,,1.442
E92_1_202,1.202,
E143_5_847,5.847,
E95_5_126,,5.126
E64_4_646,,4.646
E147_1_522,,1.522
E146_2_083,2.083,
E148_7_93,,7.93
E18_5_527,5.527,
E83_2_643,2.643,
E92_3_364,3.364,
E98_3_124,3.124,
E87_1_362,1.362,
E74_7_369,,7.369
E145_0_561,0.561,
E31_0_641,,0.641
E113_6_889,6.889,
E60_2_563,2.563,
E52_2_643,2.643,
E147_3_524,,3.524
E34_1_522,1.522,
E39_1_522,,1.522
E18_5_607,5.607,
E2_6_248,,6.248
E140_0_16,0.16,
E143_7_289,7.289,
E104_7_049,,7.049
E13_1_041,,1.041
E121_0_641,,0.641
E96_7_049,7.049,
E54_1_682,,1.682
E120_3_765,3.765,
E132_6_328,,6.328
E112_2_643,2.643,
E110_7_77,,7.77
E148_6_969,,6.969
E65_3_845,3.845,
E139_0_32,0.32,
E104_7_85,,7.85
E72_3_204,3.204,
E73_3_044,3.044,
E26_5_287,,5.287
E133_2_643,2.643,
E135_5_046,,5.046
E100_6_408,,6.408
E127_4_325,,4.325
E73_0_481,0.481,
E83_0_32,0.32,
E141_0_961,,0.961
E83_5_367,5.367,
E74_6_088,,6.088
E76_1_842,1.842,
E55_0_561,0.561,
E24_5_367,5.367,
E148_5_126,,5.126
E37_7_61,7.61,
E108_4_806,4.806,
E36_7_049,,7.049
E56_2_083,,2.083
E65_5_687,5.687,
E53_7_129,,7.129
E143_1_682,1.682,
E54_5_447,,5.447
E114_6_488,6.488,
E32_3_444,,3.444
E61_5_847,,5.847
E137_7_209,7.209,
E124_0_08,,0.08
E34_1_041,1.041,
E4_2_483,2.483,
E129_6_728,,6.728
E29_7_93,7.93,
E32_6_488,,6.488
E41_2_403,2.403,
E43_3_524,3.524,
E142_4_165,4.165,
E30_1_522,1.522,
E50_0_16,,0.16
E96_0_481,0.481,
E86_6_809,,6.809
E127_2_083,,2.083
E77_7_529,7.529,
E62_0_481,,0.481
E21_3_444,,3.444
E70_1_522,1.522,
E103_6_168,6.168,
E44_7_209,,7.209
E106_7_93,,7.93
E107_5_367,,5.367
E53_1_121,,1.121
E52_2_483,2.483,
E36_0_961,,0.961
E69_3_364,3.364,
E13_1_922,,1.922
E95_5_847,,5.847
E86_6_568,,6.568
E26_7_289,,7.289
E137_0_561,0.561,
E149_2_003,2.003,
E124_1_922,,1.922
E72_6_168,6.168,
E64_3_524,,3.524
E1_4_325,4.325,
E145_1_522,1.522,
E97_3_685,,3.685
E82_0_561,0.561,
E77_6_568,6.568,
E100_7_69,,7.69
E63_5_207,,5.207
E137_1_762,1.762,
E63_2_163,,2.163
E142_1_922,1.922,
E70_3_044,3.044,
E104_0_481,,0.481
E99_4_486,,4.486
E48_4_085,,4.085
E86_5_367,,5.367
E23_6_088,,6.088
E18_0_24,0.24,
E111_4_886,,4.886
E112_7_85,7.85,
E124_1_282,,1.282
E108_7_449,7.449,
E55_1_522,1.522,
E146_2_964,2.964,
E14_5_527,,5.527
E42_0_24,,0.24
E104_5_367,,5.367
E114_1_762,1.762,
E127_7_449,,7.449
E35_5_927,5.927,
E95_1_202,,1.202
E6_2_243,,2.243
E111_0_881,,0.881
E69_3_524,3.524,
E55_4_165,4.165,
E90_6_328,6.328,
E0_2_643,,2.643
E111_1_041,,1.041
E100_3_444,,3.444
E115_4_245,4.245,
E73_3_204,3.204,
E14_2_643,,2.643
E141_2_483,,2.483
E0_3_605,,3.605
E71_1_041,1.041,
E62_5_847,,5.847
E94_2_243,2.243,
E35_1_442,1.442,
E3_7_93,7.93,
E83_6_408,6.408,
E42_5_607,,5.607
E43_2_884,2.884,
E22_7_369,7.369,
E14_4_886,,4.886
E14_5_927,,5.927
E97_2_964,,2.964
E5_6_008,6.008,
E79_1_842,,1.842
E46_2_483,2.483,
E1_3_364,3.364,
E19_3_444,,3.444
E63_7_049,,7.049
E87_7_93,7.93,
E85_1_362,,1.362
E125_1_041,1.041,
E137_5_607,5.607,
E27_2_884,2.884,
E99_0_561,,0.561
E26_3_524,,3.524
E81_0_801,,0.801
E119_2_243,2.243,
E136_1_682,,1.682
E53_4_806,,4.806
E83_5_927,5.927,
E6_5_046,,5.046
E30_1_442,1.442,
E91_6_809,,6.809
E19_3_845,,3.845
E2_1_682,,1.682
E88_0_801,0.801,
E17_6_488,,6.488
E40_4_566,4.566,
E80_1_362,1.362,
E80_3_845,3.845,
E107_3_364,,3.364
E76_2_884,2.884,
E106_0_16,,0.16
E88_6_328,6.328,
E107_4_646,,4.646
E5_1_522,1.522,
E124_3_044,,3.044
E15_5_046,,5.046
E44_5_207,,5.207
E146_0_08,0.08,
E111_0_08,,0.08
E147_0_16,,0.16
E117_2_884,2.884,
E63_2_003,,2.003
E17_6_889,,6.889
E147_3_044,,3.044
E16_2_964,2.964,
E112_7_369,7.369,
E121_4_486,,4.486
E82_0_32,0.32,
E77_1_121,1.121,
E127_5_447,,5.447
E94_5_126,5.126,
E134_2_804,2.804,
E1_5_367,5.367,
E88_6_648,6.648,
E38_5_687,,5.687
E69_6_328,6.328,
E95_5_687,,5.687
E105_3_925,,3.925
E125_3_605,3.605,
E111_5_767,,5.767
E13_6_408,,6.408
E8_2_243,2.243,
E121_3_925,,3.925
E88_0_481,0.481,
E53_2_003,,2.003
E109_5_126,5.126,
E120_0_32,0.32,
E137_5_046,5.046,
E112_4_806,4.806,
E72_7_289,7.289,
E56_2_243,,2.243
E123_6_248,,6.248
E27_2_003,2.003,
E125_1_762,1.762,
E87_2_563,2.563,
E82_4_966,4.966,
E18_6_969,6.969,
E144_6_728,6.728,
E31_2_964,,2.964
E9_5_927,,5.927
E106_3_444,,3.444
E101_2_723,2.723,
E139_3_524,3.524,
E86_7_129,,7.129
E61_4_245,,4.245
E105_4_726,,4.726
E102_0_08,,0.08
E46_0_801,0.801,
E41_5_126,5.126,
E110_1_762,,1.762
E127_4_966,,4.966
E22_4_806,4.806,
E5_1_682,1.682,
E0_2_483,,2.483
E63_6_008,,6.008
E139_2_483,2.483,
