Gene1	Gene2	EdgeWeight
WT1pKTS	FOXL2	360
NR5A1	FOXL2	359
UGR	UGR	358
CTNNB1	CBX2	357
SRY	UGR	356
NR0B1	NR0B1	355
RSPO1	CBX2	354
WNT4	RSPO1	353
NR0B1	RSPO1	352
GATA4	RSPO1	351
FGF9	WT1pKTS	350
NR5A1	WT1pKTS	349
GATA4	GATA4	348
WNT4	FOXL2	347
CBX2	NR5A1	346
CBX2	UGR	345
AMH	RSPO1	344
DHH	CBX2	343
SOX9	RSPO1	342
WT1mKTS	RSPO1	341
RSPO1	RSPO1	340
CTNNB1	GATA4	339
WT1mKTS	NR0B1	338
WT1mKTS	WT1mKTS	337
SRY	NR5A1	336
DKK1	SRY	335
DMRT1	SRY	334
UGR	GATA4	333
DKK1	WT1pKTS	332
CBX2	GATA4	331
AMH	WT1pKTS	330
DKK1	FOXL2	329
SRY	WT1pKTS	328
WT1mKTS	WNT4	327
CTNNB1	RSPO1	326
CBX2	CTNNB1	325
FOXL2	WT1pKTS	324
SRY	FOXL2	323
WNT4	WT1pKTS	322
WT1pKTS	UGR	321
DMRT1	WNT4	320
AMH	NR0B1	319
AMH	GATA4	318
NR5A1	CBX2	317
FGF9	GATA4	316
PGD2	RSPO1	315
PGD2	WT1pKTS	314
RSPO1	WT1pKTS	313
UGR	CBX2	312
GATA4	FOXL2	311
DKK1	WNT4	310
CBX2	NR0B1	309
DHH	RSPO1	308
DMRT1	FOXL2	307
WNT4	GATA4	306
DMRT1	WT1pKTS	305
CTNNB1	NR0B1	304
GATA4	NR0B1	303
DHH	WT1pKTS	302
NR5A1	UGR	301
DHH	NR0B1	300
UGR	CTNNB1	299
PGD2	NR0B1	298
FGF9	WT1mKTS	297
SOX9	WNT4	296
FGF9	WNT4	295
FOXL2	NR0B1	294
FOXL2	WNT4	293
NR0B1	CBX2	292
WNT4	WNT4	291
SOX9	WT1mKTS	290
GATA4	WNT4	289
PGD2	GATA4	288
SOX9	GATA4	287
FOXL2	GATA4	286
NR0B1	WT1pKTS	285
WT1mKTS	WT1pKTS	284
AMH	WNT4	283
FGF9	NR0B1	282
NR5A1	RSPO1	281
WT1mKTS	GATA4	280
DHH	WNT4	279
NR0B1	FOXL2	278
RSPO1	GATA4	277
CTNNB1	WT1mKTS	276
WNT4	CBX2	275
AMH	WT1mKTS	274
WT1pKTS	WT1pKTS	273
FOXL2	WT1mKTS	272
FGF9	FOXL2	271
GATA4	WT1pKTS	270
DMRT1	RSPO1	269
GATA4	UGR	268
CTNNB1	FOXL2	267
DMRT1	NR0B1	266
CTNNB1	WT1pKTS	265
PGD2	WNT4	264
SOX9	FOXL2	263
DHH	WT1mKTS	262
RSPO1	WT1mKTS	261
FOXL2	RSPO1	260
NR0B1	GATA4	259
FOXL2	FOXL2	258
DHH	NR5A1	257
RSPO1	NR0B1	256
PGD2	WT1mKTS	255
NR0B1	WNT4	254
NR0B1	WT1mKTS	253
RSPO1	CTNNB1	252
SOX9	WT1pKTS	251
WT1mKTS	FOXL2	250
FGF9	RSPO1	249
DKK1	NR5A1	248
RSPO1	NR5A1	247
DHH	GATA4	246
CBX2	SRY	245
DHH	CTNNB1	244
FOXL2	NR5A1	243
RSPO1	FOXL2	242
FGF9	CTNNB1	241
DKK1	RSPO1	240
FOXL2	CBX2	239
AMH	CTNNB1	238
DMRT1	CBX2	237
SOX9	NR0B1	236
SOX9	NR5A1	235
WNT4	NR0B1	234
SOX9	CTNNB1	233
WT1mKTS	CTNNB1	232
AMH	CBX2	231
WT1pKTS	RSPO1	230
UGR	RSPO1	229
WNT4	UGR	228
WT1pKTS	WNT4	227
FOXL2	CTNNB1	226
UGR	WT1mKTS	225
NR0B1	CTNNB1	224
WT1pKTS	CTNNB1	223
PGD2	CBX2	222
AMH	NR5A1	221
SRY	GATA4	220
DKK1	CBX2	219
GATA4	WT1mKTS	218
WNT4	NR5A1	217
WT1pKTS	NR5A1	216
RSPO1	WNT4	215
PGD2	NR5A1	214
DKK1	NR0B1	213
