,PseudoTime0,PseudoTime1
E123_7_77,,7.77
E25_7_85,7.85,
E94_3_845,3.845,
E37_7_69,,7.69
E110_7_77,,7.77
E85_4_085,4.085,
E40_3_925,,3.925
E98_6_809,6.809,
E65_2_483,,2.483
E54_5_687,,5.687
E36_2_323,2.323,
E125_6_328,,6.328
E94_0_0,0.0,
E48_6_248,,6.248
E10_7_449,,7.449
E36_0_881,0.881,
E4_3_444,3.444,
E119_5_927,,5.927
E36_1_922,1.922,
E108_1_121,,1.121
E70_2_483,2.483,
E131_5_126,,5.126
E96_2_563,,2.563
E98_6_728,6.728,
E70_1_922,1.922,
E41_0_32,0.32,
E15_3_364,3.364,
E128_1_442,,1.442
E1_3_524,,3.524
E101_3_925,3.925,
E85_5_687,5.687,
E16_6_568,,6.568
E48_0_961,,0.961
E51_2_083,2.083,
E131_0_641,,0.641
E131_5_607,,5.607
E112_1_282,1.282,
E44_5_607,5.607,
E70_4_165,4.165,
E17_3_284,,3.284
E44_0_881,0.881,
E31_0_881,0.881,
E96_1_282,,1.282
E47_1_202,,1.202
E101_0_721,0.721,
E112_6_969,6.969,
E63_3_284,,3.284
E131_6_088,,6.088
E25_2_403,2.403,
E112_0_08,0.08,
E123_6_969,,6.969
E1_3_444,,3.444
E106_7_049,,7.049
E31_2_163,2.163,
E15_6_008,6.008,
E42_2_243,,2.243
E25_3_444,3.444,
E24_5_367,,5.367
E3_0_881,0.881,
E54_5_447,,5.447
E125_4_806,,4.806
E51_5_767,5.767,
E86_5_687,,5.687
E107_2_643,2.643,
E94_6_488,6.488,
E133_2_403,,2.403
E36_2_643,2.643,
E51_6_248,6.248,
E0_0_961,0.961,
E48_0_08,,0.08
E107_1_202,1.202,
E136_5_367,5.367,
E14_2_804,2.804,
E0_1_121,1.121,
E84_6_568,,6.568
E112_2_723,2.723,
E44_2_563,2.563,
E36_1_842,1.842,
E66_2_483,,2.483
E123_0_481,,0.481
E31_2_403,2.403,
E126_3_124,,3.124
E10_4_406,,4.406
E109_7_129,7.129,
E110_5_527,,5.527
E66_4_165,,4.165
E101_4_406,4.406,
E1_1_922,,1.922
E36_7_209,7.209,
E70_0_641,0.641,
E80_0_561,,0.561
E15_5_687,5.687,
E78_6_969,,6.969
E131_0_401,,0.401
E48_0_561,,0.561
E12_2_323,,2.323
E142_0_561,0.561,
E65_4_085,,4.085
E42_1_282,,1.282
E65_1_602,,1.602
E119_5_207,,5.207
E48_3_204,,3.204
E101_5_126,5.126,
E48_1_922,,1.922
E55_7_69,,7.69
E120_0_721,0.721,
E120_0_641,0.641,
E123_4_806,,4.806
E128_2_804,,2.804
E65_0_481,,0.481
E48_1_121,,1.121
E88_3_204,3.204,
E136_5_927,5.927,
E125_1_362,,1.362
E136_1_682,1.682,
E63_6_008,,6.008
E24_5_847,,5.847
E1_2_723,,2.723
E54_2_323,,2.323
E24_7_529,,7.529
E88_4_165,4.165,
E63_6_248,,6.248
E10_2_643,,2.643
E36_5_687,5.687,
E16_1_282,,1.282
E2_3_765,,3.765
E10_2_563,,2.563
E44_0_721,0.721,
E17_3_605,,3.605
E107_3_845,3.845,
E94_3_284,3.284,
E98_2_403,2.403,
E48_1_282,,1.282
E31_4_005,4.005,
E31_1_682,1.682,
E17_1_121,,1.121
E41_4_005,4.005,
E66_2_003,,2.003
E120_0_801,0.801,
E106_0_641,,0.641
E88_5_687,5.687,
E2_4_566,,4.566
E55_5_126,,5.126
E128_3_204,,3.204
E25_1_121,1.121,
E14_2_964,2.964,
E16_7_289,,7.289
E42_2_884,,2.884
E85_5_767,5.767,
E109_6_328,6.328,
E70_2_083,2.083,
E131_6_248,,6.248
E80_5_767,,5.767
E54_4_085,,4.085
E2_6_969,,6.969
E121_6_809,6.809,
E120_0_481,0.481,
E112_0_16,0.16,
E121_2_804,2.804,
E16_5_207,,5.207
E20_0_641,0.641,
E1_5_607,,5.607
E66_7_449,,7.449
E65_5_687,,5.687
E112_1_041,1.041,
E133_1_522,,1.522
E48_6_328,,6.328
E2_0_16,,0.16
E80_3_124,,3.124
E79_4_646,,4.646
E25_2_163,2.163,
E96_5_207,,5.207
E15_6_408,6.408,
E12_2_723,,2.723
E80_3_845,,3.845
E70_1_362,1.362,
E24_5_607,,5.607
E126_5_927,,5.927
E40_5_046,,5.046
E121_7_369,7.369,
E42_2_723,,2.723
E37_1_922,,1.922
E108_3_204,,3.204
E136_5_687,5.687,
E47_7_529,,7.529
E24_7_93,,7.93
E126_5_527,,5.527
E2_1_121,,1.121
E125_2_403,,2.403
E86_3_444,,3.444
E1_2_403,,2.403
E70_4_806,4.806,
E94_7_369,7.369,
E42_3_925,,3.925
E51_0_16,0.16,
E63_1_362,,1.362
E44_6_328,6.328,
E126_1_762,,1.762
E107_3_204,3.204,
E54_7_369,,7.369
E85_1_442,1.442,
E136_0_08,0.08,
E41_3_444,3.444,
E123_2_804,,2.804
E125_5_527,,5.527
E12_4_806,,4.806
E96_4_245,,4.245
E41_1_362,1.362,
E55_3_444,,3.444
E79_1_842,,1.842
E31_2_483,2.483,
E24_1_922,,1.922
E47_1_442,,1.442
E15_4_886,4.886,
E133_4_005,,4.005
E16_3_044,,3.044
E2_5_046,,5.046
E78_3_124,,3.124
E16_5_687,,5.687
E37_2_003,,2.003
E79_1_202,,1.202
E55_0_16,,0.16
E96_0_08,,0.08
E65_2_323,,2.323
E110_6_648,,6.648
E131_6_168,,6.168
E133_6_889,,6.889
E108_3_524,,3.524
E88_6_648,6.648,
E119_2_243,,2.243
E40_4_165,,4.165
E10_4_726,,4.726
E16_3_925,,3.925
E108_5_126,,5.126
E54_4_726,,4.726
E86_0_721,,0.721
E12_1_602,,1.602
E20_5_607,5.607,
E66_2_163,,2.163
E55_0_881,,0.881
E131_6_328,,6.328
E135_4_325,4.325,
E1_3_364,,3.364
E79_2_003,,2.003
E107_7_209,7.209,
E36_6_889,6.889,
E44_2_884,2.884,
E85_0_481,0.481,
E63_4_085,,4.085
E40_0_801,,0.801
E106_5_847,,5.847
E36_2_884,2.884,
E66_2_643,,2.643
E88_5_126,5.126,
E133_6_648,,6.648
E36_3_765,3.765,
E14_5_447,5.447,
E48_5_207,,5.207
E37_4_566,,4.566
E63_6_728,,6.728
E49_4_406,4.406,
E37_4_325,,4.325
E86_5_927,,5.927
E78_5_287,,5.287
E51_2_323,2.323,
E2_0_481,,0.481
E51_4_406,4.406,
E108_6_488,,6.488
E66_0_08,,0.08
E42_3_284,,3.284
E123_2_723,,2.723
E12_6_728,,6.728
E85_7_85,7.85,
E120_5_767,5.767,
E4_5_126,5.126,
E123_6_008,,6.008
E131_2_083,,2.083
E96_5_447,,5.447
E20_6_408,6.408,
E80_6_008,,6.008
E42_0_0,,0.0
E109_0_961,0.961,
E98_3_204,3.204,
E63_2_483,,2.483
E101_3_284,3.284,
E120_1_922,1.922,
E126_2_964,,2.964
E119_6_809,,6.809
E84_3_845,,3.845
E78_7_049,,7.049
E40_3_685,,3.685
E96_2_884,,2.884
E106_2_403,,2.403
E17_3_364,,3.364
E128_5_527,,5.527
E65_7_529,,7.529
E3_7_529,7.529,
E41_2_483,2.483,
E121_1_202,1.202,
E0_3_124,3.124,
E110_1_362,,1.362
E4_5_367,5.367,
E106_0_08,,0.08
E107_4_245,4.245,
E0_1_202,1.202,
E31_1_762,1.762,
E98_4_165,4.165,
E121_2_884,2.884,
E4_4_966,4.966,
E121_5_207,5.207,
E125_3_204,,3.204
E56_3_925,,3.925
E14_5_847,5.847,
E112_1_442,1.442,
E133_7_529,,7.529
E4_7_93,7.93,
E131_3_845,,3.845
E109_3_204,3.204,
E78_5_527,,5.527
E78_2_243,,2.243
E44_0_961,0.961,
E66_5_207,,5.207
E109_3_044,3.044,
E55_3_765,,3.765
E107_1_282,1.282,
E80_4_806,,4.806
