,PseudoTime0,PseudoTime1
E17_0_641,0.641,
E91_1_602,1.602,
E68_2_723,2.723,
E5_2_003,,2.003
E138_1_762,1.762,
E92_1_282,,1.282
E6_4_325,4.325,
E72_4_406,,4.406
E34_5_607,,5.607
E77_6_408,,6.408
E84_3_284,3.284,
E16_7_289,,7.289
E148_2_964,2.964,
E10_1_282,1.282,
E47_6_889,6.889,
E138_7_85,7.85,
E64_2_003,2.003,
E147_6_248,6.248,
E147_7_77,7.77,
E64_2_804,2.804,
E91_7_129,7.129,
E138_6_969,6.969,
E141_0_561,0.561,
E23_5_527,5.527,
E88_3_605,,3.605
E78_0_0,0.0,
E39_3_204,3.204,
E111_1_522,1.522,
E115_6_648,,6.648
E133_4_245,,4.245
E140_7_529,,7.529
E85_1_682,1.682,
E102_6_889,6.889,
E121_3_925,3.925,
E113_5_367,,5.367
E11_3_524,,3.524
E1_0_881,,0.881
E76_6_248,,6.248
E43_1_282,,1.282
E11_2_884,,2.884
E19_7_77,7.77,
E101_5_287,,5.287
E88_0_641,,0.641
E138_2_563,2.563,
E35_1_282,,1.282
E24_0_401,,0.401
E59_6_488,,6.488
E124_6_809,6.809,
E137_1_842,,1.842
E132_2_163,2.163,
E148_1_121,1.121,
E35_4_165,,4.165
E115_0_0,,0.0
E12_4_486,,4.486
E117_2_003,,2.003
E68_0_16,0.16,
E29_0_24,,0.24
E36_4_165,4.165,
E15_5_767,5.767,
E27_6_168,,6.168
E91_0_721,0.721,
E20_4_806,4.806,
E45_6_168,,6.168
E29_4_566,,4.566
E88_4_325,,4.325
E28_1_522,1.522,
E132_4_726,4.726,
E5_7_69,,7.69
E71_3_845,,3.845
E82_3_284,,3.284
E144_3_765,,3.765
E20_1_602,1.602,
E73_5_767,,5.767
E47_0_401,0.401,
E2_1_922,1.922,
E86_6_328,6.328,
E63_4_966,4.966,
E116_6_008,6.008,
E13_2_804,2.804,
E9_7_129,7.129,
E35_3_284,,3.284
E110_0_24,0.24,
E31_6_809,6.809,
E68_6_648,6.648,
E17_0_801,0.801,
E137_1_682,,1.682
E112_1_202,,1.202
E124_6_728,6.728,
E107_5_126,5.126,
E50_6_168,6.168,
E135_0_721,0.721,
E56_3_364,3.364,
E9_5_767,5.767,
E141_7_449,7.449,
E1_0_961,,0.961
E10_1_922,1.922,
E138_2_884,2.884,
E98_0_961,,0.961
E42_6_969,6.969,
E32_7_61,7.61,
E77_3_444,,3.444
E116_5_607,5.607,
E29_4_085,,4.085
E2_6_248,6.248,
E81_4_806,4.806,
E72_4_806,,4.806
E2_3_044,3.044,
E53_0_561,0.561,
E118_1_202,,1.202
E3_4_406,,4.406
E76_7_85,,7.85
E17_6_889,6.889,
E94_1_922,,1.922
E109_1_121,,1.121
E141_2_483,2.483,
E96_2_723,,2.723
E54_1_442,1.442,
E27_2_804,,2.804
E147_6_889,6.889,
E61_5_126,5.126,
E133_0_16,,0.16
E33_0_481,0.481,
E116_6_328,6.328,
E21_2_804,2.804,
E113_6_168,,6.168
E125_2_083,,2.083
E64_1_041,1.041,
E97_7_85,7.85,
E123_0_801,0.801,
E62_5_607,5.607,
E149_6_408,,6.408
E81_3_845,3.845,
E23_1_522,1.522,
E82_4_165,,4.165
E142_7_369,,7.369
E112_4_245,,4.245
E87_3_765,,3.765
E67_5_527,5.527,
E52_3_124,,3.124
E100_1_282,1.282,
E24_3_925,,3.925
E147_0_0,0.0,
E145_7_049,,7.049
E140_1_282,,1.282
E13_6_728,6.728,
E129_6_728,6.728,
E95_2_643,2.643,
E141_2_964,2.964,
E118_7_369,,7.369
E38_1_762,1.762,
E55_4_165,,4.165
E126_2_884,2.884,
E129_4_646,4.646,
E108_0_721,,0.721
E21_2_964,2.964,
E5_1_602,,1.602
E53_6_728,6.728,
E42_5_927,5.927,
E136_7_61,7.61,
E106_5_527,5.527,
E2_1_442,1.442,
E37_4_486,,4.486
E87_5_527,,5.527
E143_6_809,,6.809
E67_6_328,6.328,
E6_5_367,5.367,
E77_2_964,,2.964
E53_3_685,3.685,
E51_1_842,1.842,
E20_1_442,1.442,
E66_2_884,2.884,
E8_0_32,,0.32
E123_6_008,6.008,
E110_1_842,1.842,
E106_0_641,0.641,
E76_2_323,,2.323
E111_5_367,5.367,
E128_5_207,,5.207
E64_0_32,0.32,
E107_4_806,4.806,
E7_3_124,3.124,
E102_6_488,6.488,
E74_5_687,5.687,
E124_2_083,2.083,
E112_4_566,,4.566
E10_2_403,2.403,
E62_4_406,4.406,
E51_4_646,4.646,
E69_2_964,,2.964
E144_5_367,,5.367
E5_6_648,,6.648
E31_1_522,1.522,
E125_5_927,,5.927
E45_3_765,,3.765
E5_0_08,,0.08
E131_4_165,,4.165
E105_5_447,5.447,
E71_7_77,,7.77
E107_5_207,5.207,
E103_5_046,,5.046
E94_3_204,,3.204
E7_4_566,4.566,
E111_3_605,3.605,
E119_1_922,,1.922
E117_1_762,,1.762
