,PseudoTime0,PseudoTime1
E120_4_459,4.459,
E134_0_802,0.802,
E55_0_2,,0.2
E104_2_655,2.655,
E106_0_902,,0.902
E118_1_052,,1.052
E113_0_1,0.1,
E134_1_152,1.152,
E12_3_156,,3.156
E70_2_054,2.054,
E31_3_357,3.357,
E51_0_251,,0.251
E4_1_603,,1.603
E139_4_81,,4.81
E12_4_158,,4.158
E17_3_557,,3.557
E137_2_756,,2.756
E75_0_651,,0.651
E56_2_054,2.054,
E74_0_251,0.251,
E126_0_05,,0.05
E46_4_86,4.86,
E109_0_15,0.15,
E91_1_152,,1.152
E133_1_503,,1.503
E24_2_255,,2.255
E1_3_707,3.707,
E58_2_856,2.856,
E134_3_106,3.106,
E20_0_501,,0.501
E66_4_208,4.208,
E136_3_958,3.958,
E11_4_609,,4.609
E69_4_359,,4.359
E137_4_91,,4.91
E57_3_006,3.006,
E82_0_752,0.752,
E131_0_601,,0.601
E133_4_91,,4.91
E112_2_255,2.255,
E42_3_908,3.908,
E58_0_251,0.251,
E26_2_255,2.255,
E22_4_008,,4.008
E125_4_158,,4.158
E18_3_707,,3.707
E73_2_104,2.104,
E105_0_451,0.451,
E53_4_81,4.81,
E60_2_355,2.355,
E1_4_208,4.208,
E100_4_008,,4.008
E88_3_707,3.707,
E61_3_607,,3.607
E3_4_659,,4.659
E51_2_555,,2.555
E110_0_2,0.2,
E115_4_81,,4.81
E71_2_906,2.906,
E50_2_505,,2.505
E34_1_202,1.202,
E116_3_808,3.808,
E143_3_257,,3.257
E4_3_457,,3.457
E128_2_255,,2.255
E53_1_503,1.503,
E3_0_551,,0.551
E30_2_655,,2.655
E17_4_91,,4.91
E70_0_601,0.601,
E11_3_808,,3.808
E40_1_102,,1.102
E79_3_657,,3.657
E107_0_301,,0.301
E89_2_756,2.756,
E31_1_754,1.754,
E26_4_86,4.86,
E88_0_852,0.852,
E104_1_754,1.754,
E121_0_752,,0.752
E41_4_409,4.409,
E30_4_709,,4.709
E61_2_756,,2.756
E84_2_856,2.856,
E149_1_202,1.202,
E80_3_156,3.156,
E74_4_86,4.86,
E35_4_008,,4.008
E92_4_008,,4.008
E126_4_359,,4.359
E111_1_303,,1.303
E95_0_802,0.802,
E58_2_956,2.956,
E20_0_0,,0.0
E66_3_307,3.307,
E124_1_453,,1.453
E148_4_76,,4.76
E110_4_208,4.208,
E113_4_309,4.309,
E135_3_106,3.106,
E34_0_651,0.651,
E47_2_956,2.956,
E49_1_052,1.052,
E98_0_401,0.401,
E51_4_86,,4.86
E43_2_906,,2.906
E126_2_405,,2.405
E95_2_655,2.655,
E75_0_251,,0.251
E62_0_902,0.902,
E27_2_104,,2.104
E18_1_403,,1.403
E43_1_653,,1.653
E32_2_305,,2.305
E124_1_603,,1.603
E114_0_0,0.0,
E9_4_108,4.108,
E35_0_952,,0.952
E23_1_353,,1.353
E40_0_2,,0.2
E43_1_703,,1.703
E129_4_309,4.309,
E71_2_355,2.355,
E110_0_301,0.301,
E98_0_852,0.852,
E71_4_359,4.359,
E64_3_507,3.507,
E132_1_152,1.152,
E82_0_902,0.902,
E118_4_108,,4.108
E95_1_703,1.703,
E11_0_0,,0.0
E148_2_255,,2.255
E17_3_156,,3.156
E3_4_309,,4.309
E50_4_409,,4.409
E147_1_052,1.052,
E93_4_609,4.609,
E53_4_509,4.509,
E61_3_307,,3.307
E113_0_2,0.2,
E149_0_752,0.752,
E132_2_655,2.655,
E117_2_305,,2.305
E90_3_307,3.307,
E117_2_906,,2.906
E6_4_208,,4.208
E74_0_451,0.451,
E49_0_952,0.952,
E52_2_756,2.756,
E140_2_004,2.004,
E145_3_106,,3.106
E90_4_259,4.259,
E112_1_253,1.253,
E65_3_056,3.056,
E111_4_96,,4.96
E131_1_503,,1.503
E38_0_551,,0.551
E147_4_259,4.259,
E95_1_754,1.754,
E105_0_15,0.15,
E102_0_501,,0.501
E41_1_403,1.403,
E47_0_0,0.0,
E48_2_956,,2.956
E146_3_206,,3.206
E94_0_852,,0.852
E98_0_0,0.0,
E129_0_251,0.251,
E76_1_052,1.052,
