,PseudoTime0,PseudoTime1
E18_0_16,,0.16
E103_7_049,,7.049
E126_6_889,6.889,
E128_7_77,,7.77
E63_2_003,2.003,
E111_3_124,3.124,
E3_7_449,,7.449
E88_6_088,,6.088
E87_4_886,,4.886
E124_2_083,2.083,
E84_0_561,0.561,
E85_4_886,4.886,
E86_1_842,1.842,
E69_3_444,,3.444
E20_3_524,3.524,
E98_3_284,,3.284
E124_6_168,6.168,
E48_7_61,7.61,
E62_1_602,1.602,
E10_5_367,5.367,
E130_1_842,,1.842
E94_5_527,,5.527
E19_4_726,4.726,
E2_5_687,5.687,
E18_5_126,,5.126
E17_0_24,0.24,
E102_0_961,0.961,
E10_2_323,2.323,
E125_7_049,,7.049
E105_5_046,5.046,
E123_0_801,0.801,
E148_1_121,1.121,
E127_5_527,5.527,
E104_1_041,1.041,
E141_3_605,3.605,
E20_0_32,0.32,
E64_2_243,2.243,
E34_7_049,,7.049
E6_7_61,7.61,
E124_0_481,0.481,
E50_0_0,0.0,
E98_2_163,,2.163
E56_3_044,3.044,
E117_3_925,,3.925
E19_3_685,3.685,
E42_0_08,0.08,
E46_3_444,,3.444
E80_0_401,,0.401
E135_4_406,4.406,
E47_7_049,7.049,
E63_6_969,6.969,
E26_5_767,5.767,
E56_6_328,6.328,
E117_4_966,,4.966
E134_5_447,,5.447
E24_4_886,,4.886
E143_1_121,,1.121
E119_7_209,,7.209
E3_2_163,,2.163
E133_6_168,,6.168
E137_3_444,,3.444
E122_5_207,,5.207
E63_7_049,7.049,
E16_7_529,,7.529
E128_0_721,,0.721
E138_2_083,2.083,
E82_0_801,,0.801
E84_6_889,6.889,
E107_2_403,2.403,
E21_2_723,2.723,
E52_6_328,,6.328
E98_0_16,,0.16
E129_2_804,2.804,
E54_4_406,4.406,
E51_6_568,6.568,
E110_3_845,3.845,
E54_2_403,2.403,
E21_6_728,6.728,
E7_6_568,6.568,
E132_4_486,4.486,
E80_7_85,,7.85
E110_4_566,4.566,
E130_3_204,,3.204
E31_6_168,6.168,
E9_3_765,3.765,
E69_5_687,,5.687
E116_5_927,5.927,
E7_0_08,0.08,
E102_7_049,7.049,
E2_6_568,6.568,
E63_4_165,4.165,
E129_1_121,1.121,
E118_5_607,,5.607
E90_6_248,,6.248
E55_5_287,,5.287
E57_7_049,,7.049
E81_0_881,0.881,
E133_2_804,,2.804
E59_3_044,,3.044
E66_2_083,2.083,
E77_1_522,,1.522
E63_3_044,3.044,
E34_0_481,,0.481
E22_6_408,,6.408
E70_4_406,,4.406
E106_4_486,4.486,
E147_6_728,6.728,
E0_7_529,7.529,
E44_1_121,1.121,
E24_0_16,,0.16
E105_4_966,4.966,
E51_3_364,3.364,
E95_5_367,5.367,
E2_5_447,5.447,
E113_2_243,,2.243
E124_6_969,6.969,
E95_4_646,4.646,
E121_4_886,4.886,
E86_0_881,0.881,
E34_1_762,,1.762
E69_0_561,,0.561
E61_3_685,3.685,
E98_3_124,,3.124
E10_0_32,0.32,
E10_2_403,2.403,
E2_7_69,7.69,
E73_1_842,,1.842
E92_2_964,,2.964
E11_7_93,,7.93
E22_7_449,,7.449
E14_6_168,6.168,
E136_5_207,5.207,
E20_1_041,1.041,
E28_7_529,7.529,
E5_5_287,,5.287
E104_4_646,4.646,
E97_6_969,6.969,
E24_3_044,,3.044
E52_6_088,,6.088
E75_2_723,,2.723
E50_2_243,2.243,
E101_7_449,,7.449
E24_1_602,,1.602
E146_1_282,,1.282
E119_1_041,,1.041
E9_0_24,0.24,
E74_7_69,7.69,
E119_4_566,,4.566
E85_2_323,2.323,
E52_6_488,,6.488
E89_4_726,,4.726
E144_1_041,,1.041
E28_4_886,4.886,
E143_6_809,,6.809
E5_4_005,,4.005
E24_2_643,,2.643
E50_0_24,0.24,
E148_2_804,2.804,
E53_4_486,4.486,
E60_2_323,,2.323
E92_2_884,,2.884
E97_1_762,1.762,
E129_5_207,5.207,
E148_1_362,1.362,
E82_1_041,,1.041
E141_4_005,4.005,
E129_6_008,6.008,
E9_3_204,3.204,
E92_7_93,,7.93
E56_6_568,6.568,
E133_3_284,,3.284
E32_4_245,4.245,
E66_1_522,1.522,
E78_4_886,4.886,
E86_0_0,0.0,
E16_6_648,,6.648
E72_0_24,,0.24
E36_4_005,4.005,
E73_0_481,,0.481
E130_7_85,,7.85
E37_7_209,,7.209
E119_2_403,,2.403
E45_3_605,,3.605
E5_2_083,,2.083
E24_4_085,,4.085
E145_7_209,,7.209
E32_7_85,7.85,
E103_6_889,,6.889
E8_2_964,,2.964
E36_0_881,0.881,
E69_6_969,,6.969
E146_2_563,,2.563
E120_7_85,,7.85
E120_1_282,,1.282
E68_3_204,3.204,
E73_4_005,,4.005
E37_1_442,,1.442
E79_7_61,7.61,
E77_3_524,,3.524
E76_6_809,,6.809
E43_1_041,,1.041
E17_7_209,7.209,
E82_2_964,,2.964
E27_5_046,,5.046
E31_3_124,3.124,
E52_2_003,,2.003
E23_2_964,2.964,
E72_0_961,,0.961
E38_1_842,1.842,
E75_7_85,,7.85
E130_1_922,,1.922
E126_4_566,4.566,
E100_0_481,0.481,
E142_5_927,,5.927
E75_1_202,,1.202
E44_3_444,3.444,
E147_5_687,5.687,
E141_6_168,6.168,
E10_4_325,4.325,
E118_5_367,,5.367
E104_4_806,4.806,
E110_1_362,1.362,
E90_3_044,,3.044
E133_6_328,,6.328
E31_3_284,3.284,
E19_6_408,6.408,
E148_5_687,5.687,
E124_1_682,1.682,
E78_3_765,3.765,
E117_0_961,,0.961
E12_3_524,,3.524
E28_2_804,2.804,
E128_1_922,,1.922
E90_0_641,,0.641
E71_4_806,,4.806
E143_3_284,,3.284
E32_5_607,5.607,
E126_7_129,7.129,
E9_6_568,6.568,
E1_0_561,,0.561
E101_6_248,,6.248
E100_1_682,1.682,
E55_2_884,,2.884
E64_3_524,3.524,
E0_2_403,2.403,
E82_4_325,,4.325
E113_2_083,,2.083
E53_7_69,7.69,
E15_1_682,1.682,
E88_6_408,,6.408
E78_0_0,0.0,
E83_3_685,,3.685
