,PseudoTime0,PseudoTime1
E51_1_202,1.202,
E54_5_367,,5.367
E85_0_561,0.561,
E110_3_124,,3.124
E125_6_648,,6.648
E101_7_369,7.369,
E40_2_243,,2.243
E94_1_362,1.362,
E20_0_881,0.881,
E37_3_444,,3.444
E0_4_646,4.646,
E24_7_93,,7.93
E80_7_449,,7.449
E125_7_61,,7.61
E31_0_561,0.561,
E1_6_889,,6.889
E94_0_481,0.481,
E14_0_481,0.481,
E55_7_289,,7.289
E15_1_202,1.202,
E63_7_209,,7.209
E51_2_403,2.403,
E54_6_728,,6.728
E84_3_124,,3.124
E84_0_32,,0.32
E119_6_969,,6.969
E31_0_881,0.881,
E17_6_008,,6.008
E4_1_522,1.522,
E128_7_77,,7.77
E55_2_403,,2.403
E40_6_969,,6.969
E110_5_847,,5.847
E14_7_369,7.369,
E55_7_61,,7.61
E51_2_563,2.563,
E47_0_961,,0.961
E42_0_721,,0.721
E86_5_527,,5.527
E65_0_24,,0.24
E56_1_121,,1.121
E24_2_403,,2.403
E51_0_0,0.0,
E20_4_165,4.165,
E66_0_881,,0.881
E17_2_083,,2.083
E56_6_809,,6.809
E94_0_641,0.641,
E49_6_008,6.008,
E65_1_442,,1.442
E1_3_044,,3.044
E136_5_287,5.287,
E63_0_481,,0.481
E12_7_69,,7.69
E123_5_367,,5.367
E136_4_245,4.245,
E1_5_607,,5.607
E106_2_083,,2.083
E12_3_605,,3.605
E4_2_403,2.403,
E112_3_845,3.845,
E101_1_762,1.762,
E15_6_488,6.488,
E10_1_041,,1.041
E42_0_881,,0.881
E86_1_602,,1.602
E1_5_287,,5.287
E4_5_687,5.687,
E131_6_809,,6.809
E84_3_364,,3.364
E31_2_083,2.083,
E106_3_124,,3.124
E86_2_243,,2.243
E128_4_245,,4.245
E70_7_369,7.369,
E135_4_165,4.165,
E41_6_889,6.889,
E36_2_323,2.323,
E119_7_129,,7.129
E135_5_607,5.607,
E2_2_083,,2.083
E65_1_522,,1.522
E20_2_884,2.884,
E47_0_721,,0.721
E12_2_243,,2.243
E107_7_369,7.369,
E108_7_529,,7.529
E1_1_442,,1.442
E16_3_364,,3.364
E16_0_16,,0.16
E2_0_16,,0.16
E10_6_809,,6.809
E119_5_447,,5.447
E107_1_842,1.842,
E96_4_566,,4.566
E56_7_93,,7.93
E49_4_165,4.165,
E41_1_522,1.522,
E126_0_801,,0.801
E80_3_204,,3.204
E135_5_207,5.207,
E1_7_69,,7.69
E101_7_61,7.61,
E14_1_602,1.602,
E120_1_522,1.522,
E136_5_046,5.046,
E66_3_044,,3.044
E40_5_527,,5.527
E121_6_328,6.328,
E25_3_605,3.605,
E142_6_809,6.809,
E1_5_207,,5.207
E119_7_289,,7.289
E51_7_289,7.289,
E84_0_881,,0.881
E106_3_444,,3.444
E88_6_648,6.648,
E40_1_442,,1.442
E78_6_809,,6.809
E37_0_0,,0.0
E48_7_449,,7.449
E51_6_248,6.248,
E25_6_328,6.328,
E2_5_046,,5.046
E0_3_685,3.685,
E123_2_323,,2.323
E126_3_364,,3.364
E88_1_922,1.922,
E2_6_728,,6.728
E47_2_964,,2.964
E12_7_61,,7.61
E136_4_726,4.726,
E123_5_287,,5.287
E109_5_287,5.287,
E78_2_723,,2.723
E108_2_643,,2.643
E119_5_207,,5.207
E98_7_529,7.529,
E55_5_207,,5.207
E54_4_726,,4.726
E85_5_927,5.927,
E14_0_881,0.881,
E55_4_085,,4.085
E40_7_61,,7.61
E84_1_041,,1.041
E109_4_406,4.406,
E12_5_847,,5.847
E48_3_845,,3.845
E24_2_003,,2.003
E126_6_728,,6.728
E142_6_568,6.568,
E36_6_088,6.088,
E112_3_284,3.284,
E47_1_522,,1.522
E128_0_0,,0.0
E42_7_129,,7.129
E94_5_527,5.527,
E63_5_207,,5.207
E121_2_483,2.483,
E80_4_085,,4.085
E78_5_607,,5.607
E108_2_323,,2.323
E15_5_847,5.847,
E3_1_682,1.682,
E25_0_24,0.24,
E56_7_85,,7.85
E1_1_842,,1.842
E1_3_364,,3.364
E41_6_248,6.248,
E136_6_969,6.969,
E96_3_204,,3.204
E78_6_969,,6.969
E1_4_165,,4.165
E123_5_447,,5.447
E108_0_24,,0.24
E41_4_325,4.325,
E24_4_646,,4.646
E41_6_728,6.728,
E108_4_726,,4.726
E66_0_801,,0.801
E135_1_121,1.121,
E37_7_85,,7.85
E14_0_801,0.801,
E3_0_08,0.08,
E70_6_488,6.488,
E37_3_605,,3.605
E37_5_687,,5.687
E125_6_008,,6.008
E41_0_641,0.641,
E70_5_847,5.847,
E40_3_124,,3.124
E80_1_682,,1.682
