,PseudoTime0,PseudoTime1,PseudoTime2
E86_1_442,1.442,,
E44_7_049,7.049,,
E11_0_721,,0.721,
E120_5_767,,5.767,
E140_5_367,,,5.367
E140_0_481,,,0.481
E17_7_289,,7.289,
E10_2_884,,,2.884
E83_0_16,,,0.16
E124_4_085,4.085,,
E65_2_643,2.643,,
E144_7_77,7.77,,
E19_4_566,,4.566,
E70_3_284,3.284,,
E143_5_927,,,5.927
E63_1_121,,,1.121
E126_5_527,,5.527,
E81_2_003,2.003,,
E82_3_044,3.044,,
E95_4_726,,,4.726
E62_6_889,,6.889,
E59_5_367,,5.367,
E125_0_24,0.24,,
E0_0_881,,0.881,
E123_0_641,,0.641,
E142_2_723,,,2.723
E53_0_32,,0.32,
E98_1_041,,,1.041
E124_2_804,2.804,,
E59_4_486,,4.486,
E40_1_922,1.922,,
E95_5_367,,,5.367
E134_0_961,0.961,,
E91_3_605,,3.605,
E115_5_126,,5.126,
E137_4_646,4.646,,
E83_0_961,,,0.961
E15_1_121,,1.121,
E29_5_687,,,5.687
E31_6_008,,6.008,
E75_5_607,5.607,,
E7_7_369,7.369,,
E102_6_488,,,6.488
E93_2_403,2.403,,
E69_7_129,,7.129,
E113_6_008,,,6.008
E63_5_367,,,5.367
E144_6_889,6.889,,
E92_5_607,,,5.607
E37_4_726,4.726,,
E118_6_488,6.488,,
E56_1_442,,,1.442
E38_2_804,,2.804,
E123_3_284,,3.284,
E56_7_209,,,7.209
E30_0_32,,0.32,
E7_1_282,1.282,,
E145_2_003,,,2.003
E8_4_005,,4.005,
E64_4_486,4.486,,
E135_0_721,0.721,,
E37_2_723,2.723,,
E136_6_168,,,6.168
E35_7_289,,7.289,
E31_3_685,,3.685,
E58_0_881,,,0.881
E13_3_845,,,3.845
E143_1_282,,,1.282
E127_7_529,,7.529,
E135_5_367,5.367,,
E103_5_447,,5.447,
E24_2_323,2.323,,
E58_3_524,,,3.524
E144_0_641,0.641,,
E67_2_243,,2.243,
E81_2_643,2.643,,
E6_0_08,,,0.08
E17_3_044,,3.044,
E147_4_085,,,4.085
E17_3_364,,3.364,
E16_4_406,4.406,,
E98_3_605,,,3.605
E90_5_607,5.607,,
E119_3_605,,3.605,
E2_6_008,6.008,,
E96_0_16,0.16,,
E109_3_044,,3.044,
E66_0_481,,,0.481
E6_5_287,,,5.287
E126_3_925,,3.925,
E54_6_168,6.168,,
E79_5_367,5.367,,
E105_7_129,7.129,,
E16_6_568,6.568,,
E54_3_925,3.925,,
E11_5_287,,5.287,
E123_7_049,,7.049,
E130_0_641,,0.641,
E56_0_961,,,0.961
E113_0_16,,,0.16
E149_1_762,1.762,,
E29_1_121,,,1.121
E8_1_762,,1.762,
E21_4_966,4.966,,
E126_5_607,,5.607,
E10_4_486,,,4.486
E139_6_088,,,6.088
E90_3_124,3.124,,
E62_3_364,,3.364,
E139_4_406,,,4.406
E143_7_049,,,7.049
E17_7_529,,7.529,
E67_7_449,,7.449,
E59_4_646,,4.646,
E130_2_083,,2.083,
E107_1_362,,1.362,
E15_3_524,,3.524,
E20_5_767,,,5.767
E35_4_886,,4.886,
E46_3_124,,,3.124
E96_4_245,4.245,,
E122_1_922,,,1.922
E1_0_641,,,0.641
E126_7_61,,7.61,
E67_7_209,,7.209,
E83_4_966,,,4.966
E2_0_401,0.401,,
E84_4_245,,,4.245
E64_3_685,3.685,,
E130_2_964,,2.964,
E86_7_049,7.049,,
E89_1_202,1.202,,
E15_5_927,,5.927,
E58_2_403,,,2.403
E38_3_765,,3.765,
E89_2_403,2.403,,
E21_5_367,5.367,,
E96_3_524,3.524,,
E23_6_408,6.408,,
E98_2_083,,,2.083
E57_0_32,,0.32,
E133_3_524,,3.524,
E54_2_643,2.643,,
E137_7_77,7.77,,
E5_6_488,6.488,,
E69_3_925,,3.925,
E60_3_044,,3.044,
E37_7_289,7.289,,
E57_7_289,,7.289,
E3_5_367,,5.367,
E5_3_364,3.364,,
E4_3_044,,,3.044
E1_6_408,,,6.408
E81_2_804,2.804,,
E146_1_602,,1.602,
E1_6_648,,,6.648
E121_4_726,,,4.726
E22_3_685,,,3.685
E19_5_847,,5.847,
E57_2_403,,2.403,
E65_0_24,0.24,,
E67_1_522,,1.522,
E119_5_287,,5.287,
E99_4_325,,,4.325
E41_7_85,,7.85,
E122_3_685,,,3.685
E106_2_163,2.163,,
E127_6_408,,6.408,
E147_6_809,,,6.809
E118_5_687,5.687,,
E149_1_041,1.041,,
E146_3_284,,3.284,
E79_1_682,1.682,,
E122_7_61,,,7.61
E70_0_0,0.0,,
E58_6_969,,,6.969
E37_5_367,5.367,,
E46_0_801,,,0.801
E10_2_403,,,2.403
E19_7_77,,7.77,
E78_2_483,,,2.483
E63_6_889,,,6.889
E80_6_328,,6.328,
E123_2_243,,2.243,
E29_0_0,,,0.0
E57_0_961,,0.961,
E115_4_646,,4.646,
E121_3_925,,,3.925
E142_7_209,,,7.209
E82_5_687,5.687,,
E142_6_408,,,6.408
E66_2_884,,,2.884
E66_2_563,,,2.563
E10_4_245,,,4.245
E92_5_527,,,5.527
E125_7_129,7.129,,
E59_2_804,,2.804,
E93_3_685,3.685,,
E83_6_488,,,6.488
E58_1_682,,,1.682
E44_5_767,5.767,,
E68_2_884,,,2.884
E22_7_049,,,7.049
E90_3_044,3.044,,
E99_6_248,,,6.248
E118_7_049,7.049,,
E132_5_767,5.767,,
E102_1_282,,,1.282
E91_6_809,,6.809,
E80_0_0,,0.0,
E125_6_408,6.408,,
E53_1_922,,1.922,
E4_5_367,,,5.367
E41_4_646,,4.646,
E109_4_325,,4.325,
E145_0_401,,,0.401
E131_7_93,,7.93,
E17_5_367,,5.367,
E23_3_845,3.845,,
E40_1_602,1.602,,
E146_0_881,,0.881,
E124_5_607,5.607,,
E62_6_809,,6.809,
E90_7_85,7.85,,
E79_5_126,5.126,,
E82_0_641,0.641,,
E20_2_003,,,2.003
E36_0_721,,0.721,
E121_0_801,,,0.801
E83_0_24,,,0.24
E65_1_922,1.922,,
E36_7_61,,7.61,
E31_6_488,,6.488,
E105_3_444,3.444,,
E21_7_529,7.529,,
E78_4_726,,,4.726
E44_7_129,7.129,,
E62_0_16,,0.16,
E53_4_806,,4.806,
E4_7_449,,,7.449
E81_4_806,4.806,,
E10_2_243,,,2.243
E149_6_728,6.728,,
E132_4_566,4.566,,
E126_0_881,,0.881,
E134_1_682,1.682,,
E66_4_245,,,4.245
E3_6_168,,6.168,
E121_6_648,,,6.648
E125_3_284,3.284,,
E70_2_563,2.563,,
E90_7_049,7.049,,
E69_4_966,,4.966,
E34_2_884,2.884,,
E23_2_403,2.403,,
E129_2_964,,,2.964
E80_5_607,,5.607,
E130_5_367,,5.367,
E42_3_765,,,3.765
E52_7_289,,,7.289
E75_6_969,6.969,,
E7_0_801,0.801,,
E11_4_165,,4.165,
E60_3_925,,3.925,
E124_2_884,2.884,,
E46_3_605,,,3.605
E81_5_367,5.367,,
E140_4_005,,,4.005
E57_6_248,,6.248,
E75_6_168,6.168,,
E102_4_165,,,4.165
E145_1_682,,,1.682
E10_4_806,,,4.806
E135_0_961,0.961,,
E140_2_804,,,2.804
E126_6_248,,6.248,
E126_1_202,,1.202,
E96_7_209,7.209,,
E147_7_69,,,7.69
E120_4_566,,4.566,
E13_0_801,,,0.801
E130_4_646,,4.646,
E3_4_406,,4.406,
E126_3_284,,3.284,
E63_2_483,,,2.483
E14_6_728,,,6.728
E70_7_61,7.61,,
E57_1_922,,1.922,
E8_7_61,,7.61,
E128_0_881,,0.881,
E56_0_08,,,0.08
E144_2_163,2.163,,
E2_3_364,3.364,,
E98_6_408,,,6.408
E105_2_723,2.723,,
E53_7_049,,7.049,
E64_3_284,3.284,,
E78_0_0,,,0.0
E136_2_083,,,2.083
E53_1_682,,1.682,
E16_5_927,5.927,,
E90_0_401,0.401,,
E96_2_083,2.083,,
E91_1_041,,1.041,
E84_4_005,,,4.005
E106_6_008,6.008,,
E144_7_049,7.049,,
E16_6_088,6.088,,
E113_3_845,,,3.845
E56_2_563,,,2.563
E91_3_284,,3.284,
E139_4_726,,,4.726
E91_4_245,,4.245,
E64_3_204,3.204,,
E62_3_204,,3.204,
E70_0_801,0.801,,
E19_2_563,,2.563,
E3_5_527,,5.527,
E106_4_806,4.806,,
E143_6_488,,,6.488
