,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E24_3_765,,,3.765,
E17_5_927,5.927,,,
E58_7_289,7.289,,,
E136_5_527,5.527,,,
E16_4_886,4.886,,,
E117_4_085,4.085,,,
E112_2_483,,,2.483,
E124_2_083,2.083,,,
E95_2_003,2.003,,,
E41_4_325,,4.325,,
E48_0_561,,,0.561,
E130_3_284,3.284,,,
E99_6_088,,,6.088,
E62_2_243,,,,2.243
E132_6_809,,6.809,,
E90_2_083,,,2.083,
E21_2_643,2.643,,,
E85_3_605,,,3.605,
E82_0_16,,0.16,,
E139_7_69,7.69,,,
E19_0_961,,,0.961,
E57_0_721,0.721,,,
E72_7_369,,,7.369,
E140_2_643,,,2.643,
E68_5_527,,5.527,,
E80_3_845,,3.845,,
E57_3_284,3.284,,,
E49_5_126,,,5.126,
E94_1_842,,,1.842,
E29_2_003,2.003,,,
E80_2_003,,2.003,,
E77_2_964,,,2.964,
E140_6_648,,,6.648,
E78_4_726,,,4.726,
E78_5_767,,,5.767,
E27_5_287,,,5.287,
E24_6_809,,,6.809,
E17_5_767,5.767,,,
E114_4_726,4.726,,,
E117_2_243,2.243,,,
E108_6_168,6.168,,,
E75_7_61,,,7.61,
E7_6_408,,,,6.408
E25_0_0,0.0,,,
E94_3_284,,,3.284,
E44_3_845,,,3.845,
E45_3_845,,,,3.845
E129_6_408,,,6.408,
E92_7_61,,,7.61,
E110_2_964,,,2.964,
E94_6_328,,,6.328,
E14_3_925,,3.925,,
E55_6_488,,,6.488,
E35_4_886,,,,4.886
E117_3_044,3.044,,,
E86_7_369,,,7.369,
E73_1_842,,,1.842,
E108_0_721,0.721,,,
E32_0_801,,0.801,,
E94_2_884,,,2.884,
E82_3_284,,3.284,,
E94_0_881,,,0.881,
E58_6_728,6.728,,,
E21_2_403,2.403,,,
E32_4_165,,4.165,,
E28_2_163,,,2.163,
E41_1_202,,1.202,,
E117_6_088,6.088,,,
E112_7_529,,,7.529,
E88_4_806,,4.806,,
E41_6_008,,6.008,,
E115_1_602,1.602,,,
E73_5_927,,,5.927,
E91_1_121,,,1.121,
E3_1_682,,,1.682,
E108_2_884,2.884,,,
E17_7_129,7.129,,,
E66_6_328,,,6.328,
E133_7_85,7.85,,,
E74_1_282,1.282,,,
E48_5_607,,,5.607,
E127_4_406,,,4.406,
E32_5_527,,5.527,,
E140_2_723,,,2.723,
E46_5_207,,,5.207,
E77_4_406,,,4.406,
E106_5_767,5.767,,,
E53_2_723,2.723,,,
E11_7_61,,,7.61,
E53_2_403,2.403,,,
E22_2_964,2.964,,,
E16_0_16,0.16,,,
E124_3_204,3.204,,,
E130_1_202,1.202,,,
E144_3_765,,,3.765,
E137_7_369,,,7.369,
E77_5_287,,,5.287,
E90_7_69,,,7.69,
E27_0_24,,,0.24,
E96_0_641,0.641,,,
E8_5_367,,,5.367,
E44_5_927,,,5.927,
E73_2_403,,,2.403,
E48_5_046,,,5.046,
E105_6_248,,,6.248,
E96_0_961,0.961,,,
E38_3_765,,,,3.765
E134_6_328,,,6.328,
E50_4_325,,,4.325,
