,PseudoTime0,PseudoTime1
E24_2_563,2.563,
E5_2_403,2.403,
E86_4_646,,4.646
E49_3_765,3.765,
E41_7_93,7.93,
E63_4_005,,4.005
E139_7_209,7.209,
E53_3_685,,3.685
E134_4_646,4.646,
E104_0_24,,0.24
E85_4_886,,4.886
E31_1_522,,1.522
E67_6_889,,6.889
E65_5_367,5.367,
E36_2_964,,2.964
E31_2_884,,2.884
E60_1_202,1.202,
E134_3_444,3.444,
E101_4_566,4.566,
E125_5_046,5.046,
E23_6_728,,6.728
E13_0_481,,0.481
E42_1_121,,1.121
E77_3_685,3.685,
E66_5_927,,5.927
E75_1_762,1.762,
E100_2_964,,2.964
E45_0_0,0.0,
E46_6_969,6.969,
E79_1_041,,1.041
E85_7_209,,7.209
E120_0_0,0.0,
E3_2_003,2.003,
E95_7_93,,7.93
E55_2_243,2.243,
E65_3_124,3.124,
E81_0_881,,0.881
E87_3_765,3.765,
E60_0_24,0.24,
E2_7_449,,7.449
E74_0_961,,0.961
E136_6_728,,6.728
E67_5_687,,5.687
E16_6_889,6.889,
E46_5_767,5.767,
E141_2_003,,2.003
E96_6_408,6.408,
E133_7_209,7.209,
E106_1_121,,1.121
E20_6_568,,6.568
E56_2_083,,2.083
E22_6_408,6.408,
E37_4_726,4.726,
E109_0_0,0.0,
E141_1_682,,1.682
E138_7_93,,7.93
E32_4_806,,4.806
E28_6_728,,6.728
E13_3_524,,3.524
E144_7_61,7.61,
E122_2_003,2.003,
E10_5_287,,5.287
E112_0_0,0.0,
E79_4_646,,4.646
E125_5_287,5.287,
E37_2_563,2.563,
E107_1_762,,1.762
E63_6_488,,6.488
E97_6_088,,6.088
E108_5_287,5.287,
E137_0_881,0.881,
E59_7_209,7.209,
E54_1_842,,1.842
E34_4_886,4.886,
E97_3_044,,3.044
E68_2_003,,2.003
E115_3_284,3.284,
E105_2_323,,2.323
E42_0_561,,0.561
E62_4_406,,4.406
E107_5_687,,5.687
E127_5_207,,5.207
E46_2_964,2.964,
E53_1_362,,1.362
E19_4_886,,4.886
