,PseudoTime0,PseudoTime1
E61_2_255,2.255,
E57_1_854,,1.854
E66_0_251,,0.251
E35_1_253,,1.253
E101_1_152,,1.152
E128_0_952,,0.952
E27_0_05,,0.05
E121_1_102,,1.102
E69_3_257,,3.257
E113_0_0,,0.0
E18_2_705,,2.705
E44_1_202,,1.202
E47_4_459,,4.459
E41_3_758,,3.758
E143_1_804,1.804,
E51_2_405,2.405,
E114_1_052,1.052,
E89_3_056,3.056,
E17_3_808,,3.808
E142_3_758,,3.758
E29_0_902,,0.902
E132_4_81,,4.81
E39_3_958,,3.958
E106_0_451,,0.451
E116_0_501,,0.501
E69_2_054,,2.054
E11_1_603,1.603,
E79_3_307,,3.307
E128_0_601,,0.601
E61_0_251,0.251,
E135_2_906,,2.906
E147_4_208,,4.208
E67_2_505,,2.505
E78_4_96,,4.96
E89_2_355,2.355,
E23_4_158,,4.158
E110_1_904,,1.904
E66_3_357,,3.357
E111_4_008,4.008,
E12_1_002,,1.002
E138_2_605,,2.605
E67_0_802,,0.802
E90_3_357,,3.357
E16_4_158,,4.158
E54_4_86,,4.86
E65_4_559,,4.559
E124_2_555,,2.555
E141_1_102,,1.102
E104_0_701,0.701,
E107_2_104,,2.104
E113_3_557,,3.557
E141_4_158,,4.158
E33_2_355,,2.355
E52_3_357,,3.357
E26_4_609,,4.609
E75_3_507,,3.507
E23_1_854,,1.854
E1_3_657,,3.657
E34_3_808,3.808,
E0_1_854,,1.854
E51_0_401,0.401,
E44_4_509,,4.509
E69_2_555,,2.555
E30_0_752,,0.752
E55_2_956,,2.956
E87_1_954,1.954,
E99_4_96,4.96,
E135_1_653,,1.653
E107_3_156,,3.156
E78_4_459,,4.459
E106_1_754,,1.754
E117_1_253,,1.253
E68_0_952,,0.952
E11_2_255,2.255,
E36_1_703,,1.703
E120_2_605,,2.605
E135_1_804,,1.804
E39_0_551,,0.551
E105_4_81,4.81,
E2_0_601,0.601,
E105_1_904,1.904,
E55_1_804,,1.804
E97_0_601,,0.601
E10_4_259,,4.259
E0_3_156,,3.156
E112_2_405,,2.405
E50_1_754,,1.754
E67_0_2,,0.2
E132_4_559,,4.559
E32_3_707,,3.707
E56_0_1,0.1,
E110_3_858,,3.858
E24_1_904,1.904,
E140_0_802,0.802,
E52_1_353,,1.353
E88_1_353,,1.353
E148_3_858,,3.858
E86_0_301,,0.301
E97_2_555,,2.555
E100_4_058,,4.058
E27_4_208,,4.208
E38_2_806,,2.806
E76_0_501,,0.501
E133_2_906,2.906,
E102_4_659,,4.659
E112_2_705,,2.705
E28_2_806,,2.806
E61_1_002,1.002,
E18_3_206,,3.206
E111_0_752,0.752,
E110_1_954,,1.954
E114_3_257,3.257,
