,PseudoTime0,PseudoTime1
E38_5_287,5.287,
E97_0_561,0.561,
E6_1_442,1.442,
E37_4_245,,4.245
E104_5_207,5.207,
E117_7_129,,7.129
E65_7_529,,7.529
E136_6_168,6.168,
E73_3_524,,3.524
E146_1_282,,1.282
E131_4_566,,4.566
E127_3_845,3.845,
E143_0_0,,0.0
E44_2_403,2.403,
E64_2_003,2.003,
E84_4_566,4.566,
E24_1_442,,1.442
E115_1_522,,1.522
E66_6_889,6.889,
E73_5_927,,5.927
E83_6_728,,6.728
E21_5_287,5.287,
E30_5_527,,5.527
E74_0_08,0.08,
E5_0_24,,0.24
E29_4_325,,4.325
E143_4_966,,4.966
E30_7_61,,7.61
E89_0_0,,0.0
E53_2_163,2.163,
E57_6_008,,6.008
E143_6_328,,6.328
E71_7_289,,7.289
E76_4_085,,4.085
E36_5_207,5.207,
E149_3_605,,3.605
E93_4_566,,4.566
E36_4_806,4.806,
E142_3_444,,3.444
E88_4_726,,4.726
E20_0_16,0.16,
E93_7_77,,7.77
E94_7_77,,7.77
E92_7_69,,7.69
E17_5_126,5.126,
E86_3_044,3.044,
E7_6_168,6.168,
E89_5_767,,5.767
E141_1_762,1.762,
E97_5_847,5.847,
E33_0_24,0.24,
E59_5_927,,5.927
E96_0_16,,0.16
E17_4_966,4.966,
E71_5_447,,5.447
E138_6_328,6.328,
E104_3_444,3.444,
E56_4_406,4.406,
E148_7_289,7.289,
E115_4_646,,4.646
E66_0_0,0.0,
E147_7_049,7.049,
E50_1_202,1.202,
E24_6_568,,6.568
E62_4_245,4.245,
E111_1_842,1.842,
E52_6_408,,6.408
E107_7_85,7.85,
E32_4_726,4.726,
E52_7_289,,7.289
E76_7_369,,7.369
E33_4_486,4.486,
E0_2_403,2.403,
E18_7_85,,7.85
E69_4_886,,4.886
E126_1_442,1.442,
E84_5_607,5.607,
E51_6_168,6.168,
E131_7_289,,7.289
E138_2_964,2.964,
E66_0_641,0.641,
E54_5_767,5.767,
E70_2_563,,2.563
E107_1_682,1.682,
E37_4_325,,4.325
E63_1_762,1.762,
E14_2_804,2.804,
E30_7_449,,7.449
E109_2_243,,2.243
E149_2_964,,2.964
E42_2_884,2.884,
E21_2_323,2.323,
E64_0_561,0.561,
E124_5_687,5.687,
E9_4_325,4.325,
E124_0_481,0.481,
E68_4_165,4.165,
E126_0_721,0.721,
E82_1_602,,1.602
E138_6_889,6.889,
E97_5_046,5.046,
E30_3_765,,3.765
E1_4_806,,4.806
E144_6_889,,6.889
E32_3_044,3.044,
E96_5_527,,5.527
E149_7_129,,7.129
E12_7_61,,7.61
E9_7_77,7.77,
E112_0_881,,0.881
E27_6_648,,6.648
E68_7_77,7.77,
E97_4_406,4.406,
E32_0_0,0.0,
E102_1_362,1.362,
E54_1_922,1.922,
E7_2_403,2.403,
E26_1_202,1.202,
E34_0_24,,0.24
E132_3_605,3.605,
E12_4_245,,4.245
E23_2_643,2.643,
E121_4_726,4.726,
E12_7_209,,7.209
E104_5_126,5.126,
E82_2_563,,2.563
E11_6_648,,6.648
E122_3_524,,3.524
E146_2_483,,2.483
E122_7_129,,7.129
E7_4_566,4.566,
E25_2_723,,2.723
E51_2_083,2.083,
E30_6_408,,6.408
E6_1_842,1.842,
E83_7_449,,7.449
E123_5_207,5.207,
E78_2_563,2.563,
E5_0_561,,0.561
E114_6_648,,6.648
E135_6_088,6.088,
E147_3_284,3.284,
E57_1_762,,1.762
E145_6_088,,6.088
E114_7_529,,7.529
E72_5_126,,5.126
E125_7_93,,7.93
E77_0_24,,0.24
E30_6_248,,6.248
E36_0_481,0.481,
E64_5_046,5.046,
E16_1_362,,1.362
E135_2_403,2.403,
E137_5_287,,5.287
E104_4_886,4.886,
E115_2_563,,2.563
E4_3_605,,3.605
E42_6_088,6.088,
E118_3_124,,3.124
E149_0_16,,0.16
E131_2_563,,2.563
E11_4_165,,4.165
E73_4_886,,4.886
E56_1_682,1.682,
E132_1_762,1.762,
E115_5_367,,5.367
E58_6_568,,6.568
E6_2_964,2.964,
E85_3_044,3.044,
E55_0_24,,0.24
E70_1_282,,1.282
E103_3_364,,3.364
E106_6_168,6.168,
E20_0_721,0.721,
E54_0_881,0.881,
E10_3_765,3.765,
E118_0_881,,0.881
E92_5_207,,5.207
E141_2_884,2.884,
E76_2_723,,2.723
E149_4_486,,4.486
E128_3_284,,3.284
E113_0_641,,0.641
E92_6_648,,6.648
E54_0_481,0.481,
E25_7_449,,7.449
E74_7_529,7.529,
E106_7_129,7.129,
E140_6_008,,6.008
E73_2_563,,2.563
E117_1_282,,1.282
E10_5_847,5.847,
E79_7_369,7.369,
E74_2_804,2.804,
E124_3_284,3.284,
E4_6_008,,6.008
E111_4_005,4.005,
E48_0_961,0.961,
E109_4_165,,4.165
E120_2_723,,2.723
E55_4_886,,4.886
E81_4_406,4.406,
E51_3_044,3.044,
E82_4_566,,4.566
E2_1_842,1.842,
E114_3_204,,3.204
E97_7_049,7.049,
E26_2_243,2.243,
E131_4_486,,4.486
E81_2_643,2.643,
E89_7_129,,7.129
E44_6_408,6.408,
E101_4_806,,4.806
E99_6_969,6.969,
E1_5_126,,5.126
E67_6_248,6.248,
E29_2_643,,2.643
E73_6_809,,6.809
E117_2_964,,2.964
E99_4_406,4.406,
