PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E133_2_255,39.8212300322644,NA,NA,NA,NA
E116_1_353,68.0687559333315,NA,NA,NA,NA
E0_2_756,NA,78.655679114867,NA,NA,NA
E9_0_952,24.2517825313223,NA,25.4776427976036,NA,NA
E142_0_401,0,0,0,0,0
E135_3_707,NA,NA,54.5238044170279,NA,NA
E93_2_906,NA,44.8258091807959,NA,NA,NA
E131_1_052,52.5409481573248,NA,NA,NA,NA
E92_2_806,85.6674824537902,NA,NA,NA,NA
E105_3_357,NA,60.0998113596531,NA,NA,NA
E31_4_008,NA,NA,NA,48.562857439289,NA
E3_0_401,14.225294047899,12.3205501366,12.8246674302942,7.49627468614223,7.52454665224271
E139_4_76,NA,NA,66.7551402950983,NA,NA
E98_0_651,14.1827410081121,13.7873638658852,12.302451813563,7.49327239556219,7.51817639086072
E66_1_102,NA,22.2031939235813,NA,NA,NA
E83_2_705,NA,NA,77.3546038186685,NA,NA
E4_2_204,NA,40.4587003440363,NA,NA,NA
E87_1_603,NA,NA,44.3378391750013,NA,NA
E56_0_902,32.4467093761711,NA,NA,NA,NA
E16_4_259,NA,51.74100218955,NA,NA,NA
E148_0_1,1.42873960115134,1.39010218431648,1.4580096082321,15.1983384103358,15.3332729838476
E92_2_455,54.7735006346085,NA,NA,NA,NA
E64_1_202,NA,NA,30.4781817863021,NA,NA
E77_2_405,NA,48.7184469088462,NA,NA,NA
E140_2_004,NA,NA,31.4764887792218,NA,NA
E110_1_002,35.3866523616186,NA,NA,NA,NA
E8_2_204,NA,58.046891463864,NA,NA,NA
E103_0_451,43.5196198993141,NA,NA,NA,NA
E53_2_305,79.1369653167673,NA,NA,NA,NA
E98_1_754,55.5151820063151,NA,NA,NA,NA
E84_3_457,55.6340988429836,NA,NA,NA,NA
E58_4_659,NA,60.292900896376,NA,NA,NA
E85_1_002,78.2011597444967,NA,NA,NA,NA
E37_2_505,NA,NA,54.5343904138893,NA,NA
