,PseudoTime0,PseudoTime1
E91_3_457,,3.457
E130_2_705,2.705,
E84_4_659,4.659,
E80_3_858,3.858,
E54_2_655,,2.655
E50_1_553,,1.553
E16_4_96,,4.96
E20_4_208,,4.208
E107_3_156,,3.156
E130_2_054,2.054,
E126_4_309,,4.309
E16_0_15,,0.15
E22_0_451,,0.451
E39_1_202,,1.202
E45_3_357,,3.357
E136_2_756,,2.756
E26_0_401,,0.401
E2_0_952,0.952,
E25_3_607,,3.607
E62_2_856,2.856,
E72_3_808,3.808,
E132_0_251,,0.251
E143_0_351,0.351,
E11_0_551,0.551,
E58_0_451,0.451,
E68_1_854,,1.854
E110_4_208,,4.208
E145_4_659,,4.659
E50_4_609,,4.609
E128_4_409,,4.409
E20_3_657,,3.657
E112_1_353,,1.353
E84_4_609,4.609,
E32_3_206,,3.206
E24_2_856,2.856,
E66_2_405,,2.405
E108_1_854,,1.854
E38_1_854,,1.854
E99_0_501,0.501,
E48_0_1,,0.1
E49_0_852,,0.852
E127_3_206,,3.206
E48_3_808,,3.808
E71_4_409,,4.409
E116_4_96,,4.96
E12_3_758,,3.758
E142_2_004,,2.004
E118_4_409,,4.409
E89_4_96,4.96,
E35_1_353,,1.353
E41_3_006,,3.006
E61_4_81,4.81,
E73_0_601,,0.601
E40_2_605,,2.605
E120_1_353,,1.353
E13_0_0,0.0,
E0_0_05,,0.05
E68_0_351,,0.351
E132_1_754,,1.754
E26_3_657,,3.657
E134_1_303,1.303,
E105_0_852,0.852,
E126_3_257,,3.257
E25_2_054,,2.054
E100_3_407,,3.407
E44_3_958,,3.958
E109_2_004,,2.004
E99_3_758,3.758,
E138_4_96,,4.96
E138_0_1,,0.1
E15_3_457,,3.457
E48_3_357,,3.357
E25_1_754,,1.754
E38_2_054,,2.054
E142_2_054,,2.054
E11_4_259,4.259,
E117_4_259,,4.259
E105_0_752,0.752,
E31_3_006,,3.006
E9_3_006,,3.006
E98_1_503,,1.503
E142_2_605,,2.605
E39_0_05,,0.05
E127_2_555,,2.555
E54_4_559,,4.559
E59_4_81,,4.81
E63_4_86,4.86,
E101_3_607,,3.607
E14_1_904,,1.904
E103_0_902,0.902,
E32_3_707,,3.707
E149_1_553,,1.553
E121_4_108,,4.108
