,PseudoTime0,PseudoTime1,PseudoTime2
E120_4_886,,4.886,
E46_4_085,,,4.085
E41_2_884,,2.884,
E10_3_605,,,3.605
E59_6_969,,6.969,
E90_4_646,4.646,,
E86_7_77,7.77,,
E92_7_77,,,7.77
E66_2_003,,,2.003
E78_3_364,,,3.364
E54_3_364,3.364,,
E19_0_401,,0.401,
E80_7_129,,7.129,
E119_2_083,,2.083,
E90_6_328,6.328,,
E105_2_643,2.643,,
E56_2_723,,,2.723
E140_2_964,,,2.964
E91_3_284,,3.284,
E103_7_449,,7.449,
E143_0_641,,,0.641
E93_6_488,6.488,,
E145_3_444,,,3.444
E37_7_93,7.93,,
E10_1_442,,,1.442
E30_3_685,,3.685,
E60_1_842,,1.842,
E105_2_243,2.243,,
E3_3_364,,3.364,
E21_6_008,6.008,,
E7_3_605,3.605,,
E24_1_362,1.362,,
E54_3_765,3.765,,
E107_1_442,,1.442,
E121_4_406,,,4.406
E121_7_77,,,7.77
E126_3_685,,3.685,
E134_3_124,3.124,,
E98_3_044,,,3.044
E86_0_801,0.801,,
E67_6_168,,6.168,
E60_0_0,,0.0,
E105_5_287,5.287,,
E144_5_447,5.447,,
E70_1_762,1.762,,
E92_5_687,,,5.687
E83_6_328,,,6.328
E136_1_682,,,1.682
E47_2_643,,,2.643
E120_7_209,,7.209,
E119_1_202,,1.202,
E107_5_687,,5.687,
E53_6_008,,6.008,
E1_7_529,,,7.529
E30_2_804,,2.804,
E131_2_643,,2.643,
E79_5_447,5.447,,
E59_1_602,,1.602,
E136_5_927,,,5.927
E123_1_121,,1.121,
E62_7_449,,7.449,
E98_1_602,,,1.602
E78_4_646,,,4.646
E92_7_69,,,7.69
E63_5_046,,,5.046
E128_4_966,,4.966,
E70_4_406,4.406,,
E89_2_804,2.804,,
E38_2_723,,2.723,
E93_1_121,1.121,,
E115_0_561,,0.561,
E1_0_0,,,0.0
E93_2_083,2.083,,
E10_0_721,,,0.721
E92_7_209,,,7.209
E54_1_202,1.202,,
E81_4_726,4.726,,
E47_7_129,,,7.129
E68_6_889,,,6.889
E34_0_881,0.881,,
E1_5_367,,,5.367
E14_0_08,,,0.08
E106_2_563,2.563,,
E8_2_964,,2.964,
E25_7_449,7.449,,
E2_2_083,2.083,,
E95_2_003,,,2.003
E102_7_369,,,7.369
E65_6_328,6.328,,
E143_5_046,,,5.046
E53_2_884,,2.884,
E63_3_765,,,3.765
E126_3_605,,3.605,
E147_2_884,,,2.884
E69_3_765,,3.765,
E142_0_961,,,0.961
E96_7_129,7.129,,
E21_5_447,5.447,,
E67_7_93,,7.93,
E20_4_726,,,4.726
E96_2_083,2.083,,
E44_4_966,4.966,,
E137_2_483,2.483,,
E144_2_243,2.243,,
E120_4_245,,4.245,
E109_2_643,,2.643,
E113_6_809,,,6.809
E142_6_088,,,6.088
E140_1_442,,,1.442
E103_5_287,,5.287,
E47_0_641,,,0.641
E36_0_401,,0.401,
E38_2_884,,2.884,
E65_3_925,3.925,,
E54_0_561,0.561,,
E1_7_93,,,7.93
E17_5_447,,5.447,
E22_6_088,,,6.088
E124_6_568,6.568,,
E83_6_969,,,6.969
E36_1_842,,1.842,
E2_3_124,3.124,,
E119_2_323,,2.323,
E111_0_0,0.0,,
E80_0_16,,0.16,
E14_4_245,,,4.245
E40_6_648,6.648,,
E46_7_93,,,7.93
E13_5_046,,,5.046
E102_0_721,,,0.721
E136_6_488,,,6.488
E124_4_646,4.646,,
E34_6_488,6.488,,
E56_7_449,,,7.449
E17_2_643,,2.643,
E47_5_207,,,5.207
E38_7_049,,7.049,
E131_3_364,,3.364,
E124_7_93,7.93,,
E16_6_248,6.248,,
E120_3_524,,3.524,
E37_1_522,1.522,,
E4_7_449,,,7.449
E66_3_925,,,3.925
E24_3_124,3.124,,
E22_5_927,,,5.927
E46_3_925,,,3.925
E56_0_961,,,0.961
E135_2_483,2.483,,
E25_0_32,0.32,,
E58_1_442,,,1.442
E95_2_723,,,2.723
E96_2_163,2.163,,
E0_6_889,,6.889,
E91_2_884,,2.884,
E129_5_527,,,5.527
E14_1_442,,,1.442
E101_2_643,,2.643,
E3_0_801,,0.801,
E137_2_643,2.643,,
E8_7_369,,7.369,
E67_5_607,,5.607,
E118_3_124,3.124,,
E142_6_648,,,6.648
E4_0_801,,,0.801
E41_2_964,,2.964,
E11_6_328,,6.328,
E99_0_0,,,0.0
E127_1_682,,1.682,
E111_6_248,6.248,,
E98_7_129,,,7.129
E80_0_641,,0.641,
E102_2_804,,,2.804
E41_2_563,,2.563,
E5_3_444,3.444,,
E58_7_209,,,7.209
E8_5_687,,5.687,
E15_6_088,,6.088,
E8_7_85,,7.85,
E81_5_207,5.207,,
E56_3_124,,,3.124
E78_0_881,,,0.881
E70_2_163,2.163,,
E137_1_041,1.041,,
E42_1_121,,,1.121
E5_7_69,7.69,,
E60_1_282,,1.282,
E78_4_566,,,4.566
E57_7_93,,7.93,
E145_6_168,,,6.168
E59_0_641,,0.641,
E52_0_881,,,0.881
E7_6_008,6.008,,
E107_1_041,,1.041,
E146_3_284,,3.284,
E52_4_646,,,4.646
E84_7_289,,,7.289
E7_5_287,5.287,,
E81_3_765,3.765,,
E95_6_248,,,6.248
E20_2_483,,,2.483
E111_3_124,3.124,,
E125_6_248,6.248,,
E91_0_881,,0.881,
E118_0_0,0.0,,
E22_5_287,,,5.287
E30_2_643,,2.643,
E60_3_765,,3.765,
E83_1_362,,,1.362
E64_7_85,7.85,,
E115_6_889,,6.889,
E147_6_969,,,6.969
E107_2_403,,2.403,
E115_5_447,,5.447,
E35_1_202,,1.202,
E147_0_641,,,0.641
E83_1_842,,,1.842
E25_3_845,3.845,,
E143_0_481,,,0.481
E92_1_282,,,1.282
E109_6_969,,6.969,
E120_3_685,,3.685,
E90_4_806,4.806,,
E65_7_449,7.449,,
E124_6_488,6.488,,
E56_3_204,,,3.204
E92_7_129,,,7.129
E15_3_685,,3.685,
E67_5_367,,5.367,
E59_5_126,,5.126,
E98_5_447,,,5.447
E16_6_488,6.488,,
E147_3_044,,,3.044
E69_7_209,,7.209,
E98_3_124,,,3.124
E130_7_289,,7.289,
E67_2_804,,2.804,
E86_1_362,1.362,,
E86_2_483,2.483,,
E101_5_046,,5.046,
E101_2_563,,2.563,
E19_5_607,,5.607,
E64_6_568,6.568,,
E29_7_85,,,7.85
E56_5_126,,,5.126
E4_2_403,,,2.403
E132_6_568,6.568,,
E19_2_163,,2.163,
E89_2_323,2.323,,
E40_6_088,6.088,,
E14_6_728,,,6.728
E21_0_801,0.801,,
E35_1_362,,1.362,
E53_5_447,,5.447,
E109_5_927,,5.927,
E20_3_044,,,3.044
E89_3_925,3.925,,
E146_5_847,,5.847,
E81_0_641,0.641,,
E64_3_204,3.204,,
E105_3_444,3.444,,
E135_1_522,1.522,,
E90_5_927,5.927,,
E56_0_641,,,0.641
E66_5_847,,,5.847
E64_5_607,5.607,,
E35_3_124,,3.124,
E93_1_682,1.682,,
E42_2_643,,,2.643
E57_1_202,,1.202,
E19_0_481,,0.481,
E142_0_561,,,0.561
E86_3_444,3.444,,
E68_3_124,,,3.124
E16_3_524,3.524,,
E146_7_77,,7.77,
E118_6_408,6.408,,
E5_6_008,6.008,,
E132_3_925,3.925,,
E95_1_922,,,1.922
E136_6_969,,,6.969
E15_3_284,,3.284,
E31_6_088,,6.088,
E44_6_008,6.008,,
E64_2_563,2.563,,
E7_2_083,2.083,,
E4_7_289,,,7.289
E47_3_845,,,3.845
E68_6_488,,,6.488
E133_2_403,,2.403,
E0_5_207,,5.207,
E99_5_207,,,5.207
E7_4_406,4.406,,
E115_4_406,,4.406,
E37_1_762,1.762,,
E23_2_884,2.884,,
E10_2_804,,,2.804
E6_4_005,,,4.005
E134_0_721,0.721,,
E47_7_69,,,7.69
E16_5_287,5.287,,
E127_5_687,,5.687,
E101_2_003,,2.003,
E0_7_289,,7.289,
E10_4_486,,,4.486
E144_1_682,1.682,,
E144_7_369,7.369,,
E91_2_804,,2.804,
E109_6_248,,6.248,
E14_0_721,,,0.721
E105_3_925,3.925,,
E52_1_041,,,1.041
E63_0_0,,,0.0
E44_7_85,7.85,,
E44_4_726,4.726,,
E122_6_248,,,6.248
E37_0_881,0.881,,
E103_1_842,,1.842,
E89_7_69,7.69,,
E37_0_08,0.08,,
E130_1_762,,1.762,
E133_1_922,,1.922,
E89_2_643,2.643,,
E65_2_323,2.323,,
E133_5_527,,5.527,
E106_2_723,2.723,,
E79_1_202,1.202,,
E125_5_527,5.527,,
E133_3_284,,3.284,
E90_3_845,3.845,,
E115_4_486,,4.486,
E19_6_008,,6.008,
E4_0_08,,,0.08
E23_6_008,6.008,,
E52_6_328,,,6.328
E37_5_847,5.847,,
E16_4_486,4.486,,
E122_5_687,,,5.687
E92_7_289,,,7.289
E13_3_685,,,3.685
E79_2_964,2.964,,
E66_5_367,,,5.367
E17_0_32,,0.32,
E75_2_884,2.884,,
E17_1_202,,1.202,
E131_4_966,,4.966,
E60_6_328,,6.328,
E31_3_605,,3.605,
E37_7_449,7.449,,
E107_5_527,,5.527,
E107_5_927,,5.927,
E35_5_527,,5.527,
E47_3_925,,,3.925
E89_5_287,5.287,,
E16_3_845,3.845,,
E81_7_449,7.449,,
E99_6_328,,,6.328
E31_0_0,,0.0,
E2_5_287,5.287,,
E11_3_364,,3.364,
E64_3_284,3.284,,
E63_2_563,,,2.563
E119_1_121,,1.121,
E10_4_005,,,4.005
E109_4_886,,4.886,
E99_6_568,,,6.568
E115_0_801,,0.801,
E115_0_16,,0.16,
E67_1_922,,1.922,
E47_5_847,,,5.847
E118_7_049,7.049,,
E130_3_845,,3.845,
E21_2_483,2.483,,
E146_3_444,,3.444,
E64_1_282,1.282,,
E81_6_809,6.809,,
E130_3_124,,3.124,
E95_1_202,,,1.202
E59_0_401,,0.401,
E91_7_529,,7.529,
E79_1_282,1.282,,
E19_1_842,,1.842,
E83_3_925,,,3.925
E58_4_165,,,4.165
E31_4_406,,4.406,
E146_6_809,,6.809,
E52_3_845,,,3.845
E96_7_289,7.289,,
E103_5_607,,5.607,
E144_0_24,0.24,,
E113_0_561,,,0.561
E19_0_561,,0.561,
E92_3_284,,,3.284
E137_0_32,0.32,,
E102_0_961,,,0.961
E92_4_566,,,4.566
E23_5_287,5.287,,
E101_2_403,,2.403,
E122_6_969,,,6.969
E127_0_24,,0.24,
E96_7_369,7.369,,
E136_6_328,,,6.328
E66_5_046,,,5.046
E37_5_126,5.126,,
E134_6_248,6.248,,
E20_7_85,,,7.85
E44_5_046,5.046,,
E124_6_969,6.969,,
E4_4_245,,,4.245
E1_2_643,,,2.643
E23_3_044,3.044,,
E105_2_964,2.964,,
E84_1_602,,,1.602
E89_6_889,6.889,,
E81_1_522,1.522,,
E17_3_524,,3.524,
E62_5_207,,5.207,
E53_4_486,,4.486,
E84_5_447,,,5.447
E92_1_442,,,1.442
E57_5_607,,5.607,
E139_3_444,,,3.444
E16_6_568,6.568,,
E113_7_61,,,7.61
E40_2_563,2.563,,
E99_5_607,,,5.607
E53_7_77,,7.77,
E121_2_483,,,2.483
E37_2_403,2.403,,
E81_6_328,6.328,,
E90_7_529,7.529,,
E133_1_041,,1.041,
E4_0_16,,,0.16
E62_2_723,,2.723,
E19_0_881,,0.881,
E147_7_85,,,7.85
E149_1_842,1.842,,
E69_0_24,,0.24,
E147_4_646,,,4.646
E54_6_809,6.809,,
E42_2_483,,,2.483
E126_1_602,,1.602,
E91_7_69,,7.69,
E136_0_881,,,0.881
E5_0_32,0.32,,
E63_5_767,,,5.767
E29_6_648,,,6.648
E41_2_643,,2.643,
E140_4_085,,,4.085
E35_3_044,,3.044,
E4_5_126,,,5.126
E135_1_121,1.121,,
E125_0_881,0.881,,
E60_6_008,,6.008,
E121_5_767,,,5.767
E139_1_362,,,1.362
E147_3_685,,,3.685
E140_1_762,,,1.762
E139_6_248,,,6.248
E14_0_561,,,0.561
E89_5_687,5.687,,
E54_6_328,6.328,,
E10_1_362,,,1.362
E79_6_248,6.248,,
E91_1_041,,1.041,
E62_0_08,,0.08,
E24_0_24,0.24,,
E93_2_243,2.243,,
E60_3_925,,3.925,
E4_1_362,,,1.362
E137_7_77,7.77,,
E70_7_209,7.209,,
E70_6_809,6.809,,
E128_3_605,,3.605,
E24_6_809,6.809,,
E11_0_401,,0.401,
E81_0_961,0.961,,
E14_1_922,,,1.922
E25_0_24,0.24,,
E60_2_563,,2.563,
E15_7_289,,7.289,
E10_0_641,,,0.641
E42_4_806,,,4.806
E102_7_93,,,7.93
E149_2_804,2.804,,
E10_6_889,,,6.889
E34_2_723,2.723,,
E62_4_085,,4.085,
E91_4_005,,4.005,
E92_0_881,,,0.881
E130_7_369,,7.369,
E67_5_207,,5.207,
E4_0_561,,,0.561
E6_5_126,,,5.126
E144_5_607,5.607,,
E6_5_847,,,5.847
E84_6_168,,,6.168
E14_7_69,,,7.69
E121_4_646,,,4.646
E115_1_842,,1.842,
