,PseudoTime0,PseudoTime1,PseudoTime2
E77_7_77,,,7.77
E99_5_367,5.367,,
E52_3_925,3.925,,
E28_3_444,,3.444,
E44_7_61,,,7.61
E108_0_801,,0.801,
E62_6_568,,6.568,
E95_1_282,1.282,,
E46_5_607,5.607,,
E99_6_168,6.168,,
E10_2_083,2.083,,
E43_7_77,,7.77,
E143_7_449,7.449,,
E107_2_643,,2.643,
E44_4_966,,,4.966
E13_1_202,1.202,,
E113_1_442,1.442,,
E99_2_964,2.964,,
E43_0_24,,0.24,
E45_4_806,,4.806,
E2_7_77,,,7.77
E108_6_408,,6.408,
E125_5_847,,,5.847
E102_2_243,2.243,,
E39_5_527,,5.527,
E12_1_442,,,1.442
E31_5_767,,5.767,
E109_0_16,,0.16,
E61_7_369,,7.369,
E138_7_77,,7.77,
E111_4_406,,,4.406
E4_7_77,7.77,,
E45_4_886,,4.886,
E10_2_403,2.403,,
E145_3_364,3.364,,
E2_0_481,,,0.481
E135_0_721,,,0.721
E46_7_209,7.209,,
E66_2_163,2.163,,
E62_5_367,,5.367,
E2_6_248,,,6.248
E83_2_243,2.243,,
E110_5_687,,5.687,
E136_5_126,5.126,,
E29_6_488,6.488,,
E70_0_481,,,0.481
E21_5_847,,,5.847
E109_5_687,,5.687,
E33_5_607,,5.607,
E40_2_403,,,2.403
E9_6_969,,6.969,
E112_1_602,,1.602,
E129_2_163,2.163,,
E111_6_969,,,6.969
E33_2_243,,2.243,
E6_2_403,2.403,,
E6_7_369,7.369,,
E90_6_408,,,6.408
E14_4_486,4.486,,
E106_0_561,,,0.561
E25_2_804,,,2.804
E149_4_566,,,4.566
E89_0_961,,,0.961
E3_4_726,,4.726,
E128_6_809,,6.809,
E52_2_643,2.643,,
E58_4_646,4.646,,
E46_2_804,2.804,,
E10_4_566,4.566,,
E100_6_889,,6.889,
E118_0_881,,,0.881
E75_3_845,,,3.845
E132_5_447,,,5.447
E4_2_003,2.003,,
E147_4_005,4.005,,
E43_5_687,,5.687,
E21_5_527,,,5.527
E112_4_005,,4.005,
E70_4_966,,,4.966
E107_7_209,,7.209,
E121_6_969,6.969,,
E117_6_728,,6.728,
E121_7_449,7.449,,
E130_2_403,,2.403,
E77_5_527,,,5.527
E22_3_364,3.364,,
E52_2_403,2.403,,
E83_2_003,2.003,,
E68_2_723,2.723,,
E66_3_124,3.124,,
E46_7_289,7.289,,
E3_6_008,,6.008,
E70_1_602,,,1.602
E7_5_207,,,5.207
E12_4_165,,,4.165
E62_6_248,,6.248,
E27_4_726,,4.726,
E87_4_406,,,4.406
E3_7_529,,7.529,
E6_6_809,6.809,,
E24_6_568,,,6.568
E50_7_209,,7.209,
E72_6_889,,,6.889
E6_3_685,3.685,,
E6_5_767,5.767,,
E63_3_845,3.845,,
E90_4_406,,,4.406
E3_1_202,,1.202,
E47_3_124,3.124,,
E147_6_969,6.969,,
E113_5_447,5.447,,
E32_1_842,,1.842,
E89_7_61,,,7.61
E130_5_767,,5.767,
E92_6_328,6.328,,
E49_1_121,,,1.121
E3_1_041,,1.041,
