,PseudoTime0,PseudoTime1
E39_1_603,1.603,
E26_3_206,,3.206
E23_1_253,1.253,
E63_2_505,2.505,
E122_2_605,2.605,
E97_2_555,,2.555
E139_4_409,4.409,
E120_4_108,,4.108
E138_0_601,0.601,
E87_2_204,,2.204
E116_1_303,,1.303
E9_2_054,,2.054
E42_2_655,,2.655
E16_0_1,0.1,
E120_4_609,,4.609
E122_4_609,4.609,
E126_0_852,0.852,
E94_3_958,3.958,
E142_3_607,,3.607
E72_1_253,1.253,
E126_4_208,4.208,
E114_0_1,,0.1
E62_1_052,,1.052
E66_3_507,,3.507
E127_2_555,2.555,
E49_2_104,,2.104
E24_0_501,0.501,
E29_0_301,0.301,
E113_3_808,,3.808
E65_2_756,,2.756
E116_3_858,,3.858
E54_1_303,,1.303
E141_0_802,0.802,
E57_0_501,,0.501
E76_4_058,,4.058
E58_3_557,,3.557
E134_2_505,,2.505
E136_2_806,,2.806
E43_3_056,3.056,
E49_2_455,,2.455
E138_0_501,0.501,
E72_4_108,4.108,
E98_2_956,,2.956
E1_2_555,,2.555
E87_4_91,,4.91
E70_1_453,,1.453
E52_4_409,,4.409
E99_0_802,,0.802
E105_2_004,,2.004
E105_1_403,,1.403
E90_0_852,,0.852
E97_3_056,,3.056
E35_4_659,4.659,
E37_3_908,3.908,
E30_3_607,3.607,
E73_1_754,,1.754
E72_1_653,1.653,
E147_1_553,,1.553
E44_2_455,2.455,
E32_1_202,1.202,
E90_1_954,,1.954
E118_2_305,2.305,
E74_2_154,,2.154
E9_2_255,,2.255
E128_1_503,1.503,
E64_3_557,,3.557
E50_2_856,2.856,
E113_2_655,,2.655
E50_3_958,3.958,
E19_1_052,1.052,
E82_1_603,,1.603
E76_2_054,,2.054
E105_1_854,,1.854
E96_2_555,,2.555
E101_4_509,,4.509
E16_0_902,0.902,
E44_4_158,4.158,
E75_1_754,1.754,
E68_2_505,2.505,
E101_3_958,,3.958
E15_4_459,,4.459
E90_0_251,,0.251
E101_0_501,,0.501
E34_0_15,,0.15
E23_2_255,2.255,
E83_1_503,1.503,
E21_3_557,,3.557
E131_2_655,2.655,
E140_4_609,,4.609
E23_0_451,0.451,
E33_3_206,3.206,
E67_1_253,1.253,
E48_4_709,4.709,
E13_1_503,1.503,
E135_3_206,,3.206
E149_1_102,,1.102
E143_2_555,2.555,
E2_3_758,3.758,
E93_1_152,,1.152
E24_2_355,2.355,
E10_3_858,3.858,
E40_3_156,3.156,
E44_0_701,0.701,
E84_0_952,,0.952
E134_1_904,,1.904
E149_2_655,,2.655
E105_0_651,,0.651
E70_1_503,,1.503
E88_2_806,,2.806
E146_0_902,0.902,
E134_0_1,,0.1
E16_0_301,0.301,
E23_0_1,0.1,
E124_4_058,4.058,
E112_0_852,,0.852
E11_4_459,4.459,
E1_3_457,,3.457
E56_1_353,,1.353
E121_2_004,2.004,
E110_2_054,,2.054
E3_2_505,2.505,
E116_2_655,,2.655
E47_2_355,,2.355
E43_4_509,4.509,
E140_4_309,,4.309
E33_1_954,1.954,
E143_3_758,3.758,
E121_0_701,0.701,
E93_0_351,,0.351
E13_1_353,1.353,
E125_1_403,1.403,
