,PseudoTime0,PseudoTime1
E135_2_243,,2.243
E46_0_401,0.401,
E84_6_088,,6.088
E97_5_447,,5.447
E77_2_643,2.643,
E72_0_16,0.16,
E22_5_126,5.126,
E2_5_207,,5.207
E139_2_323,2.323,
E60_6_248,6.248,
E113_4_886,4.886,
E149_7_209,7.209,
E46_0_32,0.32,
E54_4_646,,4.646
E17_4_806,,4.806
E115_1_522,1.522,
E78_6_568,,6.568
E1_3_765,3.765,
E112_2_003,2.003,
E105_2_804,,2.804
E9_2_723,,2.723
E82_4_005,4.005,
E42_2_323,,2.323
E119_2_403,2.403,
E142_2_003,2.003,
E80_4_646,4.646,
E91_7_049,,7.049
E109_0_0,0.0,
E65_7_049,7.049,
E68_3_364,,3.364
E68_1_602,,1.602
E2_2_403,,2.403
E91_2_243,,2.243
E49_7_449,7.449,
E110_3_524,,3.524
E40_2_643,2.643,
E90_2_643,2.643,
E77_5_687,5.687,
E96_5_287,5.287,
E125_0_561,0.561,
E66_2_403,,2.403
E33_2_964,,2.964
E104_1_842,,1.842
E31_4_245,,4.245
E43_0_32,0.32,
E116_3_845,,3.845
E109_6_728,6.728,
E86_1_602,,1.602
E78_6_488,,6.488
E93_1_282,1.282,
E98_4_566,4.566,
E142_2_804,2.804,
E19_3_284,,3.284
E94_0_16,0.16,
E78_6_889,,6.889
E110_5_126,,5.126
E40_3_044,3.044,
E18_5_126,5.126,
E15_1_362,,1.362
E16_0_16,0.16,
E23_3_204,,3.204
E27_5_287,5.287,
E16_3_685,3.685,
E89_2_723,2.723,
E5_1_682,1.682,
E62_4_646,,4.646
E96_6_568,6.568,
E122_6_648,6.648,
E15_2_483,,2.483
E22_7_449,7.449,
E89_4_726,4.726,
E122_0_401,0.401,
E123_2_563,,2.563
E101_0_561,0.561,
E34_7_449,7.449,
E148_0_561,,0.561
E51_6_728,,6.728
E112_0_401,0.401,
E125_7_529,7.529,
E95_0_641,,0.641
E100_4_806,,4.806
E115_6_088,6.088,
E119_4_966,4.966,
E14_2_083,,2.083
E17_4_325,,4.325
E1_4_085,4.085,
E106_3_765,,3.765
E141_4_085,,4.085
E68_6_008,,6.008
E43_3_524,3.524,
E20_4_646,,4.646
E46_4_085,4.085,
E56_5_527,,5.527
E111_5_927,,5.927
E138_0_0,,0.0
E147_7_209,,7.209
E79_0_32,,0.32
E148_4_806,,4.806
E115_0_16,0.16,
E63_4_245,,4.245
E42_3_364,,3.364
E43_6_568,6.568,
E140_6_008,6.008,
E109_1_121,1.121,
E61_3_845,,3.845
E68_3_845,,3.845
E9_5_607,,5.607
E19_4_406,,4.406
E91_5_607,,5.607
E120_2_483,2.483,
E20_2_964,,2.964
E106_2_163,,2.163
E88_7_85,7.85,
E107_4_806,,4.806
E92_3_284,3.284,
E22_6_408,6.408,
E60_3_284,3.284,
E63_4_325,,4.325
E136_7_209,,7.209
E83_1_362,1.362,
E16_3_524,3.524,
E136_4_966,,4.966
E84_0_961,,0.961
E43_1_762,1.762,
E95_2_723,,2.723
E105_2_884,,2.884
E135_7_77,,7.77
E113_0_721,0.721,
E107_5_927,,5.927
E79_5_687,,5.687
E73_0_961,0.961,
E41_5_527,5.527,
E138_2_643,,2.643
E80_1_602,1.602,
E137_4_486,4.486,
E82_1_362,1.362,
E146_5_767,5.767,
E40_1_842,1.842,
E17_4_406,,4.406
E76_1_442,1.442,
E61_7_529,,7.529
E52_2_964,2.964,
E47_7_369,,7.369
E55_4_966,4.966,
E132_1_842,,1.842
E110_5_527,,5.527
E30_2_964,2.964,
E102_6_728,,6.728
E139_5_927,5.927,
E3_5_046,5.046,
E53_3_685,,3.685
E39_6_248,,6.248
E112_1_602,1.602,
E89_6_088,6.088,
E137_0_481,0.481,
E96_6_889,6.889,
E71_6_488,6.488,
E133_3_204,3.204,
E127_0_08,,0.08
E41_5_927,5.927,
E71_6_008,6.008,
E20_4_966,,4.966
E19_5_207,,5.207
E19_6_168,,6.168
E84_0_881,,0.881
E70_4_726,4.726,
E143_5_527,5.527,
E44_5_767,,5.767
E62_6_728,,6.728
E95_6_488,,6.488
E103_1_121,1.121,
E125_7_129,7.129,
E85_4_566,,4.566
E56_4_406,,4.406
E51_4_406,,4.406
E121_4_165,,4.165
E105_5_287,,5.287
E22_1_762,1.762,
E29_3_845,3.845,
E39_7_85,,7.85
E114_6_088,6.088,
E142_1_922,1.922,
E50_5_447,,5.447
E76_6_248,6.248,
E37_2_163,2.163,
E92_2_643,2.643,
E55_3_204,3.204,
E123_7_129,,7.129
E97_1_282,,1.282
E87_2_323,2.323,
E97_7_69,,7.69
E30_2_804,2.804,
E28_0_641,,0.641
E41_3_364,3.364,
E71_3_124,3.124,
E141_5_927,,5.927
E119_1_442,1.442,
E45_4_165,4.165,
E145_0_08,0.08,
E35_1_282,1.282,
E136_3_685,,3.685
E53_7_93,,7.93
E22_5_447,5.447,
E146_6_328,6.328,
E78_0_32,,0.32
E52_6_248,6.248,
E1_5_767,5.767,
E101_1_282,1.282,
E145_4_325,4.325,
E108_1_282,1.282,
E30_5_046,5.046,
E119_2_323,2.323,
E80_2_483,2.483,
E109_1_922,1.922,
E64_6_248,,6.248
E106_4_325,,4.325
E132_5_927,,5.927
E52_4_966,4.966,
E36_1_362,,1.362
E20_0_721,,0.721
E86_2_804,,2.804
E113_4_005,4.005,
E71_5_687,5.687,
E16_0_481,0.481,
E15_7_289,,7.289
E48_3_605,,3.605
E13_6_648,,6.648
E5_0_0,0.0,
E133_1_282,1.282,
E13_2_563,,2.563
E149_4_245,4.245,
E28_4_165,,4.165
E74_5_207,,5.207
E74_6_248,,6.248
E121_0_32,,0.32
E116_0_24,,0.24
E73_1_602,1.602,
E134_7_77,7.77,
E36_6_008,,6.008
E19_6_969,,6.969
E26_0_24,,0.24
E45_2_403,2.403,
E13_7_449,,7.449
E86_6_168,,6.168
E39_0_16,,0.16
E60_0_641,0.641,
E63_2_243,,2.243
E77_0_24,0.24,
E99_5_367,,5.367
E39_6_568,,6.568
E141_3_204,,3.204
E99_2_003,,2.003
E15_2_964,,2.964
E87_1_202,1.202,
E7_2_884,,2.884
E25_3_605,3.605,
E125_3_364,3.364,
E140_2_483,2.483,
E24_4_646,4.646,
E88_2_003,2.003,
E103_3_444,3.444,
E127_4_406,,4.406
E17_3_685,,3.685
E45_1_041,1.041,
E7_2_243,,2.243
E82_6_889,6.889,
E40_2_964,2.964,
E144_6_088,6.088,
E23_0_641,,0.641
E129_7_93,,7.93
E115_7_85,7.85,
E2_4_406,,4.406
E81_1_121,,1.121
E0_1_442,,1.442
E18_7_93,7.93,
E145_5_046,5.046,
E38_6_648,,6.648
E61_6_008,,6.008
E89_2_323,2.323,
E35_1_682,1.682,
E39_2_643,,2.643
E4_2_163,2.163,
E45_5_207,5.207,
E35_7_209,7.209,
E60_7_61,7.61,
E43_6_648,6.648,
E17_1_762,,1.762
E42_7_85,,7.85
E137_5_527,5.527,
E139_2_804,2.804,
