,PseudoTime0,PseudoTime1,PseudoTime2
E77_2_723,,,2.723
E77_7_77,,,7.77
E142_3_845,3.845,,
E68_3_044,3.044,,
E68_3_524,3.524,,
E136_1_682,1.682,,
E42_5_046,5.046,,
E136_4_406,4.406,,
E149_6_648,,,6.648
E129_2_643,2.643,,
E74_5_527,,5.527,
E28_6_728,,6.728,
E80_0_881,,0.881,
E83_5_687,5.687,,
E97_1_202,,1.202,
E39_0_881,,0.881,
E92_7_61,7.61,,
E86_7_049,,,7.049
E81_1_282,,,1.282
E110_2_964,,2.964,
E61_7_209,,7.209,
E98_2_163,2.163,,
E78_4_406,4.406,,
E3_7_85,,7.85,
E135_7_529,,,7.529
E147_6_248,6.248,,
E128_4_646,,4.646,
E75_6_809,,,6.809
E33_2_563,,2.563,
E135_0_32,,,0.32
E132_3_765,,,3.765
E27_7_369,,7.369,
E36_6_168,,6.168,
E99_5_447,5.447,,
E121_3_284,3.284,,
E129_4_566,4.566,,
E118_4_245,,,4.245
E32_0_801,,0.801,
E103_5_607,,5.607,
E40_1_282,,,1.282
E138_2_643,,2.643,
E5_6_648,,,6.648
E75_5_287,,,5.287
E118_2_403,,,2.403
E81_6_969,,,6.969
E109_6_648,,6.648,
E13_4_165,4.165,,
E46_6_408,6.408,,
E14_3_685,3.685,,
E75_6_008,,,6.008
E36_6_728,,6.728,
E34_7_77,,,7.77
E25_1_682,,,1.682
E128_0_24,,0.24,
E140_5_607,5.607,,
E53_0_24,,0.24,
E58_5_767,5.767,,
E118_3_204,,,3.204
E74_4_806,,4.806,
E95_1_041,1.041,,
E30_6_248,,6.248,
E106_1_922,,,1.922
E146_6_969,,6.969,
E6_4_646,4.646,,
E21_3_765,,,3.765
E40_3_925,,,3.925
E22_5_527,5.527,,
E72_4_566,,,4.566
E10_3_204,3.204,,
E144_2_243,,,2.243
E91_7_369,,7.369,
E73_3_364,,3.364,
E20_5_687,5.687,,
E47_5_527,5.527,,
E72_2_003,,,2.003
E106_1_522,,,1.522
E5_6_728,,,6.728
E82_0_32,,,0.32
E113_0_08,0.08,,
E77_3_685,,,3.685
E75_4_486,,,4.486
E45_2_083,,2.083,
E22_3_124,3.124,,
E49_4_406,,,4.406
E29_5_207,5.207,,
E135_1_282,,,1.282
E46_1_842,1.842,,
E97_6_889,,6.889,
E89_4_886,,,4.886
E138_5_207,,5.207,
E147_2_723,2.723,,
E19_0_08,,0.08,
E15_0_801,,0.801,
E146_1_762,,1.762,
E62_0_801,,0.801,
E36_6_488,,6.488,
E32_3_685,,3.685,
E117_7_049,,7.049,
E115_4_806,,4.806,
E53_4_966,,4.966,
E100_6_008,,6.008,
E82_0_961,,,0.961
E28_6_328,,6.328,
E27_4_566,,4.566,
E75_2_483,,,2.483
E13_2_003,2.003,,
E36_5_607,,5.607,
E95_7_77,7.77,,
E96_1_202,,,1.202
E52_4_726,4.726,,
E86_4_325,,,4.325
E147_7_289,7.289,,
E12_6_648,,,6.648
E53_1_842,,1.842,
E144_7_369,,,7.369
E75_3_765,,,3.765
E44_7_369,,,7.369
E20_0_721,0.721,,
E52_1_842,1.842,,
E82_2_243,,,2.243
E95_4_966,4.966,,
E90_2_643,,,2.643
E31_4_245,,4.245,
E109_7_129,,7.129,
E15_7_049,,7.049,
E75_4_085,,,4.085
E115_5_767,,5.767,
E135_4_406,,,4.406
E83_3_284,3.284,,
E96_1_602,,,1.602
E47_7_209,7.209,,
E2_2_483,,,2.483
E80_6_088,,6.088,
E138_2_964,,2.964,
E90_4_966,,,4.966
E92_3_444,3.444,,
E14_0_24,0.24,,
E117_7_529,,7.529,
E93_3_605,,,3.605
E113_4_486,4.486,,
E130_6_969,,6.969,
E83_6_328,6.328,,
E20_7_77,7.77,,
E112_3_364,,3.364,
E86_4_165,,,4.165
E1_3_044,3.044,,
E96_0_0,,,0.0
E49_2_563,,,2.563
E4_4_566,4.566,,
E44_2_243,,,2.243
E29_2_563,2.563,,
E142_4_005,4.005,,
E14_2_964,2.964,,
E144_7_93,,,7.93
E129_7_69,7.69,,
E16_1_762,,,1.762
E143_2_884,2.884,,
E77_0_24,,,0.24
E102_4_085,4.085,,
E81_2_003,,,2.003
E111_4_165,,,4.165
E43_1_762,,1.762,
E125_5_687,,,5.687
E84_4_966,4.966,,
E96_3_925,,,3.925
E72_3_124,,,3.124
E117_0_721,,0.721,
E107_2_964,,2.964,
E34_0_32,,,0.32
E106_6_008,,,6.008
E68_1_762,1.762,,
E46_4_085,4.085,,
E45_3_284,,3.284,
E134_4_325,,,4.325
E111_5_126,,,5.126
E145_6_889,6.889,,
E106_6_809,,,6.809
E22_4_966,4.966,,
E142_0_481,0.481,,
E91_2_083,,2.083,
E81_7_93,,,7.93
E81_7_209,,,7.209
E16_6_248,,,6.248
E52_1_762,1.762,,
E43_0_32,,0.32,
E19_6_168,,6.168,
E62_7_61,,7.61,
E129_3_765,3.765,,
E128_2_723,,2.723,
E77_5_287,,,5.287
E103_3_124,,3.124,
E3_0_881,,0.881,
E53_0_16,,0.16,
E42_3_124,3.124,,
E145_6_969,6.969,,
E107_4_325,,4.325,
E47_2_884,2.884,,
E37_2_003,,,2.003
E46_2_643,2.643,,
E83_6_809,6.809,,
E10_5_847,5.847,,
E16_7_69,,,7.69
E134_4_566,,,4.566
E32_4_566,,4.566,
E118_2_723,,,2.723
E121_6_728,6.728,,
E20_1_282,1.282,,
E128_3_765,,3.765,
E138_0_881,,0.881,
E114_7_61,,,7.61
E5_2_243,,,2.243
E78_7_529,7.529,,
E24_6_568,,,6.568
E40_0_801,,,0.801
E87_4_966,,,4.966
E61_1_041,,1.041,
E39_4_806,,4.806,
E115_0_721,,0.721,
E15_5_447,,5.447,
E143_6_248,6.248,,
E99_5_847,5.847,,
E89_4_085,,,4.085
E110_7_449,,7.449,
E21_4_886,,,4.886
E145_2_003,2.003,,
E61_2_243,,2.243,
E47_5_126,5.126,,
E40_1_041,,,1.041
E108_5_207,,5.207,
E130_5_847,,5.847,
E103_6_008,,6.008,
E54_1_522,,,1.522
E114_3_845,,,3.845
E142_2_163,2.163,,
E39_0_32,,0.32,
E75_6_969,,,6.969
E9_7_449,,7.449,
E146_5_287,,5.287,
E1_2_403,2.403,,
E107_5_927,,5.927,
E115_0_08,,0.08,
E79_4_325,,,4.325
E47_1_522,1.522,,
E84_3_204,3.204,,
E37_3_685,,,3.685
E146_3_524,,3.524,
E19_1_202,,1.202,
E138_1_922,,1.922,
E106_4_566,,,4.566
E56_5_687,5.687,,
E24_1_202,,,1.202
E111_6_008,,,6.008
