,PseudoTime0,PseudoTime1
E11_0_651,,0.651
E110_2_655,2.655,
E147_3_257,3.257,
E107_3_006,,3.006
E97_2_355,2.355,
E130_0_1,,0.1
E33_2_154,,2.154
E142_0_802,0.802,
E1_4_91,4.91,
E7_2_104,2.104,
E41_4_459,4.459,
E62_0_15,0.15,
E14_2_104,2.104,
E123_2_705,,2.705
E81_4_76,,4.76
E59_4_709,,4.709
E3_3_607,,3.607
E134_4_709,4.709,
E74_4_058,4.058,
E40_1_303,,1.303
E44_3_307,,3.307
E81_0_2,,0.2
E130_3_657,,3.657
E149_0_451,0.451,
E70_1_553,1.553,
E144_3_958,3.958,
E26_0_501,0.501,
E66_1_253,1.253,
E47_0_251,0.251,
E11_1_152,,1.152
E90_3_707,3.707,
E83_0_701,,0.701
E105_3_507,3.507,
E110_0_1,0.1,
E139_1_202,,1.202
E128_3_607,,3.607
E97_1_653,1.653,
E17_4_76,,4.76
E128_0_852,,0.852
E33_2_355,,2.355
E75_1_253,,1.253
E93_3_407,3.407,
E51_1_653,,1.653
E137_0_351,,0.351
E128_2_255,,2.255
E49_4_309,4.309,
E124_4_359,,4.359
E30_1_152,,1.152
E36_0_651,,0.651
E85_0_802,0.802,
E89_0_2,0.2,
E84_4_659,4.659,
E146_0_251,,0.251
E118_4_76,,4.76
E72_3_507,,3.507
E58_3_106,3.106,
E81_1_754,,1.754
E121_2_756,,2.756
E83_2_906,,2.906
E64_1_703,1.703,
E120_3_257,3.257,
E12_1_052,,1.052
E144_0_05,0.05,
E143_4_058,,4.058
E27_4_609,,4.609
E26_1_703,1.703,
E143_1_102,,1.102
E109_2_655,2.655,
E77_0_05,0.05,
E61_2_856,,2.856
E64_3_808,3.808,
E57_3_507,3.507,
E83_3_056,,3.056
E38_3_457,,3.457
E42_4_96,4.96,
E73_1_303,1.303,
E88_3_106,3.106,
E129_3_457,3.457,
E77_0_1,0.1,
E1_1_653,1.653,
E18_1_002,,1.002
E147_3_858,3.858,
E66_4_058,4.058,
E117_4_509,,4.509
E145_1_754,,1.754
E142_1_904,1.904,
E94_2_956,,2.956
E140_2_455,2.455,
E50_4_108,,4.108
E106_0_852,,0.852
E127_4_409,,4.409
E30_0_05,,0.05
E71_0_902,0.902,
E32_4_008,,4.008
E15_1_804,1.804,
E143_2_705,,2.705
E17_2_906,,2.906
E113_3_858,3.858,
E84_0_351,0.351,
E18_4_208,,4.208
E147_1_052,1.052,
E90_4_609,4.609,
E123_3_858,,3.858
E141_4_208,,4.208
E69_2_655,,2.655
E74_2_054,2.054,
E56_0_852,0.852,
E80_4_91,4.91,
E55_2_004,,2.004
E27_0_251,,0.251
E53_4_509,4.509,
E117_0_752,,0.752
E36_1_603,,1.603
E78_0_251,,0.251
E1_4_509,4.509,
E31_3_307,3.307,
E36_4_359,,4.359
E145_4_86,,4.86
E84_1_804,1.804,
E134_3_657,3.657,
E82_0_1,0.1,
E27_2_455,,2.455
E32_3_307,,3.307
E40_3_808,,3.808
E34_0_501,0.501,
E37_4_559,,4.559
E66_3_407,3.407,
E75_3_657,,3.657
E15_3_006,3.006,
E118_2_104,,2.104
E10_2_405,,2.405
E123_4_309,,4.309
E100_2_104,,2.104
E141_4_76,,4.76
E53_2_555,2.555,
E74_0_601,0.601,
E70_1_002,1.002,
E20_0_05,,0.05
E110_2_204,2.204,
E117_2_906,,2.906
E47_4_008,4.008,
E75_4_96,,4.96
E105_2_856,2.856,
E143_3_307,,3.307
E112_1_253,1.253,
E18_2_605,,2.605
E133_2_605,,2.605
E49_2_405,2.405,
E143_4_91,,4.91
E24_1_503,,1.503
E24_0_451,,0.451
E70_3_657,3.657,
E84_1_253,1.253,
E55_0_701,,0.701
E142_4_208,4.208,
E72_3_457,,3.457
E56_2_705,2.705,
E100_3_006,,3.006
E136_0_351,0.351,
E3_1_453,,1.453
E84_0_451,0.451,
E63_1_102,,1.102
E93_2_104,2.104,
E50_0_301,,0.301
E78_1_954,,1.954
E97_3_206,3.206,
E110_0_251,0.251,
E12_2_204,,2.204
E129_0_651,0.651,
E51_0_0,,0.0
E4_3_707,,3.707
E36_3_407,,3.407
E127_1_453,,1.453
E43_1_553,,1.553
E99_3_407,3.407,
E46_0_802,0.802,
E121_3_457,,3.457
E131_0_301,,0.301
E25_0_501,0.501,
E145_1_002,,1.002
E66_4_309,4.309,
E0_0_651,0.651,
E109_3_858,3.858,
E57_4_008,4.008,
E58_1_653,1.653,
E118_1_102,,1.102
E132_3_707,3.707,
E70_2_255,2.255,
E89_2_104,2.104,
E123_2_154,,2.154
E36_1_553,,1.553
E125_3_858,,3.858
E69_0_15,,0.15
E100_2_054,,2.054
E59_0_351,,0.351
E90_1_303,1.303,
