PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4
E91_4_165,98.6106352610509,NA,NA,NA
E32_1_041,NA,7.47192801136018,4.68001580137997,17.3348443139621
E10_2_563,42.5468924594809,NA,NA,NA
E138_5_527,46.6485750801577,NA,NA,NA
E79_5_687,NA,49.6419431528462,NA,NA
E105_4_966,81.18268061756,NA,NA,NA
E73_4_245,49.3328332127801,NA,NA,NA
E21_4_486,NA,NA,49.8366417863459,NA
E74_6_648,NA,NA,51.149460520031,NA
E14_0_561,1.69980645977992,3.45881053530763,5.50829254216753,16.6161682767733
E48_2_643,78.99987902324,NA,NA,NA
E8_2_563,96.037119266634,NA,NA,NA
E80_2_643,NA,NA,NA,70.6452596994059
E91_0_16,3.44565730275267,5.52645116920282,4.23839868196195,5.38629322253637
E148_5_126,82.1952242757024,NA,NA,NA
E124_3_524,NA,NA,51.3162566898481,NA
E80_1_282,NA,20.7683699486794,NA,NA
E86_6_728,33.9981801453333,NA,NA,NA
E10_7_369,39.1940002563581,NA,NA,NA
E55_4_966,63.4048363586294,NA,NA,NA
E24_5_207,108.126470688349,NA,NA,NA
E141_0_801,NA,NA,18.9566344862513,NA
E136_6_568,NA,NA,52.4447785614388,NA
E107_0_08,0,0,0,0
E66_5_126,63.7527581550162,NA,NA,NA
E81_6_728,NA,NA,52.1128734182624,NA
E61_2_964,NA,24.8662104989262,NA,NA
E94_4_486,42.0727740716293,NA,NA,NA
E92_4_165,57.6024727673249,NA,NA,NA
E123_0_561,9.95199104976123,0,11.2665331399937,0
E11_5_927,73.6835204628088,NA,NA,NA
E108_5_767,NA,NA,62.6668013480678,NA
E115_1_842,NA,NA,19.4759146904068,NA
E106_7_049,NA,NA,59.2814638592606,NA
E84_1_041,1.69980645977992,6.71760516273239,4.87620053817707,17.3608224564031
E84_2_884,NA,45.0390828287817,NA,NA
E28_1_922,60.185654191319,NA,NA,NA
E83_3_284,89.7154805155157,NA,NA,NA
E130_3_605,NA,NA,38.1192660740028,NA
E90_2_003,102.338843361023,NA,NA,NA
E72_2_163,103.33190351669,NA,NA,NA
E108_7_129,NA,NA,70.5358521891408,NA
E148_5_207,75.5231563209698,NA,NA,NA
E33_4_325,30.7245954494329,NA,NA,NA
E30_2_323,58.3062551803428,NA,NA,NA
E130_1_682,NA,NA,44.7406171973803,NA
E18_6_568,NA,NA,62.2839241337417,NA
E28_6_568,96.7290975781505,NA,NA,NA
E1_1_041,22.4801195741931,NA,NA,NA
E104_1_522,3.11284512388916,10.3907477458422,4.2442778953663,7.50185109865924
E19_5_607,56.8300725390237,NA,NA,NA
E23_7_77,90.8985124443145,NA,NA,NA
E8_1_522,99.7556460267086,NA,NA,NA
E55_5_847,89.5780736103258,NA,NA,NA
E119_4_325,NA,NA,NA,63.9274313752781
E8_6_008,95.8870804278006,NA,NA,NA
E22_3_444,NA,NA,50.4310723948848,NA
E65_6_168,NA,40.0726056621805,NA,NA
E33_6_328,81.989598771353,NA,NA,NA
E83_4_406,67.828000394885,NA,NA,NA
E27_0_641,39.1774999395184,NA,NA,NA
E113_6_969,55.6377842070844,NA,NA,NA
E123_3_605,81.2520072019565,NA,NA,NA
E112_1_762,56.5749029116204,NA,NA,NA
E49_3_204,89.2228589376866,NA,NA,NA
E86_5_287,96.3849010032619,NA,NA,NA
E17_5_287,NA,NA,56.1923676786351,NA
E114_7_369,NA,NA,59.7123008506535,NA
E75_2_884,91.3379117464526,NA,NA,NA
E41_1_362,NA,23.2626195269598,NA,NA
E16_2_163,NA,NA,46.7983902364843,NA
E18_6_328,NA,NA,59.8873945347115,NA
E137_3_364,86.5000912204668,NA,NA,NA
E30_5_287,32.6371758665836,NA,NA,NA
E117_5_287,NA,NA,56.2807355394099,NA
E58_1_362,NA,NA,69.0871470114828,NA
E17_3_605,NA,NA,40.7724916217117,NA
E90_7_129,77.5271655230978,NA,NA,NA
E117_6_488,NA,NA,54.4798072395034,NA
E37_1_762,42.1035768062741,NA,NA,NA
E138_1_282,18.546217472202,NA,NA,NA
E60_4_085,46.3142664088872,NA,NA,NA
E137_6_889,36.4861071505352,NA,NA,NA
E89_5_126,32.8839943403323,NA,NA,NA
E1_1_842,108.126470688349,NA,NA,NA
E7_2_884,NA,39.276926174087,NA,NA
E8_7_77,46.7969150667401,NA,NA,NA
E126_7_69,84.1674749714627,NA,NA,NA
E144_2_403,67.292781409758,NA,NA,NA
E113_6_008,101.444501805373,NA,NA,NA
E73_2_003,78.7625584593817,NA,NA,NA
E115_5_046,NA,NA,37.0797462102433,NA
E20_7_129,NA,NA,53.8223286987618,NA
E50_3_124,103.23242631964,NA,NA,NA
E146_3_845,NA,NA,43.9983349841935,NA
E127_3_605,89.4248432505427,NA,NA,NA
E74_0_481,12.5397975050926,NA,NA,0
E26_0_961,NA,18.1933305670091,NA,9.21008799012692
E98_6_088,99.641831980711,NA,NA,NA
E121_0_0,NA,NA,NA,25.9399861592505
E123_6_889,37.2599470315421,NA,NA,NA
E115_0_16,0,0,10.6701969122717,0
E129_2_323,84.7806249812803,NA,NA,NA
E45_1_522,NA,21.0671762008847,NA,NA
E136_7_61,NA,NA,62.9788664706926,NA
E107_7_209,54.5342485424137,NA,NA,NA
E10_6_488,108.126470688349,NA,NA,NA
E78_7_61,97.2619757454048,NA,NA,NA
E7_3_685,NA,47.7431225611495,NA,NA
E127_5_607,58.3500193694171,NA,NA,NA
E75_2_163,86.3985347197059,NA,NA,NA
E47_6_168,67.7227137274605,NA,NA,NA
E1_2_964,96.568159645229,NA,NA,NA
E94_7_129,77.2915956481606,NA,NA,NA
E99_5_126,41.2336550263048,NA,NA,NA
E85_7_049,101.60207709892,NA,NA,NA
E98_0_721,18.7870544105982,NA,NA,NA
E83_3_524,41.3492018648299,NA,NA,NA
E17_6_809,NA,NA,66.0807567353009,NA
E115_3_444,NA,NA,38.4834284577488,NA
E107_0_561,32.9184934490246,NA,NA,NA
E74_6_248,NA,NA,59.2704789778033,NA
E84_1_842,NA,NA,NA,56.5463558819809
E49_6_408,50.2001939776449,NA,NA,NA
E7_6_889,NA,49.6419431528462,NA,NA
E88_3_605,NA,NA,NA,58.3559804568679
E80_0_32,2.94929306270275,6.33766544114362,4.2442778953663,6.09116443961859
E24_7_85,106.660886483744,NA,NA,NA
E84_0_561,1.69980645977992,6.53916392100911,4.81909702640972,16.5533863475539
E30_5_527,89.0679099223374,NA,NA,NA
E23_1_041,106.751701849842,NA,NA,NA
E14_1_362,1.69980645977992,7.43566921655811,4.55349661947135,16.8525612319963
E58_6_568,NA,NA,72.1050652870522,NA
E123_7_209,90.2136241868015,NA,NA,NA
E34_2_643,108.126470688349,NA,NA,NA
E8_4_966,64.2860375334294,NA,NA,NA
E136_1_041,NA,NA,28.4984120696538,NA
E121_1_762,NA,NA,NA,57.863632091634
E8_6_168,31.6031734248529,NA,NA,NA
E26_5_287,NA,48.2350867403968,NA,NA
E72_7_93,40.1440673996884,NA,NA,NA
E14_0_0,NA,NA,NA,25.9399861592505
E144_4_325,64.2860375334294,NA,NA,NA
E121_3_765,NA,NA,NA,64.5227462912562
E92_1_602,52.1762099881978,NA,NA,NA
E16_6_648,NA,NA,75.5053726053778,NA
E73_1_522,47.1670560763309,NA,NA,NA
E115_3_685,NA,NA,70.6215779100654,NA
E17_1_922,NA,NA,61.850652261036,NA
E132_3_044,NA,NA,NA,67.386141389027
E114_2_723,NA,NA,46.5212018404519,NA
E144_1_922,44.3638985434851,NA,NA,NA
E123_3_685,89.205658668412,NA,NA,NA
E77_4_406,38.5760084083403,NA,NA,NA
E139_1_202,NA,NA,31.9155325114847,NA
E53_1_602,NA,NA,60.3266476084349,NA
E60_2_243,80.8363686775209,NA,NA,NA
E24_5_367,108.126470688349,NA,NA,NA
E96_4_085,NA,NA,57.270354784912,NA
E74_2_243,NA,NA,21.7506570541839,NA
E2_2_403,NA,49.6419431528462,NA,NA
E79_4_486,NA,47.6715075273434,NA,NA
E19_2_323,89.9975050795174,NA,NA,NA
