PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E142_1_002,46.3548017274625,NA,NA,NA,NA
E124_4_259,NA,37.0444277117711,NA,NA,NA
E136_1_754,50.1136616212751,NA,NA,NA,NA
E76_2_906,NA,NA,71.8245272370029,NA,NA
E21_1_804,NA,NA,NA,67.1215995724609,NA
E34_1_553,NA,NA,NA,NA,65.8491011098846
E0_0_952,NA,NA,29.5684901661252,NA,NA
E76_4_86,NA,NA,64.7420158470163,NA,NA
E45_4_108,NA,NA,NA,55.6542763646961,NA
E52_2_204,NA,NA,60.0521213255344,NA,NA
E31_0_551,6.88373558202969,17.4428718486244,NA,NA,10.7131756855287
E117_0_501,17.9649039673218,NA,NA,13.7344116569723,NA
E47_1_553,NA,NA,NA,52.4020371494049,NA
E52_3_457,NA,NA,60.1053671838743,NA,NA
E83_3_307,49.0344632695098,NA,NA,NA,NA
E122_4_259,NA,NA,52.0699622908686,NA,NA
E67_1_553,61.6613950244365,NA,NA,NA,NA
E107_1_102,NA,32.4059453869028,NA,NA,NA
E135_0_701,31.8579401137971,NA,NA,NA,NA
E41_0_1,0,0,0,8.06083416307703,0
E140_1_052,NA,NA,23.2202211809316,NA,NA
E117_0_0,2.43435992020969,11.2372425281213,7.6012111756084,2.45338433888107,14.8398621552377
E131_2_655,NA,NA,NA,58.7140240395782,NA
E123_3_307,49.0542367827438,NA,NA,NA,NA
E17_0_501,NA,NA,NA,26.4660532105662,NA
E14_0_952,NA,NA,32.570008274487,NA,NA
E19_4_86,56.0861583675302,NA,NA,NA,NA
E63_2_806,74.1110253561559,NA,NA,NA,NA
E84_1_102,NA,NA,NA,81.1910618688463,NA
E111_3_106,NA,NA,NA,NA,66.4415845473021
E98_1_804,NA,NA,NA,41.8232987646528,NA
E88_4_609,NA,NA,NA,70.9662129608846,NA
E137_1_353,NA,NA,20.7390470957484,NA,NA
E62_2_305,NA,41.1600619259286,NA,NA,NA
E21_3_357,NA,NA,NA,58.4211055279501,NA
E128_1_904,NA,NA,43.1313813275005,NA,NA
E52_3_858,NA,NA,34.4211459208432,NA,NA
E22_0_852,NA,NA,NA,51.2560692697964,NA
E3_2_956,NA,NA,NA,70.0407751271851,NA
E48_0_2,0,0,0,15.4851986746076,0
E17_1_503,NA,NA,NA,45.7754348102203,NA
E55_4_659,NA,NA,50.0119394554364,NA,NA
E108_2_355,NA,NA,NA,43.5541349930309,NA
E22_1_002,NA,NA,NA,53.7497066337831,NA
E80_0_301,NA,12.5849631293071,7.4387970516766,NA,15.8205633210818
E4_1_453,NA,NA,51.6958691050357,NA,NA
E46_0_05,0.543599241267497,0.544053953025835,0.543419608970055,0.54363973186849,0.543829856042616
E9_3_808,NA,NA,45.3513483891074,NA,NA
E24_3_357,NA,NA,NA,53.9378823933207,NA
E30_1_453,NA,NA,24.4488966925616,NA,NA
E9_4_76,NA,NA,35.7713504953355,NA,NA
E50_0_802,NA,NA,NA,39.0951521346037,NA
E143_3_707,NA,NA,65.8066673976763,NA,NA
E130_4_709,58.3546125258878,NA,NA,NA,NA
E66_4_509,66.7270823634273,NA,NA,NA,NA
E124_3_758,NA,36.720754419146,NA,NA,NA
E101_4_76,NA,NA,NA,86.3358184213527,NA
E50_2_906,NA,NA,NA,79.0153165212772,NA
E26_2_004,NA,NA,49.1983773098185,NA,NA
E98_0_601,0,0,0,13.5008035581806,0
E34_4_609,NA,NA,NA,NA,66.0198056660303
E89_3_958,NA,NA,35.3427966714403,NA,NA
E68_2_004,NA,NA,NA,59.0027453450909,NA
E25_2_705,77.4363532188289,NA,NA,NA,NA
E139_0_05,6.67837824821846,6.89633030554437,2.46660934513184,2.25815965807024,7.31636885522539
E103_1_002,NA,NA,NA,26.4816369434537,NA
E21_2_204,NA,NA,NA,63.1035964032488,NA
E53_3_206,NA,NA,NA,79.6810147654177,NA
E50_4_509,NA,NA,NA,59.9419690431542,NA
E113_4_359,42.2840236501992,NA,NA,NA,NA
E124_0_401,NA,23.6894114341855,NA,NA,NA
E75_1_804,NA,NA,NA,86.7015882196009,NA
E123_4_409,54.9245951331655,NA,NA,NA,NA
E26_2_255,NA,NA,49.877765758494,NA,NA
E126_1_603,NA,NA,72.3053640413337,NA,NA
E106_4_76,NA,NA,NA,NA,71.1424930635436
E74_0_701,24.7186835055913,NA,NA,NA,NA
E56_0_902,NA,NA,NA,23.1140828040114,NA
E9_4_158,NA,NA,74.0255898464652,NA,NA
E51_2_355,41.9646595088209,NA,NA,NA,NA
E144_3_858,NA,NA,NA,64.3256196107871,NA
E114_0_301,19.4437726874126,NA,NA,NA,NA
E143_2_305,NA,NA,60.3947007762618,NA,NA
E141_1_303,NA,NA,29.3442504795439,NA,NA
E115_0_501,NA,NA,20.9061471975583,NA,NA
E95_3_156,NA,NA,42.4809072896427,NA,NA
E141_3_156,NA,NA,61.1679591799259,NA,NA
E3_2_756,NA,NA,NA,46.2047315881951,NA
E58_1_603,NA,NA,52.9616422647941,NA,NA
E115_1_403,70.3928561843869,NA,NA,NA,NA
E105_1_904,NA,NA,47.9016301194631,NA,NA
E36_2_355,41.8123020190584,NA,NA,NA,NA
E47_1_202,NA,NA,NA,57.6828482490026,NA
E65_3_908,41.9098712613721,NA,NA,NA,NA
E85_2_104,NA,NA,NA,69.7682996391123,NA
E32_3_457,NA,NA,NA,NA,69.0494455744772
E127_2_705,NA,NA,NA,77.6672597414929,NA
E84_4_76,NA,NA,NA,44.0981466154516,NA
E7_1_954,43.8927379884256,NA,NA,NA,NA
E133_4_108,NA,NA,NA,68.6994705485559,NA
E54_1_353,52.4775514488777,NA,NA,NA,NA
E58_2_956,NA,NA,56.5198896673961,NA,NA
E118_0_15,0,0,13.9125976799891,0,0
E47_2_605,NA,NA,NA,42.8734828493052,NA
E51_4_86,69.719533537438,NA,NA,NA,NA
E53_4_359,NA,NA,NA,72.8681050097792,NA
E11_0_952,NA,NA,63.997890305544,NA,NA
E13_3_206,NA,NA,NA,86.7015882196009,NA
E71_4_409,NA,NA,NA,49.1680433152674,NA
E105_3_006,NA,NA,64.1346759082696,NA,NA
E34_0_752,NA,19.6017618581515,NA,NA,12.3301340454032
E20_4_108,75.8542167808209,NA,NA,NA,NA
E125_4_559,43.2598700586015,NA,NA,NA,NA
E38_3_707,NA,41.3814741707147,NA,NA,NA
E10_2_756,46.1621693198059,NA,NA,NA,NA
E18_3_707,NA,NA,47.5944479681866,NA,NA
E134_1_503,NA,NA,NA,NA,68.2847368487465
E3_2_655,NA,NA,NA,70.4663400777217,NA
E110_1_002,NA,NA,NA,23.7421952479492,NA
E99_2_605,NA,NA,NA,42.6592908586965,NA
E41_4_86,NA,NA,NA,66.5157484757443,NA
E11_2_355,NA,NA,47.16816746931,NA,NA
E100_2_605,NA,NA,58.667884678152,NA,NA
E144_3_106,NA,NA,NA,44.7381100445977,NA
E38_3_958,NA,35.5612956155651,NA,NA,NA
E83_2_956,52.0137424107258,NA,NA,NA,NA
E137_2_555,NA,NA,66.4032773943627,NA,NA
E143_0_1,7.39833699348749,1.77180282007535,1.74845518921086,5.64968604005891,1.75222151353815
E125_1_904,47.9764081947146,NA,NA,NA,NA
E30_4_609,NA,NA,34.2268876116528,NA,NA
E136_0_401,16.9417693623924,NA,NA,NA,NA
E21_3_758,NA,NA,NA,65.7508829859596,NA
E55_1_754,NA,NA,44.3372911371172,NA,NA
E55_0_551,2.81785208517244,10.5895329252716,10.0939751249498,4.249483511941,16.9772489256593
E53_2_355,NA,NA,NA,86.7015882196009,NA
E84_2_505,NA,NA,NA,73.7409947354518,NA
E115_2_455,58.8456590326215,NA,NA,NA,NA
E118_3_307,NA,NA,NA,43.837333433103,NA
E142_4_058,77.4363532188289,NA,NA,NA,NA
E108_2_906,NA,NA,NA,58.950801799161,NA
E56_3_858,58.4555539190087,NA,NA,NA,NA
E83_2_255,62.2935377388031,NA,NA,NA,NA
E99_3_156,NA,NA,NA,53.0478725656867,NA
E91_4_86,NA,NA,59.4485991415674,NA,NA
E7_4_409,45.733332147142,NA,NA,NA,NA
E11_2_806,NA,NA,45.3796199768154,NA,NA
E94_4_96,NA,NA,NA,60.908983159007,NA
E25_3_457,69.0105534572731,NA,NA,NA,NA
E60_0_501,NA,NA,33.0357852283782,NA,NA
