,PseudoTime0,PseudoTime1
E10_0_651,0.651,
E109_2_655,,2.655
E146_3_257,3.257,
E107_3_006,3.006,
E96_2_355,,2.355
E130_0_1,0.1,
E30_2_154,2.154,
E141_0_802,0.802,
E1_4_91,,4.91
E6_2_104,2.104,
E37_4_459,4.459,
E60_0_15,,0.15
E12_2_104,2.104,
E123_2_705,2.705,
E77_4_76,,4.76
E57_4_709,,4.709
E2_3_607,3.607,
E134_4_709,,4.709
E70_4_058,,4.058
E36_1_303,1.303,
E40_3_307,3.307,
E77_0_2,,0.2
E130_3_657,3.657,
E149_0_451,,0.451
E66_1_553,,1.553
E143_3_958,3.958,
E24_0_501,0.501,
E64_1_253,,1.253
E43_0_251,0.251,
E10_1_152,1.152,
E88_3_707,,3.707
E80_0_701,,0.701
E104_3_507,,3.507
E109_0_1,,0.1
E138_1_202,1.202,
E128_3_607,3.607,
E96_1_653,,1.653
E15_4_76,,4.76
E128_0_852,0.852,
E30_2_355,2.355,
E71_1_253,,1.253
E91_3_407,3.407,
E47_1_653,,1.653
E137_0_351,0.351,
E128_2_255,2.255,
E45_4_309,4.309,
E124_4_359,4.359,
E26_1_152,,1.152
E33_0_651,0.651,
E83_0_802,0.802,
E87_0_2,,0.2
E82_4_659,,4.659
E145_0_251,0.251,
E120_4_76,,4.76
E68_3_507,3.507,
E56_3_106,,3.106
E77_1_754,,1.754
E122_2_756,2.756,
E80_2_906,,2.906
E62_1_703,,1.703
E121_3_257,3.257,
E11_1_052,1.052,
E143_0_05,0.05,
E142_4_058,,4.058
E25_4_609,,4.609
E24_1_703,1.703,
E142_1_102,,1.102
E108_2_655,2.655,
E73_0_05,,0.05
E59_2_856,2.856,
E62_3_808,,3.808
E54_3_507,,3.507
E80_3_056,,3.056
E35_3_457,3.457,
E38_4_96,4.96,
E69_1_303,1.303,
E86_3_106,,3.106
E129_3_457,,3.457
E73_0_1,,0.1
E1_1_653,,1.653
E16_1_002,1.002,
E146_3_858,3.858,
E64_4_058,,4.058
E118_4_509,4.509,
E144_1_754,,1.754
E141_1_904,1.904,
E93_2_956,,2.956
E139_2_455,2.455,
E46_4_108,,4.108
E105_0_852,,0.852
E127_4_409,4.409,
E26_0_05,,0.05
E67_0_902,0.902,
E29_4_008,4.008,
E13_1_804,1.804,
E142_2_705,,2.705
E15_2_906,,2.906
E113_3_858,,3.858
E82_0_351,,0.351
E16_4_208,4.208,
E146_1_052,1.052,
E88_4_609,,4.609
E123_3_858,3.858,
E140_4_208,,4.208
E65_2_655,,2.655
E70_2_054,,2.054
E53_0_852,,0.852
E76_4_91,,4.91
E52_2_004,,2.004
E25_0_251,,0.251
E49_4_509,,4.509
E118_0_752,0.752,
E33_1_603,1.603,
E74_0_251,,0.251
E1_4_509,,4.509
E27_3_307,3.307,
E33_4_359,4.359,
E144_4_86,,4.86
E82_1_804,,1.804
E134_3_657,,3.657
E79_0_1,0.1,
E25_2_455,,2.455
E29_3_307,3.307,
E36_3_808,3.808,
E31_0_501,,0.501
E34_4_559,,4.559
E64_3_407,,3.407
E71_3_657,,3.657
E13_3_006,3.006,
E120_2_104,,2.104
E9_2_405,,2.405
E123_4_309,4.309,
E99_2_104,,2.104
E140_4_76,,4.76
E49_2_555,,2.555
E70_0_601,,0.601
E66_1_002,,1.002
E18_0_05,0.05,
E109_2_204,,2.204
E118_2_906,2.906,
E43_4_008,4.008,
E71_4_96,,4.96
E104_2_856,,2.856
E142_3_307,,3.307
E112_1_253,,1.253
E16_2_605,2.605,
E133_2_605,2.605,
E45_2_405,2.405,
E142_4_91,,4.91
E22_1_503,1.503,
E22_0_451,0.451,
E66_3_657,,3.657
E82_1_253,,1.253
E52_0_701,,0.701
E141_4_208,4.208,
E68_3_457,3.457,
E53_2_705,,2.705
E99_3_006,,3.006
E136_0_351,,0.351
E2_1_453,1.453,
E82_0_451,,0.451
E61_1_102,1.102,
E91_2_104,2.104,
E46_0_301,,0.301
E74_1_954,,1.954
E96_3_206,,3.206
E109_0_251,,0.251
E11_2_204,2.204,
E129_0_651,,0.651
E47_0_0,,0.0
E3_3_707,3.707,
E33_3_407,3.407,
E127_1_453,1.453,
E39_1_553,1.553,
E98_3_407,,3.407
E42_0_802,,0.802
E122_3_457,3.457,
E131_0_301,0.301,
E23_0_501,0.501,
E144_1_002,,1.002
E64_4_309,,4.309
E0_0_651,,0.651
E108_3_858,3.858,
E54_4_008,,4.008
E56_1_653,,1.653
E120_1_102,,1.102
E132_3_707,,3.707
E66_2_255,,2.255
E87_2_104,,2.104
E123_2_154,2.154,
E33_1_553,1.553,
E125_3_858,3.858,
E65_0_15,,0.15
E99_2_054,,2.054
E57_0_351,,0.351
E88_1_303,,1.303
E91_2_655,2.655,
E144_3_357,,3.357
E16_3_357,3.357,
E131_4_96,4.96,
E140_2_705,,2.705
E123_2_906,2.906,
E80_0_0,,0.0
E67_1_804,1.804,
E68_1_603,1.603,
E110_2_655,,2.655
E114_0_1,,0.1
E140_2_455,,2.455
E85_1_202,,1.202
E89_2_856,,2.856
E130_4_208,4.208,
E43_1_253,1.253,
E125_4_81,4.81,
E18_4_509,4.509,
E11_2_605,2.605,
E53_1_553,,1.553
E129_1_703,,1.703
E1_1_052,,1.052
E121_4_86,4.86,
E144_4_158,,4.158
E80_4_709,,4.709
E50_3_307,3.307,
E101_2_555,,2.555
E33_1_703,1.703,
E74_1_202,,1.202
E125_4_709,4.709,
E18_1_904,1.904,
E90_2_054,,2.054
E77_2_856,,2.856
E77_4_709,,4.709
E48_1_202,1.202,
E71_3_707,,3.707
E123_4_359,4.359,
E6_0_351,0.351,
E77_2_054,,2.054
E141_3_457,3.457,
E18_2_255,2.255,
E30_0_802,0.802,
E131_1_703,1.703,
E86_1_553,,1.553
E62_1_253,,1.253
E31_4_76,,4.76
E109_1_052,,1.052
E121_1_804,1.804,
E64_1_553,,1.553
E100_1_954,1.954,
E72_0_351,0.351,
E143_0_701,0.701,
E89_1_453,,1.453
E121_0_501,0.501,
E49_1_854,,1.854
E17_3_307,3.307,
E89_4_108,,4.108
E117_3_657,3.657,
E66_2_806,,2.806
E97_0_952,,0.952
E127_4_609,4.609,
E11_1_804,1.804,
E126_2_605,2.605,
E10_0_501,0.501,
E31_4_108,,4.108
E21_1_754,,1.754
E86_0_2,,0.2
E34_0_05,,0.05
E77_1_353,,1.353
E143_1_002,1.002,
E49_1_804,,1.804
E13_4_509,4.509,
E82_3_056,,3.056
E109_3_858,,3.858
E46_1_553,,1.553
E32_2_705,2.705,
E118_0_601,0.601,
E15_1_904,,1.904
E110_4_058,,4.058
E83_2_255,2.255,
E109_0_802,,0.802
E140_2_104,,2.104
E64_3_958,,3.958
E37_2_555,2.555,
E68_1_353,1.353,
E32_2_555,2.555,
E110_2_505,,2.505
E116_3_908,,3.908
E37_3_357,3.357,
E35_3_858,3.858,
E53_3_206,,3.206
E74_1_904,,1.904
E108_4_81,4.81,
E97_1_854,,1.854
E100_4_309,4.309,
E29_2_505,2.505,
E100_0_2,0.2,
E124_4_108,4.108,
E135_3_257,,3.257
E82_1_353,,1.353
E101_2_655,,2.655
E80_2_705,,2.705
E112_2_705,,2.705
E61_4_76,4.76,
E54_0_351,,0.351
E118_2_705,2.705,
E139_3_457,3.457,
E57_3_156,,3.156
E35_2_906,2.906,
E89_3_457,,3.457
E143_4_96,4.96,
E98_4_659,,4.659
E7_4_659,,4.659
E23_0_852,0.852,
E37_0_2,0.2,
E138_3_156,3.156,
E26_2_405,,2.405
E99_0_2,,0.2
E96_3_006,,3.006
E7_2_104,,2.104
E146_1_002,1.002,
E117_0_802,0.802,
E36_0_351,0.351,
E142_4_81,,4.81
E141_3_507,3.507,
E80_4_259,,4.259
E121_2_756,2.756,
E114_2_505,,2.505
E10_0_0,0.0,
E21_3_006,,3.006
E25_1_603,,1.603
E72_1_804,1.804,
E1_4_058,,4.058
E62_0_952,,0.952
E133_0_2,0.2,
E57_0_301,,0.301
E86_4_509,,4.509
E90_3_507,,3.507
E127_0_351,0.351,
E17_1_553,1.553,
E120_4_659,,4.659
E138_1_353,1.353,
E48_2_004,2.004,
E91_4_86,4.86,
E83_0_902,0.902,
E57_3_657,,3.657
E135_3_156,,3.156
E102_4_81,4.81,
E122_2_255,2.255,
E142_0_301,,0.301
E100_4_609,4.609,
E133_1_553,1.553,
E110_0_501,,0.501
E53_0_551,,0.551
E32_1_002,1.002,
E77_1_904,,1.904
E48_0_2,0.2,
E3_4_309,4.309,
E113_0_551,,0.551
E100_0_451,0.451,
E125_3_958,3.958,
E143_1_202,1.202,
E30_0_501,0.501,
E0_4_609,,4.609
E127_3_407,3.407,
E22_2_705,2.705,
E17_2_856,2.856,
E18_1_503,1.503,
E14_3_206,,3.206
E52_1_052,,1.052
E13_1_102,1.102,
E146_3_106,3.106,
E47_1_253,,1.253
E19_3_307,3.307,
E31_4_709,,4.709
E26_1_303,,1.303
E105_4_559,,4.559
E62_2_605,,2.605
E139_0_701,0.701,
E41_2_856,,2.856
E140_0_802,,0.802
E108_1_052,1.052,
E90_3_307,,3.307
E69_1_553,1.553,
E24_4_609,4.609,
E2_4_559,4.559,
E13_1_353,1.353,
E16_3_657,3.657,
E69_2_104,2.104,
E114_0_752,,0.752
E143_1_703,1.703,
E136_2_355,,2.355
E10_3_457,3.457,
E32_4_108,4.108,
E39_1_653,1.653,
E68_1_102,1.102,
E98_2_655,,2.655
E70_1_052,,1.052
E84_0_251,,0.251
E105_3_858,,3.858
E52_0_2,,0.2
E89_3_908,,3.908
E72_4_208,4.208,
E87_1_002,,1.002
E87_2_355,,2.355
E100_0_251,0.251,
E42_3_507,,3.507
E135_4_108,,4.108
E90_0_15,,0.15
E31_4_609,,4.609
E140_2_655,,2.655
E110_4_359,,4.359
E1_3_908,,3.908
E64_1_152,,1.152
E98_3_707,,3.707
E59_4_309,4.309,
E117_2_605,2.605,
E98_3_106,,3.106
E56_0_251,,0.251
E113_1_152,,1.152
E37_0_451,0.451,
E97_3_908,,3.908
E43_1_202,1.202,
E34_4_459,,4.459
E47_1_353,,1.353
E108_1_453,1.453,
E22_2_505,2.505,
E24_3_106,3.106,
E29_4_81,4.81,
E11_2_756,2.756,
E3_4_709,4.709,
E109_2_605,,2.605
E110_1_052,,1.052
E121_0_0,0.0,
E43_2_104,2.104,
E68_3_307,3.307,
E64_0_301,,0.301
E35_1_804,1.804,
E130_3_357,3.357,
E101_1_152,,1.152
E30_4_96,4.96,
E53_2_355,,2.355
E32_0_1,0.1,
E124_1_152,1.152,
E41_4_609,,4.609
E65_2_054,,2.054
E6_0_401,0.401,
E96_3_707,,3.707
E102_1_152,1.152,
E58_1_553,,1.553
E131_4_509,4.509,
E25_0_952,,0.952
E60_0_601,,0.601
E3_1_353,1.353,
E18_3_707,3.707,
E110_4_409,,4.409
E124_4_058,4.058,
E145_0_301,0.301,
E30_1_854,1.854,
E16_0_501,0.501,
E105_1_503,,1.503
E59_4_91,4.91,
E66_3_507,,3.507
E47_0_2,,0.2
E108_4_76,4.76,
E45_1_754,1.754,
E48_4_659,4.659,
E26_1_553,,1.553
E72_4_709,4.709,
E65_3_707,,3.707
E3_3_206,3.206,
E134_4_659,,4.659
E54_4_76,,4.76
E46_2_505,,2.505
E80_3_557,,3.557
E141_2_655,2.655,
E58_2_455,,2.455
E36_4_86,4.86,
E75_4_058,4.058,
E1_0_852,,0.852
E49_2_305,,2.305
E32_2_856,2.856,
E79_2_655,2.655,
E75_2_255,2.255,
E114_3_257,,3.257
E146_2_856,2.856,
E49_3_657,,3.657
E104_2_355,,2.355
E21_4_709,,4.709
E114_3_056,,3.056
E131_1_052,1.052,
E130_1_403,1.403,
E63_0_501,0.501,
E142_0_1,,0.1
E5_1_904,1.904,
E127_3_808,3.808,
E82_3_958,,3.958
E53_4_459,,4.459
E12_2_906,2.906,
E24_3_908,3.908,
