,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E122_6_408,6.408,,,
E46_1_842,,,1.842,
E72_7_049,,,7.049,
E35_6_088,,,,6.088
E61_6_889,,6.889,,
E114_5_287,5.287,,,
E16_6_168,6.168,,,
E112_4_085,,,4.085,
E132_4_325,,4.325,,
E133_6_728,6.728,,,
E140_7_61,,,7.61,
E61_2_483,,2.483,,
E41_7_369,,7.369,,
E115_1_922,1.922,,,
E105_0_881,,,0.881,
E4_1_842,,,1.842,
E28_3_044,,,3.044,
E57_3_925,3.925,,,
E47_1_202,,,1.202,
E32_1_121,,1.121,,
E49_3_364,,,3.364,
E71_3_364,3.364,,,
E141_7_93,7.93,,,
E45_1_202,,,,1.202
E75_2_723,,,2.723,
E33_2_723,,,2.723,
E35_5_126,,,,5.126
E92_0_32,,,0.32,
E77_7_69,,,7.69,
E53_0_0,0.0,,,
E105_2_563,,,2.563,
E136_4_806,4.806,,,
E121_3_685,,3.685,,
E22_3_044,3.044,,,
E7_6_408,,,,6.408
E24_1_442,,,1.442,
E57_6_969,6.969,,,
E30_6_168,,,6.168,
E49_6_969,,,6.969,
E138_0_961,,,0.961,
E31_6_008,,,6.008,
E105_3_605,,,3.605,
E99_5_046,,,5.046,
E129_1_602,,,1.602,
E78_4_566,,,4.566,
E95_0_16,0.16,,,
E92_2_804,,,2.804,
E107_1_282,,,1.282,
E30_0_961,,,0.961,
E129_6_408,,,6.408,
E130_7_129,7.129,,,
E105_2_884,,,2.884,
E24_1_762,,,1.762,
E25_1_121,1.121,,,
E121_3_444,,3.444,,
E47_4_566,,,4.566,
E95_3_044,3.044,,,
E45_0_881,,,,0.881
E129_3_605,,,3.605,
E91_6_969,,,6.969,
E17_4_325,4.325,,,
E121_5_927,,5.927,,
E68_1_041,,1.041,,
E84_4_486,,,,4.486
E138_7_77,,,7.77,
E80_4_886,,4.886,,
E139_7_85,7.85,,,
E49_3_845,,,3.845,
E17_4_726,4.726,,,
E133_6_008,6.008,,,
E85_0_641,,,0.641,
E3_3_044,,,3.044,
E37_0_16,,,0.16,
E11_4_165,,,4.165,
E25_3_204,3.204,,,
E41_1_842,,1.842,,
E20_0_0,0.0,,,
E123_0_0,,,0.0,
E21_7_129,7.129,,,
E120_0_641,,,0.641,
E113_0_721,,,0.721,
E6_2_723,2.723,,,
E145_3_364,,,3.364,
E119_0_961,,0.961,,
E2_1_362,,,,1.362
E19_1_602,,,1.602,
E50_6_248,,,6.248,
E98_1_041,,,1.041,
E18_6_168,6.168,,,
E75_7_529,,,7.529,
E41_7_209,,7.209,,
E73_3_925,,,3.925,
E121_6_168,,6.168,,
E134_0_16,,,0.16,
E31_3_524,,,3.524,
E129_3_044,,,3.044,
E29_4_646,4.646,,,
E68_0_721,,0.721,,
E115_7_85,7.85,,,
E146_4_005,4.005,,,
E50_3_524,,,3.524,
E140_0_881,,,0.881,
E86_3_925,,,3.925,
E57_7_369,7.369,,,
E80_4_245,,4.245,,
E92_5_447,,,5.447,
E65_6_889,,,,6.889
E126_5_927,,,5.927,
E68_6_488,,6.488,,
E124_4_325,4.325,,,
E27_2_483,,,2.483,
E132_1_362,,1.362,,
E89_7_209,,,7.209,
E46_4_325,,,4.325,
E60_5_607,,,5.607,
E110_5_847,,,5.847,
E41_5_927,,5.927,,
E34_4_005,,,4.005,
E46_4_245,,,4.245,
E115_7_209,7.209,,,
E50_6_809,,,6.809,
E13_2_483,2.483,,,
E19_3_124,,,3.124,
E133_4_566,4.566,,,
E86_5_207,,,5.207,
E58_4_486,4.486,,,
E115_1_202,1.202,,,
E141_3_444,3.444,,,
E77_0_721,,,0.721,
E136_3_204,3.204,,,
E21_4_325,4.325,,,
E49_6_248,,,6.248,
E28_1_442,,,1.442,
E92_7_449,,,7.449,
E146_5_927,5.927,,,
E37_3_925,,,3.925,
E133_6_248,6.248,,,
E102_7_61,,7.61,,
E122_0_561,0.561,,,
E24_0_641,,,0.641,
E44_2_884,,,2.884,
E6_6_248,6.248,,,
E80_7_69,,7.69,,
E14_4_726,,4.726,,
E120_0_561,,,0.561,
E38_2_403,,,,2.403
E11_7_129,,,7.129,
E82_1_041,,1.041,,
E27_2_563,,,2.563,
E126_0_32,,,0.32,
E95_7_049,7.049,,,
E45_0_401,,,,0.401
E48_5_287,,,5.287,
E129_0_481,,,0.481,
E49_1_282,,,1.282,
E119_2_323,,2.323,,
E11_2_323,,,2.323,
E77_0_641,,,0.641,
E139_0_801,0.801,,,
E120_2_083,,,2.083,
E144_6_088,,,6.088,
E137_7_289,,,7.289,
E44_4_245,,,4.245,
E108_3_204,3.204,,,
E29_0_801,0.801,,,
E62_1_602,,,,1.602
E61_3_685,,3.685,,
E132_7_69,,7.69,,
E91_7_69,,,7.69,
E29_1_522,1.522,,,
E138_7_289,,,7.289,
E134_4_966,,,4.966,
E82_5_527,,5.527,,
E24_7_61,,,7.61,
E104_4_966,,,4.966,
E30_6_328,,,6.328,
E83_3_124,,,3.124,
E18_3_124,3.124,,,
E102_5_527,,5.527,,
E50_7_049,,,7.049,
E1_4_966,,,4.966,
E132_5_927,,5.927,,
E138_0_481,,,0.481,
E23_3_284,,,3.284,
E89_2_643,,,2.643,
E93_1_202,1.202,,,
E44_0_24,,,0.24,
E122_7_209,7.209,,,
E105_4_886,,,4.886,
E144_2_323,,,2.323,
E141_5_207,5.207,,,
E120_7_69,,,7.69,
E74_7_209,7.209,,,
E75_6_328,,,6.328,
E148_1_362,,,1.362,
E93_1_922,1.922,,,
E132_6_809,,6.809,,
E117_5_287,5.287,,,
E114_7_369,7.369,,,
E23_2_083,,,2.083,
E89_0_32,,,0.32,
E90_0_24,,,0.24,
E48_5_607,,,5.607,
E45_3_364,,,,3.364
E136_6_568,6.568,,,
E68_0_08,,0.08,,
E71_0_961,0.961,,,
E27_4_806,,,4.806,
E48_7_049,,,7.049,
E124_3_284,3.284,,,
E58_6_488,6.488,,,
E138_7_209,,,7.209,
E119_2_964,,2.964,,
E32_3_845,,3.845,,
E23_2_003,,,2.003,
E3_6_088,,,6.088,
E65_0_08,,,,0.08
E115_2_643,2.643,,,
E117_1_522,1.522,,,
E7_6_728,,,,6.728
E130_0_24,0.24,,,
E115_1_682,1.682,,,
E6_3_685,3.685,,,
E110_3_364,,,3.364,
E113_0_24,,,0.24,
E81_3_524,3.524,,,
E30_2_804,,,2.804,
E49_6_728,,,6.728,
E107_3_044,,,3.044,
E3_3_124,,,3.124,
E31_0_08,,,0.08,
E94_6_008,,,6.008,
E113_7_369,,,7.369,
E55_5_287,,,5.287,
E129_6_488,,,6.488,
E17_1_602,1.602,,,
E57_0_401,0.401,,,
E49_0_08,,,0.08,
E139_1_762,1.762,,,
E37_6_408,,,6.408,
E104_5_687,,,5.687,
E98_2_243,,,2.243,
E148_3_925,,,3.925,
E80_3_925,,3.925,,
E99_7_129,,,7.129,
E47_5_126,,,5.126,
E16_2_003,2.003,,,
E41_4_325,,4.325,,
E140_6_248,,,6.248,
E37_3_605,,,3.605,
E75_6_889,,,6.889,
E65_7_129,,,,7.129
E35_6_809,,,,6.809
E33_2_804,,,2.804,
E120_0_881,,,0.881,
E84_5_367,,,,5.367
E107_5_767,,,5.767,
E72_3_044,,,3.044,
E26_5_126,,,,5.126
E72_3_765,,,3.765,
E126_5_847,,,5.847,
E27_4_085,,,4.085,
E18_7_529,7.529,,,
E19_5_767,,,5.767,
E19_4_085,,,4.085,
E86_7_69,,,7.69,
E134_1_442,,,1.442,
E89_5_207,,,5.207,
E140_4_165,,,4.165,
E129_2_483,,,2.483,
E13_0_881,0.881,,,
E145_5_767,,,5.767,
E137_7_93,,,7.93,
E2_5_207,,,,5.207
E77_5_687,,,5.687,
E77_4_886,,,4.886,
E78_2_483,,,2.483,
E28_3_605,,,3.605,
E99_3_204,,,3.204,
E26_0_481,,,,0.481
E115_4_085,4.085,,,
E96_3_444,3.444,,,
E99_7_209,,,7.209,
E105_3_044,,,3.044,
E138_2_483,,,2.483,
E117_1_041,1.041,,,
E106_6_328,6.328,,,
E146_6_408,6.408,,,
E68_5_527,,5.527,,
E99_6_488,,,6.488,
E106_3_845,3.845,,,
E108_5_126,5.126,,,
E92_3_124,,,3.124,
E17_5_927,5.927,,,
E35_1_442,,,,1.442
E105_1_842,,,1.842,
E146_0_401,0.401,,,
E84_5_927,,,,5.927
E77_0_561,,,0.561,
E79_5_447,,,,5.447
E14_7_129,,7.129,,
E119_6_488,,6.488,,
E104_6_248,,,6.248,
E106_4_085,4.085,,,
E146_0_641,0.641,,,
E112_6_168,,,6.168,
E73_0_641,,,0.641,
E6_3_124,3.124,,,
E96_2_243,2.243,,,
E37_0_08,,,0.08,
E133_3_524,3.524,,,
E120_7_85,,,7.85,
E113_2_884,,,2.884,
E146_6_648,6.648,,,
E19_3_925,,,3.925,
E89_1_922,,,1.922,
E75_2_403,,,2.403,
E144_6_248,,,6.248,
E145_3_204,,,3.204,
E105_5_607,,,5.607,
E145_4_406,,,4.406,
E71_5_046,5.046,,,
E77_5_046,,,5.046,
E136_7_449,7.449,,,
E145_3_605,,,3.605,
E45_2_323,,,,2.323
E123_7_529,,,7.529,
E62_1_362,,,,1.362
E93_6_809,6.809,,,
E2_7_209,,,,7.209
E30_3_605,,,3.605,
E30_5_447,,,5.447,
E82_4_566,,4.566,,
E146_3_044,3.044,,,
E45_3_845,,,,3.845
E80_0_801,,0.801,,
E88_2_003,,2.003,,
E92_7_77,,,7.77,
E18_0_481,0.481,,,
E66_5_927,,,5.927,
E47_3_524,,,3.524,
E62_4_966,,,,4.966
E102_5_287,,5.287,,
E75_2_003,,,2.003,
E55_4_646,,,4.646,
E84_3_524,,,,3.524
E16_0_0,0.0,,,
E77_4_726,,,4.726,
E16_1_041,1.041,,,
E25_6_328,6.328,,,
E66_3_444,,,3.444,
E55_0_881,,,0.881,
E21_2_643,2.643,,,
E61_4_165,,4.165,,
E31_7_129,,,7.129,
E35_5_847,,,,5.847
E3_2_723,,,2.723,
E55_2_563,,,2.563,
E132_5_287,,5.287,,
E72_4_486,,,4.486,
E148_1_282,,,1.282,
E84_5_126,,,,5.126
E4_5_607,,,5.607,
E22_7_93,7.93,,,
E21_1_121,1.121,,,
E57_0_481,0.481,,,
E124_2_723,2.723,,,
E61_7_209,,7.209,,
E79_2_403,,,,2.403
E50_7_93,,,7.93,
E98_7_129,,,7.129,
E78_4_245,,,4.245,
E140_4_085,,,4.085,
E75_7_61,,,7.61,
E92_0_961,,,0.961,
E31_0_16,,,0.16,
E22_0_24,0.24,,,
E7_4_245,,,,4.245
E145_4_245,,,4.245,
E145_0_881,,,0.881,
E141_1_282,1.282,,,
E58_7_77,7.77,,,
E65_0_961,,,,0.961
E94_6_088,,,6.088,
E110_5_447,,,5.447,
E33_0_961,,,0.961,
E55_4_165,,,4.165,
E4_4_646,,,4.646,
E41_3_925,,3.925,,
E77_6_408,,,6.408,
E86_7_85,,,7.85,
E23_0_24,,,0.24,
E49_2_723,,,2.723,
E24_2_163,,,2.163,
E86_0_961,,,0.961,
E92_4_726,,,4.726,
E3_3_845,,,3.845,
E25_2_243,2.243,,,
E75_7_449,,,7.449,
E129_7_77,,,7.77,
E2_7_69,,,,7.69
E123_7_85,,,7.85,
E91_1_121,,,1.121,
E60_1_041,,,1.041,
E107_7_61,,,7.61,
E105_1_041,,,1.041,
E8_0_721,,,0.721,
E6_3_524,3.524,,,
E132_6_248,,6.248,,
E123_4_005,,,4.005,
E85_4_325,,,4.325,
E132_5_126,,5.126,,
E62_0_24,,,,0.24
E80_5_687,,5.687,,
E134_4_886,,,4.886,
E31_6_728,,,6.728,
E98_1_282,,,1.282,
E117_1_762,1.762,,,
E68_3_605,,3.605,,
E148_7_449,,,7.449,
E99_4_886,,,4.886,
E32_5_607,,5.607,,
E68_7_69,,7.69,,
E139_1_362,1.362,,,
E6_7_61,7.61,,,
E41_6_328,,6.328,,
E19_5_126,,,5.126,
E117_6_809,6.809,,,
E35_7_369,,,,7.369
E119_6_008,,6.008,,
E99_3_524,,,3.524,
E80_2_563,,2.563,,
E106_5_207,5.207,,,
E137_1_682,,,1.682,
E38_7_69,,,,7.69
E14_5_447,,5.447,,
E7_7_93,,,,7.93
E94_0_561,,,0.561,
E108_4_165,4.165,,,
E26_2_483,,,,2.483
E30_4_566,,,4.566,
E86_0_32,,,0.32,
E19_2_964,,,2.964,
E140_5_046,,,5.046,
E14_1_682,,1.682,,
E62_6_889,,,,6.889
E94_3_364,,,3.364,
E137_1_842,,,1.842,
E126_4_966,,,4.966,
E62_1_682,,,,1.682
E96_2_323,2.323,,,
E99_3_685,,,3.685,
E120_3_605,,,3.605,
E86_0_0,,,0.0,
E58_2_804,2.804,,,
E115_2_884,2.884,,,
E86_7_289,,,7.289,
E144_3_364,,,3.364,
E104_2_483,,,2.483,
E79_0_32,,,,0.32
E94_2_403,,,2.403,
E18_3_605,3.605,,,
E93_4_886,4.886,,,
E72_2_003,,,2.003,
E26_7_289,,,,7.289
E31_3_925,,,3.925,
E37_2_243,,,2.243,
E98_4_486,,,4.486,
E31_7_93,,,7.93,
E121_4_966,,4.966,,
E91_2_884,,,2.884,
E75_1_682,,,1.682,
E32_5_287,,5.287,,
E45_1_041,,,,1.041
E32_3_925,,3.925,,
E145_0_641,,,0.641,
E65_2_083,,,,2.083
E106_2_964,2.964,,,
E45_1_842,,,,1.842
E91_7_77,,,7.77,
E115_4_966,4.966,,,
E2_6_008,,,,6.008
E86_7_93,,,7.93,
E105_4_165,,,4.165,
E35_6_648,,,,6.648
E88_0_24,,0.24,,
E144_2_804,,,2.804,
E119_6_889,,6.889,,
E45_4_165,,,,4.165
E127_0_561,,,0.561,
E117_7_369,7.369,,,
E41_2_643,,2.643,,
E31_7_049,,,7.049,
E60_5_367,,,5.367,
E98_4_085,,,4.085,
E120_6_809,,,6.809,
E16_4_966,4.966,,,
E45_1_522,,,,1.522
E8_1_202,,,1.202,
E24_3_284,,,3.284,
E136_4_646,4.646,,,
E22_3_444,3.444,,,
E121_0_721,,0.721,,
E148_7_93,,,7.93,
E91_4_726,,,4.726,
E81_6_488,6.488,,,
E34_6_248,,,6.248,
E4_1_602,,,1.602,
E2_4_726,,,,4.726
E106_2_483,2.483,,,
E35_2_563,,,,2.563
E68_0_561,,0.561,,
E117_6_488,6.488,,,
E60_5_847,,,5.847,
E53_0_961,0.961,,,
E21_2_003,2.003,,,
E16_1_602,1.602,,,
E8_1_922,,,1.922,
E119_7_529,,7.529,,
E48_4_245,,,4.245,
E86_1_682,,,1.682,
E123_3_364,,,3.364,
E110_0_641,,,0.641,
E85_6_889,,,6.889,
E24_0_721,,,0.721,
E13_3_124,3.124,,,
E61_2_323,,2.323,,
E73_0_401,,,0.401,
E84_6_809,,,,6.809
E112_0_08,,,0.08,
E139_0_641,0.641,,,
E58_1_121,1.121,,,
E126_1_602,,,1.602,
E8_6_248,,,6.248,
E81_2_723,2.723,,,
E45_2_563,,,,2.563
E119_1_041,,1.041,,
E119_3_765,,3.765,,
E148_0_561,,,0.561,
E121_1_202,,1.202,,
E145_1_362,,,1.362,
E134_1_922,,,1.922,
E32_4_966,,4.966,,
E86_4_726,,,4.726,
E137_4_406,,,4.406,
E49_2_483,,,2.483,
E88_6_008,,6.008,,
E114_5_046,5.046,,,
E65_2_323,,,,2.323
E88_0_801,,0.801,,
E50_4_966,,,4.966,
E20_5_126,5.126,,,
E32_3_204,,3.204,,
E124_7_85,7.85,,,
E66_1_362,,,1.362,
E30_0_801,,,0.801,
E46_3_685,,,3.685,
E16_6_408,6.408,,,
E53_7_61,7.61,,,
E19_4_966,,,4.966,
E61_2_563,,2.563,,
E33_1_682,,,1.682,
E10_3_124,,,3.124,
E117_0_32,0.32,,,
E137_0_24,,,0.24,
E68_6_728,,6.728,,
E83_7_449,,,7.449,
E21_2_403,2.403,,,
E107_6_408,,,6.408,
E72_0_961,,,0.961,
E60_3_444,,,3.444,
E29_0_641,0.641,,,
E90_4_886,,,4.886,
E95_6_248,6.248,,,
E79_7_129,,,,7.129
E35_7_77,,,,7.77
E105_0_16,,,0.16,
E32_6_168,,6.168,,
E105_1_602,,,1.602,
E73_1_762,,,1.762,
E50_6_728,,,6.728,
E122_2_403,2.403,,,
E110_1_121,,,1.121,
E74_0_641,0.641,,,
E75_7_209,,,7.209,
E133_3_845,3.845,,,
E79_0_801,,,,0.801
E94_1_522,,,1.522,
E115_6_328,6.328,,,
E141_4_486,4.486,,,
E84_7_369,,,,7.369
E127_4_325,,,4.325,
E117_4_325,4.325,,,
E74_3_845,3.845,,,
E45_6_248,,,,6.248
E17_1_041,1.041,,,
E123_7_93,,,7.93,
E55_0_721,,,0.721,
E6_1_362,1.362,,,
E33_2_163,,,2.163,
E46_3_925,,,3.925,
E129_0_641,,,0.641,
E122_5_847,5.847,,,
E98_7_69,,,7.69,
E82_1_842,,1.842,,
E98_0_08,,,0.08,
E16_3_605,3.605,,,
E20_3_524,3.524,,,
E126_3_524,,,3.524,
E14_6_728,,6.728,,
E16_1_762,1.762,,,
E140_5_687,,,5.687,
E1_7_85,,,7.85,
E80_0_881,,0.881,,
E106_4_566,4.566,,,
E37_6_328,,,6.328,
E145_4_726,,,4.726,
E65_5_126,,,,5.126
E49_3_284,,,3.284,
E88_0_0,,0.0,,
E46_6_648,,,6.648,
E11_2_804,,,2.804,
E127_7_449,,,7.449,
E108_5_927,5.927,,,
E16_1_282,1.282,,,
E115_1_602,1.602,,,
E34_3_204,,,3.204,
E140_3_605,,,3.605,
E10_2_643,,,2.643,
E20_3_925,3.925,,,
E66_2_723,,,2.723,
E14_7_369,,7.369,,
E26_3_524,,,,3.524
E10_0_881,,,0.881,
E65_6_168,,,,6.168
E75_6_168,,,6.168,
E136_7_049,7.049,,,
E41_1_602,,1.602,,
E65_2_003,,,,2.003
E119_5_927,,5.927,,
E71_7_209,7.209,,,
E126_4_085,,,4.085,
E58_0_561,0.561,,,
E104_5_447,,,5.447,
E13_2_964,2.964,,,
E58_2_964,2.964,,,
E47_3_765,,,3.765,
E45_4_646,,,,4.646
E61_1_522,,1.522,,
E48_3_204,,,3.204,
E123_2_323,,,2.323,
E73_1_121,,,1.121,
E136_0_961,0.961,,,
E45_1_362,,,,1.362
E96_0_32,0.32,,,
E133_7_129,7.129,,,
E107_1_762,,,1.762,
E50_7_85,,,7.85,
E102_1_121,,1.121,,
E110_1_041,,,1.041,
E53_3_925,3.925,,,
E104_3_845,,,3.845,
E121_7_369,,7.369,,
E60_1_282,,,1.282,
E82_4_486,,4.486,,
E102_4_726,,4.726,,
E148_6_168,,,6.168,
E66_2_163,,,2.163,
E26_1_602,,,,1.602
E17_7_369,7.369,,,
E148_7_69,,,7.69,
E79_0_401,,,,0.401
E58_0_721,0.721,,,
E146_3_444,3.444,,,
E98_3_124,,,3.124,
E16_0_24,0.24,,,
E73_3_845,,,3.845,
E24_7_369,,,7.369,
E108_0_641,0.641,,,
E65_1_362,,,,1.362
E137_0_08,,,0.08,
E124_2_483,2.483,,,
E121_6_488,,6.488,,
E3_2_964,,,2.964,
E29_2_403,2.403,,,
E110_6_809,,,6.809,
E29_6_488,6.488,,,
E60_4_806,,,4.806,
E82_6_008,,6.008,,
E31_4_325,,,4.325,
E74_3_284,3.284,,,
E90_2_083,,,2.083,
E66_7_369,,,7.369,
E105_1_282,,,1.282,
E121_2_563,,2.563,,
E85_2_643,,,2.643,
E57_7_93,7.93,,,
E6_1_922,1.922,,,
E132_3_284,,3.284,,
E58_6_008,6.008,,,
E137_6_728,,,6.728,
E96_0_16,0.16,,,
E46_5_367,,,5.367,
E89_0_961,,,0.961,
E94_7_61,,,7.61,
E83_2_563,,,2.563,
E8_3_605,,,3.605,
E38_0_0,,,,0.0
E121_0_32,,0.32,,
E8_6_168,,,6.168,
E66_0_32,,,0.32,
E23_4_085,,,4.085,
E114_3_925,3.925,,,
E108_7_529,7.529,,,
E105_2_964,,,2.964,
E21_4_406,4.406,,,
E93_7_129,7.129,,,
E133_6_648,6.648,,,
E93_7_529,7.529,,,
E35_6_008,,,,6.008
E73_1_682,,,1.682,
E99_2_563,,,2.563,
E17_3_124,3.124,,,
E62_2_884,,,,2.884
E140_7_049,,,7.049,
E16_5_367,5.367,,,
E26_0_16,,,,0.16
E37_4_325,,,4.325,
E11_4_486,,,4.486,
E41_2_243,,2.243,,
E73_4_886,,,4.886,
E144_7_449,,,7.449,
E121_0_481,,0.481,,
E141_6_889,6.889,,,
E71_3_765,3.765,,,
E37_3_685,,,3.685,
E60_2_563,,,2.563,
