,PseudoTime0,PseudoTime1,PseudoTime2
E2_2_003,,,2.003
E22_3_284,3.284,,
E97_6_889,,6.889,
E21_4_325,,,4.325
E84_4_486,4.486,,
E109_3_204,,3.204,
E33_6_889,,6.889,
E46_4_566,4.566,,
E61_1_762,,1.762,
E93_2_003,,,2.003
E134_5_447,,,5.447
E52_2_003,2.003,,
E89_3_605,,,3.605
E90_3_124,,,3.124
E114_0_641,,,0.641
E21_0_561,,,0.561
E130_5_287,,5.287,
E45_7_529,,7.529,
E28_4_325,,4.325,
E53_4_806,,4.806,
E129_1_282,1.282,,
E110_3_925,,3.925,
E56_4_646,4.646,,
E142_7_209,7.209,,
E66_3_845,3.845,,
E49_6_728,,,6.728
E29_1_922,1.922,,
E129_7_85,7.85,,
E115_0_24,,0.24,
E33_4_646,,4.646,
E52_0_08,0.08,,
E112_1_121,,1.121,
E132_4_325,,,4.325
E100_0_32,,0.32,
E66_6_728,6.728,,
E36_2_884,,2.884,
E54_2_804,,,2.804
E34_0_08,,,0.08
E28_5_447,,5.447,
E149_0_16,,,0.16
E113_2_804,2.804,,
E80_4_005,,4.005,
E125_1_602,,,1.602
E70_2_804,,,2.804
E136_1_442,1.442,,
E77_4_726,,,4.726
E144_1_842,,,1.842
E96_4_325,,,4.325
E39_1_442,,1.442,
E92_4_646,4.646,,
E93_5_447,,,5.447
E147_3_284,3.284,,
E29_2_243,2.243,,
E66_2_964,2.964,,
E39_1_682,,1.682,
E62_3_765,,3.765,
E114_5_847,,,5.847
E136_4_005,4.005,,
E93_3_364,,,3.364
E42_3_124,3.124,,
E97_0_961,,0.961,
E70_0_561,,,0.561
E5_6_969,,,6.969
E138_7_209,,7.209,
E5_6_889,,,6.889
E147_6_088,6.088,,
E22_5_207,5.207,,
E79_6_168,,,6.168
E147_0_561,0.561,,
E53_3_284,,3.284,
E135_4_726,,,4.726
E21_3_444,,,3.444
E20_2_723,2.723,,
E87_4_486,,,4.486
E79_7_049,,,7.049
E113_7_529,7.529,,
E107_0_961,,0.961,
E81_4_005,,,4.005
E34_0_561,,,0.561
E54_2_243,,,2.243
E39_3_364,,3.364,
E109_2_243,,2.243,
E25_3_685,,,3.685
E89_7_049,,,7.049
E79_6_008,,,6.008
E107_1_282,,1.282,
E58_0_08,0.08,,
E108_5_767,,5.767,
E2_4_325,,,4.325
E91_1_602,,1.602,
E93_4_966,,,4.966
E6_6_328,6.328,,
E108_3_124,,3.124,
E32_0_721,,0.721,
E68_2_483,2.483,,
E83_6_168,6.168,,
E81_4_966,,,4.966
E33_2_163,,2.163,
E97_0_721,,0.721,
E138_2_003,,2.003,
E143_2_243,2.243,,
E62_5_287,,5.287,
E54_5_207,,,5.207
E121_3_765,3.765,,
E62_2_163,,2.163,
E87_0_08,,,0.08
E4_6_248,6.248,,
E43_5_367,,5.367,
E13_0_08,0.08,,
E24_2_323,,,2.323
E39_7_209,,7.209,
E14_1_682,1.682,,
E135_2_483,,,2.483
E111_6_648,,,6.648
E4_6_568,6.568,,
E99_6_969,6.969,,
E99_3_364,3.364,,
E75_3_204,,,3.204
E128_3_444,,3.444,
E22_5_287,5.287,,
E63_2_643,2.643,,
E96_5_046,,,5.046
E46_2_964,2.964,,
E139_3_364,3.364,,
E135_5_687,,,5.687
E34_7_289,,,7.289
E103_0_481,,0.481,
E62_6_328,,6.328,
E36_7_369,,7.369,
E14_4_486,4.486,,
E107_1_762,,1.762,
E144_5_847,,,5.847
E66_3_444,3.444,,
E1_3_364,3.364,,
E50_7_369,,7.369,
E73_5_287,,5.287,
E77_4_806,,,4.806
E58_2_003,2.003,,
E86_2_083,,,2.083
E109_2_884,,2.884,
E143_2_884,2.884,,
E93_0_08,,,0.08
E25_6_809,,,6.809
E24_2_083,,,2.083
E138_1_121,,1.121,
E81_4_245,,,4.245
E139_7_93,7.93,,
E82_4_005,,,4.005
E81_3_845,,,3.845
E89_1_202,,,1.202
E122_1_202,1.202,,
E12_6_568,,,6.568
E117_0_961,,0.961,
E138_6_408,,6.408,
E83_1_842,1.842,,
E139_3_124,3.124,,
E1_1_282,1.282,,
E121_1_041,1.041,,
E84_3_044,3.044,,
E50_6_408,,6.408,
E36_0_16,,0.16,
E122_4_165,4.165,,
E103_6_969,,6.969,
E128_7_69,,7.69,
E14_7_529,7.529,,
E132_2_884,,,2.884
E80_0_481,,0.481,
E108_1_522,,1.522,
E78_7_529,7.529,,
E139_5_287,5.287,,
E81_7_369,,,7.369
E139_2_243,2.243,,
E99_6_728,6.728,,
E100_2_804,,2.804,
E53_0_881,,0.881,
E49_3_925,,,3.925
E107_6_488,,6.488,
E30_6_408,,6.408,
E68_3_765,3.765,,
E121_6_168,6.168,,
E106_6_408,,,6.408
E16_6_969,,,6.969
E13_2_804,2.804,,
E62_3_925,,3.925,
E27_6_969,,6.969,
E56_6_488,6.488,,
E100_1_922,,1.922,
E82_0_481,,,0.481
E118_5_687,,,5.687
E10_5_927,5.927,,
E143_6_568,6.568,,
E14_2_083,2.083,,
E49_6_969,,,6.969
E128_4_806,,4.806,
E125_6_568,,,6.568
E78_6_008,6.008,,
E125_0_721,,,0.721
E66_0_0,0.0,,
E47_1_522,1.522,,
E130_5_607,,5.607,
E114_6_728,,,6.728
E58_3_685,3.685,,
E6_1_682,1.682,,
E73_6_809,,6.809,
E42_0_08,0.08,,
E128_6_088,,6.088,
E110_0_0,,0.0,
E84_2_643,2.643,,
E99_1_041,1.041,,
E102_4_566,4.566,,
E134_1_922,,,1.922
E46_5_847,5.847,,
E81_4_165,,,4.165
E147_0_641,0.641,,
E138_4_886,,4.886,
E90_6_248,,,6.248
E99_0_32,0.32,,
E43_6_088,,6.088,
E143_0_721,0.721,,
E99_4_245,4.245,,
E14_5_767,5.767,,
E95_5_607,5.607,,
E111_2_964,,,2.964
E46_7_129,7.129,,
E15_6_889,,6.889,
E3_4_486,,4.486,
E32_6_728,,6.728,
E112_7_449,,7.449,
E78_4_726,4.726,,
E28_1_522,,1.522,
E68_5_367,5.367,,
E56_0_08,0.08,,
E128_5_207,,5.207,
E89_1_602,,,1.602
E54_6_728,,,6.728
E78_3_765,3.765,,
E96_4_966,,,4.966
E13_6_809,6.809,,
E139_2_323,2.323,,
E110_2_563,,2.563,
E52_1_922,1.922,,
E147_1_522,1.522,,
E97_3_524,,3.524,
E82_0_561,,,0.561
E75_4_245,,,4.245
E79_3_444,,,3.444
E5_5_367,,,5.367
E4_0_641,0.641,,
E30_7_209,,7.209,
E147_7_85,7.85,,
E122_5_687,5.687,,
E145_6_648,6.648,,
E91_3_845,,3.845,
E138_2_964,,2.964,
E138_7_85,,7.85,
E111_7_449,,,7.449
E33_4_886,,4.886,
E10_2_723,2.723,,
E12_5_847,,,5.847
E80_6_008,,6.008,
E111_6_809,,,6.809
E16_7_93,,,7.93
E30_1_202,,1.202,
E16_6_328,,,6.328
E110_7_289,,7.289,
E96_6_008,,,6.008
E54_4_486,,,4.486
E58_2_083,2.083,,
E73_0_16,,0.16,
E146_7_85,,7.85,
E39_1_842,,1.842,
E130_5_367,,5.367,
E15_3_364,,3.364,
E9_4_406,,4.406,
E44_5_687,,,5.687
E83_6_809,6.809,,
E58_1_121,1.121,,
E2_4_726,,,4.726
E132_5_527,,,5.527
E122_1_922,1.922,,
E29_5_607,5.607,,
E89_2_003,,,2.003
E40_7_449,,,7.449
E121_3_364,3.364,,
E52_4_245,4.245,,
E20_5_046,5.046,,
E79_5_927,,,5.927
E36_2_483,,2.483,
E15_7_77,,7.77,
E43_0_881,,0.881,
E91_6_568,,6.568,
E31_7_61,,7.61,
E79_4_245,,,4.245
E62_7_93,,7.93,
E36_2_243,,2.243,
E87_0_16,,,0.16
E125_7_85,,,7.85
E72_4_646,,,4.646
E36_4_966,,4.966,
E34_6_568,,,6.568
E47_7_129,7.129,,
E30_4_085,,4.085,
E50_7_85,,7.85,
E20_0_721,0.721,,
E82_5_527,,,5.527
E68_5_046,5.046,,
E5_6_168,,,6.168
E36_7_289,,7.289,
E113_7_93,7.93,,
E22_4_486,4.486,,
E139_4_085,4.085,,
E24_0_881,,,0.881
E61_6_088,,6.088,
E20_3_204,3.204,,
E135_7_449,,,7.449
E43_0_32,,0.32,
E89_4_165,,,4.165
E12_1_202,,,1.202
E16_4_566,,,4.566
E110_4_005,,4.005,
E92_7_77,7.77,,
E106_5_527,,,5.527
E27_3_444,,3.444,
E12_6_088,,,6.088
E42_2_964,2.964,,
E2_2_723,,,2.723
E125_3_444,,,3.444
E22_2_083,2.083,,
E82_2_643,,,2.643
E52_5_527,5.527,,
E98_0_401,0.401,,
E68_2_003,2.003,,
E129_7_61,7.61,,
E106_3_124,,,3.124
E13_4_806,4.806,,
E122_0_881,0.881,,
E15_1_362,,1.362,
E95_0_721,0.721,,
E89_2_163,,,2.163
E82_5_046,,,5.046
E81_4_726,,,4.726
E72_2_804,,,2.804
E90_3_845,,,3.845
E115_7_369,,7.369,
E47_3_925,3.925,,
E14_5_367,5.367,,
E98_3_925,3.925,,
E110_1_121,,1.121,
E54_3_044,,,3.044
E24_5_607,,,5.607
E134_3_524,,,3.524
E37_1_362,,,1.362
E130_2_083,,2.083,
E125_7_529,,,7.529
E61_3_444,,3.444,
E14_6_408,6.408,,
E2_3_524,,,3.524
E49_3_124,,,3.124
E13_7_529,7.529,,
E62_4_165,,4.165,
E15_7_369,,7.369,
E40_7_049,,,7.049
E144_0_721,,,0.721
E70_5_287,,,5.287
E129_5_847,5.847,,
E108_2_163,,2.163,
E3_1_682,,1.682,
E138_3_044,,3.044,
E89_6_969,,,6.969
E117_1_121,,1.121,
E128_2_884,,2.884,
E21_1_202,,,1.202
E139_1_602,1.602,,
E46_2_884,2.884,,
E73_3_284,,3.284,
E50_3_284,,3.284,
E50_0_641,,0.641,
E56_1_602,1.602,,
E144_1_762,,,1.762
E81_6_728,,,6.728
E106_3_845,,,3.845
E80_4_966,,4.966,
E87_2_323,,,2.323
E36_7_529,,7.529,
E110_1_041,,1.041,
E45_1_522,,1.522,
E109_1_602,,1.602,
E72_4_085,,,4.085
E103_3_444,,3.444,
E58_5_367,5.367,,
E73_3_364,,3.364,
E21_6_248,,,6.248
E68_0_16,0.16,,
E93_0_961,,,0.961
E138_3_524,,3.524,
E98_1_842,1.842,,
E5_3_925,,,3.925
E95_6_648,6.648,,
E97_4_886,,4.886,
E106_4_806,,,4.806
E39_2_243,,2.243,
E74_2_323,,2.323,
E138_2_643,,2.643,
E117_6_488,,6.488,
E93_3_044,,,3.044
E12_5_927,,,5.927
E21_4_966,,,4.966
E44_2_323,,,2.323
E118_4_646,,,4.646
E37_5_367,,,5.367
E78_3_444,3.444,,
E90_5_126,,,5.126
E58_2_243,2.243,,
E132_3_765,,,3.765
E52_5_607,5.607,,
E122_4_005,4.005,,
E58_7_049,7.049,,
E98_2_884,2.884,,
E7_4_085,,,4.085
E91_6_728,,6.728,
E15_1_602,,1.602,
E110_5_527,,5.527,
E134_4_966,,,4.966
E60_0_24,,0.24,
E6_6_248,6.248,,
E136_7_129,7.129,,
E16_2_243,,,2.243
E19_5_447,,5.447,
E20_4_005,4.005,,
E54_2_964,,,2.964
E20_1_282,1.282,,
E14_0_24,0.24,,
E84_6_889,6.889,,
E110_0_641,,0.641,
E66_6_248,6.248,,
E99_5_927,5.927,,
E82_0_32,,,0.32
E95_3_685,3.685,,
E91_5_207,,5.207,
E70_2_884,,,2.884
E52_5_367,5.367,,
E50_4_806,,4.806,
E37_0_0,,,0.0
E149_2_243,,,2.243
E93_0_16,,,0.16
E49_2_083,,,2.083
E129_3_524,3.524,,
E30_0_401,,0.401,
E63_4_245,4.245,,
E28_4_566,,4.566,
E129_3_204,3.204,,
E36_3_124,,3.124,
E66_2_884,2.884,,
E43_4_005,,4.005,
E52_1_442,1.442,,
E5_0_481,,,0.481
E144_5_207,,,5.207
E20_6_248,6.248,,
E74_1_202,,1.202,
E129_6_328,6.328,,
E140_4_566,4.566,,
E118_5_126,,,5.126
E19_0_24,,0.24,
E129_2_563,2.563,,
E20_1_842,1.842,,
E36_7_85,,7.85,
E103_2_723,,2.723,
E89_3_685,,,3.685
E13_7_69,7.69,,
E29_6_408,6.408,,
E107_2_083,,2.083,
E89_3_044,,,3.044
E74_7_529,,7.529,
E56_0_721,0.721,,
E89_0_0,,,0.0
E98_1_762,1.762,,
E3_2_643,,2.643,
E107_2_723,,2.723,
E109_5_126,,5.126,
E110_4_406,,4.406,
E20_0_08,0.08,,
E96_3_204,,,3.204
E24_4_486,,,4.486
E3_2_083,,2.083,
E62_6_008,,6.008,
E130_7_69,,7.69,
E28_3_204,,3.204,
E149_4_085,,,4.085
E82_3_765,,,3.765
E106_2_643,,,2.643
E3_2_403,,2.403,
E39_0_721,,0.721,
E125_1_842,,,1.842
E60_5_367,,5.367,
E138_1_762,,1.762,
E125_4_486,,,4.486
E147_3_765,3.765,,
E19_1_442,,1.442,
E92_1_842,1.842,,
E36_3_284,,3.284,
E36_1_522,,1.522,
E114_7_049,,,7.049
E87_1_922,,,1.922
E128_3_364,,3.364,
E45_3_685,,3.685,
E109_6_328,,6.328,
E30_0_641,,0.641,
E142_4_165,4.165,,
E132_5_767,,,5.767
E42_0_561,0.561,,
E19_5_367,,5.367,
E121_5_527,5.527,,
E52_1_121,1.121,,
E39_6_328,,6.328,
E29_1_762,1.762,,
E79_2_163,,,2.163
E28_1_442,,1.442,
E39_6_488,,6.488,
E130_6_889,,6.889,
E10_3_284,3.284,,
E78_0_961,0.961,,
E93_7_529,,,7.529
E61_2_323,,2.323,
E6_7_77,7.77,,
E75_5_207,,,5.207
E89_7_369,,,7.369
E92_0_481,0.481,,
E89_7_85,,,7.85
E138_7_049,,7.049,
E60_3_364,,3.364,
E32_5_847,,5.847,
E146_1_121,,1.121,
E142_5_527,5.527,,
E93_3_685,,,3.685
E33_4_966,,4.966,
E139_1_762,1.762,,
E29_3_765,3.765,,
E47_6_728,6.728,,
E1_2_643,2.643,,
E21_0_24,,,0.24
E149_7_209,,,7.209
E10_7_449,7.449,,
E3_6_008,,6.008,
E14_2_884,2.884,,
E112_6_809,,6.809,
E31_6_088,,6.088,
E117_7_529,,7.529,
E139_4_806,4.806,,
E43_4_245,,4.245,
E33_3_685,,3.685,
E90_4_245,,,4.245
E134_3_765,,,3.765
E2_1_922,,,1.922
E147_5_287,5.287,,
E78_3_044,3.044,,
E47_4_165,4.165,,
E74_4_806,,4.806,
E68_5_767,5.767,,
E91_5_847,,5.847,
E31_4_646,,4.646,
E47_1_121,1.121,,
E61_2_243,,2.243,
E138_3_765,,3.765,
E97_4_005,,4.005,
E42_1_842,1.842,,
E144_1_362,,,1.362
E31_0_16,,0.16,
E80_2_003,,2.003,
E149_1_682,,,1.682
E144_1_682,,,1.682
E36_3_765,,3.765,
E77_2_723,,,2.723
E68_7_529,7.529,,
E79_7_61,,,7.61
E145_0_801,0.801,,
E73_2_804,,2.804,
E15_7_93,,7.93,
E87_3_364,,,3.364
E91_7_129,,7.129,
E143_6_408,6.408,,
E149_3_444,,,3.444
E92_1_602,1.602,,
E139_6_168,6.168,,
E99_3_124,3.124,,
E74_7_209,,7.209,
E68_5_847,5.847,,
E130_7_449,,7.449,
E129_3_284,3.284,,
E118_7_69,,,7.69
E15_2_804,,2.804,
E63_0_32,0.32,,
E40_3_524,,,3.524
E92_0_08,0.08,,
E114_3_124,,,3.124
E111_4_966,,,4.966
E19_1_682,,1.682,
E110_6_648,,6.648,
E25_4_886,,,4.886
E129_3_845,3.845,,
E15_0_08,,0.08,
E36_3_925,,3.925,
E92_0_961,0.961,,
E39_4_085,,4.085,
E139_5_046,5.046,,
E142_3_444,3.444,,
E43_7_85,,7.85,
E111_6_248,,,6.248
E6_7_85,7.85,,
E134_7_77,,,7.77
E30_6_088,,6.088,
E74_5_046,,5.046,
E24_5_767,,,5.767
E149_4_566,,,4.566
E146_0_641,,0.641,
E63_1_682,1.682,,
E82_4_325,,,4.325
E138_6_168,,6.168,
E82_4_245,,,4.245
E74_1_282,,1.282,
E12_2_243,,,2.243
E2_6_088,,,6.088
E93_1_602,,,1.602
E75_3_605,,,3.605
E3_5_767,,5.767,
E107_4_085,,4.085,
E56_7_85,7.85,,
E107_4_165,,4.165,
E19_2_964,,2.964,
E12_7_369,,,7.369
E78_4_406,4.406,,
E29_2_163,2.163,,
E7_4_325,,,4.325
E118_3_364,,,3.364
E74_7_69,,7.69,
E146_5_207,,5.207,
E81_0_16,,,0.16
E106_0_881,,,0.881
E24_1_041,,,1.041
E87_2_083,,,2.083
E49_0_0,,,0.0
E32_1_362,,1.362,
E58_1_842,1.842,,
E125_7_289,,,7.289
E36_2_083,,2.083,
E29_3_284,3.284,,
E24_7_369,,,7.369
E32_0_481,,0.481,
E61_1_041,,1.041,
E106_4_726,,,4.726
E68_1_442,1.442,,
E30_3_044,,3.044,
E103_7_289,,7.289,
E74_1_682,,1.682,
E134_3_925,,,3.925
E72_4_406,,,4.406
E81_0_401,,,0.401
E46_6_488,6.488,,
E97_4_566,,4.566,
E130_7_61,,7.61,
E47_0_801,0.801,,
E149_3_845,,,3.845
E84_1_202,1.202,,
E34_6_248,,,6.248
E100_6_408,,6.408,
E128_0_16,,0.16,
E24_5_527,,,5.527
E110_4_245,,4.245,
E110_3_284,,3.284,
E78_1_362,1.362,,
E53_1_202,,1.202,
E110_5_927,,5.927,
E28_2_243,,2.243,
E125_5_046,,,5.046
E61_4_646,,4.646,
E66_2_323,2.323,,
E143_0_0,0.0,,
E90_6_568,,,6.568
E33_0_561,,0.561,
E109_1_682,,1.682,
E54_4_165,,,4.165
E90_6_008,,,6.008
E27_7_209,,7.209,
E144_3_444,,,3.444
E80_0_881,,0.881,
E29_4_165,4.165,,
E147_3_364,3.364,,
E79_3_284,,,3.284
E37_6_008,,,6.008
E22_3_044,3.044,,
E24_7_93,,,7.93
E130_2_563,,2.563,
E136_3_364,3.364,,
E87_6_488,,,6.488
E30_2_804,,2.804,
E2_3_685,,,3.685
E135_5_207,,,5.207
E52_2_643,2.643,,
E142_6_248,6.248,,
E89_6_168,,,6.168
E27_1_282,,1.282,
E87_7_209,,,7.209
E143_3_925,3.925,,
E3_1_602,,1.602,
E129_2_403,2.403,,
E98_6_008,6.008,,
E46_2_723,2.723,,
E39_7_93,,7.93,
E4_2_804,2.804,,
E70_1_522,,,1.522
E138_4_005,,4.005,
E12_3_044,,,3.044
E114_4_646,,,4.646
E136_0_721,0.721,,
E32_4_325,,4.325,
E112_6_568,,6.568,
E115_6_568,,6.568,
E115_5_367,,5.367,
E147_4_005,4.005,,
E44_3_845,,,3.845
E32_6_408,,6.408,
E134_6_648,,,6.648
E68_7_93,7.93,,
E2_3_204,,,3.204
E46_0_08,0.08,,
E14_0_481,0.481,,
E122_4_966,4.966,,
E52_1_202,1.202,,
E103_1_682,,1.682,
E62_4_886,,4.886,
E63_3_765,3.765,,
E43_3_524,,3.524,
E6_2_243,2.243,,
E128_1_522,,1.522,
E73_3_044,,3.044,
E2_7_209,,,7.209
E62_0_0,,0.0,
E79_1_602,,,1.602
E113_3_925,3.925,,
E25_6_248,,,6.248
E144_3_925,,,3.925
E111_4_886,,,4.886
E95_3_605,3.605,,
E102_1_922,1.922,,
E70_3_204,,,3.204
E81_4_646,,,4.646
E42_5_927,5.927,,
E121_0_721,0.721,,
E98_7_289,7.289,,
E129_0_08,0.08,,
E49_5_847,,,5.847
E145_6_248,6.248,,
E47_3_444,3.444,,
E136_2_643,2.643,,
E74_5_126,,5.126,
E113_0_961,0.961,,
E83_5_607,5.607,,
E66_0_881,0.881,,
E2_2_643,,,2.643
E40_0_08,,,0.08
E43_6_408,,6.408,
E31_4_486,,4.486,
E144_4_406,,,4.406
E9_6_328,,6.328,
E30_4_486,,4.486,
E113_0_401,0.401,,
E80_7_61,,7.61,
E134_7_93,,,7.93
E113_0_801,0.801,,
E118_6_728,,,6.728
E42_3_444,3.444,,
E33_5_367,,5.367,
E99_4_486,4.486,,
E28_6_168,,6.168,
E40_3_765,,,3.765
E24_4_165,,,4.165
E90_2_643,,,2.643
E96_0_961,,,0.961
E83_6_488,6.488,,
E13_7_85,7.85,,
E91_3_204,,3.204,
E10_0_961,0.961,,
