,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E2_2_003,,,,2.003
E22_3_284,3.284,,,
E95_6_889,6.889,,,
E21_4_325,4.325,,,
E148_2_003,,,2.003,
E108_3_204,3.204,,,
E31_6_889,,,6.889,
E46_4_566,,,4.566,
E61_1_762,,1.762,,
E92_2_003,,,2.003,
E130_5_527,5.527,,,
E50_2_003,,,2.003,
E88_3_605,,3.605,,
E89_3_124,,,3.124,
E115_0_641,0.641,,,
E21_0_561,0.561,,,
E127_5_287,,,5.287,
E45_7_529,,,,7.529
E26_4_325,,,,4.325
E53_4_806,4.806,,,
E126_1_282,,,1.282,
E110_3_925,,,3.925,
E57_4_646,4.646,,,
E138_7_289,,,7.289,
E66_3_845,,,3.845,
E48_6_728,,,6.728,
E27_1_922,,,1.922,
E126_7_85,,,7.85,
E117_0_24,0.24,,,
E31_4_646,,,4.646,
E50_0_08,,,0.08,
E113_1_121,,,1.121,
E129_4_406,,,4.406,
E99_0_32,,,0.32,
E66_6_728,,,6.728,
E33_2_884,,,2.884,
E55_2_804,,,2.804,
E32_0_08,,0.08,,
E26_5_447,,,,5.447
E148_4_406,,,4.406,
E114_2_804,2.804,,,
E80_4_005,,4.005,,
E123_1_602,,,1.602,
E71_2_804,2.804,,,
E133_1_522,1.522,,,
E77_4_726,,,4.726,
E140_1_922,,,1.922,
E94_4_325,,,4.325,
E35_1_442,,,,1.442
E91_4_646,,,4.646,
E92_5_447,,,5.447,
E145_3_364,,,3.364,
E27_2_243,,,2.243,
E66_2_964,,,2.964,
E35_1_682,,,,1.682
E62_3_765,,,,3.765
E115_5_847,5.847,,,
E133_4_085,4.085,,,
E92_3_364,,,3.364,
E38_3_124,,,,3.124
E95_0_961,0.961,,,
E71_0_561,0.561,,,
E6_6_969,6.969,,,
E134_7_289,,,7.289,
E6_6_889,6.889,,,
E145_6_168,,,6.168,
E22_5_207,5.207,,,
E79_6_168,,,,6.168
E145_0_641,,,0.641,
E53_3_284,3.284,,,
E132_4_806,,4.806,,
E21_3_444,3.444,,,
E20_2_723,2.723,,,
E86_4_486,,,4.486,
E79_7_049,,,,7.049
E114_7_529,7.529,,,
E106_0_961,0.961,,,
E81_4_005,4.005,,,
E32_0_561,,0.561,,
E55_2_243,,,2.243,
E35_3_364,,,,3.364
E108_2_243,2.243,,,
E24_3_685,,,3.685,
E88_7_049,,7.049,,
E79_6_008,,,,6.008
E106_1_282,1.282,,,
E58_0_08,0.08,,,
E107_5_767,,,5.767,
E2_4_325,,,,4.325
E90_1_602,,,1.602,
E92_4_966,,,4.966,
E7_6_328,,,,6.328
E107_3_124,,,3.124,
E30_0_721,,,0.721,
E68_2_483,,2.483,,
E83_6_168,,,6.168,
E81_4_966,4.966,,,
E31_2_163,,,2.163,
E95_0_721,0.721,,,
E134_2_083,,,2.083,
E139_2_323,2.323,,,
E62_5_287,,,,5.287
E55_5_207,,,5.207,
E121_3_765,,3.765,,
E62_2_163,,,,2.163
E86_0_08,,,0.08,
E4_6_248,,,6.248,
E41_5_367,,5.367,,
E14_0_08,,0.08,,
E23_2_323,,,2.323,
E35_7_209,,,,7.209
E16_1_682,1.682,,,
E132_2_563,,2.563,,
E112_6_648,,,6.648,
E4_6_568,,,6.568,
E98_6_969,,,6.969,
E98_3_364,,,3.364,
E75_3_204,,,3.204,
E124_3_444,3.444,,,
E22_5_287,5.287,,,
E65_2_643,,,,2.643
E94_5_046,,,5.046,
E46_2_964,,,2.964,
E136_3_444,3.444,,,
E132_5_767,,5.767,,
E32_7_289,,7.289,,
E104_0_481,,,0.481,
E62_6_328,,,,6.328
E33_7_369,,,7.369,
E16_4_486,4.486,,,
E106_1_762,1.762,,,
E140_5_927,,,5.927,
E66_3_444,,,3.444,
E1_3_364,,,3.364,
E49_7_369,,,7.369,
E73_5_287,,,5.287,
E77_4_806,,,4.806,
E58_2_003,2.003,,,
E85_2_083,,,2.083,
E108_2_884,2.884,,,
E139_2_964,2.964,,,
E92_0_08,,,0.08,
E24_6_809,,,6.809,
E23_2_083,,,2.083,
E134_1_202,,,1.202,
E81_4_245,4.245,,,
E137_0_0,,,0.0,
E82_4_005,,4.005,,
E81_3_845,3.845,,,
E88_1_202,,1.202,,
E122_1_202,1.202,,,
E13_6_568,6.568,,,
E119_0_961,,0.961,,
E134_6_488,,,6.488,
E83_1_842,,,1.842,
E136_3_204,3.204,,,
E1_1_282,,,1.282,
E121_1_041,,1.041,,
E84_3_044,,,,3.044
E49_6_408,,,6.408,
E33_0_16,,,0.16,
E122_4_165,4.165,,,
E104_6_969,,,6.969,
E124_7_69,7.69,,,
E16_7_529,7.529,,,
E129_2_884,,,2.884,
E80_0_481,,0.481,,
E107_1_522,,,1.522,
E78_7_529,,,7.529,
E136_5_367,5.367,,,
E81_7_369,7.369,,,
E136_2_323,2.323,,,
E98_6_728,,,6.728,
E99_2_804,,,2.804,
E53_0_881,0.881,,,
E48_3_925,,,3.925,
E106_6_488,6.488,,,
E28_6_408,,,6.408,
E68_3_765,,3.765,,
E121_6_168,,6.168,,
E105_6_408,,,6.408,
E18_6_969,6.969,,,
E14_2_804,,2.804,,
E62_3_925,,,,3.925
E25_6_969,6.969,,,
E57_6_488,6.488,,,
E99_1_922,,,1.922,
E82_0_481,,0.481,,
E120_5_687,,,5.687,
E11_5_927,,,5.927,
E145_4_566,,,4.566,
E16_2_083,2.083,,,
E48_6_969,,,6.969,
E124_4_806,4.806,,,
E123_6_568,,,6.568,
E78_6_008,,,6.008,
E123_0_721,,,0.721,
E66_0_0,,,0.0,
E47_1_522,,,1.522,
E127_5_607,,,5.607,
E115_6_728,6.728,,,
E58_3_685,3.685,,,
E7_1_682,,,,1.682
E73_6_809,,,6.809,
E38_0_08,,,,0.08
E124_6_088,6.088,,,
E110_0_0,,,0.0,
E84_2_643,,,,2.643
E98_1_041,,,1.041,
E102_4_566,,4.566,,
E130_2_003,2.003,,,
E46_5_847,,,5.847,
E81_4_165,4.165,,,
E138_5_367,,,5.367,
E134_4_966,,,4.966,
E89_6_248,,,6.248,
E98_0_32,,,0.32,
E41_6_088,,6.088,,
E139_0_801,0.801,,,
E98_4_245,,,4.245,
E16_5_767,5.767,,,
E93_5_607,5.607,,,
E112_2_964,,,2.964,
E46_7_129,,,7.129,
E17_6_889,6.889,,,
E3_4_486,,,4.486,
E30_6_728,,,6.728,
E113_7_449,,,7.449,
E78_4_726,,,4.726,
E26_1_522,,,,1.522
E68_5_367,,5.367,,
E57_0_08,0.08,,,
E124_5_207,5.207,,,
E88_1_602,,1.602,,
E55_6_728,,,6.728,
E78_3_765,,,3.765,
E94_4_966,,,4.966,
E14_6_809,,6.809,,
E136_2_403,2.403,,,
E110_2_563,,,2.563,
E50_1_922,,,1.922,
E145_1_602,,,1.602,
E95_3_524,3.524,,,
E82_0_561,,0.561,,
E75_4_245,,,4.245,
E79_3_444,,,,3.444
E6_5_367,5.367,,,
E4_0_641,,,0.641,
E28_7_209,,,7.209,
E145_7_93,,,7.93,
E122_5_687,5.687,,,
E141_6_728,6.728,,,
E90_3_845,,,3.845,
E134_3_044,,,3.044,
E134_7_93,,,7.93,
E112_7_449,,,7.449,
E31_4_886,,,4.886,
E11_2_723,,,2.723,
E13_5_847,5.847,,,
E80_6_008,,6.008,,
E112_6_809,,,6.809,
E18_7_93,7.93,,,
E28_1_202,,,1.202,
E18_6_328,6.328,,,
E110_7_289,,,7.289,
E94_6_008,,,6.008,
E55_4_486,,,4.486,
E58_2_083,2.083,,,
E73_0_16,,,0.16,
E144_7_93,,,7.93,
E35_1_842,,,,1.842
E127_5_367,,,5.367,
E17_3_364,3.364,,,
E10_4_406,,,4.406,
E44_5_687,,,5.687,
E83_6_809,,,6.809,
E58_1_121,1.121,,,
E2_4_726,,,,4.726
E129_5_607,,,5.607,
E122_1_922,1.922,,,
E27_5_607,,,5.607,
E88_2_003,,2.003,,
E37_7_449,,,7.449,
E121_3_364,,3.364,,
E50_4_245,,,4.245,
E20_5_046,5.046,,,
E79_5_927,,,,5.927
E33_2_483,,,2.483,
E17_7_77,7.77,,,
E41_0_881,,0.881,,
E90_6_568,,,6.568,
E29_7_61,7.61,,,
E79_4_245,,,,4.245
E62_7_93,,,,7.93
E33_2_243,,,2.243,
E86_0_16,,,0.16,
E123_7_85,,,7.85,
E72_4_646,,,4.646,
E33_4_966,,,4.966,
E32_6_568,,6.568,,
E47_7_129,,,7.129,
E28_4_085,,,4.085,
E49_7_85,,,7.85,
E20_0_721,0.721,,,
E82_5_527,,5.527,,
E68_5_046,,5.046,,
E6_6_168,6.168,,,
E33_7_289,,,7.289,
E114_7_93,7.93,,,
E22_4_486,4.486,,,
E136_4_165,4.165,,,
E23_0_881,,,0.881,
E61_6_088,,6.088,,
E20_3_204,3.204,,,
E133_0_801,0.801,,,
E41_0_32,,0.32,,
E88_4_165,,4.165,,
E13_1_202,1.202,,,
E18_4_566,4.566,,,
E110_4_005,,,4.005,
E91_7_77,,,7.77,
E105_5_527,,,5.527,
E25_3_444,3.444,,,
E13_6_088,6.088,,,
E38_2_964,,,,2.964
E2_2_723,,,,2.723
E123_3_444,,,3.444,
E22_2_083,2.083,,,
E82_2_643,,2.643,,
E50_5_527,,,5.527,
E96_0_401,0.401,,,
E68_2_003,,2.003,,
E126_7_61,,,7.61,
E148_2_723,,,2.723,
E14_4_806,,4.806,,
E122_0_881,0.881,,,
E17_1_362,1.362,,,
E93_0_721,0.721,,,
E88_2_163,,2.163,,
E82_5_046,,5.046,,
E81_4_726,4.726,,,
E72_2_804,,,2.804,
E89_3_845,,,3.845,
E117_7_369,7.369,,,
E47_3_925,,,3.925,
E16_5_367,5.367,,,
E96_3_925,3.925,,,
E110_1_121,,,1.121,
E55_3_044,,,3.044,
E23_5_607,,,5.607,
E138_4_325,,,4.325,
E34_1_362,,,1.362,
E127_2_083,,,2.083,
E123_7_529,,,7.529,
E61_3_444,,3.444,,
E16_6_408,6.408,,,
E2_3_524,,,,3.524
E48_3_124,,,3.124,
E14_7_529,,7.529,,
E62_4_165,,,,4.165
E17_7_369,7.369,,,
E37_7_049,,,7.049,
E140_0_801,,,0.801,
E71_5_287,5.287,,,
E126_5_847,,,5.847,
E107_2_163,,,2.163,
E3_1_682,,,1.682,
E134_3_124,,,3.124,
E88_6_969,,6.969,,
E119_1_121,,1.121,,
E124_2_884,2.884,,,
E21_1_202,1.202,,,
E136_1_682,1.682,,,
E46_2_884,,,2.884,
E73_3_284,,,3.284,
E49_3_284,,,3.284,
E49_0_641,,,0.641,
E57_1_602,1.602,,,
E137_7_369,,,7.369,
E81_6_728,6.728,,,
E105_3_845,,,3.845,
E80_4_966,,4.966,,
E86_2_323,,,2.323,
E33_7_529,,,7.529,
E110_1_041,,,1.041,
E45_1_522,,,,1.522
E108_1_602,1.602,,,
E72_4_085,,,4.085,
E104_3_444,,,3.444,
E58_5_367,5.367,,,
E73_3_364,,,3.364,
E21_6_248,6.248,,,
E68_0_16,,0.16,,
E92_0_961,,,0.961,
E134_3_605,,,3.605,
E96_1_842,1.842,,,
E6_3_925,3.925,,,
E93_6_648,6.648,,,
E95_4_886,4.886,,,
E105_4_806,,,4.806,
E35_2_243,,,,2.243
E74_2_323,2.323,,,
E134_2_723,,,2.723,
E119_6_488,,6.488,,
E92_3_044,,,3.044,
E13_5_927,5.927,,,
E21_4_966,4.966,,,
E44_2_323,,,2.323,
E120_4_646,,,4.646,
E34_5_367,,,5.367,
E78_3_444,,,3.444,
E89_5_126,,,5.126,
E58_2_243,2.243,,,
E129_3_845,,,3.845,
E50_5_607,,,5.607,
E122_4_005,4.005,,,
E58_7_049,7.049,,,
E96_2_884,2.884,,,
E8_4_085,,,4.085,
E90_6_728,,,6.728,
E17_1_602,1.602,,,
E110_5_527,,,5.527,
E130_5_046,5.046,,,
E60_0_24,,,0.24,
E7_6_248,,,,6.248
E133_7_209,7.209,,,
E18_2_243,2.243,,,
E19_5_447,,,5.447,
E20_4_005,4.005,,,
E55_2_964,,,2.964,
E20_1_282,1.282,,,
E16_0_24,0.24,,,
E84_6_889,,,,6.889
E110_0_641,,,0.641,
E66_6_248,,,6.248,
E98_5_927,,,5.927,
E82_0_32,,0.32,,
E93_3_685,3.685,,,
E90_5_207,,,5.207,
E71_2_884,2.884,,,
E50_5_367,,,5.367,
E49_4_806,,,4.806,
E34_0_0,,,0.0,
E146_2_323,2.323,,,
E92_0_16,,,0.16,
E48_2_083,,,2.083,
E126_3_524,,,3.524,
E28_0_401,,,0.401,
E65_4_245,,,,4.245
E26_4_566,,,,4.566
E126_3_204,,,3.204,
E33_3_124,,,3.124,
E66_2_884,,,2.884,
E41_4_005,,4.005,,
E50_1_442,,,1.442,
E6_0_481,0.481,,,
E140_5_287,,,5.287,
E20_6_248,6.248,,,
E74_1_202,1.202,,,
E126_6_328,,,6.328,
E137_4_646,,,4.646,
E120_5_126,,,5.126,
E19_0_24,,,0.24,
E126_2_563,,,2.563,
E20_1_842,1.842,,,
E33_7_85,,,7.85,
E104_2_723,,,2.723,
E88_3_685,,3.685,,
E14_7_69,,7.69,,
E27_6_408,,,6.408,
E106_2_083,2.083,,,
E88_3_044,,3.044,,
E74_7_529,7.529,,,
E57_0_721,0.721,,,
E88_0_0,,0.0,,
E96_1_762,1.762,,,
E3_2_643,,,2.643,
E106_2_723,2.723,,,
E108_5_126,5.126,,,
E110_4_406,,,4.406,
E20_0_08,0.08,,,
E94_3_204,,,3.204,
E23_4_486,,,4.486,
E3_2_083,,,2.083,
E62_6_008,,,,6.008
E127_7_69,,,7.69,
E26_3_204,,,,3.204
E148_3_044,,,3.044,
E82_3_765,,3.765,,
E105_2_643,,,2.643,
E3_2_403,,,2.403,
E35_0_721,,,,0.721
E123_1_842,,,1.842,
E60_5_367,,,5.367,
E134_1_842,,,1.842,
E123_4_486,,,4.486,
E145_3_845,,,3.845,
E19_1_442,,,1.442,
E91_1_842,,,1.842,
E33_3_284,,,3.284,
E33_1_522,,,1.522,
E115_7_049,7.049,,,
E86_1_922,,,1.922,
E124_3_364,3.364,,,
E45_3_685,,,,3.685
E108_6_328,6.328,,,
E28_0_641,,,0.641,
E144_6_248,,,6.248,
E129_5_847,,,5.847,
E38_0_561,,,,0.561
E19_5_367,,,5.367,
E121_5_527,,5.527,,
E50_1_121,,,1.121,
E35_6_328,,,,6.328
E27_1_762,,,1.762,
E79_2_163,,,,2.163
E26_1_442,,,,1.442
E35_6_488,,,,6.488
E127_6_889,,,6.889,
E11_3_284,,,3.284,
E78_0_961,,,0.961,
E92_7_529,,,7.529,
E61_2_323,,2.323,,
E7_7_77,,,,7.77
E75_5_207,,,5.207,
E88_7_369,,7.369,,
E91_0_481,,,0.481,
E88_7_85,,7.85,,
E134_7_129,,,7.129,
E60_3_364,,,3.364,
E30_5_847,,,5.847,
E144_1_202,,,1.202,
E137_4_806,,,4.806,
E92_3_685,,,3.685,
E31_4_966,,,4.966,
E136_1_842,1.842,,,
E27_3_765,,,3.765,
E47_6_728,,,6.728,
E1_2_643,,,2.643,
E21_0_24,0.24,,,
E146_7_289,7.289,,,
E11_7_449,,,7.449,
E3_6_008,,,6.008,
E16_2_884,2.884,,,
E113_6_809,,,6.809,
E29_6_088,6.088,,,
E119_7_529,,7.529,,
E136_4_886,4.886,,,
E41_4_245,,4.245,,
E31_3_685,,,3.685,
E89_4_245,,,4.245,
E130_3_845,3.845,,,
E2_1_922,,,,1.922
E145_5_367,,,5.367,
E78_3_044,,,3.044,
E47_4_165,,,4.165,
E74_4_806,4.806,,,
E68_5_767,,5.767,,
E90_5_847,,,5.847,
E29_4_646,4.646,,,
E47_1_121,,,1.121,
E61_2_243,,2.243,,
E134_3_845,,,3.845,
E95_4_005,4.005,,,
E38_1_842,,,,1.842
E140_1_442,,,1.442,
E29_0_16,0.16,,,
E80_2_003,,2.003,,
E146_1_762,1.762,,,
E140_1_762,,,1.762,
E33_3_765,,,3.765,
E77_2_723,,,2.723,
E68_7_529,,7.529,,
E79_7_61,,,,7.61
E141_0_881,0.881,,,
E73_2_804,,,2.804,
E17_7_93,7.93,,,
E86_3_364,,,3.364,
E90_7_129,,,7.129,
E148_0_08,,,0.08,
E146_3_524,3.524,,,
E91_1_602,,,1.602,
E136_6_248,6.248,,,
E98_3_124,,,3.124,
E74_7_209,7.209,,,
E68_5_847,,5.847,,
E127_7_449,,,7.449,
E126_3_284,,,3.284,
E120_7_69,,,7.69,
E17_2_804,2.804,,,
E65_0_32,,,,0.32
E37_3_524,,,3.524,
E91_0_08,,,0.08,
E115_3_124,3.124,,,
E112_4_966,,,4.966,
E19_1_682,,,1.682,
E110_6_648,,,6.648,
E24_4_886,,,4.886,
E126_3_845,,,3.845,
E17_0_08,0.08,,,
E33_3_925,,,3.925,
E91_0_961,,,0.961,
E35_4_085,,,,4.085
E136_5_126,5.126,,,
E138_3_524,,,3.524,
E41_7_85,,7.85,,
E112_6_248,,,6.248,
E7_7_85,,,,7.85
E130_7_85,7.85,,,
E28_6_088,,,6.088,
E74_5_046,5.046,,,
E23_5_767,,,5.767,
E146_4_646,4.646,,,
E144_0_721,,,0.721,
E65_1_682,,,,1.682
E82_4_325,,4.325,,
E129_6_969,,,6.969,
E82_4_245,,4.245,,
E74_1_282,1.282,,,
E148_4_566,,,4.566,
E2_6_088,,,,6.088
E92_1_602,,,1.602,
E75_3_605,,,3.605,
E3_5_767,,,5.767,
E106_4_085,4.085,,,
E57_7_85,7.85,,,
E106_4_165,4.165,,,
E19_2_964,,,2.964,
E13_7_369,7.369,,,
E78_4_406,,,4.406,
E27_2_163,,,2.163,
E8_4_325,,,4.325,
E120_3_364,,,3.364,
E74_7_69,7.69,,,
E136_1_121,1.121,,,
E81_0_16,0.16,,,
E105_0_881,,,0.881,
E23_1_041,,,1.041,
E86_2_083,,,2.083,
E48_0_0,,,0.0,
E30_1_362,,,1.362,
E58_1_842,1.842,,,
E123_7_289,,,7.289,
E33_2_083,,,2.083,
E27_3_284,,,3.284,
E23_7_369,,,7.369,
E30_0_481,,,0.481,
E61_1_041,,1.041,,
E105_4_726,,,4.726,
E68_1_442,,1.442,,
E28_3_044,,,3.044,
E104_7_289,,,7.289,
E74_1_682,1.682,,,
E130_1_682,1.682,,,
E72_4_406,,,4.406,
E81_0_401,0.401,,,
E46_6_488,,,6.488,
E95_4_566,4.566,,,
E127_7_61,,,7.61,
E47_0_801,,,0.801,
E146_3_925,3.925,,,
E84_1_202,,,,1.202
E32_6_248,,6.248,,
E99_6_408,,,6.408,
E124_0_16,0.16,,,
E23_5_527,,,5.527,
E110_4_245,,,4.245,
E110_3_284,,,3.284,
E78_1_362,,,1.362,
E53_1_202,1.202,,,
E110_5_927,,,5.927,
E26_2_243,,,,2.243
E123_5_046,,,5.046,
E61_4_646,,4.646,,
E66_2_323,,,2.323,
E139_0_08,0.08,,,
E89_6_568,,,6.568,
E31_0_561,,,0.561,
E108_1_682,1.682,,,
E55_4_165,,,4.165,
E89_6_008,,,6.008,
E25_7_209,7.209,,,
E140_3_524,,,3.524,
E80_0_881,,0.881,,
E27_4_165,,,4.165,
E145_3_444,,,3.444,
E79_3_284,,,,3.284
E34_6_008,,,6.008,
E22_3_044,3.044,,,
E23_7_93,,,7.93,
E127_2_563,,,2.563,
E133_3_444,3.444,,,
E86_6_488,,,6.488,
E28_2_804,,,2.804,
E2_3_685,,,,3.685
E132_5_287,,5.287,,
E50_2_643,,,2.643,
E138_6_328,,,6.328,
E88_6_168,,6.168,,
E25_1_282,1.282,,,
E86_7_209,,,7.209,
E139_4_005,4.005,,,
E3_1_602,,,1.602,
E126_2_403,,,2.403,
E96_6_008,6.008,,,
E46_2_723,,,2.723,
E35_7_93,,,,7.93
E4_2_804,,,2.804,
E71_1_522,1.522,,,
E132_2_163,,2.163,,
E13_3_044,3.044,,,
E115_4_646,4.646,,,
E132_7_61,,7.61,,
E30_4_325,,,4.325,
E113_6_568,,,6.568,
E117_6_568,6.568,,,
E117_5_367,5.367,,,
E145_3_044,,,3.044,
E44_3_845,,,3.845,
E30_6_408,,,6.408,
E130_6_728,6.728,,,
E68_7_93,,7.93,,
E2_3_204,,,,3.204
E46_0_08,,,0.08,
