,PseudoTime0,PseudoTime1
E149_0_2,0.2,
E83_2_505,2.505,
E75_4_259,4.259,
E134_3_056,,3.056
E148_4_008,4.008,
E136_0_401,0.401,
E87_0_501,,0.501
E6_1_804,1.804,
E87_1_553,,1.553
E95_4_76,4.76,
E132_0_802,0.802,
E11_4_409,,4.409
E19_2_856,2.856,
E67_2_405,2.405,
E28_1_253,1.253,
E25_2_154,2.154,
E38_1_754,1.754,
E53_4_158,4.158,
E121_0_902,0.902,
E101_3_707,3.707,
E7_3_707,3.707,
E139_4_158,4.158,
E92_1_603,1.603,
E60_3_257,3.257,
E68_1_052,1.052,
E28_3_808,3.808,
E118_0_301,0.301,
E143_3_858,,3.858
E35_3_106,3.106,
E6_0_651,0.651,
E37_3_958,,3.958
E128_3_808,3.808,
E79_4_659,4.659,
E18_1_553,1.553,
E86_1_754,1.754,
E138_3_758,3.758,
E120_0_701,0.701,
E83_4_459,4.459,
E19_3_457,3.457,
E22_1_202,1.202,
E35_4_509,4.509,
E112_0_551,0.551,
E99_4_96,,4.96
E110_4_76,4.76,
E53_4_659,4.659,
E52_3_758,3.758,
E66_2_355,2.355,
E95_3_908,3.908,
E131_2_906,,2.906
E13_4_91,,4.91
E100_1_603,1.603,
E51_0_15,,0.15
E146_2_956,2.956,
E10_0_301,0.301,
E81_4_158,4.158,
E18_1_403,1.403,
E147_3_307,3.307,
E54_3_657,3.657,
E52_4_659,4.659,
E35_1_503,1.503,
E148_3_357,3.357,
E105_3_607,,3.607
E26_0_852,0.852,
E58_4_559,,4.559
E37_4_509,,4.509
E9_1_553,1.553,
E122_2_104,2.104,
E84_3_257,,3.257
E127_0_802,0.802,
E29_0_401,0.401,
E142_1_904,1.904,
E58_4_91,,4.91
E134_0_15,,0.15
E32_1_854,1.854,
E89_0_651,,0.651
E116_4_559,4.559,
E129_4_409,,4.409
E119_3_958,3.958,
E47_2_455,2.455,
E125_0_251,0.251,
E51_0_301,,0.301
E23_2_655,2.655,
E117_3_056,3.056,
E74_0_501,0.501,
E41_3_006,3.006,
E144_0_701,0.701,
E89_3_056,,3.056
E88_3_156,3.156,
E147_1_453,1.453,
E62_3_457,,3.457
E95_4_609,4.609,
E104_0_651,,0.651
E24_1_453,,1.453
E67_3_607,3.607,
E88_3_607,3.607,
E41_2_705,2.705,
E91_3_407,3.407,
E55_3_407,3.407,
E53_0_0,0.0,
E52_0_802,0.802,
E4_2_655,2.655,
E63_1_603,,1.603
E3_4_609,,4.609
E56_4_509,,4.509
E26_2_004,2.004,
E1_3_707,3.707,
E50_2_004,2.004,
E22_1_653,1.653,
E23_0_351,0.351,
E79_3_156,3.156,
E76_2_705,2.705,
E61_3_257,,3.257
E140_1_052,,1.052
E47_3_056,3.056,
E108_2_605,2.605,
E53_2_154,2.154,
E76_1_503,1.503,
E110_2_054,2.054,
E102_3_657,3.657,
E7_3_156,3.156,
E90_2_705,2.705,
E93_4_609,4.609,
E75_0_251,0.251,
E46_3_457,3.457,
E96_3_808,3.808,
E117_3_257,3.257,
E81_3_808,3.808,
E39_0_902,0.902,
E68_2_605,2.605,
E31_0_2,0.2,
E120_0_651,0.651,
E108_2_455,2.455,
E101_4_309,4.309,
E142_1_854,1.854,
E37_3_908,,3.908
E67_0_251,0.251,
E89_1_804,,1.804
