PseudoTime1,PseudoTime2
E149_0_2,19.1581120831324,19.1371243576968
E83_2_505,172.471126536031,NA
E75_4_259,155.19089614958,NA
E134_3_056,NA,100.917533968194
E148_4_008,156.454431757515,NA
E136_0_401,30.5932183997222,30.752606087724
E87_0_501,27.3002549331224,27.5669971375907
E6_1_804,101.520897715455,NA
E87_1_553,NA,93.2060065979162
E95_4_76,141.15795573113,NA
E132_0_802,78.4747751921187,68.2808603321604
E11_4_409,NA,100.169820939135
E19_2_856,107.494938055668,NA
E67_2_405,122.045152271768,NA
E28_1_253,NA,75.4924781029577
E25_2_154,95.6947430794828,NA
E38_1_754,136.935842228355,NA
E53_4_158,160.447990765247,NA
E121_0_902,80.6247591594255,68.4347695287553
E101_3_707,172.471126536031,NA
E7_3_707,149.309060996422,NA
E139_4_158,156.055240825956,NA
E92_1_603,102.283494270984,NA
E60_3_257,146.873503172498,NA
E68_1_052,62.6085867806262,77.5536960027202
E28_3_808,166.071880071673,NA
E118_0_301,24.6338693411916,24.4347669332792
E143_3_858,NA,109.97160058927
E35_3_106,149.789393411848,NA
E6_0_651,61.0139319557304,61.2511232266806
E37_3_958,NA,115.681708730856
E128_3_808,143.781050006861,NA
E79_4_659,145.82368295857,NA
E18_1_553,172.471126536031,NA
E86_1_754,103.265706620467,NA
E138_3_758,164.540636841913,NA
E120_0_701,73.8979619347921,66.9330490395237
E83_4_459,149.905033599117,NA
E19_3_457,172.471126536031,NA
E22_1_202,71.9155256575311,74.5603179299765
E35_4_509,172.471126536031,NA
E112_0_551,75.3591540803871,66.6713294380887
E99_4_96,NA,97.1687516999861
E110_4_76,171.912663762612,NA
E53_4_659,172.471126536031,NA
E52_3_758,144.553539711259,NA
E66_2_355,156.502479216921,NA
E95_3_908,172.471126536031,NA
E131_2_906,NA,95.8375163001096
E13_4_91,NA,95.6508261801413
E100_1_603,97.8638213708453,NA
E51_0_15,18.2184100164286,18.2183578222971
E146_2_956,163.558681221404,NA
