CellID	CellID	dim1	dim2	kMeans	PseudoTime1	Original	ExpTime
E0_1	E0_1	27.332218	-61.8111	1	9.40050140229553	1.0	1.0
E1_1	E1_1	32.2556	-63.71165	1	4.24834973985641	1.0	1.0
E2_1	E2_1	35.16132	-64.18615	1	1.56575036945695	1.0	1.0
E3_1	E3_1	32.943584	-63.804825	1	3.62380448917664	1.0	1.0
E4_1	E4_1	7.968560000000001	-52.438725	1	30.5289133507871	1.0	1.0
E5_1	E5_1	23.881844	-60.95844	1	12.743999373294198	1.0	1.0
E6_1	E6_1	34.685190000000006	-64.4574	1	1.8121329619637	1.0	1.0
E7_1	E7_1	-24.168732000000002	-16.854086	0	73.0639563058275	1.0	1.0
E8_1	E8_1	8.389194	-38.745290000000004	0	38.6397828846275	1.0	1.0
E9_1	E9_1	31.109621	-64.907265	1	4.54093947367368	1.0	1.0
E10_1	E10_1	31.522266	-63.110935	1	5.191605228521911	1.0	1.0
E11_1	E11_1	4.753845	-53.44641	1	32.4502276315895	1.0	1.0
E12_1	E12_1	31.362923	-64.25264	1	4.692340008384161	1.0	1.0
E13_1	E13_1	13.680295000000001	-56.663776	1	23.549124239618898	1.0	1.0
E14_1	E14_1	19.372953	-58.94709	1	17.6008127258999	1.0	1.0
E15_1	E15_1	23.332632	-61.064409999999995	1	13.141996551714499	1.0	1.0
E16_1	E16_1	-1.2076513	-51.564471999999995	0	38.025849652115895	1.0	1.0
E17_1	E17_1	-1.4088768999999999	-50.282608	0	38.923506560461	1.0	1.0
E18_1	E18_1	-22.07265	-4.219898000000001	0	81.297498156459	1.0	1.0
E19_1	E19_1	18.069893	-59.69444300000001	1	18.2636972781177	1.0	1.0
E20_1	E20_1	16.138332000000002	-57.341362	1	21.1618495874241	1.0	1.0
E21_1	E21_1	4.032773000000001	-52.490840000000006	1	33.5568044422005	1.0	1.0
E22_1	E22_1	-16.841524	-10.183150999999999	0	78.5610555750923	1.0	1.0
E23_1	E23_1	-23.331747	-29.625856	0	64.39023071489571	1.0	1.0
E24_1	E24_1	-24.37718	21.449669	0	91.48723987006441	1.0	1.0
E25_1	E25_1	-23.092879999999997	-28.644226	0	64.94035318808679	1.0	1.0
E26_1	E26_1	-6.2194233	-24.63346	0	61.238394142728794	1.0	1.0
E27_1	E27_1	-24.85984	-8.532034	0	78.2257959460391	1.0	1.0
E28_1	E28_1	-19.332160000000002	-30.183785999999998	0	62.6836606017704	1.0	1.0
E29_1	E29_1	27.55459	-62.375355000000006	1	8.903015472847631	1.0	1.0
E30_1	E30_1	-25.949593	8.28781	0	85.9457723038635	1.0	1.0
E31_1	E31_1	17.031872	-58.148230000000005	1	19.9773862595331	1.0	1.0
E32_1	E32_1	34.207264	-64.61724	1	2.1216809420118503	1.0	1.0
E33_1	E33_1	19.8304	-58.89924	1	17.2491820950178	1.0	1.0
E34_1	E34_1	-7.032924700000001	9.424591	0	96.9529994590387	1.0	1.0
E35_1	E35_1	-21.876602	-30.738948999999998	0	63.1856135001167	1.0	1.0
E36_1	E36_1	24.304771	-60.53031	1	12.629469248289098	1.0	1.0
E37_1	E37_1	-29.312832	11.23449	0	86.02496992159901	1.0	1.0
E38_1	E38_1	-16.640717000000002	-28.837206	0	62.6188934816193	1.0	1.0
E39_1	E39_1	-25.581305	-17.389383	0	72.7271264249505	1.0	1.0
E40_1	E40_1	9.048231	-54.706062	1	28.3750421794103	1.0	1.0
E41_1	E41_1	-2.3853607000000006	-49.738594	0	39.9485841979578	1.0	1.0
E42_1	E42_1	-4.1863269999999995	-49.7107	0	41.2228395035445	1.0	1.0
E43_1	E43_1	4.866943	-53.431965000000005	1	32.37555393952	1.0	1.0
E44_1	E44_1	17.328121	-57.827045	1	19.9126431619058	1.0	1.0
E45_1	E45_1	-6.41986	-45.741153999999995	0	45.17191187985029	1.0	1.0
E46_1	E46_1	3.1194046	-46.708538	0	37.707296811822204	1.0	1.0
E47_1	E47_1	-6.8716197	-46.199696	0	45.18916481076679	1.0	1.0
E48_1	E48_1	24.772993	-60.735527000000005	1	12.126269506300499	1.0	1.0
E49_1	E49_1	32.318424	-64.63279	1	3.68614321253325	1.0	1.0
E50_1	E50_1	34.31794	-63.883415	1	2.43570794263716	1.0	1.0
E51_1	E51_1	30.496798	-63.39209	1	5.8900185262056395	1.0	1.0
E52_1	E52_1	31.321062	-63.61510500000001	1	5.08010016208726	1.0	1.0
E53_1	E53_1	-20.188102999999998	-34.277733000000005	0	60.250253542471505	1.0	1.0
E54_1	E54_1	-32.179306	-5.2250447	0	78.9021685930568	1.0	1.0
E55_1	E55_1	-19.88372	35.19154	0	148.163835996809	1.0	1.0
E56_1	E56_1	-4.7589120000000005	-50.863033	0	40.9546879201007	1.0	1.0
E57_1	E57_1	-16.471501999999997	-12.686096000000001	0	76.47902668150608	1.0	1.0
E58_1	E58_1	-5.6917605	-22.149982	0	63.6456521751272	1.0	1.0
E59_1	E59_1	-18.354689	-35.608326	0	58.6002961973032	1.0	1.0
E60_1	E60_1	19.841054999999997	-59.73936	1	16.773881985015198	1.0	1.0
E61_1	E61_1	-27.535190000000004	-6.831365600000001	0	78.7829743278252	1.0	1.0
E62_1	E62_1	-19.414832999999998	-25.345339000000003	0	66.2025107171875	1.0	1.0
E63_1	E63_1	-2.8869052	13.396021	0	103.281706044497	1.0	1.0
E64_1	E64_1	-10.113033	-39.26432	0	51.7277638690878	1.0	1.0
E65_1	E65_1	-22.055578	-22.768843	0	68.6769018303487	1.0	1.0
E66_1	E66_1	-30.186072999999997	-2.5007943999999998	0	80.37699778918359	1.0	1.0
E67_1	E67_1	-2.3436038	-54.988636	0	36.853118830402295	1.0	1.0
E68_1	E68_1	-29.523146	9.3214245	0	85.25309276556371	1.0	1.0
E69_1	E69_1	12.121373	-54.14167	1	26.234659039939103	1.0	1.0
E70_1	E70_1	8.265103	-54.422897	1	29.163154442153395	1.0	1.0
E71_1	E71_1	1.2011942	-52.69849	0	35.5851699235538	1.0	1.0
E72_1	E72_1	-17.28367	-26.208738	0	64.8840605036265	1.0	1.0
E73_1	E73_1	-5.5174212	-38.92445	0	49.0249379770951	1.0	1.0
E74_1	E74_1	-25.847168	-25.139862	0	67.857607752149	1.0	1.0
E75_1	E75_1	-22.968657	-6.052881200000001	0	80.0249044744545	1.0	1.0
E76_1	E76_1	-23.096466	-20.347366	0	70.5954934598978	1.0	1.0
E77_1	E77_1	-7.2787743	-49.163807	0	43.6696623793125	1.0	1.0
E78_1	E78_1	-19.554863	-32.999687	0	60.821438647244705	1.0	1.0
E79_1	E79_1	33.31499	-64.45276	1	2.9558323962748503	1.0	1.0
E80_1	E80_1	-6.6069183	-26.369608000000003	0	59.747375570405104	1.0	1.0
E81_1	E81_1	-19.26312	-3.672225	0	82.4727423233631	1.0	1.0
E82_1	E82_1	-15.799692000000002	-34.97442	0	57.8073324903473	1.0	1.0
E83_1	E83_1	-8.124025	-33.780696999999996	0	54.43235425431829	1.0	1.0
E84_1	E84_1	-21.484455	-31.092087	0	62.82452273073871	1.0	1.0
E85_1	E85_1	-29.683730999999998	8.466959	0	84.90734866530158	1.0	1.0
E86_1	E86_1	-14.652622000000001	-24.083992000000002	0	65.72919240635079	1.0	1.0
E87_1	E87_1	13.419920000000001	-40.27467	1	33.4512927096703	1.0	1.0
E88_1	E88_1	9.539983	-47.96367	1	31.904354497132896	1.0	1.0
E89_1	E89_1	-14.398487	-13.956367499999999	0	75.497451389206	1.0	1.0
E90_1	E90_1	-2.7770476000000004	-50.140570000000004	0	39.9920538130314	1.0	1.0
E91_1	E91_1	11.800008	-58.51008	1	24.0419267294881	1.0	1.0
E92_1	E92_1	-4.5551805	-53.921677	0	39.0351492455101	1.0	1.0
E93_1	E93_1	2.409561	-53.320324	1	34.3031284046691	1.0	1.0
E94_1	E94_1	-15.562562	-35.27994	0	57.4920303641243	1.0	1.0
E95_1	E95_1	-20.06737	-22.970654	0	68.1331209890477	1.0	1.0
E96_1	E96_1	-12.817703	-25.88447	0	63.4259342890195	1.0	1.0
E97_1	E97_1	-21.844406	7.751949300000001	0	87.2330103508518	1.0	1.0
E98_1	E98_1	-1.2121893999999998	-48.744484	0	39.700055674422	1.0	1.0
E99_1	E99_1	-15.509682000000002	33.548832	0	144.582547636897	1.0	1.0
E100_1	E100_1	-15.487711	-38.7751	0	55.1008179821066	1.0	1.0
E101_1	E101_1	6.8655990000000005	-55.79951	0	29.4706660099927	1.0	1.0
E102_1	E102_1	-15.291754999999998	-38.687588	0	55.0472086763961	1.0	1.0
E103_1	E103_1	-17.043861	-34.375187	0	58.8145268937515	1.0	1.0
E104_1	E104_1	-5.983617	-51.61721	0	41.34801523944589	1.0	1.0
E105_1	E105_1	24.968301999999998	-61.185825	1	11.7143148890235	1.0	1.0
E106_1	E106_1	-2.9252026	-48.76672	0	40.913475003193895	1.0	1.0
E107_1	E107_1	-17.941105	21.239922	0	94.9508324732469	1.0	1.0
E108_1	E108_1	-7.7127886	-33.94466	0	54.0527816284754	1.0	1.0
E109_1	E109_1	-5.940787	-25.206818	0	60.4819812666305	1.0	1.0
E110_1	E110_1	-24.359306	-12.679225	0	75.75243045457971	1.0	1.0
E111_1	E111_1	-7.607145	-43.45896	0	47.401842144751605	1.0	1.0
E112_1	E112_1	-17.335611	2.9161391	0	86.92006613318479	1.0	1.0
E113_1	E113_1	-29.703505	-7.6642339999999995	0	78.0462298626674	1.0	1.0
E114_1	E114_1	-22.905832	-18.970284	0	71.5454236937887	1.0	1.0
E115_1	E115_1	-19.362453	-33.274563	0	60.5610682624392	1.0	1.0
E116_1	E116_1	-3.749682	-47.762726	0	42.1090147191152	1.0	1.0
E117_1	E117_1	-22.154854	-19.400623	0	71.1465854259354	1.0	1.0
E118_1	E118_1	-12.396358	-16.286499	0	73.0128486688302	1.0	1.0
E119_1	E119_1	-24.039939999999998	15.492811999999999	0	89.43402279303899	1.0	1.0
E120_1	E120_1	-19.810461	4.8403077	0	86.7812452388534	1.0	1.0
E121_1	E121_1	-12.098172	-15.298975	0	74.1583948693141	1.0	1.0
E122_1	E122_1	2.1430202	-53.051403	1	34.668408380536604	1.0	1.0
E123_1	E123_1	-28.446161	8.551656	0	85.3082801874275	1.0	1.0
E124_1	E124_1	-21.715178	-28.441285999999998	0	64.6919582826598	1.0	1.0
E125_1	E125_1	6.215317	-52.79456999999999	1	31.699419736336697	1.0	1.0
E126_1	E126_1	-19.652214	44.519985	0	155.834167768473	1.0	1.0
E127_1	E127_1	-23.194423999999998	-31.314331	0	63.2661687218149	1.0	1.0
E128_1	E128_1	-13.647437	-34.093994	0	57.3537804808786	1.0	1.0
E129_1	E129_1	-25.75767	-10.226764	0	77.11736603929991	1.0	1.0
