Cell ID,PseudoTime,Time
E0_1,0.0,1
E1_1,0.00183399259744056,1
E2_1,0.00193554592792839,1
E3_1,0.0359102476054589,1
E4_1,0.064549626242958,1
E5_1,0.0665634006002945,1
E6_1,0.0772582623489449,1
E7_1,0.0823314421365935,1
E8_1,0.109598056125363,1
E9_1,0.109876916495788,1
E10_1,0.121726716778698,1
E11_1,0.125521290095172,1
E12_1,0.128085233343873,1
E13_1,0.130415604132865,1
E14_1,0.14611316699589,1
E15_1,0.151735904762758,1
E16_1,0.179407606945459,1
E17_1,0.181678206643985,1
E18_1,0.189196781329939,1
E19_1,0.199150757897588,1
E20_1,0.204428326644569,1
E21_1,0.21106274389208,1
E22_1,0.214398434169936,1
E23_1,0.222913064724994,1
E24_1,0.227346341260206,1
E25_1,0.230558258312463,1
E26_1,0.233367030705824,1
E27_1,0.240799510362933,1
E28_1,0.247169195844735,1
E29_1,0.253966912705542,1
E30_1,0.256306701024038,1
E31_1,0.257144959487437,1
E32_1,0.258583672372774,1
E33_1,0.2912048625827,1
E34_1,0.294228447651611,1
E35_1,0.308263407978302,1
E36_1,0.310154088516803,1
E37_1,0.311040842549316,1
E38_1,0.32558579797684,1
E39_1,0.331768327253086,1
E40_1,0.333437417419526,1
E41_1,0.334744322605181,1
E42_1,0.34063306654637,1
E43_1,0.346297546057191,1
E44_1,0.34972325554543,1
E45_1,0.35317742252072,1
E46_1,0.367421037198413,1
E47_1,0.367760319079003,1
E48_1,0.370040718584748,1
E49_1,0.373506326771355,1
E50_1,0.386159357727908,1
E51_1,0.404022311031314,1
E52_1,0.414198615799539,1
E53_1,0.419025901165442,1
E54_1,0.42123580511778,1
E55_1,0.423904916390971,1
E56_1,0.425268182663899,1
E57_1,0.427295278555961,1
E58_1,0.434797084999324,1
E59_1,0.437200600818018,1
E60_1,0.438642326570239,1
E61_1,0.441166991193868,1
E62_1,0.445395091284871,1
E63_1,0.446094207316399,1
E64_1,0.447749061683535,1
E65_1,0.447968816947344,1
E66_1,0.458064338301041,1
E67_1,0.464416798720144,1
E68_1,0.465981544292543,1
E69_1,0.476057124947688,1
E70_1,0.477034924846955,1
E71_1,0.480670693118378,1
E72_1,0.480734364042358,1
E73_1,0.482040674198466,1
E74_1,0.486323010017306,1
E75_1,0.48856007874344,1
E76_1,0.489587912975522,1
E77_1,0.492595749977289,1
E78_1,0.492943423567153,1
E79_1,0.494267162022105,1
E80_1,0.494932779889706,1
E81_1,0.498450865843138,1
E82_1,0.499100889548511,1
E83_1,0.503624569386247,1
E84_1,0.504830792511886,1
E85_1,0.505715904588833,1
E86_1,0.506323718146225,1
E87_1,0.507967455644266,1
E88_1,0.508986190081587,1
E89_1,0.509912783797038,1
E90_1,0.513363620803829,1
E91_1,0.514453441638793,1
E92_1,0.516039572824116,1
E93_1,0.516326675338346,1
E94_1,0.52432631601781,1
E95_1,0.525182652082543,1
E96_1,0.526348043518398,1
E97_1,0.529555525602208,1
E98_1,0.536348895027929,1
E99_1,0.536439318493452,1
E100_1,0.54494839099799,1
E101_1,0.548295806611162,1
E102_1,0.551179625183102,1
E103_1,0.553641746782439,1
E104_1,0.553919038824194,1
E105_1,0.556439606629186,1
E106_1,0.557179016097661,1
E107_1,0.558021162752123,1
E108_1,0.560762289860981,1
E109_1,0.562781397563058,1
E110_1,0.565991674414718,1
E111_1,0.57766216963958,1
E112_1,0.578712011205727,1
E113_1,0.578907003156775,1
E114_1,0.58092331392025,1
E115_1,0.583552304982387,1
E116_1,0.586249043186096,1
E117_1,0.588535673216457,1
E118_1,0.589392394890525,1
E119_1,0.597505808360205,1
E120_1,0.603238899376738,1
E121_1,0.604066483884621,1
E122_1,0.606546959531353,1
E123_1,0.60714842053665,1
E124_1,0.609558016514921,1
E125_1,0.616401384892432,1
