Cell ID,PseudoTime,Time
E_0,0.0,1
E_1,0.00183399259744056,1
E_2,0.00193554592792839,1
E_3,0.0359102476054589,1
E_4,0.064549626242958,1
E_5,0.0665634006002945,1
E_6,0.0772582623489449,1
E_7,0.0823314421365935,1
E_8,0.109598056125363,1
E_9,0.109876916495788,1
E_10,0.121726716778698,1
E_11,0.125521290095172,1
E_12,0.128085233343873,1
E_13,0.130415604132865,1
E_14,0.14611316699589,1
E_15,0.151735904762758,1
E_16,0.179407606945459,1
E_17,0.181678206643985,1
E_18,0.189196781329939,1
E_19,0.199150757897588,1
E_20,0.204428326644569,1
E_21,0.21106274389208,1
E_22,0.214398434169936,1
E_23,0.222913064724994,1
E_24,0.227346341260206,1
E_25,0.230558258312463,1
E_26,0.233367030705824,1
E_27,0.240799510362933,1
E_28,0.247169195844735,1
E_29,0.253966912705542,1
E_30,0.256306701024038,1
E_31,0.257144959487437,1
E_32,0.258583672372774,1
E_33,0.2912048625827,1
E_34,0.294228447651611,1
E_35,0.308263407978302,1
E_36,0.310154088516803,1
E_37,0.311040842549316,1
E_38,0.32558579797684,1
E_39,0.331768327253086,1
E_40,0.333437417419526,1
E_41,0.334744322605181,1
E_42,0.34063306654637,1
E_43,0.346297546057191,1
E_44,0.34972325554543,1
E_45,0.35317742252072,1
E_46,0.367421037198413,1
E_47,0.367760319079003,1
E_48,0.370040718584748,1
E_49,0.373506326771355,1
E_50,0.386159357727908,1
E_51,0.404022311031314,1
E_52,0.414198615799539,1
E_53,0.419025901165442,1
E_54,0.42123580511778,1
E_55,0.423904916390971,1
E_56,0.425268182663899,1
E_57,0.427295278555961,1
E_58,0.434797084999324,1
E_59,0.437200600818018,1
E_60,0.438642326570239,1
E_61,0.441166991193868,1
E_62,0.445395091284871,1
E_63,0.446094207316399,1
E_64,0.447749061683535,1
E_65,0.447968816947344,1
E_66,0.458064338301041,1
E_67,0.464416798720144,1
E_68,0.465981544292543,1
E_69,0.476057124947688,1
E_70,0.477034924846955,1
E_71,0.480670693118378,1
E_72,0.480734364042358,1
E_73,0.482040674198466,1
E_74,0.486323010017306,1
E_75,0.48856007874344,1
E_76,0.489587912975522,1
E_77,0.492595749977289,1
E_78,0.492943423567153,1
E_79,0.494267162022105,1
E_80,0.494932779889706,1
E_81,0.498450865843138,1
E_82,0.499100889548511,1
E_83,0.503624569386247,1
E_84,0.504830792511886,1
E_85,0.505715904588833,1
E_86,0.506323718146225,1
E_87,0.507967455644266,1
E_88,0.508986190081587,1
E_89,0.509912783797038,1
E_90,0.513363620803829,1
E_91,0.514453441638793,1
E_92,0.516039572824116,1
E_93,0.516326675338346,1
E_94,0.52432631601781,1
E_95,0.525182652082543,1
E_96,0.526348043518398,1
E_97,0.529555525602208,1
E_98,0.536348895027929,1
E_99,0.536439318493452,1
E_100,0.54494839099799,1
E_101,0.548295806611162,1
E_102,0.551179625183102,1
E_103,0.553641746782439,1
E_104,0.553919038824194,1
E_105,0.556439606629186,1
E_106,0.557179016097661,1
E_107,0.558021162752123,1
E_108,0.560762289860981,1
E_109,0.562781397563058,1
E_110,0.565991674414718,1
E_111,0.57766216963958,1
E_112,0.578712011205727,1
E_113,0.578907003156775,1
E_114,0.58092331392025,1
E_115,0.583552304982387,1
E_116,0.586249043186096,1
E_117,0.588535673216457,1
E_118,0.589392394890525,1
E_119,0.597505808360205,1
E_120,0.603238899376738,1
E_121,0.604066483884621,1
E_122,0.606546959531353,1
E_123,0.60714842053665,1
E_124,0.609558016514921,1
E_125,0.616401384892432,1
E_126,0.619404119690472,1
E_127,0.622009164827451,1
E_128,0.623025715771482,1
E_129,0.626897667571394,1
E_130,0.627886292085249,1
E_131,0.633145822686176,1
E_132,0.633161729277427,1
E_133,0.63559004409714,1
E_134,0.638572588751813,1
E_135,0.641899740823549,1
E_136,0.646542975699981,1
E_137,0.651994521325355,1
E_138,0.65373894597839,1
E_139,0.654278996163021,1
E_140,0.655919785536797,1
E_141,0.657012721166289,1
E_142,0.659991351352669,1
E_143,0.662142809117556,1
E_144,0.662336184039342,1
E_145,0.664553988280787,1
E_146,0.664723799433041,1
E_147,0.669276475897177,1
E_148,0.669736213638294,1
E_149,0.669747929570529,1
E_150,0.669953990620851,1
E_151,0.671398067427827,1
E_152,0.67447300964033,1
E_153,0.678977743580471,1
E_154,0.679255609748848,1
E_155,0.680535499810785,1
E_156,0.680656816830157,1
E_157,0.6841932384634,1
E_158,0.685820668254283,1
E_159,0.686556350463866,1
E_160,0.689877508460834,1
E_161,0.689997107755219,1
E_162,0.691595127593119,1
E_163,0.696199544122888,1
E_164,0.69705212622902,1
E_165,0.698588828736801,1
E_166,0.700946885036089,1
E_167,0.701074085800217,1
E_168,0.701881105373141,1
E_169,0.701996687717493,1
E_170,0.702181215061423,1
E_171,0.70313940877705,1
E_172,0.704420929985832,1
E_173,0.704624291681006,1
E_174,0.705662187056473,1
E_175,0.709071424391738,1
E_176,0.712451809747769,1
E_177,0.712595444497598,1
E_178,0.712725878741994,1
E_179,0.713409229278909,1
E_180,0.715144878743983,1
E_181,0.716279799569524,1
E_182,0.723513609174704,1
E_183,0.725140709405326,1
E_184,0.725580519684184,1
E_185,0.734549992412296,1
E_186,0.735725764148057,1
E_187,0.739378743737199,1
E_188,0.740350271475871,1
E_189,0.742772666390206,1
E_190,0.745261303664506,1
E_191,0.746560695552609,1
E_192,0.747972992395086,1
E_193,0.750704985417964,1
E_194,0.752191586333298,1
E_195,0.752324604922281,1
E_196,0.752570250995099,1
E_197,0.752954018377869,1
E_198,0.753039269216653,1
E_199,0.753763422771249,1
E_200,0.753932887888247,1
E_201,0.756627966902151,1
E_202,0.756827120626372,1
E_203,0.760284864550452,1
E_204,0.762018027750006,1
E_205,0.762099679300589,1
E_206,0.763161592601827,1
E_207,0.766516707031708,1
E_208,0.766788626423072,1
E_209,0.76744099434987,1
E_210,0.770596919419828,1
E_211,0.771958360362811,1
E_212,0.772956174943581,1
E_213,0.773018081523077,1
E_214,0.776375154138879,1
E_215,0.776502377383737,1
E_216,0.779513250987964,1
E_217,0.781916226888528,1
E_218,0.78242545277879,1
E_219,0.784473104002656,1
E_220,0.790243954812284,1
E_221,0.791576993285324,1
E_222,0.793873755828613,1
E_223,0.793934349781564,1
E_224,0.794420751105128,1
E_225,0.795027519472054,1
E_226,0.795144062722085,1
E_227,0.800789907301037,1
E_228,0.801296524055243,1
E_229,0.803494364835052,1
E_230,0.806672754769661,1
E_231,0.809082854321677,1
E_232,0.811444369321918,1
E_233,0.811803347452423,1
E_234,0.814280657228121,1
E_235,0.815676127567194,1
E_236,0.81634725999233,1
E_237,0.819662661637305,1
E_238,0.82163457309796,1
E_239,0.822067138512265,1
E_240,0.825777579300027,1
E_241,0.827911293857488,1
E_242,0.831723319111559,1
E_243,0.832720148088077,1
E_244,0.83449349067267,1
E_245,0.834755483702005,1
E_246,0.835953595386071,1
E_247,0.837301883754829,1
E_248,0.838307988042012,1
E_249,0.843595512578114,1
E_250,0.844766901523407,1
E_251,0.849163689786919,1
E_252,0.853571872521601,1
E_253,0.857038284676485,1
E_254,0.858126622785723,1
E_255,0.858959016099352,1
E_256,0.859515282318565,1
E_257,0.862940905321974,1
E_258,0.863594975468318,1
E_259,0.865703995502618,1
E_260,0.86987129955694,1
E_261,0.871593269226808,1
E_262,0.87231480093362,1
E_263,0.873343018727467,1
E_264,0.87996910441248,1
E_265,0.888779890393536,1
E_266,0.890877033780948,1
E_267,0.890903697520304,1
E_268,0.898808442167198,1
E_269,0.899265158794543,1
E_270,0.90182409305292,1
E_271,0.905150238353301,1
E_272,0.905250101868216,1
E_273,0.914082246812502,1
E_274,0.915405936467216,1
E_275,0.92201267057296,1
E_276,0.924532819268653,1
E_277,0.926279038544395,1
E_278,0.926969524715052,1
E_279,0.927286199575572,1
E_280,0.928499622202261,1
E_281,0.939970709231714,1
E_282,0.940002563383893,1
E_283,0.941174279947882,1
