,PseudoTime0,PseudoTime1
E113_4_409,,4.409
E66_4_459,,4.459
E126_4_81,,4.81
E84_3_156,3.156,
E116_1_453,,1.453
E95_1_904,,1.904
E99_0_451,0.451,
E23_4_559,,4.559
E4_1_052,,1.052
E89_4_609,4.609,
E118_3_156,,3.156
E15_3_307,,3.307
E74_4_91,,4.91
E72_0_952,0.952,
E72_3_557,3.557,
E149_2_204,,2.204
E22_1_503,,1.503
E37_0_852,0.852,
E16_3_607,,3.607
E128_1_453,,1.453
E54_4_76,,4.76
E35_1_202,,1.202
E38_3_908,,3.908
E10_0_451,,0.451
E26_2_004,,2.004
E60_4_76,,4.76
E117_1_503,,1.503
E75_2_956,,2.956
E70_4_409,4.409,
E61_4_259,4.259,
E69_4_409,,4.409
E14_1_703,,1.703
E104_1_303,1.303,
E15_3_707,,3.707
E45_4_91,,4.91
E29_0_752,,0.752
E9_0_651,,0.651
E13_3_056,3.056,
E28_3_156,,3.156
E38_2_605,,2.605
E28_2_204,,2.204
E90_1_453,,1.453
E64_4_409,,4.409
E77_1_102,,1.102
E65_4_108,,4.108
E72_3_156,3.156,
E17_1_653,,1.653
E94_2_505,,2.505
E38_2_405,,2.405
E119_1_904,,1.904
E103_4_259,4.259,
E10_1_052,,1.052
E46_3_056,,3.056
E16_3_908,,3.908
E8_1_703,,1.703
E127_0_601,,0.601
E86_3_808,,3.808
E91_3_657,,3.657
E51_1_754,1.754,
E39_0_701,,0.701
E63_1_503,1.503,
E15_2_154,,2.154
E66_3_607,,3.607
E24_3_908,3.908,
E89_4_208,4.208,
E21_2_004,2.004,
E135_3_607,,3.607
E135_1_353,,1.353
E61_3_206,3.206,
E28_3_056,,3.056
E138_2_154,,2.154
E130_2_455,2.455,
E117_3_557,,3.557
E44_2_355,,2.355
E42_4_709,,4.709
E101_4_309,,4.309
E44_0_802,,0.802
E2_0_701,0.701,
E29_2_405,,2.405
E19_0_902,,0.902
E118_2_004,,2.004
E90_3_808,,3.808
E26_0_601,,0.601
E56_1_754,1.754,
E23_3_758,,3.758
E69_4_86,,4.86
E95_2_305,,2.305
E120_1_754,,1.754
E25_2_004,,2.004
E9_2_004,,2.004
E137_4_659,,4.659
E56_2_505,2.505,
E46_1_303,,1.303
E79_2_956,,2.956
E14_1_653,,1.653
E2_3_507,3.507,
E115_4_309,4.309,
E95_0_802,,0.802
E123_2_255,,2.255
E91_3_156,,3.156
E86_4_208,,4.208
E29_1_353,,1.353
E120_1_453,,1.453
E100_3_307,,3.307
E78_1_152,,1.152
E19_1_553,,1.553
E26_1_854,,1.854
E59_2_505,,2.505
E29_3_557,,3.557
E111_0_752,0.752,
E36_1_453,,1.453
E89_3_657,3.657,
E7_4_659,,4.659
E39_3_958,,3.958
E46_2_906,,2.906
E78_2_756,,2.756
E113_4_259,,4.259
E125_1_202,,1.202
E135_4_96,,4.96
E128_2_655,,2.655
E108_2_305,,2.305
E63_0_05,0.05,
E149_4_509,,4.509
E147_2_705,,2.705
E53_0_351,,0.351
E114_4_81,4.81,
E143_3_457,3.457,
E27_1_052,,1.052
E80_1_854,1.854,
E36_0_952,,0.952
E3_3_307,3.307,
E138_4_559,,4.559
E54_1_553,,1.553
E113_3_357,,3.357
E79_4_359,,4.359
E139_0_0,,0.0
E121_0_952,,0.952
E101_3_257,,3.257
E117_2_655,,2.655
E106_3_858,,3.858
E31_0_1,,0.1
E66_4_559,,4.559
E144_2_104,,2.104
E96_4_309,,4.309
E36_2_204,,2.204
E25_1_152,,1.152
E19_4_309,,4.309
E114_4_359,4.359,
E73_2_655,,2.655
E145_3_908,,3.908
E28_4_208,,4.208
E101_4_108,,4.108
E122_1_653,,1.653
E5_0_351,,0.351
E85_1_653,1.653,
E16_3_758,,3.758
E75_4_81,,4.81
E100_3_557,,3.557
E73_3_457,,3.457
E128_3_958,,3.958
E54_0_752,,0.752
E98_4_309,,4.309
E97_2_856,,2.856
E50_0_601,,0.601
E69_0_701,,0.701
E138_4_709,,4.709
E125_0_752,,0.752
E92_2_004,,2.004
E146_0_902,,0.902
E118_3_307,,3.307
E96_1_253,,1.253
E65_0_601,,0.601
E140_3_657,3.657,
E10_4_91,,4.91
E142_3_507,,3.507
E147_1_052,,1.052
E33_4_459,,4.459
E107_0_952,,0.952
E109_3_707,,3.707
E88_3_006,,3.006
E26_1_102,,1.102
E10_3_758,,3.758
E142_4_008,,4.008
E39_1_553,,1.553
E50_1_253,,1.253
E87_1_303,1.303,
E130_0_802,0.802,
E48_0_752,,0.752
E91_4_86,,4.86
E124_4_459,,4.459
E33_4_86,,4.86
E137_3_206,,3.206
E118_4_208,,4.208
E142_4_86,,4.86
E103_3_808,3.808,
E126_2_255,,2.255
E123_4_609,,4.609
E144_1_102,,1.102
E146_0_752,,0.752
E116_0_501,,0.501
E46_4_008,,4.008
E129_1_954,1.954,
E50_2_555,,2.555
E144_0_551,,0.551
E65_3_357,,3.357
E148_4_459,,4.459
E11_2_455,2.455,
E9_1_804,,1.804
E142_3_758,,3.758
