,PseudoTime0,PseudoTime1,PseudoTime2
E36_1_121,,1.121,
E1_1_842,,,1.842
E40_0_561,0.561,,
E63_6_728,,,6.728
E142_4_245,,,4.245
E118_7_93,7.93,,
E101_6_408,,6.408,
E6_3_044,,,3.044
E16_3_044,3.044,,
E34_1_362,1.362,,
E130_3_925,,3.925,
E75_2_163,2.163,,
E146_7_529,,7.529,
E139_6_328,,,6.328
E16_3_685,3.685,,
E30_7_289,,7.289,
E79_1_922,1.922,,
E3_4_566,,4.566,
E15_3_124,,3.124,
E101_5_847,,5.847,
E131_5_046,,5.046,
E111_6_248,6.248,,
E3_4_165,,4.165,
E63_7_85,,,7.85
E8_6_568,,6.568,
E93_5_687,5.687,,
E44_3_605,3.605,,
E35_5_046,,5.046,
E121_2_083,,,2.083
E149_5_767,5.767,,
E4_5_527,,,5.527
E3_4_886,,4.886,
E143_5_847,,,5.847
E107_1_682,,1.682,
E91_5_126,,5.126,
E70_6_728,6.728,,
E42_7_529,,,7.529
E23_0_24,0.24,,
E89_7_85,7.85,,
E144_4_486,4.486,,
E1_4_325,,,4.325
E86_0_16,0.16,,
E95_3_605,,,3.605
E82_7_049,7.049,,
E118_1_442,1.442,,
E122_4_245,,,4.245
E15_5_527,,5.527,
E68_3_044,,,3.044
E145_3_284,,,3.284
E124_0_32,0.32,,
E99_0_08,,,0.08
E126_3_605,,3.605,
E134_0_881,0.881,,
E5_5_687,5.687,,
E89_7_289,7.289,,
E96_7_85,7.85,,
E123_1_041,,1.041,
E130_0_881,,0.881,
E20_0_0,,,0.0
E62_2_723,,2.723,
E131_2_804,,2.804,
E16_0_0,0.0,,
E105_2_964,2.964,,
E115_1_922,,1.922,
E107_7_049,,7.049,
E89_7_369,7.369,,
E2_0_16,0.16,,
E144_0_641,0.641,,
E134_5_367,5.367,,
E142_5_126,,,5.126
E34_6_088,6.088,,
E79_7_289,7.289,,
E44_3_044,3.044,,
E22_7_369,,,7.369
E89_1_922,1.922,,
E15_0_561,,0.561,
E53_5_847,,5.847,
E4_4_165,,,4.165
E10_7_77,,,7.77
E36_7_69,,7.69,
E86_7_85,7.85,,
E22_5_287,,,5.287
E6_6_889,,,6.889
E62_0_401,,0.401,
E0_2_083,,2.083,
E135_2_163,2.163,,
E143_7_85,,,7.85
E102_7_93,,,7.93
E7_0_721,0.721,,
E106_5_847,5.847,,
E130_2_804,,2.804,
E103_1_602,,1.602,
E75_0_08,0.08,,
E54_2_163,2.163,,
E42_6_568,,,6.568
E34_1_282,1.282,,
E70_1_762,1.762,,
E118_5_767,5.767,,
E3_4_085,,4.085,
E102_0_481,,,0.481
E3_0_641,,0.641,
E10_1_121,,,1.121
E102_6_408,,,6.408
E113_0_561,,,0.561
E111_7_369,7.369,,
E34_4_406,4.406,,
E11_4_566,,4.566,
E111_6_728,6.728,,
E56_2_723,,,2.723
E126_7_61,,7.61,
E14_7_61,,,7.61
E58_6_969,,,6.969
E149_4_085,4.085,,
E133_2_083,,2.083,
E78_7_77,,,7.77
E126_1_762,,1.762,
E140_7_69,,,7.69
E40_6_728,6.728,,
E96_2_723,2.723,,
E16_6_568,6.568,,
E68_7_049,,,7.049
E106_5_927,5.927,,
E123_5_687,,5.687,
E31_3_925,,3.925,
E13_6_809,,,6.809
E68_0_881,,,0.881
E11_2_563,,2.563,
E137_3_845,3.845,,
E139_2_964,,,2.964
E83_4_486,,,4.486
E90_4_886,4.886,,
E81_7_77,7.77,,
E59_4_966,,4.966,
E44_5_287,5.287,,
E34_3_685,3.685,,
E75_6_809,6.809,,
E5_2_163,2.163,,
E24_6_328,6.328,,
E125_5_927,5.927,,
E134_4_245,4.245,,
E113_6_328,,,6.328
E21_2_483,2.483,,
E93_1_682,1.682,,
E78_3_364,,,3.364
E134_7_529,7.529,,
E96_3_925,3.925,,
E83_4_085,,,4.085
E113_4_245,,,4.245
E68_1_202,,,1.202
E99_0_32,,,0.32
E129_7_049,,,7.049
E80_2_003,,2.003,
E124_6_568,6.568,,
E90_1_522,1.522,,
E19_5_207,,5.207,
E131_4_005,,4.005,
E135_6_969,6.969,,
E35_1_842,,1.842,
E64_5_607,5.607,,
E103_1_522,,1.522,
E103_6_088,,6.088,
E124_7_369,7.369,,
E64_2_563,2.563,,
E136_3_765,,,3.765
E93_6_568,6.568,,
E6_0_481,,,0.481
E136_4_005,,,4.005
E69_2_643,,2.643,
E0_3_845,,3.845,
E84_4_005,,,4.005
E143_2_083,,,2.083
E81_1_682,1.682,,
E137_7_93,7.93,,
E119_0_32,,0.32,
E95_1_762,,,1.762
E98_4_566,,,4.566
E56_7_61,,,7.61
E29_2_884,,,2.884
E56_5_207,,,5.207
E142_3_124,,,3.124
E119_4_165,,4.165,
E64_3_605,3.605,,
E149_6_648,6.648,,
E134_7_85,7.85,,
E42_5_367,,,5.367
E13_7_289,,,7.289
E60_6_648,,6.648,
E23_7_93,7.93,,
E47_5_207,,,5.207
E121_7_289,,,7.289
E109_0_961,,0.961,
E31_6_008,,6.008,
E132_0_16,0.16,,
E42_1_202,,,1.202
E101_1_442,,1.442,
E44_5_687,5.687,,
E11_6_889,,6.889,
E35_4_165,,4.165,
E130_1_922,,1.922,
E57_5_927,,5.927,
E84_4_566,,,4.566
E47_6_969,,,6.969
E122_1_522,,,1.522
E113_5_527,,,5.527
E57_1_121,,1.121,
E56_5_367,,,5.367
E5_0_401,0.401,,
E113_5_687,,,5.687
E1_4_486,,,4.486
E60_1_682,,1.682,
E130_4_646,,4.646,
E95_3_765,,,3.765
E81_4_486,4.486,,
E10_2_723,,,2.723
E56_5_767,,,5.767
E35_2_163,,2.163,
E95_7_69,,,7.69
E93_6_008,6.008,,
E70_2_083,2.083,,
E41_2_884,,2.884,
E119_1_522,,1.522,
E81_3_685,3.685,,
E70_0_481,0.481,,
E78_4_726,,,4.726
E149_3_044,3.044,,
E4_3_685,,,3.685
E128_0_0,,0.0,
E8_7_93,,7.93,
E123_3_845,,3.845,
E78_2_804,,,2.804
E123_4_085,,4.085,
E29_7_61,,,7.61
E80_0_801,,0.801,
E92_1_282,,,1.282
E78_1_282,,,1.282
E133_2_403,,2.403,
E125_0_561,0.561,,
E83_0_641,,,0.641
E111_4_886,4.886,,
E147_0_08,,,0.08
E25_2_964,2.964,,
E16_3_845,3.845,,
E53_6_568,,6.568,
E1_1_041,,,1.041
E34_3_124,3.124,,
E8_1_282,,1.282,
E3_4_646,,4.646,
E14_3_765,,,3.765
E53_6_088,,6.088,
E52_2_403,,,2.403
E23_4_165,4.165,,
E19_6_088,,6.088,
E63_3_524,,,3.524
E7_7_289,7.289,,
E136_2_804,,,2.804
E38_4_245,,4.245,
E146_3_444,,3.444,
E127_1_121,,1.121,
E103_7_77,,7.77,
E106_1_682,1.682,,
E67_7_449,,7.449,
E149_1_202,1.202,,
E120_3_364,,3.364,
E109_2_323,,2.323,
E30_4_165,,4.165,
E86_6_168,6.168,,
E103_7_129,,7.129,
E41_3_124,,3.124,
E91_6_248,,6.248,
E86_4_325,4.325,,
E70_3_605,3.605,,
E7_3_284,3.284,,
E115_4_165,,4.165,
E11_6_408,,6.408,
E79_6_889,6.889,,
E40_2_563,2.563,,
E64_7_85,7.85,,
E5_7_61,7.61,,
E41_2_403,,2.403,
E139_7_209,,,7.209
E146_1_442,,1.442,
E123_1_842,,1.842,
E136_6_969,,,6.969
E102_7_049,,,7.049
E21_7_449,7.449,,
E54_6_088,6.088,,
E129_7_69,,,7.69
E95_2_804,,,2.804
E11_3_444,,3.444,
E29_0_401,,,0.401
E65_0_561,0.561,,
E40_0_16,0.16,,
E107_4_406,,4.406,
