,GSD_2000_0,GSD_2000_1,GSD_2000_2,GSD_2000_3,GSD_2000_4,GSD_2000_5,GSD_2000_6,GSD_2000_7,GSD_2000_8,GSD_2000_9,GSD_2000_0_20,GSD_2000_1_20,GSD_2000_2_20,GSD_2000_3_20,GSD_2000_4_20,GSD_2000_5_20,GSD_2000_6_20,GSD_2000_7_20,GSD_2000_8_20,GSD_2000_9_20,GSD_2000_0_50,GSD_2000_1_50,GSD_2000_2_50,GSD_2000_3_50,GSD_2000_4_50,GSD_2000_5_50,GSD_2000_6_50,GSD_2000_7_50,GSD_2000_8_50,GSD_2000_9_50
GENIE3,0.602542540561931,0.6024436090225564,0.606598733676296,0.6052631578947368,0.5987831420656905,0.6032350613375544,0.6028393351800554,0.6050652948159874,0.6042738425009894,0.6050652948159873,0.5945785516422635,0.600316580925999,0.6015037593984963,0.6007617728531854,0.5915611396913336,0.6012069647803719,0.5995745943806886,0.598585278986941,0.5953700039572616,0.5982884843688168,0.5944796201028888,0.59200633161852,0.5976948951325682,0.5970023743569449,0.591759002770083,0.5932924416303917,0.5945785516422635,0.5929956470122676,0.5962603878116343,0.5945785516422635
GRISLI,0.546794618124258,0.633161851998417,0.5487485160269094,0.5500346260387812,0.5654679461812426,0.5510734072022161,0.5594331222793827,0.560521369212505,0.546794618124258,0.633161851998417,0.5414770478828651,0.6492134942619707,0.5363820736050653,0.5516422635536209,0.5456569054214484,0.5446181242580135,0.5376929165017809,0.5491937079540958,0.5414770478828651,0.6492134942619707,0.5705629204590423,0.6210180055401662,0.5667787890779581,0.5651216857934309,0.591363276612584,0.5592599920854769,0.591140680648991,0.5551790660862683,0.5705629204590423,0.6210180055401662
GRNBOOST2,0.611594776414721,0.6037297190344282,0.5959141274238227,0.5771171349426197,0.6121388998812821,0.6047190344281758,0.6014542936288089,0.5897309062129007,0.6103581321725365,0.6154036406806489,0.5822615749901068,0.6139196675900276,0.5990304709141274,0.6035813217253662,0.5804808072813613,0.6099129402453501,0.6057578155916106,0.5839928769291649,0.6030866640284922,0.5885437277404035,0.5880490700435298,0.5637119113573407,0.5891373169766522,0.5669271863870201,0.5662841313810844,0.5960625247328848,0.5872081519588446,0.5844380688563514,0.5929461812425801,0.5874060150375938
GRNVBEM,0.5830282944202613,0.5600761772853186,0.5284428175702415,0.5646764938662445,0.5594578551642263,0.6260882469331224,0.5293826671943016,0.5881480015829046,0.5830282944202613,0.5600761772853186,0.5531757024139295,0.5258458646616541,0.48337950138504154,0.5116244558765334,0.5463741590819154,0.5849821923229125,0.503808864265928,0.5533488326078353,0.5531757024139295,0.5258458646616541,0.5344776414721013,0.5472645429362881,0.4994064107637515,0.52300158290463,0.5234715077166601,0.5397952117134942,0.5138256826276216,0.5677433715868618,0.5344776414721013,0.5472645429362881
LEAP,0.6291798575385833,0.5482538583300356,0.6220567867036011,0.6316778789077958,0.6183963197467354,0.6237138899881282,0.622229916897507,0.626434507320934,0.6291798575385833,0.5482538583300356,0.6242580134546893,0.542441630391769,0.6234665611396913,0.6293035219628017,0.61802532647408,0.6233676296003166,0.6193609022556391,0.6268549663632765,0.6242580134546893,0.542441630391769,0.6161950929956471,0.5270825089038386,0.6169370795409577,0.6180747922437673,0.6079837752275427,0.605807281361298,0.619212504946577,0.6137218045112782,0.6161950929956471,0.5270825089038386
PIDC,0.632370399683419,0.6389988128215274,0.6429560743965176,0.6367233874159082,0.6300949742777997,0.6323703996834191,0.6433518005540166,0.6379105658884052,0.632370399683419,0.6389988128215274,0.6262366442421843,0.6334586466165414,0.6321725366046694,0.6343490304709141,0.6276216857934308,0.622774040364068,0.6328650573802928,0.6272259596359319,0.6262366442421843,0.6334586466165414,0.618421052631579,0.6243569449940641,0.6410763751483973,0.6283142065690541,0.6174317372378314,0.636822318955283,0.6369212504946576,0.6325682627621686,0.618421052631579,0.6243569449940641
PPCOR,0.6003907795805302,0.5839681440443214,0.5783537791848041,0.5956915314602295,0.5550059358923625,0.6010091017016226,0.5983379501385042,0.564800158290463,0.6003907795805302,0.5839681440443214,0.6063019390581718,0.5834487534626038,0.5962603878116344,0.6023694103680253,0.5637613771270281,0.6016521567075583,0.5982884843688168,0.5614117530668778,0.6063019390581718,0.5834487534626038,0.5798624851602692,0.5638355757815592,0.5700187969924813,0.5775375939849624,0.56203007518797,0.5947516818361693,0.5774386624455876,0.5843144044321329,0.5798624851602692,0.5638355757815592
SCINGE,0.6216857934309459,0.5133062920459042,0.5799614166996439,0.6010833003561535,0.573283537791848,0.6291056588840522,0.5912148793035219,0.6133260783537792,0.6216857934309459,0.5133062920459042,0.6093935496636328,0.5188959240205777,0.5416007123070835,0.5695488721804511,0.5490453106450337,0.6175801345468935,0.5521369212504946,0.5680896319746735,0.6093935496636328,0.5188959240205777,0.5787495053423031,0.5273051048674318,0.5526315789473685,0.5735803324099723,0.5665809259992085,0.5712307083498219,0.5520132568262762,0.6416452314998021,0.5787495053423031,0.5273051048674318
SCNS,0.5744212504946576,0.565665809259992,0.5829540957657301,0.5898051048674318,0.5629946576968738,0.5888157894736842,0.5765235457063711,0.5682874950534231,0.5744212504946576,0.565665809259992,0.5688068856351405,0.5585180055401662,0.582879897111199,0.5883953304313415,0.5598783142065691,0.5880985358132172,0.5768203403244954,0.575905223585279,0.5688068856351405,0.5585180055401662,0.5734319351009102,0.5698456667985754,0.5662099327265532,0.5788979026513653,0.567891768895924,0.5723189552829442,0.5661604669568658,0.5655668777206173,0.5734319351009102,0.5698456667985754
SCODE,0.57597942223981,0.6697170557973882,0.5696478037198259,0.5928967154728927,0.4963395330431341,0.5493173723783142,0.5402651365255243,0.5527305104867432,0.6233676296003166,0.5778591214879303,0.6001187178472498,0.6235654926790661,0.5710823110407598,0.5661851998417096,0.5593589236248515,0.5596062524732885,0.587010288880095,0.5872576177285318,0.5488721804511278,0.6118915710328453,0.6343490304709142,0.6078353779184804,0.5764246141669964,0.5640581717451524,0.5987831420656905,0.5826573011476058,0.6181242580134547,0.5814206569054216,0.5572813612979818,0.5949248120300752
