,GSD_2000_0,GSD_2000_1,GSD_2000_2,GSD_2000_3,GSD_2000_4,GSD_2000_5,GSD_2000_6,GSD_2000_7,GSD_2000_8,GSD_2000_9,GSD_2000_0_20,GSD_2000_1_20,GSD_2000_2_20,GSD_2000_3_20,GSD_2000_4_20,GSD_2000_5_20,GSD_2000_6_20,GSD_2000_7_20,GSD_2000_8_20,GSD_2000_9_20,GSD_2000_0_50,GSD_2000_1_50,GSD_2000_2_50,GSD_2000_3_50,GSD_2000_4_50,GSD_2000_5_50,GSD_2000_6_50,GSD_2000_7_50,GSD_2000_8_50,GSD_2000_9_50
GENIE3,0.5573770491803278,0.5081967213114754,0.5409836065573771,0.5245901639344263,0.4918032786885246,0.4918032786885246,0.5245901639344263,0.5737704918032787,0.4918032786885246,0.5081967213114754,0.4918032786885246,0.4918032786885246,0.5081967213114754,0.5245901639344263,0.47540983606557374,0.47540983606557374,0.5081967213114754,0.5409836065573771,0.5573770491803278,0.5081967213114754,0.6885245901639344,0.6229508196721312,0.5737704918032787,0.6065573770491803,0.639344262295082,0.6065573770491803,0.6065573770491803,0.6229508196721312,0.5901639344262295,0.5737704918032787
GRISLI,1.2131147540983607,1.0491803278688525,0.6557377049180327,0.9508196721311475,0.8688524590163934,0.8852459016393442,1.0491803278688525,0.9836065573770492,1.2131147540983607,1.0491803278688525,1.098360655737705,1.0819672131147542,0.8360655737704918,0.9508196721311475,1.0655737704918034,0.819672131147541,1.0491803278688525,0.9180327868852459,1.098360655737705,1.0819672131147542,1.2950819672131149,0.7868852459016393,0.7704918032786885,1.0491803278688525,1.0819672131147542,1.0491803278688525,1.0,1.2622950819672132,1.2950819672131149,0.7868852459016393
GRNBOOST2,0.6229508196721312,0.8032786885245902,0.7213114754098361,0.6557377049180327,0.6065573770491803,0.819672131147541,0.639344262295082,0.6557377049180327,0.6229508196721312,0.6721311475409836,0.6557377049180327,0.7540983606557377,0.5737704918032787,0.7868852459016393,0.6721311475409836,0.639344262295082,0.6229508196721312,0.6721311475409836,0.7213114754098361,0.7213114754098361,0.9344262295081968,0.9180327868852459,0.8032786885245902,0.9344262295081968,0.8360655737704918,0.8360655737704918,0.7704918032786885,0.8852459016393442,0.7213114754098361,0.7540983606557377
GRNVBEM,0.8032786885245902,0.8524590163934426,0.5737704918032787,0.7540983606557377,0.6065573770491803,0.8524590163934426,0.6885245901639344,0.8360655737704918,0.8032786885245902,0.8524590163934426,1.0,0.7049180327868853,0.7377049180327869,0.8688524590163934,0.7704918032786885,0.9344262295081968,0.7213114754098361,0.9508196721311475,1.0,0.7049180327868853,0.9508196721311475,0.9836065573770492,0.5737704918032787,0.9016393442622951,0.9180327868852459,0.9836065573770492,0.819672131147541,0.9836065573770492,0.9508196721311475,0.9836065573770492
LEAP,2.1311475409836067,1.4098360655737705,1.7704918032786885,2.180327868852459,2.0163934426229506,2.0491803278688523,2.0491803278688523,2.0491803278688523,2.1311475409836067,1.4098360655737705,2.1311475409836067,1.4098360655737705,1.7704918032786885,2.180327868852459,2.0163934426229506,2.0491803278688523,2.0491803278688523,2.0491803278688523,2.1311475409836067,1.4098360655737705,1.7049180327868851,1.2295081967213115,1.9344262295081966,1.9508196721311475,2.1311475409836067,1.6557377049180328,2.0,1.5901639344262295,1.7049180327868851,1.2295081967213115
SCINGE,1.278688524590164,1.0491803278688525,1.180327868852459,0.9180327868852459,1.0819672131147542,0.9344262295081968,1.1475409836065573,1.0163934426229508,1.278688524590164,1.0491803278688525,1.1311475409836065,1.0655737704918034,1.2131147540983607,1.2131147540983607,1.1475409836065573,1.0327868852459017,1.1475409836065573,1.180327868852459,1.1311475409836065,1.0655737704918034,1.098360655737705,1.1967213114754098,1.180327868852459,1.2295081967213115,1.0655737704918034,1.2459016393442623,1.1967213114754098,1.1967213114754098,1.098360655737705,1.1967213114754098
SCNS,1.5573770491803278,1.9836065573770492,1.5901639344262295,1.6229508196721312,2.2131147540983607,1.5573770491803278,1.6721311475409837,1.7540983606557377,1.5573770491803278,1.9836065573770492,1.5901639344262295,2.1311475409836067,1.5737704918032787,1.540983606557377,2.19672131147541,1.459016393442623,1.6721311475409837,1.7704918032786885,1.5901639344262295,2.1311475409836067,1.7049180327868851,1.9672131147540983,1.9508196721311475,1.721311475409836,1.8524590163934427,1.7540983606557377,1.639344262295082,1.6065573770491803,1.7049180327868851,1.9672131147540983
SCODE,1.360655737704918,1.3114754098360655,2.081967213114754,1.459016393442623,1.4754098360655739,1.459016393442623,1.360655737704918,1.4754098360655739,1.459016393442623,1.459016393442623,1.2950819672131149,1.3442622950819672,2.0491803278688523,1.4262295081967213,1.7868852459016393,1.639344262295082,1.6557377049180328,1.721311475409836,1.4426229508196722,1.3278688524590163,1.540983606557377,1.2131147540983607,1.3934426229508197,1.5245901639344261,1.7704918032786885,1.2295081967213115,1.5245901639344261,1.6065573770491803,1.3114754098360655,1.1967213114754098
SCRIBE,1.6229508196721312,1.360655737704918,1.2459016393442623,1.721311475409836,1.2459016393442623,1.360655737704918,1.2459016393442623,1.3770491803278688,1.6229508196721312,1.360655737704918,1.278688524590164,1.2459016393442623,1.1639344262295082,1.6229508196721312,1.098360655737705,1.0327868852459017,1.2295081967213115,1.278688524590164,1.278688524590164,1.2459016393442623,1.3442622950819672,1.4262295081967213,1.2459016393442623,1.459016393442623,1.4262295081967213,1.4098360655737705,1.3934426229508197,1.4754098360655739,1.3442622950819672,1.4262295081967213
SINCERITIES,1.540983606557377,1.3770491803278688,1.6721311475409837,1.7049180327868851,1.7049180327868851,1.5901639344262295,1.5901639344262295,1.8360655737704918,1.540983606557377,1.3770491803278688,1.4426229508196722,1.459016393442623,1.721311475409836,1.8360655737704918,1.901639344262295,1.5573770491803278,1.5737704918032787,2.081967213114754,1.4426229508196722,1.459016393442623,1.4754098360655739,1.2131147540983607,1.639344262295082,1.7540983606557377,1.540983606557377,1.6229508196721312,1.459016393442623,1.4918032786885247,1.4754098360655739,1.2131147540983607
