,GSD_2000_0,GSD_2000_1,GSD_2000_2,GSD_2000_3,GSD_2000_4,GSD_2000_5,GSD_2000_6,GSD_2000_7,GSD_2000_8,GSD_2000_9,GSD_2000_0_20,GSD_2000_1_20,GSD_2000_2_20,GSD_2000_3_20,GSD_2000_4_20,GSD_2000_5_20,GSD_2000_6_20,GSD_2000_7_20,GSD_2000_8_20,GSD_2000_9_20,GSD_2000_0_50,GSD_2000_1_50,GSD_2000_2_50,GSD_2000_3_50,GSD_2000_4_50,GSD_2000_5_50,GSD_2000_6_50,GSD_2000_7_50,GSD_2000_8_50,GSD_2000_9_50
GENIE3,0.2868673151919745,0.2832056798375264,0.2888041537627173,0.2896493719262572,0.2807163867269928,0.2884536259126151,0.28536911302995016,0.2864221376816897,0.28687332453363434,0.28581235708017017,0.2837193856339904,0.2829406706794079,0.2849057119455815,0.29119572903096336,0.28006931107773525,0.2859586231088618,0.28263459905881955,0.2823259816880066,0.2816047163289722,0.28319762773027757,0.28441379244267784,0.2780451967343722,0.2889233880055279,0.28969943938441506,0.2820649686824692,0.28122887603711766,0.2813795532312053,0.27920167364610926,0.28575570412843704,0.2829928918127911
GRISLI,0.26419582814589754,0.3619770390094601,0.236498568952379,0.2846137362777064,0.28337871221520977,0.25052734406893407,0.2370236121788075,0.26543881903384636,0.26419582814589754,0.3619770390094601,0.24833923750052256,0.3871839995046751,0.23122506260563655,0.2668179411743905,0.2543022720336169,0.24270881638411002,0.22395647373581015,0.2667982690425258,0.24833923750052256,0.3871839995046751,0.26644336241833316,0.3286746121978662,0.2758873052908858,0.2790341976657137,0.28813796078349463,0.25574979769678197,0.2653810832780392,0.2812488100038633,0.26644336241833316,0.3286746121978662
GRNBOOST2,0.2786954012605536,0.2887805693361888,0.2900129366732249,0.255495299074685,0.29169419019810044,0.284721948811515,0.2780913085781256,0.28825911144436606,0.2870045455789896,0.2861322556004976,0.2862110266523017,0.28729093283703444,0.2838354965282729,0.29888011328148123,0.28581882372138384,0.30105530813181314,0.28887728405831303,0.27581405542639287,0.2836389324744833,0.27487703818209297,0.26702300599700635,0.27909750595387206,0.292141539464308,0.27377677485279006,0.25592029086419804,0.2915776294134296,0.2926792884522347,0.28860723989688575,0.29123421210975947,0.29760709133511387
GRNVBEM,0.3378091659300579,0.3556261932360352,0.31993219024180697,0.3319880233355985,0.334583700109386,0.39193807659110486,0.3332320679771591,0.35408958072451335,0.3378091659300579,0.3556261932360352,0.31955555476394865,0.31722081875242386,0.27527615578352105,0.29178398957986007,0.32677562524766424,0.35656838735543184,0.3035396982108761,0.3235572351458185,0.31955555476394865,0.31722081875242386,0.3068516136197569,0.30118270337105096,0.2646101391740533,0.2678567042156025,0.283082357507046,0.3116442105956144,0.2896933638147239,0.31767663365391896,0.3068516136197569,0.30118270337105096
LEAP,0.3286805821857723,0.24027060133677555,0.30156465890327544,0.3122909385988467,0.31737623000477155,0.29875744082496325,0.3111131810475397,0.30060295398080616,0.3286805821857723,0.24027060133677555,0.32714392719648777,0.23933869011937906,0.30253888404460216,0.31118156424758414,0.3173917467083637,0.2987028987442037,0.3096929652462138,0.3009041953734811,0.32714392719648777,0.23933869011937906,0.31200847877368804,0.2404058453272877,0.288966298516276,0.29304358324141344,0.30590025470080434,0.27793217428860667,0.30916856583222774,0.28233374844473214,0.31200847877368804,0.2404058453272877
PIDC,0.3175151897041236,0.3187403047636653,0.3268724227934806,0.32554002570970786,0.3193938459046214,0.3095796196659389,0.3183564719368276,0.31758797867241206,0.3175151897041236,0.3187403047636653,0.31188758179354176,0.3120417372296804,0.316065854840765,0.322640335118604,0.3079110649990021,0.30429895779295685,0.30593544792192806,0.30458692932212894,0.31188758179354176,0.3120417372296804,0.3065638266000269,0.30385020757244613,0.3157121369680508,0.3108785630893999,0.30257824452656834,0.3080567462426209,0.3148137582799998,0.31018559373612326,0.3065638266000269,0.30385020757244613
PPCOR,0.3239061274731518,0.30040397946704434,0.32187954333865587,0.31322793122177234,0.29608148403194984,0.3257370357828989,0.3406459045315542,0.320917574449173,0.3239061274731518,0.30040397946704434,0.3253749837191164,0.31888866736558563,0.32935082112735237,0.32018430975172063,0.30461074530276194,0.3253634733170316,0.34111970925938584,0.32516736892061116,0.3253749837191164,0.31888866736558563,0.31731747547566125,0.3137219625421013,0.32463560414213166,0.33936765885073716,0.3176810207723122,0.32011304538863383,0.3259711847470965,0.33136535808131684,0.31731747547566125,0.3137219625421013
SCINGE,0.2757177659401675,0.22269830753908842,0.25000404660515296,0.281512037055154,0.26274949624961014,0.27604561203734185,0.26554673927202743,0.2751708658988738,0.2757177659401675,0.22269830753908842,0.26361962840489506,0.228478735194855,0.22737028934808562,0.2457486624527405,0.2359651001995498,0.2619301133805897,0.24100180947796906,0.24699825261259442,0.26361962840489506,0.228478735194855,0.24564011680006692,0.22874600348962854,0.23168343092624358,0.24213726807669633,0.23806520745198362,0.2429552134826925,0.2300924788038695,0.2723576944837408,0.24564011680006692,0.22874600348962854
SCNS,0.2592403865049774,0.29886014192750127,0.27221800738131985,0.2811173937729303,0.2539893875411627,0.2848763338174528,0.26069025757567466,0.26848809834591136,0.2592403865049774,0.29886014192750127,0.25187831584069803,0.28194081641387336,0.271276658888757,0.27561727672239805,0.2531775247930132,0.28371175516042585,0.26125552892469583,0.2741874450454041,0.25187831584069803,0.28194081641387336,0.2631404269091368,0.2685550637243174,0.2599649060448379,0.26661121960720385,0.2532400013691386,0.27243847040960595,0.25271688206028997,0.2658516306136437,0.2631404269091368,0.2685550637243174
SCODE,0.2869189397344408,0.36177949940402,0.2776209853700474,0.2837832014225696,0.2454954141392935,0.24978100535988607,0.2577438187072436,0.27661357081644355,0.3105076001459211,0.28540905123390015,0.3059366122170335,0.32124918268010694,0.28744562082098396,0.2746261776071328,0.2779017382864283,0.26142334483632457,0.27628568676278575,0.2954622821551754,0.2818873031481841,0.32118972993282213,0.34549731235009506,0.3147075775962172,0.30039680952104264,0.30420962330717616,0.3294272164271582,0.2967228056101692,0.3152535153631831,0.30405620924686944,0.2688397272259073,0.30213572097941604
SCRIBE,0.37487332721311356,0.3847600604204573,0.3002794285633722,0.33332124806099617,0.350803955217707,0.3202453062622343,0.2929114589024524,0.3376174646637915,0.37487332721311356,0.3847600604204573,0.39362915360945616,0.3648567180437381,0.2937617026253864,0.34552733416697323,0.33375494309907705,0.31132299960117604,0.3033171243664514,0.3149742726823159,0.39362915360945616,0.3648567180437381,0.31489794379130037,0.32395136505653244,0.2618444981399539,0.3121682920478423,0.27791428584718736,0.2823191116030528,0.2814032823121795,0.2869338577554933,0.31489794379130037,0.32395136505653244
SINCERITIES,0.27131875798963145,0.22594230093708806,0.2530827480959178,0.23942910970250858,0.22631158254965872,0.24861757925061007,0.23255607954005533,0.2350979269411485,0.27131875798963145,0.22594230093708806,0.2775171239461579,0.2175523592038239,0.25231883373633324,0.2366268983728195,0.226607744816487,0.25263421378583567,0.23027382736612195,0.23873250162906717,0.2775171239461579,0.2175523592038239,0.266964088711943,0.24828401603471667,0.26529639661311427,0.2486483830753309,0.25897614868536456,0.2583636665510344,0.23868291810935294,0.24540517492010552,0.266964088711943,0.24828401603471667
