,PseudoTime0,PseudoTime1,PseudoTime2,PseudoTime3
E91_4_165,,,4.165,
E32_1_041,,1.041,,
E10_2_563,,,2.563,
E138_5_527,,,5.527,
E79_5_687,,,,5.687
E105_4_966,,,4.966,
E73_4_245,,,4.245,
E21_4_486,4.486,,,
E74_6_648,6.648,,,
E14_0_561,,0.561,,
E48_2_643,,,2.643,
E8_2_563,,,2.563,
E80_2_643,,2.643,,
E91_0_16,,,0.16,
E148_5_126,,,5.126,
E124_3_524,3.524,,,
E80_1_282,,1.282,,
E86_6_728,,,6.728,
E10_7_369,,,7.369,
E55_4_966,,,4.966,
E24_5_207,,,5.207,
E141_0_801,0.801,,,
E136_6_568,6.568,,,
E107_0_08,,,0.08,
E66_5_126,,,5.126,
E81_6_728,6.728,,,
E61_2_964,,2.964,,
E94_4_486,,,4.486,
E92_4_165,,,4.165,
E123_0_561,,,0.561,
E11_5_927,,,5.927,
E108_5_767,5.767,,,
E115_1_842,1.842,,,
E106_7_049,7.049,,,
E84_1_041,,,,1.041
E84_2_884,,,,2.884
E28_1_922,,,1.922,
E83_3_284,,,3.284,
E130_3_605,3.605,,,
E90_2_003,,,2.003,
E72_2_163,,,2.163,
E108_7_129,7.129,,,
E148_5_207,,,5.207,
E33_4_325,,,4.325,
E30_2_323,,,2.323,
E130_1_682,1.682,,,
E18_6_568,6.568,,,
E28_6_568,,,6.568,
E1_1_041,,,1.041,
E104_1_522,,,1.522,
E19_5_607,,,5.607,
E23_7_77,,,7.77,
E8_1_522,,,1.522,
E55_5_847,,,5.847,
E119_4_325,,4.325,,
E8_6_008,,,6.008,
E22_3_444,3.444,,,
E65_6_168,,,,6.168
E33_6_328,,,6.328,
E83_4_406,,,4.406,
E27_0_641,,,0.641,
E113_6_969,,,6.969,
E123_3_605,,,3.605,
E112_1_762,,,1.762,
E49_3_204,,,3.204,
E86_5_287,,,5.287,
E17_5_287,5.287,,,
E114_7_369,7.369,,,
E75_2_884,,,2.884,
E41_1_362,,1.362,,
E16_2_163,2.163,,,
E18_6_328,6.328,,,
E137_3_364,,,3.364,
E30_5_287,,,5.287,
E117_5_287,5.287,,,
E58_1_362,1.362,,,
E17_3_605,3.605,,,
E90_7_129,,,7.129,
E117_6_488,6.488,,,
E37_1_762,,,1.762,
E138_1_282,,,1.282,
E60_4_085,,,4.085,
E137_6_889,,,6.889,
E89_5_126,,,5.126,
E1_1_842,,,1.842,
E7_2_884,,,,2.884
E8_7_77,,,7.77,
E126_7_69,,,7.69,
E144_2_403,,,2.403,
E113_6_008,,,6.008,
E73_2_003,,,2.003,
E115_5_046,5.046,,,
E20_7_129,7.129,,,
E50_3_124,,,3.124,
E146_3_845,3.845,,,
E127_3_605,,,3.605,
E74_0_481,0.481,,,
E26_0_961,,,,0.961
E98_6_088,,,6.088,
E121_0_0,,0.0,,
E123_6_889,,,6.889,
E115_0_16,0.16,,,
E129_2_323,,,2.323,
E45_1_522,,,,1.522
E136_7_61,7.61,,,
E107_7_209,,,7.209,
E10_6_488,,,6.488,
E78_7_61,,,7.61,
E7_3_685,,,,3.685
E127_5_607,,,5.607,
E75_2_163,,,2.163,
E47_6_168,,,6.168,
E1_2_964,,,2.964,
E94_7_129,,,7.129,
E99_5_126,,,5.126,
E85_7_049,,,7.049,
E98_0_721,,,0.721,
E83_3_524,,,3.524,
E17_6_809,6.809,,,
E115_3_444,3.444,,,
E107_0_561,,,0.561,
E74_6_248,6.248,,,
E84_1_842,,,,1.842
E49_6_408,,,6.408,
E7_6_889,,,,6.889
E88_3_605,,3.605,,
E80_0_32,,0.32,,
E24_7_85,,,7.85,
E84_0_561,,,,0.561
E30_5_527,,,5.527,
E23_1_041,,,1.041,
E14_1_362,,1.362,,
E58_6_568,6.568,,,
E123_7_209,,,7.209,
E34_2_643,,,2.643,
E8_4_966,,,4.966,
E136_1_041,1.041,,,
E121_1_762,,1.762,,
E8_6_168,,,6.168,
E26_5_287,,,,5.287
E72_7_93,,,7.93,
E14_0_0,,0.0,,
E144_4_325,,,4.325,
E121_3_765,,3.765,,
E92_1_602,,,1.602,
E16_6_648,6.648,,,
E73_1_522,,,1.522,
E115_3_685,3.685,,,
E17_1_922,1.922,,,
E132_3_044,,3.044,,
E114_2_723,2.723,,,
E144_1_922,,,1.922,
E123_3_685,,,3.685,
E77_4_406,,,4.406,
E139_1_202,1.202,,,
E53_1_602,1.602,,,
E60_2_243,,,2.243,
E24_5_367,,,5.367,
E96_4_085,4.085,,,
E74_2_243,2.243,,,
E2_2_403,,,,2.403
E79_4_486,,,,4.486
E19_2_323,,,2.323,
E126_3_204,,,3.204,
E65_4_646,,,,4.646
E4_3_364,,,3.364,
E85_1_121,,,1.121,
E46_6_248,,,6.248,
E50_4_325,,,4.325,
E130_4_486,4.486,,,
E137_1_442,,,1.442,
E108_2_563,2.563,,,
E107_6_168,,,6.168,
E94_6_248,,,6.248,
E28_1_602,,,1.602,
E2_3_605,,,,3.605
E81_5_447,5.447,,,
E126_2_804,,,2.804,
E29_2_964,2.964,,,
E55_3_044,,,3.044,
E95_3_284,3.284,,,
E44_7_69,,,7.69,
E6_2_083,2.083,,,
E91_3_765,,,3.765,
E126_3_124,,,3.124,
E37_0_16,,,0.16,
E61_0_801,,0.801,,
E141_5_126,5.126,,,
E75_3_364,,,3.364,
E13_4_806,4.806,,,
E121_7_289,,7.289,,
E136_1_842,1.842,,,
E21_4_245,4.245,,,
E33_2_643,,,2.643,
E82_7_209,,7.209,,
E50_2_243,,,2.243,
E137_5_207,,,5.207,
E124_5_607,5.607,,,
E68_5_527,,5.527,,
E77_7_85,,,7.85,
E146_3_605,3.605,,,
E85_4_085,,,4.085,
E22_4_646,4.646,,,
E102_4_646,,4.646,,
E19_7_529,,,7.529,
E17_0_481,0.481,,,
E93_2_003,2.003,,,
E139_2_163,2.163,,,
E80_4_325,,4.325,,
E44_4_486,,,4.486,
E119_2_323,,2.323,,
E6_0_401,0.401,,,
E148_0_24,,,0.24,
E93_4_005,4.005,,,
E1_2_403,,,2.403,
E90_1_442,,,1.442,
E41_1_442,,1.442,,
E137_5_447,,,5.447,
E89_7_85,,,7.85,
E74_7_77,7.77,,,
E28_6_168,,,6.168,
E53_2_083,2.083,,,
E90_3_364,,,3.364,
E11_5_847,,,5.847,
E107_3_284,,,3.284,
E89_7_93,,,7.93,
E60_6_008,,,6.008,
E112_4_966,,,4.966,
