,PseudoTime0,PseudoTime1
E85_4_81,4.81,
E3_1_152,,1.152
E130_1_202,,1.202
E81_4_309,,4.309
E123_2_305,,2.305
E86_2_705,2.705,
E134_0_15,0.15,
E34_1_653,1.653,
E90_4_459,4.459,
E38_2_806,,2.806
E42_3_257,3.257,
E113_4_91,4.91,
E63_3_507,,3.507
E57_0_301,0.301,
E41_0_752,0.752,
E45_2_204,,2.204
E87_4_058,4.058,
E37_0_651,,0.651
E134_1_102,1.102,
E54_1_754,1.754,
E83_2_605,,2.605
E10_1_653,,1.653
E147_0_551,0.551,
E47_1_754,1.754,
E132_4_208,4.208,
E92_1_904,,1.904
E94_1_653,,1.653
E15_0_301,0.301,
E99_0_952,0.952,
E54_1_102,1.102,
E50_2_054,,2.054
E56_2_355,2.355,
E30_3_607,,3.607
E56_1_653,1.653,
E86_1_804,1.804,
E63_1_303,,1.303
E90_0_1,0.1,
E99_4_559,4.559,
E127_1_603,,1.603
E115_0_2,,0.2
E44_4_459,,4.459
E32_2_605,,2.605
E25_1_503,1.503,
E69_4_108,,4.108
E97_3_407,3.407,
E96_3_156,3.156,
E54_2_104,2.104,
E20_1_653,,1.653
E50_3_056,,3.056
E123_1_754,,1.754
E124_2_655,,2.655
E113_3_908,3.908,
E139_0_752,,0.752
E130_2_906,,2.906
E104_1_703,1.703,
E115_0_752,,0.752
E112_1_553,1.553,
E141_1_603,,1.603
E74_1_202,1.202,
E0_1_503,1.503,
E85_3_056,3.056,
E146_2_154,,2.154
E137_2_154,,2.154
E112_3_407,3.407,
E53_4_008,4.008,
E81_2_355,,2.355
E71_2_505,2.505,
E109_1_954,1.954,
E97_4_108,4.108,
E97_0_351,0.351,
E109_2_004,2.004,
E91_0_401,,0.401
E9_2_906,2.906,
E127_4_559,,4.559
E74_4_91,4.91,
E121_4_709,,4.709
E116_3_607,3.607,
E140_2_705,2.705,
E79_3_507,,3.507
E63_4_359,,4.359
E82_1_854,1.854,
E9_4_409,4.409,
E102_0_401,,0.401
E142_2_255,2.255,
E66_4_559,4.559,
E125_0_301,,0.301
E22_0_902,,0.902
E144_3_407,3.407,
E80_1_202,1.202,
E42_2_756,2.756,
E140_0_1,0.1,
E65_2_255,2.255,
E57_0_0,0.0,
E36_3_206,,3.206
E121_4_058,,4.058
E23_1_253,,1.253
E135_1_954,1.954,
E143_4_309,,4.309
E6_0_902,,0.902
E70_3_858,3.858,
E45_3_156,,3.156
E94_3_006,,3.006
E93_1_353,1.353,
E44_3_808,,3.808
E82_2_655,2.655,
E146_1_503,,1.503
E135_1_353,1.353,
E30_4_91,,4.91
E131_0_351,,0.351
E126_1_553,,1.553
E63_0_802,,0.802
E70_1_503,1.503,
E91_4_309,,4.309
E107_2_104,,2.104
E19_2_204,,2.204
E125_2_505,,2.505
E57_2_906,2.906,
E24_0_301,,0.301
E38_1_954,,1.954
E32_0_251,,0.251
E14_0_752,0.752,
E63_2_204,,2.204
E115_0_852,,0.852
E99_3_607,3.607,
E54_2_455,2.455,
E142_3_307,3.307,
E54_0_251,0.251,
E118_2_054,,2.054
E30_0_601,,0.601
E92_0_401,,0.401
E120_2_555,2.555,
E86_0_701,0.701,
E0_2_505,2.505,
E130_4_158,,4.158
E54_4_008,4.008,
E134_2_154,2.154,
E143_0_451,,0.451
E97_1_653,1.653,
E132_0_752,0.752,
E50_2_355,,2.355
E148_4_158,,4.158
E117_3_808,,3.808
E130_2_405,,2.405
E139_4_76,,4.76
E142_3_858,3.858,
E88_2_655,2.655,
E62_1_453,1.453,
E19_0_1,,0.1
E71_4_86,4.86,
E100_0_601,,0.601
E126_3_257,,3.257
E91_4_96,,4.96
E93_3_908,3.908,
E116_0_0,0.0,
E100_2_856,,2.856
E53_2_956,2.956,
E22_2_555,,2.555
E145_2_555,,2.555
E82_4_359,4.359,
E20_4_96,,4.96
E58_0_401,0.401,
E56_4_509,4.509,
E53_3_307,3.307,
E92_0_651,,0.651
E133_1_403,,1.403
E84_4_609,4.609,
E137_1_703,,1.703
E6_3_657,,3.657
E11_3_758,,3.758
E61_3_257,,3.257
E116_2_555,2.555,
E101_3_056,3.056,
E143_3_858,,3.858
E34_0_351,0.351,
E55_4_309,,4.309
E111_1_152,,1.152
E58_2_305,2.305,
E25_4_008,4.008,
E43_4_008,,4.008
E137_2_004,,2.004
E34_3_106,3.106,
E24_2_004,,2.004
E84_1_954,1.954,
E124_1_804,,1.804
E60_3_858,3.858,
E46_3_156,3.156,
E93_2_004,2.004,
E92_4_609,,4.609
E72_1_653,,1.653
E120_0_802,0.802,
E59_4_509,,4.509
E140_3_206,3.206,
E144_1_553,1.553,
E95_2_054,2.054,
E136_1_052,1.052,
E148_3_006,,3.006
E53_1_603,1.603,
E43_1_553,,1.553
E94_2_255,,2.255
E111_0_351,,0.351
E107_2_255,,2.255
E30_3_357,,3.357
E81_4_158,,4.158
E17_2_856,,2.856
E109_0_0,0.0,
E135_3_407,3.407,
E52_0_451,0.451,
E136_1_804,1.804,
E82_3_908,3.908,
E123_1_804,,1.804
E70_4_609,4.609,
E120_2_605,2.605,
E63_2_856,,2.856
E106_0_2,,0.2
E16_4_158,,4.158
E30_3_307,,3.307
E50_4_259,,4.259
E75_1_102,,1.102
E56_2_555,2.555,
E20_1_403,,1.403
E9_2_655,2.655,
E12_0_902,,0.902
E101_0_501,0.501,
E124_3_758,,3.758
E54_2_906,2.906,
E36_0_301,,0.301
E55_1_002,,1.002
E131_1_603,,1.603
E19_0_551,,0.551
E79_3_106,,3.106
E71_4_559,4.559,
E94_4_309,,4.309
E120_0_601,0.601,
E25_0_752,0.752,
E23_1_653,,1.653
E66_1_052,1.052,
E111_0_802,,0.802
E146_1_954,,1.954
E24_0_852,,0.852
E46_4_659,4.659,
E95_4_108,4.108,
E7_4_609,4.609,
E89_0_05,0.05,
