,PseudoTime0,PseudoTime1
E147_2_204,,2.204
E0_3_106,,3.106
E9_4_76,,4.76
E65_0_15,,0.15
E67_4_409,,4.409
E135_0_15,,0.15
E82_0_2,,0.2
E144_0_401,,0.401
E89_2_856,2.856,
E91_0_651,,0.651
E129_1_102,1.102,
E128_2_305,,2.305
E73_3_257,,3.257
E107_4_609,,4.609
E21_0_651,0.651,
E42_1_754,,1.754
E115_2_555,2.555,
E105_4_409,4.409,
E139_0_1,,0.1
E84_4_158,4.158,
E119_0_0,,0.0
E57_3_908,,3.908
E39_2_104,,2.104
E118_1_403,,1.403
E126_2_655,,2.655
E59_4_659,,4.659
E108_4_91,,4.91
E112_3_908,,3.908
E60_0_701,,0.701
E59_1_403,,1.403
E74_4_459,,4.459
E22_1_653,,1.653
E70_0_15,0.15,
E147_3_707,,3.707
E133_4_108,4.108,
E0_1_052,,1.052
E106_1_804,,1.804
E14_3_707,,3.707
E53_4_058,,4.058
E83_3_156,,3.156
E93_0_902,,0.902
E65_3_407,,3.407
E130_1_303,1.303,
E50_1_303,,1.303
E134_0_501,0.501,
E99_1_754,1.754,
E12_2_605,,2.605
E60_3_206,,3.206
E149_0_351,,0.351
E11_4_058,4.058,
E86_3_607,,3.607
E71_3_557,,3.557
E25_3_407,,3.407
E74_2_856,,2.856
E46_4_76,,4.76
E30_4_459,,4.459
E96_1_152,,1.152
E115_3_758,3.758,
E98_4_108,,4.108
E19_2_906,,2.906
E91_2_004,,2.004
E115_4_108,4.108,
E87_2_856,2.856,
E115_4_158,4.158,
E138_1_804,,1.804
E56_4_81,4.81,
E84_3_758,3.758,
E86_3_257,,3.257
E148_3_958,,3.958
E5_2_204,,2.204
E47_2_405,,2.405
E34_3_307,3.307,
E33_4_659,,4.659
E39_4_81,,4.81
E149_4_459,,4.459
E56_3_357,3.357,
E127_1_353,,1.353
E93_1_453,,1.453
E130_2_705,2.705,
E81_2_204,,2.204
E24_2_255,2.255,
E90_0_902,,0.902
E103_2_956,2.956,
E106_1_002,,1.002
E110_3_858,,3.858
E20_3_607,,3.607
E124_4_008,,4.008
E100_0_501,,0.501
E109_3_758,,3.758
E86_2_455,,2.455
E136_2_255,,2.255
E131_3_908,3.908,
E26_0_251,,0.251
E133_0_601,0.601,
E14_0_651,,0.651
E128_3_457,,3.457
E95_2_104,,2.104
E102_4_709,,4.709
E83_1_754,,1.754
E141_1_353,,1.353
E133_3_206,3.206,
E114_3_707,3.707,
E28_0_401,,0.401
E105_1_052,1.052,
E20_1_503,,1.503
E92_0_401,,0.401
E91_4_259,,4.259
E120_2_405,,2.405
E67_3_106,,3.106
E77_3_557,,3.557
E13_2_355,2.355,
E120_3_457,,3.457
E6_0_0,,0.0
E98_1_703,,1.703
E147_4_559,,4.559
E124_3_958,,3.958
E143_0_551,0.551,
E100_1_453,,1.453
E143_0_251,0.251,
E79_0_651,,0.651
E80_3_958,3.958,
E76_2_104,,2.104
E57_2_856,,2.856
E84_0_251,0.251,
E73_3_707,,3.707
E86_0_2,,0.2
E18_1_353,,1.353
E52_0_802,,0.802
E129_3_206,3.206,
E145_1_052,,1.052
E81_4_559,,4.559
E51_4_609,4.609,
E49_0_802,,0.802
E4_3_357,,3.357
E74_4_058,,4.058
E141_3_257,,3.257
E131_2_806,2.806,
E4_0_05,,0.05
E52_4_96,,4.96
E62_1_954,1.954,
E68_4_709,,4.709
E121_4_81,,4.81
E11_1_653,1.653,
E78_1_703,,1.703
E24_0_902,0.902,
E122_4_158,,4.158
E27_3_758,,3.758
E144_1_002,,1.002
E109_2_054,,2.054
E133_3_657,3.657,
E65_3_056,,3.056
E63_4_86,4.86,
E67_1_002,,1.002
E15_4_459,,4.459
E3_4_158,4.158,
E141_0_551,,0.551
E29_0_551,,0.551
E66_2_505,,2.505
E30_2_204,,2.204
E43_4_709,4.709,
E24_4_86,4.86,
E89_0_551,0.551,
E48_3_407,,3.407
E22_4_409,,4.409
E35_0_351,,0.351
E103_1_453,1.453,
E96_1_303,,1.303
E37_4_409,4.409,
E60_2_956,,2.956
E105_3_657,3.657,
E1_4_509,,4.509
E106_2_405,,2.405
E118_3_657,,3.657
E5_2_104,,2.104
E88_1_102,,1.102
E46_2_004,,2.004
E40_1_854,,1.854
E75_2_054,,2.054
E106_3_858,,3.858
E107_1_904,,1.904
E72_1_904,1.904,
E125_0_501,,0.501
E56_1_804,1.804,
E17_3_357,,3.357
E80_0_251,0.251,
E149_3_357,,3.357
E39_0_752,,0.752
E134_3_657,3.657,
E32_1_854,,1.854
E21_0_351,0.351,
E135_2_154,,2.154
E44_4_76,,4.76
E98_2_104,,2.104
E98_4_96,,4.96
E56_2_906,2.906,
E132_2_054,,2.054
E81_3_407,,3.407
E76_0_301,,0.301
E36_1_403,,1.403
E131_0_0,0.0,
E23_0_401,,0.401
E135_2_806,,2.806
E31_1_303,,1.303
E83_3_307,,3.307
E88_3_808,,3.808
E116_0_752,,0.752
E74_0_802,,0.802
E124_1_202,,1.202
E30_2_505,,2.505
E73_4_259,,4.259
E134_0_351,0.351,
E70_4_96,4.96,
E74_0_251,,0.251
E57_4_559,,4.559
E51_3_657,3.657,
E22_3_006,,3.006
E140_4_709,4.709,
E52_4_359,,4.359
E71_3_908,,3.908
E2_3_707,3.707,
E92_3_908,,3.908
E111_1_754,1.754,
E132_1_754,,1.754
E19_4_609,,4.609
E127_4_96,,4.96
E102_2_605,,2.605
E95_4_86,,4.86
E14_2_405,,2.405
E140_3_607,3.607,
E101_0_1,,0.1
E8_2_305,,2.305
E148_1_253,,1.253
E0_3_257,,3.257
E127_3_156,,3.156
E124_0_301,,0.301
E134_4_108,4.108,
E27_1_052,,1.052
E143_4_509,4.509,
E105_3_257,3.257,
E54_3_758,,3.758
E79_1_754,,1.754
E29_0_852,,0.852
E96_0_251,,0.251
E12_4_659,,4.659
E13_4_559,4.559,
E91_4_008,,4.008
E121_2_204,,2.204
E88_3_707,,3.707
E63_2_154,2.154,
E129_0_752,0.752,
E118_0_451,,0.451
E39_4_108,,4.108
E16_2_104,,2.104
E69_0_401,,0.401
E87_0_2,0.2,
E48_4_409,,4.409
E4_4_309,,4.309
E145_4_309,,4.309
E117_0_301,,0.301
E122_1_453,,1.453
E67_4_559,,4.559
E30_0_852,,0.852
E143_4_409,4.409,
E73_1_202,,1.202
E126_2_104,,2.104
E2_1_052,1.052,
E30_4_659,,4.659
E123_0_251,,0.251
E41_1_202,,1.202
E62_3_056,3.056,
E37_3_858,3.858,
E115_0_501,0.501,
E11_0_752,0.752,
E109_2_505,,2.505
E118_3_257,,3.257
E64_1_202,,1.202
E148_2_906,,2.906
E87_3_607,3.607,
E60_1_603,,1.603
E9_3_607,,3.607
E48_1_353,,1.353
E144_2_906,,2.906
E61_1_603,1.603,
E29_0_15,,0.15
E67_0_451,,0.451
E114_0_551,0.551,
E60_0_852,,0.852
E126_1_102,,1.102
E102_1_102,,1.102
E46_2_756,,2.756
E72_3_707,3.707,
E24_4_609,4.609,
E94_1_503,,1.503
E6_4_86,,4.86
E144_0_601,,0.601
E10_1_102,,1.102
E38_2_255,,2.255
E71_4_008,,4.008
E33_0_902,,0.902
E100_2_555,,2.555
E139_3_457,,3.457
E81_1_653,,1.653
