,PseudoTime0,PseudoTime1
E9_1_353,1.353,
E88_2_355,2.355,
E128_4_409,4.409,
E82_1_804,1.804,
E109_4_309,4.309,
E36_0_952,0.952,
E60_1_954,1.954,
E88_0_752,0.752,
E84_1_052,,1.052
E7_0_952,0.952,
E114_4_96,,4.96
E107_1_954,1.954,
E107_4_509,4.509,
E83_3_206,3.206,
E82_0_351,0.351,
E39_0_451,0.451,
E98_2_405,2.405,
E138_4_91,4.91,
E144_0_651,0.651,
E122_4_158,4.158,
E101_1_653,1.653,
E1_2_705,2.705,
E0_1_553,1.553,
E137_0_752,0.752,
E140_1_804,,1.804
E99_1_703,,1.703
E108_0_551,0.551,
E40_1_754,1.754,
E98_4_86,4.86,
E22_3_607,3.607,
E52_4_158,4.158,
E78_0_0,0.0,
E128_3_908,3.908,
E73_0_701,0.701,
E46_0_15,0.15,
E19_4_158,4.158,
E29_3_758,3.758,
E114_2_054,,2.054
E142_3_407,3.407,
E84_4_659,,4.659
E123_3_707,3.707,
E125_0_551,0.551,
E56_2_355,,2.355
E129_3_006,,3.006
E145_1_052,1.052,
E4_3_357,3.357,
E110_3_407,3.407,
E147_4_96,4.96,
E55_3_858,3.858,
E47_4_108,4.108,
E0_1_653,1.653,
E134_1_403,,1.403
E22_3_056,3.056,
E91_3_758,3.758,
E84_0_251,,0.251
E146_4_158,4.158,
E40_3_206,3.206,
E83_1_403,1.403,
E38_4_459,4.459,
E78_4_309,4.309,
E120_3_457,3.457,
E87_4_509,,4.509
E48_0_802,0.802,
E134_3_206,,3.206
E120_2_204,2.204,
E88_2_956,2.956,
E119_1_754,1.754,
E115_1_603,,1.603
E133_0_0,,0.0
E138_2_806,2.806,
E134_2_455,,2.455
E143_0_301,,0.301
E117_3_958,3.958,
E130_1_052,,1.052
E97_4_108,4.108,
E21_4_609,,4.609
E35_4_76,4.76,
E8_2_255,2.255,
E80_3_106,,3.106
E15_4_309,4.309,
E6_2_054,2.054,
E87_4_96,,4.96
E145_2_906,2.906,
E27_3_006,3.006,
E108_1_052,1.052,
E74_3_657,3.657,
E8_4_409,4.409,
E45_3_257,3.257,
E26_2_154,2.154,
E46_4_259,4.259,
E14_1_253,1.253,
E134_0_701,,0.701
E127_3_407,3.407,
E92_2_906,2.906,
E47_0_401,0.401,
E144_1_553,1.553,
E66_3_707,3.707,
E142_1_954,1.954,
E123_4_96,4.96,
