,PseudoTime0,PseudoTime1,PseudoTime2
E36_1_121,,1.121,
E2_1_842,,,1.842
E40_0_561,,,0.561
E61_6_728,,6.728,
E142_4_245,4.245,,
E109_7_93,,7.93,
E96_6_408,,,6.408
E7_3_044,,,3.044
E19_3_044,,3.044,
E33_1_362,,1.362,
E128_3_925,,3.925,
E74_2_163,,2.163,
E146_7_529,,7.529,
E139_6_328,6.328,,
E19_3_685,,3.685,
E31_7_289,,7.289,
E77_1_922,,,1.922
E4_4_566,4.566,,
E16_3_124,,,3.124
E96_5_847,,,5.847
E129_5_046,5.046,,
E106_6_248,,,6.248
E4_4_165,4.165,,
E61_7_85,,7.85,
E10_6_568,6.568,,
E90_5_687,,,5.687
E44_3_605,,,3.605
E34_5_046,,,5.046
E112_2_083,,2.083,
E149_5_767,,,5.767
E5_5_527,,,5.527
E4_4_886,4.886,,
E143_5_847,5.847,,
E102_1_682,1.682,,
E87_5_126,,,5.126
E73_6_728,,6.728,
E43_7_529,,7.529,
E27_0_24,,0.24,
E84_7_85,7.85,,
E144_4_486,,,4.486
E2_4_325,,,4.325
E83_0_16,0.16,,
E91_3_605,,3.605,
E80_7_049,,7.049,
E109_1_442,,1.442,
E113_4_245,4.245,,
E16_5_527,,,5.527
E70_3_044,,,3.044
E145_3_284,3.284,,
E115_0_32,,0.32,
E95_0_08,0.08,,
E118_3_605,,,3.605
E134_0_881,,,0.881
E6_5_687,5.687,,
E84_7_289,7.289,,
E92_7_85,7.85,,
E114_1_041,,,1.041
E128_0_881,,0.881,
E22_0_0,0.0,,
E60_2_723,,2.723,
E129_2_804,2.804,,
E19_0_0,,0.0,
E99_2_964,2.964,,
E108_1_922,,1.922,
E102_7_049,7.049,,
E84_7_369,7.369,,
E3_0_16,,0.16,
E144_0_641,,,0.641
E134_5_367,,,5.367
E142_5_126,5.126,,
E33_6_088,,6.088,
E77_7_289,,,7.289
E44_3_044,,,3.044
E25_7_369,,,7.369
E84_1_922,1.922,,
E16_0_561,,,0.561
E49_5_847,,,5.847
E5_4_165,,,4.165
E12_7_77,,,7.77
E36_7_69,,7.69,
E83_7_85,7.85,,
E25_5_287,,,5.287
E7_6_889,,,6.889
E60_0_401,,0.401,
E1_2_083,2.083,,
E135_2_163,,,2.163
E143_7_85,7.85,,
E97_7_93,,7.93,
E9_0_721,,0.721,
E100_5_847,,5.847,
E128_2_804,,2.804,
E98_1_602,1.602,,
E74_0_08,,0.08,
E50_2_163,,2.163,
E43_6_568,,6.568,
E33_1_282,,1.282,
E73_1_762,,1.762,
E109_5_767,,5.767,
E4_4_085,4.085,,
E97_0_481,,0.481,
E4_0_641,0.641,,
E12_1_121,,,1.121
E97_6_408,,6.408,
E107_0_561,,0.561,
E106_7_369,,,7.369
E33_4_406,,4.406,
E13_4_566,4.566,,
E106_6_728,,,6.728
E52_2_723,2.723,,
E118_7_61,,,7.61
E15_7_61,,7.61,
E54_6_969,,,6.969
E149_4_085,,,4.085
E132_2_083,,,2.083
E75_7_77,,,7.77
E118_1_762,,,1.762
E140_7_69,7.69,,
E40_6_728,,,6.728
E92_2_723,2.723,,
E19_6_568,,6.568,
E70_7_049,,,7.049
E100_5_927,,5.927,
E114_5_687,,,5.687
E32_3_925,,3.925,
E14_6_809,6.809,,
E70_0_881,,,0.881
E13_2_563,2.563,,
E138_3_845,,3.845,
E139_2_964,2.964,,
E81_4_486,,,4.486
E86_4_886,,,4.886
E79_7_77,,,7.77
E56_4_966,4.966,,
E44_5_287,,,5.287
E33_3_685,,3.685,
E74_6_809,,6.809,
E6_2_163,2.163,,
E28_6_328,,6.328,
E117_5_927,,5.927,
E134_4_245,,,4.245
E107_6_328,,6.328,
E24_2_483,,,2.483
E90_1_682,,,1.682
E75_3_364,,,3.364
E134_7_529,,,7.529
E92_3_925,3.925,,
E81_4_085,,,4.085
E107_4_245,,4.245,
E70_1_202,,,1.202
E95_0_32,0.32,,
E125_7_049,,,7.049
E78_2_003,2.003,,
E115_6_568,,6.568,
E86_1_522,,,1.522
E21_5_207,,,5.207
E129_4_005,4.005,,
E135_6_969,,,6.969
E34_1_842,,,1.842
E62_5_607,,5.607,
E98_1_522,1.522,,
E98_6_088,6.088,,
E115_7_369,,7.369,
E62_2_563,,2.563,
E136_3_765,3.765,,
E90_6_568,,,6.568
E7_0_481,,,0.481
E136_4_005,4.005,,
E72_2_643,,,2.643
E1_3_845,3.845,,
E82_4_005,,,4.005
E143_2_083,2.083,,
E79_1_682,,,1.682
E138_7_93,,7.93,
E110_0_32,,0.32,
E91_1_762,,1.762,
E93_4_566,,,4.566
E52_7_61,7.61,,
E30_2_884,,2.884,
E52_5_207,5.207,,
E142_3_124,3.124,,
E110_4_165,,4.165,
E62_3_605,,3.605,
E149_6_648,,,6.648
E134_7_85,,,7.85
E43_5_367,,5.367,
E14_7_289,7.289,,
E58_6_648,6.648,,
E27_7_93,,7.93,
E46_5_207,5.207,,
E112_7_289,,7.289,
E103_0_961,,0.961,
E32_6_008,,6.008,
E130_0_16,,0.16,
E43_1_202,,1.202,
E96_1_442,,,1.442
E44_5_687,,,5.687
E13_6_889,6.889,,
E34_4_165,,,4.165
E128_1_922,,1.922,
E53_5_927,,5.927,
E82_4_566,,,4.566
E46_6_969,6.969,,
E113_1_522,1.522,,
E107_5_527,,5.527,
E53_1_121,,1.121,
E52_5_367,5.367,,
E6_0_401,0.401,,
E107_5_687,,5.687,
E2_4_486,,,4.486
E58_1_682,1.682,,
E128_4_646,,4.646,
E91_3_765,,3.765,
E79_4_486,,,4.486
E12_2_723,,,2.723
E52_5_767,5.767,,
E34_2_163,,,2.163
E91_7_69,,7.69,
E90_6_008,,,6.008
E73_2_083,,2.083,
E42_2_884,2.884,,
E110_1_522,,1.522,
E79_3_685,,,3.685
E73_0_481,,0.481,
E75_4_726,,,4.726
E149_3_044,,,3.044
E5_3_685,,,3.685
E122_0_0,0.0,,
E10_7_93,7.93,,
E114_3_845,,,3.845
E75_2_804,,,2.804
E114_4_085,,,4.085
E30_7_61,,7.61,
E78_0_801,0.801,,
E89_1_282,,,1.282
E75_1_282,,,1.282
E132_2_403,,,2.403
E117_0_561,,0.561,
E81_0_641,,,0.641
E106_4_886,,,4.886
E147_0_08,0.08,,
E29_2_964,2.964,,
E19_3_845,,3.845,
E49_6_568,,,6.568
E2_1_041,,,1.041
E33_3_124,,3.124,
E10_1_282,1.282,,
E4_4_646,4.646,,
E15_3_765,,3.765,
E49_6_088,,,6.088
E47_2_403,2.403,,
E27_4_165,,4.165,
E21_6_088,,,6.088
E61_3_524,,3.524,
E9_7_289,,7.289,
E136_2_804,2.804,,
E39_4_245,,4.245,
E146_3_444,,3.444,
E121_1_121,1.121,,
E98_7_77,7.77,,
E100_1_682,,1.682,
E68_7_449,7.449,,
E149_1_202,,,1.202
E111_3_364,,,3.364
E103_2_323,,2.323,
E31_4_165,,4.165,
E83_6_168,6.168,,
E98_7_129,7.129,,
E42_3_124,3.124,,
E87_6_248,,,6.248
E83_4_325,4.325,,
E73_3_605,,3.605,
E9_3_284,,3.284,
E108_4_165,,4.165,
E13_6_408,6.408,,
E77_6_889,,,6.889
E40_2_563,,,2.563
E62_7_85,,7.85,
E6_7_61,7.61,,
E42_2_403,2.403,,
E139_7_209,7.209,,
E146_1_442,,1.442,
E114_1_842,,,1.842
E136_6_969,6.969,,
E97_7_049,,7.049,
E24_7_449,,,7.449
E50_6_088,,6.088,
E125_7_69,,,7.69
E91_2_804,,2.804,
E13_3_444,3.444,,
E30_0_401,,0.401,
E63_0_561,0.561,,
E40_0_16,,,0.16
E102_4_406,4.406,,
E87_5_927,,,5.927
E50_7_289,,7.289,
E136_0_401,0.401,,
E19_1_282,,1.282,
E30_3_444,,3.444,
E139_7_129,7.129,,
E91_1_362,,1.362,
E109_1_362,,1.362,
E46_0_08,0.08,,
E73_2_403,,2.403,
E118_6_809,,,6.809
E122_0_881,0.881,,
E52_0_801,0.801,,
E140_7_449,7.449,,
E144_2_723,,,2.723
E44_5_607,,,5.607
E87_1_282,,,1.282
E62_5_847,,5.847,
E13_7_289,7.289,,
E7_3_524,,,3.524
E86_5_527,,,5.527
E40_3_364,,,3.364
E75_4_566,,,4.566
E115_7_289,,7.289,
E111_7_129,,,7.129
E10_3_605,3.605,,
E102_5_126,5.126,,
E56_3_364,3.364,,
E93_3_364,,,3.364
E145_7_69,7.69,,
E100_0_24,,0.24,
E96_6_168,,,6.168
E79_6_408,,,6.408
E28_0_641,,0.641,
E29_2_163,2.163,,
E80_7_449,,7.449,
E122_3_765,3.765,,
E96_2_964,,,2.964
E79_2_243,,,2.243
E60_5_607,,5.607,
E109_7_449,,7.449,
E32_6_648,,6.648,
E107_4_486,,4.486,
E122_7_449,7.449,,
E96_2_804,,,2.804
E144_5_607,,,5.607
E46_3_044,3.044,,
E80_5_607,,5.607,
E111_4_966,,,4.966
E139_7_93,7.93,,
E22_7_77,7.77,,
E15_0_401,,0.401,
E70_1_842,,,1.842
E121_6_088,6.088,,
E122_0_401,0.401,,
E43_2_083,,2.083,
E61_4_245,,4.245,
E147_5_367,5.367,,
E46_0_881,0.881,,
E9_1_762,,1.762,
E61_2_003,,2.003,
E96_1_842,,,1.842
E62_0_561,,0.561,
E130_0_481,,0.481,
E147_5_687,5.687,,
E100_6_728,,6.728,
E14_5_767,5.767,,
E146_1_602,,1.602,
E129_1_682,1.682,,
E37_2_964,,,2.964
E86_5_207,,,5.207
E102_2_804,2.804,,
E24_6_088,,,6.088
E136_6_168,6.168,,
E86_4_486,,,4.486
E34_3_444,,,3.444
E7_5_447,,,5.447
E112_5_927,,5.927,
E121_6_969,6.969,,
E132_6_648,,,6.648
E147_7_93,7.93,,
E145_2_643,2.643,,
E80_3_444,,3.444,
E136_7_69,7.69,,
E68_0_641,0.641,,
E25_1_442,,,1.442
E79_0_881,,,0.881
E111_3_124,,,3.124
E58_6_488,6.488,,
E136_7_93,7.93,,
E2_4_085,,,4.085
E62_1_282,,1.282,
E6_6_008,6.008,,
E31_3_765,,3.765,
E147_0_721,0.721,,
E25_7_209,,,7.209
E21_1_922,,,1.922
E42_1_922,1.922,,
E90_2_323,,,2.323
E44_6_248,,,6.248
E121_1_762,1.762,,
E79_1_362,,,1.362
E6_2_884,2.884,,
E121_4_245,4.245,,
E46_6_728,6.728,,
E61_7_129,,7.129,
E139_1_522,1.522,,
E10_1_682,1.682,,
E24_4_245,,,4.245
E20_1_922,1.922,,
E115_7_129,,7.129,
E40_6_568,,,6.568
E113_6_328,6.328,,
E36_4_966,,4.966,
E58_1_842,1.842,,
E75_1_762,,,1.762
E77_3_925,,,3.925
E6_3_605,3.605,,
E29_4_325,4.325,,
E58_5_367,5.367,,
E75_2_163,,,2.163
E136_7_049,7.049,,
E100_4_566,,4.566,
E30_3_284,,3.284,
E50_3_284,,3.284,
E92_7_529,7.529,,
E19_1_682,,1.682,
E78_1_842,1.842,,
E107_7_93,,7.93,
E81_2_243,,,2.243
E136_1_602,1.602,,
E79_6_809,,,6.809
E12_4_245,,,4.245
E31_3_925,,3.925,
E31_4_966,,4.966,
E21_5_126,,,5.126
E22_4_085,4.085,,
E61_5_767,,5.767,
E46_0_961,0.961,,
E112_2_804,,2.804,
E42_1_202,1.202,,
E112_2_723,,2.723,
E60_7_85,,7.85,
E84_4_566,4.566,,
E32_0_08,,0.08,
E125_6_568,,,6.568
E72_6_889,,,6.889
E86_0_481,,,0.481
E147_2_964,2.964,,
E93_6_728,,,6.728
E62_3_444,,3.444,
E74_7_77,,7.77,
E6_2_804,2.804,,
E100_0_401,,0.401,
E147_7_61,7.61,,
E50_6_648,,6.648,
E10_1_041,1.041,,
E9_7_85,,7.85,
E34_6_809,,,6.809
E143_4_886,4.886,,
E39_4_886,,4.886,
E6_5_126,5.126,,
E6_1_282,1.282,,
E10_6_408,6.408,,
E115_7_449,,7.449,
E61_7_289,,7.289,
E86_0_961,,,0.961
E13_1_522,1.522,,
E33_2_003,,2.003,
E145_6_248,6.248,,
E12_5_126,,,5.126
E113_3_605,3.605,,
E36_6_328,,6.328,
E82_6_248,,,6.248
E83_7_369,7.369,,
E92_6_728,6.728,,
E54_6_168,,,6.168
E99_7_529,7.529,,
E83_3_364,3.364,,
E106_6_809,,,6.809
E46_2_403,2.403,,
E80_4_245,,4.245,
E19_5_046,,5.046,
E95_6_248,6.248,,
E60_2_323,,2.323,
E99_2_083,2.083,,
E70_4_726,,,4.726
E81_5_607,,,5.607
E61_1_522,,1.522,
E89_6_969,,,6.969
E84_0_401,0.401,,
E130_3_845,,3.845,
E110_1_682,,1.682,
E60_5_367,,5.367,
E9_5_046,,5.046,
E61_2_563,,2.563,
E50_5_607,,5.607,
E29_0_32,0.32,,
E89_6_408,,,6.408
E42_1_282,1.282,,
E80_2_003,,2.003,
E113_1_682,1.682,,
E117_0_24,,0.24,
E34_5_527,,,5.527
E139_6_809,6.809,,
E118_2_884,,,2.884
E103_0_0,,0.0,
E27_2_003,,2.003,
E54_2_563,,,2.563
E52_5_287,5.287,,
E36_1_041,,1.041,
E1_7_289,7.289,,
E52_3_204,3.204,,
E114_1_922,,,1.922
E39_3_925,,3.925,
E4_1_762,1.762,,
E73_2_003,,2.003,
E25_5_847,,,5.847
E95_7_93,7.93,,
E53_1_602,,1.602,
E20_5_287,5.287,,
E33_4_165,,4.165,
E25_3_124,,,3.124
E34_3_765,,,3.765
E61_5_126,,5.126,
E34_6_248,,,6.248
E21_7_69,,,7.69
E118_1_442,,,1.442
E149_4_005,,,4.005
E13_3_284,3.284,,
E28_4_646,,4.646,
E46_5_847,5.847,,
E96_0_08,,,0.08
E90_6_248,,,6.248
E99_0_481,0.481,,
E4_2_083,2.083,,
E134_6_328,,,6.328
E99_1_202,1.202,,
E122_1_922,1.922,,
E98_6_168,6.168,,
E40_0_08,,,0.08
E3_6_328,,6.328,
E81_2_964,,,2.964
E108_2_483,,2.483,
E121_4_966,4.966,,
E66_5_207,5.207,,
E95_6_969,6.969,,
E103_2_403,,2.403,
E5_4_966,,,4.966
E82_3_204,,,3.204
E20_1_282,1.282,,
E128_0_561,,0.561,
E103_5_927,,5.927,
E115_6_728,,6.728,
E139_6_168,6.168,,
E95_3_044,3.044,,
E93_5_367,,,5.367
E102_6_328,6.328,,
E106_6_889,,,6.889
E147_1_602,1.602,,
E90_2_643,,,2.643
E22_7_369,7.369,,
E70_0_721,,,0.721
E100_5_607,,5.607,
E37_3_124,,,3.124
E12_7_85,,,7.85
E22_2_964,2.964,,
E83_2_563,2.563,,
E28_0_561,,0.561,
E56_2_563,2.563,,
E54_0_481,,,0.481
E122_5_687,5.687,,
E86_6_488,,,6.488
E106_4_486,,,4.486
E63_3_204,3.204,,
E89_7_77,,,7.77
E70_6_088,,,6.088
E97_4_325,,4.325,
E1_5_527,5.527,,
E75_0_561,,,0.561
E60_1_842,,1.842,
E14_4_085,4.085,,
E129_3_765,3.765,,
E135_1_842,,,1.842
E72_1_842,,,1.842
E49_2_723,,,2.723
E73_4_886,,4.886,
E130_4_646,,4.646,
E44_0_24,,,0.24
E10_4_005,4.005,,
E61_2_884,,2.884,
E149_1_602,,,1.602
E144_7_61,,,7.61
E95_5_287,5.287,,
E39_4_726,,4.726,
E44_6_488,,,6.488
E3_1_922,,1.922,
E53_0_961,,0.961,
E109_6_809,,6.809,
E112_7_77,,7.77,
E149_1_442,,,1.442
E87_6_568,,,6.568
E114_1_121,,,1.121
E14_6_568,6.568,,
E15_6_728,,6.728,
E68_1_121,1.121,,
E21_1_602,,,1.602
E6_0_801,0.801,,
E2_1_362,,,1.362
E30_6_969,,6.969,
E49_3_284,,,3.284
E95_5_527,5.527,,
E12_5_287,,,5.287
E113_5_927,5.927,,
E130_1_922,,1.922,
E90_6_488,,,6.488
E98_6_248,6.248,,
E99_1_522,1.522,,
E1_7_049,7.049,,
E115_7_85,,7.85,
E87_0_16,,,0.16
E140_3_204,3.204,,
E4_6_488,6.488,,
E44_1_282,,,1.282
E60_7_529,,7.529,
E143_3_925,3.925,,
E33_6_809,,6.809,
E1_7_69,7.69,,
E103_7_61,,7.61,
E34_7_209,,,7.209
E78_4_486,4.486,,
E83_3_444,3.444,,
E118_5_527,,,5.527
E75_1_041,,,1.041
E1_1_682,1.682,,
E73_3_044,,3.044,
E63_5_927,5.927,,
E121_3_364,3.364,,
E115_3_685,,3.685,
E74_4_566,,4.566,
E49_5_687,,,5.687
E96_1_362,,,1.362
E143_3_364,3.364,,
E28_4_726,,4.726,
E145_2_323,2.323,,
E99_0_641,0.641,,
E60_0_32,,0.32,
E33_1_041,,1.041,
E34_4_245,,,4.245
E145_0_08,0.08,,
E125_6_728,,,6.728
E106_4_165,,,4.165
E56_6_328,6.328,,
E74_1_842,,1.842,
E12_2_163,,,2.163
E102_1_041,1.041,,
E91_5_447,,5.447,
E53_1_682,,1.682,
E77_6_648,,,6.648
E142_2_884,2.884,,
E100_1_282,,1.282,
E46_1_202,1.202,,
E136_1_682,1.682,,
E83_7_049,7.049,,
E145_4_806,4.806,,
E32_5_927,,5.927,
E78_7_369,7.369,,
E49_7_61,,,7.61
E109_7_529,,7.529,
E80_1_121,,1.121,
E14_1_442,1.442,,
E138_4_406,,4.406,
E145_3_124,3.124,,
E9_0_0,,0.0,
E125_7_289,,,7.289
E9_3_124,,3.124,
E60_2_163,,2.163,
E27_4_566,,4.566,
E50_6_889,,6.889,
E109_3_605,,3.605,
E45_4_806,,4.806,
E91_1_041,,1.041,
E39_0_32,,0.32,
E27_0_881,,0.881,
E83_2_003,2.003,,
E66_0_561,0.561,,
E136_5_207,5.207,,
E79_1_442,,,1.442
E112_1_922,,1.922,
E81_6_889,,,6.889
E83_7_449,7.449,,
E52_3_925,3.925,,
E128_1_762,,1.762,
E44_4_165,,,4.165
E84_4_486,4.486,,
E37_2_483,,,2.483
E110_6_008,,6.008,
E134_1_202,,,1.202
E50_2_243,,2.243,
E60_2_563,,2.563,
E140_7_85,7.85,,
E21_1_442,,,1.442
E16_3_284,,,3.284
E81_2_083,,,2.083
E27_2_964,,2.964,
E136_1_041,1.041,,
E14_1_041,1.041,,
E89_4_646,,,4.646
E54_4_806,,,4.806
E117_0_641,,0.641,
E83_7_69,7.69,,
E32_2_804,,2.804,
E99_0_561,0.561,,
E83_7_129,7.129,,
E20_7_529,7.529,,
E100_4_406,,4.406,
E49_3_044,,,3.044
E81_6_008,,,6.008
E46_2_723,2.723,,
E103_5_607,,5.607,
E14_6_408,6.408,,
E33_1_602,,1.602,
E130_5_687,,5.687,
E24_5_367,,,5.367
E109_0_481,,0.481,
E21_3_925,,,3.925
E107_5_046,,5.046,
E81_5_287,,,5.287
E53_3_044,,3.044,
E10_4_406,4.406,,
E138_3_765,,3.765,
E93_0_08,,,0.08
E149_3_364,,,3.364
E49_4_806,,,4.806
E79_2_483,,,2.483
E84_7_61,7.61,,
E130_5_927,,5.927,
E3_6_168,,6.168,
E115_1_522,,1.522,
E60_2_643,,2.643,
E135_6_248,,,6.248
E136_3_845,3.845,,
E50_3_364,,3.364,
E99_1_602,1.602,,
E32_5_287,,5.287,
E79_7_69,,,7.69
E143_7_529,7.529,,
E128_1_202,,1.202,
E27_3_925,,3.925,
E130_2_083,,2.083,
E54_6_809,,,6.809
E19_5_927,,5.927,
E109_5_687,,5.687,
E146_0_961,,0.961,
E146_5_046,,5.046,
E3_0_561,,0.561,
E52_2_323,2.323,,
E39_6_728,,6.728,
E56_3_444,3.444,,
E10_0_561,0.561,,
E112_7_449,,7.449,
E135_5_927,,,5.927
E146_0_401,,0.401,
E144_6_088,,,6.088
E72_4_966,,,4.966
E62_4_726,,4.726,
E147_3_044,3.044,,
E39_5_126,,5.126,
E66_2_884,2.884,,
E9_0_08,,0.08,
E50_2_003,,2.003,
E145_4_966,4.966,,
E108_0_721,,0.721,
E21_7_209,,,7.209
E66_6_248,6.248,,
E102_6_728,6.728,,
E52_0_401,0.401,,
E110_0_801,,0.801,
E146_1_362,,1.362,
E25_3_444,,,3.444
E106_1_922,,,1.922
E30_0_561,,0.561,
E68_2_964,2.964,,
E73_6_248,,6.248,
E79_6_168,,,6.168
E56_1_762,1.762,,
E128_3_204,,3.204,
E3_0_641,,0.641,
E113_0_401,0.401,,
E56_7_049,7.049,,
E32_0_721,,0.721,
E142_7_449,7.449,,
E136_4_966,4.966,,
E83_3_765,3.765,,
E12_3_605,,,3.605
E99_1_121,1.121,,
E1_0_801,0.801,,
E70_4_245,,,4.245
E140_2_243,2.243,,
E102_4_806,4.806,,
E108_2_163,,2.163,
E29_7_69,7.69,,
E28_6_488,,6.488,
E58_0_721,0.721,,
E75_2_483,,,2.483
E118_1_362,,,1.362
E93_4_806,,,4.806
E93_6_648,,,6.648
E84_5_527,5.527,,
E108_1_362,,1.362,
E142_2_083,2.083,,
E42_4_325,4.325,,
E66_0_24,0.24,,
E90_4_726,,,4.726
E16_1_362,,,1.362
E73_2_323,,2.323,
E2_2_403,,,2.403
E90_4_245,,,4.245
E98_4_566,4.566,,
E12_0_401,,,0.401
E43_3_925,,3.925,
E136_6_328,6.328,,
E109_1_842,,1.842,
E106_0_16,,,0.16
E147_3_364,3.364,,
E14_2_723,2.723,,
E13_5_046,5.046,,
E96_3_685,,,3.685
E42_3_524,3.524,,
E100_6_488,,6.488,
E95_4_966,4.966,,
E63_2_483,2.483,,
E75_6_488,,,6.488
E144_7_209,,,7.209
E97_6_088,,6.088,
E82_2_003,,,2.003
E113_4_165,4.165,,
E72_6_088,,,6.088
E100_2_884,,2.884,
E63_4_726,4.726,,
E109_7_129,,7.129,
E43_2_964,,2.964,
E122_2_884,2.884,,
E95_7_369,7.369,,
E81_3_044,,,3.044
E6_4_806,4.806,,
E143_3_845,3.845,,
E27_5_847,,5.847,
E118_6_969,,,6.969
E13_0_481,0.481,,
E45_4_325,,4.325,
E140_2_964,2.964,,
E52_2_003,2.003,,
E117_5_126,,5.126,
E142_1_282,1.282,,
E29_5_287,5.287,,
