PseudoTime1,PseudoTime2
E135_5_847,137.891409332363,NA
E65_7_77,NA,117.305014393812
E136_3_925,139.544519762324,NA
E51_6_088,139.785370110183,NA
E79_5_607,NA,111.025343743273
E48_5_126,NA,128.354440824454
E135_7_85,136.962242997026,NA
E14_0_881,5.288525393645,5.28893153643374
E84_4_005,NA,107.692080072421
E98_5_287,119.280101731625,NA
E1_5_367,NA,104.710029454944
E54_7_209,NA,108.648519446432
E16_7_369,NA,133.70643935112
E107_3_524,89.0632440727668,NA
E106_2_643,NA,69.2195224116103
E142_3_204,58.4760272457519,57.959010989048
E63_3_204,NA,65.2765819776015
E31_3_765,101.585087852394,NA
E1_2_083,40.7575949884359,48.3960613762017
E37_3_044,41.1838266148803,46.6955917460282
E96_2_563,NA,68.9828648654306
E88_3_364,86.4103090125039,NA
E126_0_961,17.4099711421809,17.3944275801446
E36_5_046,103.201864164879,NA
E112_5_767,141.672114774019,NA
E51_3_284,82.6034137992173,NA
E131_5_046,NA,106.48713826086
E70_3_044,90.0332024137284,NA
E36_7_77,135.292537173139,NA
E44_4_566,122.770248223712,NA
E15_2_163,72.5346461234612,NA
E36_7_369,136.029790118198,NA
E133_0_08,0,0
E41_3_845,101.979593682377,NA
E44_3_364,100.34364315093,NA
E54_6_728,NA,129.400492792223
E36_6_648,133.595573133555,NA
E66_6_008,NA,102.988166381063
E78_4_486,NA,120.172464163501
E20_6_008,135.849358179432,NA
E123_4_486,NA,118.212416317891
E106_5_447,NA,108.761302999906
E133_2_804,53.6620228979963,58.9482702058056
E55_6_889,NA,125.826249962514
E4_1_842,75.8860358317132,NA
E10_7_209,NA,107.834368239158
E109_5_046,132.01072796409,NA
E42_5_046,NA,121.425317929856
E108_0_401,7.22995026689876,7.22961703071819
E108_4_005,NA,116.108846801403
E16_0_881,23.915610618727,24.104265304376
E31_0_0,0,0
E119_6_809,NA,107.912193678951
E85_7_93,134.512829525493,NA
E63_3_845,NA,71.0658593762896
E123_1_682,44.48393130979,47.9876480397801
E79_5_527,NA,109.851090585142
E42_3_765,NA,117.533877794513
E120_6_728,127.352372468235,NA
E131_1_442,17.4445337253923,17.4365998327646
E36_5_527,116.849922759853,NA
E54_2_483,NA,69.6812180250519
E55_3_044,NA,118.344099909575
E63_2_243,45.7041092728263,51.1906494920504
E48_7_129,NA,127.445347739528
E54_2_003,56.717592054878,60.7011464196171
E4_5_287,140.427901568698,NA
E136_7_93,143.27193856274,NA
E3_5_287,123.89648686824,NA
E101_2_643,76.1727070940872,NA
E84_2_964,NA,97.986263638994
E110_3_204,NA,66.7991918240834
E96_7_369,NA,121.266466343736
E78_4_726,NA,122.247742349943
E37_4_886,NA,72.1450699396405
E96_2_643,NA,68.9178380665245
E123_2_163,54.6923197786237,59.2619371499505
E119_1_442,31.150057516586,31.1725332600617
E56_1_522,40.7050542720279,38.9853690041949
E12_5_447,NA,115.277647361499
E17_2_003,55.7243586536058,54.6003301452788
E48_2_643,NA,103.386936384864
E88_6_168,131.323612620863,NA
E112_6_568,143.949510099992,NA
E20_7_93,142.297397460132,NA
E106_7_529,NA,116.012572778643
E94_6_889,140.391386051857,NA
E65_2_723,NA,72.1039771858855
E47_7_85,NA,116.724152769993
E96_6_328,NA,102.146100161458
E79_1_762,48.4531402783083,48.9039128584059
E42_6_168,NA,116.555285314945
E55_0_721,15.8072930223772,15.8885487023275
E98_7_77,143.858951873025,NA
E41_5_447,140.087004256505,NA
E49_5_126,116.399873838134,NA
E96_0_721,16.5499120407622,16.5729704716842
E66_1_602,35.990130458618,36.0059417427334
E2_6_248,NA,118.46085093398
E109_4_085,102.582571357428,NA
E14_6_969,143.034899361244,NA
E1_5_767,NA,129.977250477947
E135_4_325,106.05591765134,NA
E94_6_328,139.766267746206,NA
E55_2_003,NA,66.0359946714834
E31_5_287,130.197464041113,NA
E101_4_005,98.0509432205311,NA
E10_2_163,41.9893000385779,45.6267614040328
E85_2_403,68.0088781161671,60.8787084031848
E70_4_325,109.320901164423,NA
E88_7_77,144.06990645824,NA
E48_4_325,NA,117.190119444169
E31_2_884,83.3190198344363,NA
E94_0_0,0,0
E84_3_364,NA,117.557047675961
E107_0_401,15.6819249811914,15.6841395936654
E3_5_126,122.395385008307,NA
E36_3_524,86.5460570866344,NA
E25_5_447,137.737222099759,NA
E44_5_367,140.366100931141,NA
E110_5_447,NA,99.9706694840485
E126_4_566,NA,120.199586634872
E121_2_003,57.451410708736,58.6087759730059
E123_0_641,21.0359629469663,21.290905965475
E1_4_726,NA,132.439974186279
E70_3_284,90.7701289253991,NA
E121_3_524,91.0299148203361,NA
E119_7_69,NA,114.898482369389
E110_4_165,NA,110.568735587742
E119_3_044,NA,69.6878463845019
E108_0_881,15.0215396567234,15.0420415390771
E98_2_323,77.0803731653486,NA
E55_4_325,NA,119.022782982668
E47_0_961,17.0963584873459,17.2012461294763
E44_5_447,139.831084366198,NA
E126_0_641,16.6419236904179,16.6264559379662
E47_4_726,NA,100.508057440786
E101_2_563,73.2031059929723,NA
E101_6_248,137.594274816135,NA
E136_1_762,50.963328430871,50.2568632672516
E14_1_121,14.7173686829174,14.7224233153141
E54_5_687,NA,99.7239309292508
E37_6_168,NA,109.119030666228
E88_4_726,103.871447941808,NA
E121_3_765,92.4569299118609,NA
E12_6_568,NA,132.817327440388
E12_2_243,41.7878171846708,49.1678593743452
E51_1_842,53.570783390058,53.3583556202037
E65_4_245,NA,113.828026697428
E56_5_767,NA,108.437149291165
E80_3_204,NA,127.572173396868
E108_3_605,NA,98.3388274593439
E4_2_323,75.4421699929318,NA
E125_5_287,NA,107.429787381829
E101_6_088,140.827599130353,NA
E88_5_447,142.203494826648,NA
E109_0_08,0,0
E47_7_129,NA,106.849801200195
E109_3_044,86.1759456645312,NA
E12_3_765,NA,120.832376091538
E108_6_809,NA,129.891865844456
E55_7_529,NA,118.042575879006
E0_0_961,33.7863014428631,33.5140753057903
E41_6_488,132.723812908631,NA
E120_4_325,107.172518153137,NA
E112_0_08,0,0
E25_5_527,142.00289010778,NA
E135_3_444,97.6404619617656,NA
E17_7_85,NA,116.340779229347
E47_6_008,NA,98.5715981207927
E128_2_243,NA,72.959311428446
E51_5_046,103.170214806251,NA
E1_0_961,10.1911748202463,10.1782852735263
E88_4_486,102.469986490805,NA
E12_2_723,NA,60.0687411083902
E135_7_449,146.123549357274,NA
E96_3_044,NA,77.8972109880194
E2_6_088,NA,133.061449180846
E125_7_85,NA,125.536117326151
