PseudoTime1,PseudoTime2,PseudoTime3,PseudoTime4,PseudoTime5
E73_1_052,NA,NA,12.5414327766848,NA,NA
E89_2_405,69.2604727218444,NA,NA,NA,NA
E16_1_904,27.2684762381673,NA,NA,29.5142119289495,NA
E103_0_1,7.19958230725781,7.73357223996676,2.90399140159796,7.08539983225456,7.46838545092669
E83_1_152,NA,40.5895296450972,NA,NA,NA
E45_3_156,NA,NA,58.1286378705657,NA,NA
E63_4_459,NA,62.4391226369324,NA,NA,NA
E118_3_206,NA,NA,72.4253878842447,NA,NA
E11_4_309,55.1934229121554,NA,NA,NA,NA
E70_3_908,65.9615759902551,NA,NA,NA,NA
E107_0_752,NA,NA,NA,54.3465059641306,NA
E119_4_609,NA,NA,NA,59.866510378828,NA
E104_1_002,37.8748316916732,NA,NA,NA,NA
E138_1_002,NA,38.274445083791,NA,NA,NA
E74_0_401,NA,35.2513104940361,NA,NA,NA
E118_4_659,NA,NA,42.7830892499393,NA,NA
E109_4_459,54.7633797567398,NA,NA,NA,NA
E51_0_802,NA,33.6880309804792,NA,NA,NA
E97_2_756,55.0466781230654,NA,NA,NA,NA
E127_3_257,NA,NA,47.4388385157556,NA,NA
E12_2_756,63.1881292776736,NA,NA,NA,NA
E117_0_0,15.9962266179594,11.1501652232664,NA,13.7797903490903,12.6743875333866
E61_0_401,NA,NA,NA,39.8504691299555,39.7380586992624
E21_4_058,NA,NA,81.0881416578258,NA,NA
E39_4_659,NA,NA,39.0042515489371,NA,NA
E121_3_808,65.6633742384734,NA,NA,NA,NA
E143_4_259,55.7470135551159,NA,NA,NA,NA
E140_0_15,10.4076934251344,13.0488893213704,2.96044127110169,10.9948007765038,12.1873658992196
E108_4_409,NA,NA,66.4948568062881,NA,NA
E9_0_651,NA,25.5941047726587,NA,26.2311568548391,25.4662716554433
E27_3_457,NA,74.8786529528564,NA,NA,NA
E111_4_359,NA,NA,NA,NA,68.6230975730364
E39_0_451,NA,NA,21.7475959872331,NA,NA
E11_1_102,41.6529442985953,NA,NA,NA,NA
E74_2_856,66.4804247232297,NA,NA,NA,NA
E73_2_956,NA,NA,69.4512399629894,NA,NA
E12_3_056,55.086986655266,NA,NA,NA,NA
E56_0_501,7.84427209385153,10.1812075217136,2.64760116908333,7.46144613262011,8.56517751397732
E1_3_808,NA,75.9583072887175,NA,NA,NA
E106_4_359,NA,NA,NA,NA,63.1780581608934
E47_2_004,NA,NA,46.3173722119441,NA,NA
E61_2_004,64.7910809920447,NA,NA,NA,NA
E0_1_603,74.8092380440949,NA,NA,NA,NA
E148_0_651,NA,NA,NA,NA,53.6176880131605
E70_0_2,0,0,0,0,0
E138_0_05,17.832239170777,13.8012292742485,NA,16.118407234177,15.1660610661747
E113_1_202,NA,61.2379594252724,NA,NA,NA
E130_2_305,NA,61.4202661033355,NA,NA,NA
E61_1_954,62.080166177189,NA,NA,NA,NA
E55_0_752,16.8767943189756,15.0862504049174,NA,16.9245708263342,16.2359251329237
E24_3_808,NA,NA,37.5144856221021,NA,NA
E29_1_804,NA,NA,34.9389036212694,NA,NA
E83_2_956,NA,71.0956016821975,NA,NA,NA
E133_0_1,7.39956867745131,7.55435033770085,3.21211204158006,7.50929635965533,7.5289083763934
E140_1_603,NA,38.1679516760796,NA,NA,NA
E32_0_701,21.0490516007089,NA,NA,17.7616119688882,16.6093870250196
E16_0_852,25.8503869101022,NA,NA,27.1039596363519,NA
E59_4_609,62.5680848008284,NA,NA,NA,NA
E12_4_81,70.2279627080555,NA,NA,NA,NA
E94_0_651,NA,NA,16.7142030318426,NA,NA
E140_0_601,NA,21.0803773704935,NA,NA,18.6857579356278
E66_3_307,NA,74.1599529098345,NA,NA,NA
E31_2_305,NA,NA,NA,61.064758923683,NA
E36_0_301,NA,23.6542989450047,NA,NA,21.084441963757
E7_4_509,NA,63.5189587843989,NA,NA,NA
E129_0_651,NA,NA,15.8593638200181,NA,NA
E70_1_904,55.9486319718527,NA,NA,NA,NA
E95_0_852,NA,NA,NA,42.7260078848695,NA
E61_0_752,39.6537848324386,NA,NA,NA,NA
