,PseudoTime0,PseudoTime1,PseudoTime2
E79_7_77,7.77,,
E105_5_367,5.367,,
E56_3_925,,,3.925
E24_3_444,3.444,,
E44_7_61,7.61,,
E115_0_801,,0.801,
E64_6_568,6.568,,
E99_1_282,,,1.282
E47_5_607,,,5.607
E105_6_168,6.168,,
E8_2_083,,2.083,
E42_7_77,,,7.77
E143_7_449,,,7.449
E113_2_643,,,2.643
E44_4_966,4.966,,
E11_1_202,,1.202,
E122_1_442,,,1.442
E105_2_964,2.964,,
E42_0_24,,,0.24
E46_4_806,,,4.806
E1_7_77,,,7.77
E115_6_408,,6.408,
E129_5_847,,,5.847
E107_2_243,,2.243,
E38_5_527,,5.527,
E10_1_442,,,1.442
E30_5_767,,5.767,
E118_0_16,0.16,,
E63_7_369,,,7.369
E137_7_77,7.77,,
E120_4_406,,4.406,
E3_7_77,,7.77,
E46_4_886,,,4.886
E8_2_403,,2.403,
E145_3_364,,,3.364
E1_0_481,,,0.481
E135_0_721,0.721,,
E47_7_209,,,7.209
E66_2_163,,,2.163
E64_5_367,5.367,,
E1_6_248,,,6.248
E86_2_243,2.243,,
E119_5_687,,5.687,
E136_5_126,,,5.126
E25_6_488,6.488,,
E68_0_481,,,0.481
E19_5_847,,5.847,
E118_5_687,5.687,,
E34_5_607,5.607,,
E40_2_403,2.403,,
E7_6_969,6.969,,
E121_1_602,,,1.602
E131_2_163,,2.163,
E120_6_969,,6.969,
E34_2_243,2.243,,
E5_2_403,2.403,,
E5_7_369,7.369,,
E93_6_408,6.408,,
E13_4_486,,,4.486
E111_0_561,0.561,,
E22_2_804,,,2.804
E149_4_566,4.566,,
E92_0_961,,,0.961
E2_4_726,4.726,,
E130_6_809,,6.809,
E56_2_643,,,2.643
E60_4_646,,4.646,
E47_2_804,,,2.804
E8_4_566,,4.566,
E106_6_889,6.889,,
E126_0_881,,0.881,
E78_3_845,,,3.845
E133_5_447,,5.447,
E3_2_003,,2.003,
E147_4_005,,,4.005
E42_5_687,,,5.687
E19_5_527,,5.527,
E121_4_005,,,4.005
E68_4_966,,,4.966
E113_7_209,,,7.209
E127_6_969,,6.969,
E125_6_728,6.728,,
E127_7_449,,7.449,
E132_2_403,2.403,,
E79_5_527,5.527,,
E20_3_364,,,3.364
E56_2_403,,,2.403
E86_2_003,2.003,,
E67_2_723,,2.723,
E66_3_124,,,3.124
E47_7_289,,,7.289
E2_6_008,6.008,,
E68_1_602,,,1.602
E6_5_207,,,5.207
E10_4_165,,,4.165
E64_6_248,6.248,,
E23_4_726,4.726,,
E91_4_406,,4.406,
E2_7_529,7.529,,
E5_6_809,6.809,,
E21_6_568,6.568,,
E54_7_209,7.209,,
E69_6_889,,6.889,
E5_3_685,3.685,,
E5_5_767,5.767,,
E65_3_845,3.845,,
E93_4_406,4.406,,
E2_1_202,1.202,,
E52_3_124,,,3.124
E147_6_969,,,6.969
E122_5_447,,,5.447
E31_1_842,,1.842,
E92_7_61,,,7.61
E132_5_767,5.767,,
E96_6_328,6.328,,
E53_1_121,,1.121,
E2_1_041,1.041,,
E126_0_481,,0.481,
E20_0_0,,,0.0
E142_3_765,,,3.765
E144_0_481,0.481,,
E31_7_77,,7.77,
E1_5_687,,,5.687
E5_0_641,0.641,,
E126_6_088,,6.088,
E3_4_726,,4.726,
E34_5_126,5.126,,
E102_4_566,,,4.566
E82_7_209,7.209,,
E145_1_602,,,1.602
E126_4_325,,4.325,
E58_0_801,,,0.801
E103_2_243,,2.243,
E113_3_685,,,3.685
E130_3_925,,3.925,
E98_3_364,,,3.364
E139_3_765,,,3.765
E78_7_289,,,7.289
E36_0_481,,0.481,
E17_6_248,,6.248,
E89_1_442,1.442,,
E98_4_566,,,4.566
E59_0_401,,0.401,
E23_2_643,2.643,,
E111_5_687,5.687,,
E4_6_008,,,6.008
E147_1_362,,,1.362
E81_0_401,0.401,,
E20_6_328,,,6.328
E29_3_765,,,3.765
E82_6_408,6.408,,
E106_7_69,7.69,,
E66_1_041,,,1.041
E10_3_044,,,3.044
E91_0_561,,0.561,
E146_5_927,,5.927,
E0_2_964,,2.964,
E79_7_129,7.129,,
E92_6_248,,,6.248
E6_5_287,,,5.287
E75_5_207,5.207,,
E103_7_69,,7.69,
E111_0_801,0.801,,
E103_7_449,,7.449,
E131_0_24,,0.24,
E93_6_568,6.568,,
E16_0_641,0.641,,
E132_5_687,5.687,,
E70_3_044,3.044,,
E31_2_483,,2.483,
E133_7_77,,7.77,
E21_3_204,3.204,,
E24_6_408,6.408,,
E24_1_442,1.442,,
E81_2_483,2.483,,
E29_6_248,,,6.248
E79_5_847,5.847,,
E143_5_767,,,5.767
E119_6_408,,6.408,
E147_6_889,,,6.889
E40_3_284,3.284,,
E4_4_566,,,4.566
E42_6_648,,,6.648
E80_7_209,,7.209,
E16_3_685,3.685,,
E67_7_289,,7.289,
E1_2_083,,,2.083
E6_7_69,,,7.69
E81_1_442,1.442,,
E115_5_126,,5.126,
E68_0_401,,,0.401
E90_7_529,7.529,,
E79_6_728,6.728,,
E113_7_529,,,7.529
E37_1_522,1.522,,
E34_2_403,2.403,,
E95_0_24,,,0.24
E139_7_289,,,7.289
E31_5_207,,5.207,
E19_0_401,,0.401,
E8_0_08,,0.08,
E146_7_129,,7.129,
E109_3_925,,3.925,
E3_6_408,,6.408,
E101_4_566,,4.566,
E13_5_927,,,5.927
E137_0_16,0.16,,
E93_5_367,5.367,,
E147_2_804,,,2.804
E57_3_845,,3.845,
E132_3_685,3.685,,
E129_0_401,,,0.401
E96_2_804,2.804,,
E78_0_0,,,0.0
E121_3_444,,,3.444
E146_4_245,,4.245,
E13_0_561,,,0.561
E91_6_728,,6.728,
E52_4_085,,,4.085
E107_4_486,,4.486,
E47_7_049,,,7.049
E121_4_646,,,4.646
E11_2_163,,2.163,
E7_2_243,2.243,,
E119_7_209,,7.209,
E149_7_369,7.369,,
E15_3_845,,3.845,
E107_4_886,,4.886,
E99_4_085,,,4.085
E40_0_561,0.561,,
E136_6_889,,,6.889
E123_0_08,,0.08,
E41_7_369,,7.369,
E14_7_85,,,7.85
E57_4_566,,4.566,
E21_5_447,5.447,,
E35_6_168,,6.168,
E130_0_561,,0.561,
E1_6_728,,,6.728
E57_3_605,,3.605,
E47_5_687,,,5.687
E111_3_605,3.605,,
E8_5_527,,5.527,
E66_6_008,,,6.008
E123_5_767,,5.767,
E46_0_0,,,0.0
E42_0_961,,,0.961
E52_0_961,,,0.961
E99_3_845,,,3.845
E57_2_643,,2.643,
E92_5_607,,,5.607
E21_0_481,0.481,,
E30_5_607,,5.607,
E11_1_041,,1.041,
E1_7_61,,,7.61
E58_5_687,,,5.687
E103_0_0,,0.0,
E147_0_08,,,0.08
E125_2_643,2.643,,
E102_7_289,,,7.289
E66_1_522,,,1.522
E46_4_966,,,4.966
E6_4_966,,,4.966
E11_4_406,,4.406,
E1_6_488,,,6.488
E86_3_124,3.124,,
E128_1_682,,1.682,
E38_6_809,,6.809,
E143_3_044,,,3.044
E25_1_121,1.121,,
