,PseudoTime0,PseudoTime1
E115_1_603,1.603,
E51_1_754,1.754,
E107_1_854,,1.854
E79_0_952,,0.952
E104_1_453,1.453,
E115_1_353,1.353,
E110_2_004,,2.004
E140_3_206,3.206,
E125_4_259,,4.259
E56_1_653,1.653,
E83_0_0,,0.0
E76_4_86,,4.86
E91_2_806,,2.806
E138_1_703,,1.703
E109_2_405,,2.405
E34_1_102,1.102,
E138_0_952,,0.952
E138_3_557,,3.557
E136_1_253,,1.253
E13_1_152,1.152,
E59_1_503,,1.503
E47_0_501,,0.501
E1_1_703,,1.703
E67_4_208,,4.208
E91_4_76,,4.76
E108_4_559,,4.559
E51_0_902,0.902,
E143_3_156,3.156,
E29_0_401,,0.401
E47_3_006,,3.006
E136_4_259,,4.259
E44_4_96,,4.96
E3_2_204,2.204,
E147_2_104,,2.104
E32_1_603,,1.603
E139_0_752,,0.752
E138_2_154,,2.154
E84_0_551,0.551,
E92_2_305,,2.305
E84_2_906,2.906,
E100_1_904,,1.904
E103_0_05,0.05,
E42_2_154,,2.154
E90_3_858,,3.858
E131_1_052,1.052,
E92_4_108,,4.108
E67_0_401,,0.401
E40_1_453,,1.453
E46_3_006,,3.006
E69_1_303,,1.303
E14_2_655,,2.655
E112_1_002,,1.002
E44_2_004,,2.004
E51_2_806,2.806,
E132_0_551,,0.551
E42_1_754,,1.754
E63_0_05,0.05,
E78_3_958,,3.958
E148_0_852,,0.852
E66_0_651,,0.651
E6_4_008,,4.008
E73_3_858,,3.858
E16_3_156,,3.156
E65_2_806,,2.806
E95_3_507,,3.507
E97_4_76,,4.76
E63_4_559,4.559,
E88_1_152,,1.152
E83_4_208,,4.208
E89_4_309,4.309,
E120_4_96,,4.96
E18_0_401,,0.401
E88_1_653,,1.653
E59_0_501,,0.501
E67_4_659,,4.659
E138_0_15,,0.15
E102_1_453,,1.453
E66_4_609,,4.609
E5_0_651,,0.651
E39_1_052,,1.052
E17_3_557,,3.557
E111_4_559,4.559,
E121_4_509,,4.509
E87_3_657,3.657,
E123_1_653,,1.653
E135_2_154,,2.154
E44_0_852,,0.852
E17_0_2,,0.2
E148_2_856,,2.856
E16_1_553,,1.553
E86_1_303,,1.303
E29_1_303,,1.303
E4_4_208,,4.208
E54_0_401,,0.401
E69_3_707,,3.707
E42_3_457,,3.457
E38_4_309,,4.309
E46_1_703,,1.703
E147_1_102,,1.102
E34_3_307,3.307,
E53_0_651,,0.651
E134_3_357,3.357,
E31_1_703,,1.703
E64_1_954,,1.954
E113_0_651,,0.651
E127_0_902,,0.902
E114_1_854,1.854,
E86_3_707,,3.707
E56_0_0,0.0,
E20_4_158,,4.158
E54_3_908,,3.908
E60_3_457,,3.457
E133_1_603,1.603,
E76_2_756,,2.756
E93_3_006,,3.006
E140_0_551,0.551,
E84_3_257,3.257,
E76_3_006,,3.006
E104_2_305,2.305,
E24_3_407,3.407,
E134_2_104,2.104,
E130_3_758,3.758,
E27_4_91,,4.91
E78_4_659,,4.659
E128_0_351,,0.351
E122_2_705,,2.705
E12_0_952,,0.952
E71_0_451,,0.451
E124_0_952,,0.952
E120_4_409,,4.409
E142_4_96,,4.96
E77_0_05,,0.05
E59_3_607,,3.607
E28_0_501,,0.501
E142_2_004,,2.004
E36_2_455,,2.455
E66_3_106,,3.106
E119_0_651,,0.651
E5_1_603,,1.603
E54_4_86,,4.86
E40_3_557,,3.557
E62_0_802,0.802,
E78_2_956,,2.956
E94_3_858,,3.858
E80_0_952,0.952,
E37_2_455,2.455,
E30_2_605,,2.605
E39_0_551,,0.551
E42_1_453,,1.453
E110_4_709,,4.709
E111_2_956,2.956,
E111_4_309,4.309,
E126_4_559,,4.559
E103_2_705,2.705,
E115_1_703,1.703,
E9_1_754,,1.754
E70_1_253,1.253,
E94_2_204,,2.204
E136_4_359,,4.359
E140_2_906,2.906,
E73_1_553,,1.553
E89_1_503,1.503,
E35_2_355,,2.355
E116_2_906,,2.906
E42_1_002,,1.002
E112_0_651,,0.651
E49_1_854,,1.854
E15_2_455,,2.455
E98_3_858,,3.858
E128_1_303,,1.303
E78_1_353,,1.353
E39_4_208,,4.208
E52_1_503,,1.503
E88_3_257,,3.257
E69_0_752,,0.752
E138_3_056,,3.056
E138_1_553,,1.553
E67_4_559,,4.559
E129_4_709,4.709,
E27_2_505,,2.505
E19_2_906,,2.906
E140_3_607,3.607,
E43_1_653,1.653,
E44_3_858,,3.858
E31_4_158,,4.158
E50_1_954,,1.954
E148_2_405,,2.405
E49_2_355,,2.355
E2_0_251,0.251,
E91_2_154,,2.154
E62_3_357,3.357,
E15_1_253,,1.253
E88_3_657,,3.657
E23_4_509,,4.509
E87_4_459,4.459,
E12_4_659,,4.659
E28_2_655,,2.655
E82_3_858,,3.858
E2_4_609,4.609,
E108_1_353,,1.353
E120_1_804,,1.804
E84_1_553,1.553,
E39_1_703,,1.703
E89_0_2,0.2,
E119_2_255,,2.255
E55_3_357,,3.357
E132_4_259,,4.259
E33_0_902,,0.902
E116_4_709,,4.709
E140_1_353,1.353,
E14_4_709,,4.709
E57_4_91,,4.91
E24_1_253,1.253,
E18_4_359,,4.359
E51_4_459,4.459,
E122_1_703,,1.703
E46_3_307,,3.307
E92_0_15,,0.15
E115_4_208,4.208,
E1_4_459,,4.459
E62_4_208,4.208,
E146_0_2,,0.2
E5_0_701,,0.701
E111_0_451,0.451,
E122_1_754,,1.754
E24_1_904,1.904,
E101_4_359,,4.359
E137_1_102,,1.102
E138_4_459,,4.459
E7_0_902,,0.902
E85_2_355,2.355,
E107_2_605,,2.605
E73_4_709,,4.709
E115_0_902,0.902,
E140_1_603,1.603,
E102_3_407,,3.407
E127_0_15,,0.15
E113_2_104,,2.104
E63_1_954,1.954,
E122_4_86,,4.86
E61_1_152,1.152,
E33_1_553,,1.553
E143_3_908,3.908,
E61_1_403,1.403,
E24_4_709,4.709,
E10_4_208,,4.208
E43_3_858,3.858,
E76_4_76,,4.76
E54_2_054,,2.054
E103_2_856,2.856,
E79_0_251,,0.251
E86_4_709,,4.709
E18_1_303,,1.303
E147_0_05,,0.05
E121_4_96,,4.96
E126_3_657,,3.657
E54_4_76,,4.76
E142_1_754,,1.754
E36_0_852,,0.852
E62_3_908,3.908,
E18_3_257,,3.257
E3_0_0,0.0,
E95_1_353,,1.353
E18_4_509,,4.509
E47_2_605,,2.605
E3_0_701,0.701,
E66_0_251,,0.251
E66_1_002,,1.002
E121_2_856,,2.856
E129_1_202,1.202,
E106_4_158,,4.158
E10_4_81,,4.81
E19_1_553,,1.553
E51_3_808,3.808,
E37_3_958,3.958,
E103_4_96,4.96,
E38_1_002,,1.002
E43_0_501,0.501,
E108_4_509,,4.509
E70_0_952,0.952,
E134_4_96,4.96,
E82_3_206,,3.206
E142_1_703,,1.703
E32_0_451,,0.451
E115_2_104,2.104,
E119_2_906,,2.906
E102_4_86,,4.86
E9_0_2,,0.2
E38_3_106,,3.106
E142_0_701,,0.701
E48_4_309,,4.309
E147_2_956,,2.956
E85_1_202,1.202,
E28_2_505,,2.505
E42_4_359,,4.359
E48_0_651,,0.651
E34_2_505,2.505,
E70_0_902,0.902,
E27_1_453,,1.453
E123_0_952,,0.952
E22_0_0,,0.0
E120_0_902,,0.902
E62_4_509,4.509,
E148_1_653,,1.653
E71_4_86,,4.86
E20_0_05,,0.05
E124_0_251,,0.251
E107_2_455,,2.455
E129_3_908,3.908,
E7_3_908,,3.908
E143_1_854,1.854,
E112_0_401,,0.401
E137_4_96,,4.96
E33_3_457,,3.457
E6_3_858,,3.858
E103_4_008,4.008,
E50_1_202,,1.202
E8_3_106,,3.106
E63_1_754,1.754,
E13_0_952,0.952,
E71_1_102,,1.102
E33_4_659,,4.659
E147_4_76,,4.76
E114_2_355,2.355,
E72_4_81,4.81,
E133_2_204,2.204,
E93_3_407,,3.407
E128_2_054,,2.054
E61_3_758,3.758,
E61_2_405,2.405,
E100_1_303,,1.303
E132_0_251,,0.251
E12_1_303,,1.303
E138_4_91,,4.91
E135_4_359,,4.359
E8_1_253,,1.253
E47_0_451,,0.451
E83_0_701,,0.701
E127_2_305,,2.305
E109_2_505,,2.505
E142_4_008,,4.008
E126_0_301,,0.301
E91_3_307,,3.307
E30_3_407,,3.407
E24_1_152,1.152,
E84_4_058,4.058,
E127_2_154,,2.154
E20_3_808,,3.808
E62_3_156,3.156,
E52_1_553,,1.553
E39_0_15,,0.15
E141_4_058,,4.058
E105_4_259,4.259,
E115_3_156,3.156,
E93_3_707,,3.707
E127_0_251,,0.251
E133_3_156,3.156,
E7_4_008,,4.008
E38_0_1,,0.1
E70_1_804,1.804,
E122_1_403,,1.403
E93_0_251,,0.251
E133_2_154,2.154,
E103_3_858,3.858,
E129_2_204,2.204,
E25_4_509,,4.509
E106_3_257,,3.257
E69_0_1,,0.1
E126_0_701,,0.701
E46_1_503,,1.503
E95_4_96,,4.96
E111_3_908,3.908,
E102_2_104,,2.104
E77_4_409,,4.409
E129_2_004,2.004,
E116_2_505,,2.505
E66_2_555,,2.555
E56_3_808,3.808,
E87_4_058,4.058,
E70_2_756,2.756,
E12_1_002,,1.002
E97_4_459,,4.459
E77_1_303,,1.303
E82_1_353,,1.353
E107_3_657,,3.657
E62_1_754,1.754,
E118_4_158,,4.158
E122_0_451,,0.451
E81_2_806,,2.806
E79_3_707,,3.707
E43_4_309,4.309,
E45_3_657,,3.657
E1_0_852,,0.852
E71_3_908,,3.908
E6_0_952,,0.952
E93_1_553,,1.553
E47_0_05,,0.05
E129_4_359,4.359,
E74_1_002,,1.002
E60_2_756,,2.756
E124_1_653,,1.653
E127_4_359,,4.359
E10_0_251,,0.251
E15_4_559,,4.559
E77_1_603,,1.603
E30_3_357,,3.357
E30_1_253,,1.253
E62_4_86,4.86,
E53_4_559,,4.559
E31_3_758,,3.758
E122_4_709,,4.709
E80_4_058,4.058,
E55_4_91,,4.91
E60_4_008,,4.008
E9_1_503,,1.503
E67_2_605,,2.605
E82_1_854,,1.854
E110_0_902,,0.902
E39_2_204,,2.204
E94_4_559,,4.559
E48_2_405,,2.405
E27_0_0,,0.0
E123_1_202,,1.202
E143_1_553,1.553,
E12_3_607,,3.607
E147_2_154,,2.154
E93_4_609,,4.609
E6_4_609,,4.609
E90_1_253,,1.253
E26_3_507,,3.507
E44_1_954,,1.954
E90_1_303,,1.303
E100_2_054,,2.054
E14_3_006,,3.006
E83_1_202,,1.202
E145_4_409,,4.409
E84_4_008,4.008,
E83_2_204,,2.204
E14_2_054,,2.054
E69_4_509,,4.509
E147_0_2,,0.2
E66_2_255,,2.255
E23_1_453,,1.453
E29_2_004,,2.004
E100_3_557,,3.557
E10_1_804,,1.804
E140_0_2,0.2,
E97_0_1,,0.1
E38_3_257,,3.257
E31_0_301,,0.301
E93_4_158,,4.158
E142_0_551,,0.551
E18_1_202,,1.202
E147_1_403,,1.403
E30_2_806,,2.806
E146_3_006,,3.006
E69_4_158,,4.158
E93_2_355,,2.355
E75_0_651,,0.651
E34_1_653,1.653,
E90_3_106,,3.106
E19_0_0,,0.0
E94_1_603,,1.603
E31_3_307,,3.307
E116_3_908,,3.908
E135_4_459,,4.459
E149_0_15,,0.15
E39_3_858,,3.858
E108_3_657,,3.657
E63_2_455,2.455,
E138_0_351,,0.351
E46_1_954,,1.954
E136_0_451,,0.451
E147_3_056,,3.056
E94_4_86,,4.86
E32_0_1,,0.1
E111_0_2,0.2,
E145_0_701,,0.701
E106_4_058,,4.058
E121_4_008,,4.008
E37_3_307,3.307,
E97_4_659,,4.659
E17_3_958,,3.958
E14_1_152,,1.152
E1_3_557,,3.557
E103_4_359,4.359,
E1_1_403,,1.403
E102_4_76,,4.76
E25_3_206,,3.206
E113_0_852,,0.852
E44_4_609,,4.609
E91_1_202,,1.202
E96_2_956,,2.956
E138_1_503,,1.503
E0_1_303,,1.303
E146_0_301,,0.301
E68_4_058,,4.058
E21_3_507,3.507,
E107_3_457,,3.457
E4_4_96,,4.96
E90_0_251,,0.251
E26_4_409,,4.409
E110_0_401,,0.401
E21_2_004,2.004,
E95_4_609,,4.609
E80_0_0,0.0,
E116_0_451,,0.451
E55_3_657,,3.657
E116_3_958,,3.958
E62_3_707,3.707,
E60_0_251,,0.251
E114_0_701,0.701,
E138_4_409,,4.409
E105_3_758,3.758,
E11_4_91,4.91,
E58_3_056,3.056,
E103_2_655,2.655,
E111_0_651,0.651,
E89_1_804,1.804,
E46_3_557,,3.557
E46_1_603,,1.603
E103_2_906,2.906,
E6_0_601,,0.601
E145_2_104,,2.104
E84_3_808,3.808,
E114_1_503,1.503,
E13_2_505,2.505,
E91_1_754,,1.754
E34_3_808,3.808,
E23_0_251,,0.251
E104_0_752,0.752,
E92_1_553,,1.553
E26_1_503,,1.503
E95_4_108,,4.108
E112_1_503,,1.503
E36_3_758,,3.758
E7_3_156,,3.156
E88_4_96,,4.96
E129_4_96,4.96,
E49_3_808,,3.808
E122_2_255,,2.255
E143_2_455,2.455,
E52_4_008,,4.008
E74_4_609,,4.609
E95_2_806,,2.806
E77_1_152,,1.152
E3_2_455,2.455,
E98_4_208,,4.208
E23_2_906,,2.906
E54_2_505,,2.505
E98_0_551,,0.551
E86_2_255,,2.255
E52_3_607,,3.607
E88_1_202,,1.202
E77_0_301,,0.301
E1_3_156,,3.156
E60_3_156,,3.156
E48_3_958,,3.958
E149_3_507,,3.507
E120_2_505,,2.505
E136_4_76,,4.76
E75_2_655,,2.655
E7_3_758,,3.758
E123_2_104,,2.104
E122_2_655,,2.655
E27_1_603,,1.603
E36_3_257,,3.257
E18_3_407,,3.407
E31_0_952,,0.952
E42_2_756,,2.756
E103_0_1,0.1,
E140_1_052,1.052,
E84_2_455,2.455,
E86_4_91,,4.91
